placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,error,attributes,info
https://www.google.com/maps/place/City+of+Santa+Fe+Parking+Division/data=!4m7!3m6!1s0x87185038f4a7e917:0x268f635cbbe96e4e!8m2!3d35.6854838!4d-105.951889!16s%2Fg%2F1v2yz9tc!19sChIJF-mn9DhQGIcRTm7pu1xjjyY,City of Santa Fe Parking Division,1.6,23,City government office,"737 Agua Fria St, Santa Fe, NM 87501, United States","M2PX+56 Santa Fe, New Mexico, USA",http://www.santafenm.gov/parking,+1 505-955-6581,Open ⋅ Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=F3-PL3lmybdJq7cJ4lluFg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=203.03152&pitch=0&thumbfov=100,false,8:30 am–4:30 pm,Closed,8:30 am–4:30 pm,Closed,Closed,Closed,Closed,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2025-10-28T19:05:24.938Z,,,
https://www.google.com/maps/place/Michael%27s+Valet/data=!4m7!3m6!1s0x87185044df4d8b0d:0xc5fcb9b75db5481b!8m2!3d35.6628389!4d-105.9763644!16s%2Fg%2F1261pgy6b!19sChIJDYtN30RQGIcRG0i1Xbe5_MU,Michael's Valet,3.0,8,Valet parking service,"1964 Cerrillos Rd ste A, Santa Fe, NM 87505, United States","M27F+4F Santa Fe, New Mexico, USA",https://michaelsvaletservices.com/,+1 505-930-2888,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vmyUwi72UUhGWfc2lhEU5Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=156.24&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2025-10-28T19:05:30.740Z,,,
https://www.google.com/maps/place/Tour+Operator+Parking+Space/data=!4m7!3m6!1s0x8718504716a82bb9:0xffdd4068a348e740!8m2!3d35.6891039!4d-105.9386852!16s%2Fg%2F11c6_bb0rk!19sChIJuSuoFkdQGIcRQOdIo2hA3f8,Tour Operator Parking Space,,,Parking lot,"130 Lincoln Ave, Santa Fe, NM 87501, United States","M3Q6+JG Santa Fe, New Mexico, USA",http://www.santafenm.gov/parking,+1 505-955-6674,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=y9X8zS2Ba3EqFmxj3SvXKw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=286.24893&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2025-10-28T19:05:34.164Z,,,
https://www.google.com/maps/place/Public+Parking+Garage/data=!4m7!3m6!1s0x87185043be076c9b:0xfa3a4643db4128e6!8m2!3d35.6822388!4d-105.9421117!16s%2Fg%2F11bxc617nz!19sChIJm2wHvkNQGIcR5ihB20NGOvo,Public Parking Garage,4.7,10,Parking lot,"Galisteo St and Paseo de Peralta, Paseo De Peralta, Santa Fe, NM 87501, United States","M3J5+V5 Santa Fe, New Mexico, USA",,,Open ⋅ Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwgdx1cXSQHyRJF0elvUYaHR1uTYYpw8_EyEPgPqARcHaUVpAMWVn05t-M7W-eQ8fKTPS7htwKKPOWCXjWqOZrrCfxx3PGwtOAt74gRtHDztUEgkC5mTOhXE2D6qBXclzmUgtA=w426-h240-k-no,false,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2025-10-28T19:05:39.875Z,,,
https://www.google.com/maps/place/Sandoval+Parking+Garage/data=!4m7!3m6!1s0x87185040bff3f481:0x967d8a9ede1bdec3!8m2!3d35.6870662!4d-105.9415204!16s%2Fg%2F1tmqgnv1!19sChIJgfTzv0BQGIcRw94b3p6KfZY,Sandoval Parking Garage,4.1,60,Parking garage,"217 W Water St, Santa Fe, NM 87501, United States","M3P5+R9 Santa Fe, New Mexico, USA",https://santafenm.gov/public-works/parking,+1 505-955-6682,"Open ⋅ Closes 11 pm

Updated by others 3 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx2nvsCiiDuRNdEML5InmQ1ViweTBNmsRZY3MpTY4cxJ0i-kVRfp8AoBIE9XNenZl-tObpKSmEq46a5FuKVQxdvC4ESOHSzqbvB05kEVFcOiVqnuNZQIjwVZhxYGXFGQkN8mLup=w426-h240-k-no,false,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2025-10-28T19:05:45.838Z,,,
https://www.google.com/maps/place/State+Capitol+Parking+Facility/data=!4m7!3m6!1s0x87185043b88f6f3d:0xd2dcc93a89837e42!8m2!3d35.6823827!4d-105.942402!16s%2Fg%2F11bz_025sf!19sChIJPW-PuENQGIcRQn6DiTrJ3NI,State Capitol Parking Facility,4.2,33,Parking garage,"485 Galisteo St, Santa Fe, NM 87501, United States","M3J5+X2 Santa Fe, New Mexico, USA",,,Open ⋅ Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxaIrdvdDRj_Y__FBLK7PbF8K5gXmWFoIkKK7oolVJT0bh6HN4-NEo3U21PIgYvZJAOIzCujtEAT6w62uMssgQGpo2GTCuKrxJu-8nrtPyZtptloOBRMTHYz8yTcF0dgY1gQvrW=w408-h306-k-no,false,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,Closed,Closed,6 am–9 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2025-10-28T19:05:50.743Z,,,
https://www.google.com/maps/place/Santa+Fe+Community+Convention+Center+Municipal+Garage/data=!4m7!3m6!1s0x8718503894760a7d:0xa85932f0688f20b8!8m2!3d35.6907647!4d-105.9397428!16s%2Fg%2F11fzvz17z1!19sChIJfQp2lDhQGIcRuCCPaPAyWag,Santa Fe Community Convention Center Municipal Garage,3.2,19,Parking garage,"119 S Federal Pl, Santa Fe, NM 87501, United States","M3R6+84 Santa Fe, New Mexico, USA",,,Open ⋅ Closes 1 am,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyy-mbF24u4Q3YrdpldOB2EYAmweB0WU0F9m4d2zEy6N-h2J2m1i3L2CwMAp0eyTEyOYdpaTl9LwvPXD39VdzxfAeYrD-a7O8dft9FFHQOeQOxkbIDuHggapJ8CE6jX81ai9UpZDw=w408-h272-k-no,false,7 am–1 am,7 am–1 am,7 am–1 am,7 am–1 am,7 am–1 am,7 am–1 am,7 am–1 am,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2025-10-28T19:05:55.916Z,,,
"https://www.google.com/maps/place/Santa+Fe+Valet+and+Limousine/@35.4888995,-106.027357,9z/data=!3m1!4b1!4m6!3m5!1s0x871851c04f49b6f5:0xed9d2800f394eb8d!8m2!3d35.4888996!4d-106.027357!16s%2Fg%2F1z3tblglt",Santa Fe Valet and Limousine,4.9,30,Transportation service,,,http://www.santafevalet.com/,+1 505-424-2171,Open 24 hours,,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2025-10-28T19:06:03.033Z,,,
https://www.google.com/maps/place/Water+Street+Municipal+Lot/data=!4m7!3m6!1s0x87185046c6b40d1b:0x943c0d6138552e83!8m2!3d35.6861837!4d-105.9391763!16s%2Fg%2F11ckrjf0zz!19sChIJGw20xkZQGIcRgy5VOGENPJQ,Water Street Municipal Lot,3.9,59,Parking lot,"100 E Water St, Santa Fe, NM 87501, United States","M3P6+F8 Santa Fe, New Mexico, USA",https://santafenm.gov/public-works/parking,+1 505-955-6949,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSySTIJMKiTQtw8nhZXBEt4JbaJ6tocRLmag9QcuMS_L4BETpk42skOj1zzhrFmrGUjNVGywEELR51Y0OXd4fJTeQGdyXOYCk2NmTSOPRoepHybTeKhhbTwRLhrrlJjG91Dgn8FbLA=w408-h307-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2025-10-28T19:06:06.018Z,,,
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Rosalia+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2025-10-28T19:06:15.518Z,No new results found,,
