placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,error,isBlackOwned
https://www.google.com/maps/place/Pool+%26+Patio+Inc/data=!4m7!3m6!1s0x87c0eb5aa2f9b9c1:0xefdbac75cf3fea75!8m2!3d38.966729!4d-94.7168345!16s%2Fg%2F1tlndzgt!19sChIJwbn5olrrwIcRdeo_z3Ws2-8,Pool & Patio Inc,4.2,77,Swimming pool supply store,"Chemicals, parts & other products for pools & hot tubs along with services such as maintenance. · In-store shopping · Kerbside pickup","11409 W 89th St, Overland Park, KS 66214, United States","X78M+M7 Overland Park, Kansas, USA",http://www.poolandpatiokc.com/,+1 913-888-2226,"Open ⋅ Closes 5 pm

Updated by this business 3 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMqZiuynBKb21lnp1KyQx6bCDZ-50aHicZssFnY=w408-h271-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-27T19:25:27.555Z,,
https://www.google.com/maps/place/Pool+Restoration/data=!4m7!3m6!1s0x87c0eb2b77f77513:0x6b8593e21a4224a1!8m2!3d38.9751217!4d-94.6690452!16s%2Fg%2F11w83w1g81!19sChIJE3X3dyvrwIcRoSRCGuKThWs,Pool Restoration,,,Swimming pool contractor,,"7200 W 85th St, Overland Park, KS 66212, United States","X8GJ+29 Overland Park, Kansas, USA",https://www.poolrestorationllc.com/,+1 913-344-4113,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipO2Eqg_BsBe2YbBaSvRJCsy7obmlKUC7NZZEaVb=w408-h333-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-27T19:25:33.487Z,,
https://www.google.com/maps/place/Overland+Park+Pool+Cleaning/data=!4m7!3m6!1s0x87c094de4f4ab07b:0x5623b0171f79ac48!8m2!3d39.1357126!4d-94.8033615!16s%2Fg%2F11dx9gyhb6!19sChIJe7BKT96UwIcRSKx5HxewI1Y,Overland Park Pool Cleaning,5.0,2,Pool cleaning service,,,,http://poolcleaningkc.com/,+1 913-392-6842,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipMZsGy98Atzti6Q3cJbaZgeBZCGw36_Lt3USRCE=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-27T19:25:39.756Z,,
https://www.google.com/maps/place/Banks+Blue+Valley+Pool+and+Spa/data=!4m7!3m6!1s0x87c0c1a971efee49:0xc02781aeaa3b87a7!8m2!3d38.8556977!4d-94.6804207!16s%2Fg%2F1tmcmrt4!19sChIJSe7vcanBwIcRp4c7qq6BJ8A,Banks Blue Valley Pool and Spa,4.3,67,Swimming pool contractor,"Store designing & installing pools. Chemicals, toys & maintenance supplies are also available.","8026 W 151st St, Overland Park, KS 66223, United States","V849+7R Overland Park, Kansas, USA",http://www.bluevalleyaquatech.com/,+1 913-897-9290,Open ⋅ Closes 6 pm,,https://lh3.googleusercontent.com/p/AF1QipNY23X8WQm0zo2RHuGS3WA2TYiWGiXRHonLqmY7=w426-h240-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,11 am–5 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-27T19:25:44.843Z,,
https://www.google.com/maps/place/Kartsonis+Pools+%26+Services+Co/data=!4m7!3m6!1s0x87c0e92e950ace9d:0x8a675b5d812b2b2c!8m2!3d38.973895!4d-94.610258!16s%2Fg%2F1v62j581!19sChIJnc4KlS7pwIcRLCsrgV1bZ4o,Kartsonis Pools & Services Co,3.0,6,Swimming pool contractor,,"2019 W 85th Terrace, Leawood, KS 66206, United States","X9FQ+HV Leawood, Kansas, USA",,+1 913-851-8300,Open ⋅ Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=S-qEtyWBime-ljx8hF2C7g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=182.25189&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–6 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-27T19:25:49.857Z,,
https://www.google.com/maps/place/Hardscape+Contractors/data=!4m7!3m6!1s0x87c0ebec3bb0c2e5:0xb47f9c53c233440c!8m2!3d38.9554925!4d-94.669453!16s%2Fg%2F11rv5w29c2!19sChIJ5cKwO-zrwIcRDEQzwlOcf7Q,Hardscape Contractors,5.0,4,Swimming pool contractor,,"7133 W 95th St Suite 220, Overland Park, KS 66212, United States","X84J+56 Overland Park, Kansas, USA",https://www.hardscapecontractors.net/,+1 913-298-8637,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipOH3y2J8K20BruKX-Ugmfuy2mbROawenm7EIgDa=w408-h265-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-27T19:25:54.953Z,,
https://www.google.com/maps/place/KC+Pools/data=!4m7!3m6!1s0x87c0be009a159ceb:0x7425b832f98781b5!8m2!3d38.8852376!4d-94.810188!16s%2Fg%2F1jkz7gdnx!19sChIJ65wVmgC-wIcRtYGH-TK4JXQ,KC Pools,4.2,41,Swimming pool contractor,,"509 E Kansas City Rd, Olathe, KS 66061, United States","V5PQ+3W Olathe, Kansas, USA",http://www.kcpools.com/,+1 913-782-7777,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipMTAyb6TBbGYyoVmukaVE82h2eL5QyCdEB7zWR7=w408-h290-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-27T19:25:59.878Z,,
https://www.google.com/maps/place/Pool+Service+Co+Inc/data=!4m7!3m6!1s0x87c092b57bfc397d:0xb46e71fe0f3a1c40!8m2!3d39.0370946!4d-94.7301539!16s%2Fg%2F1tf29675!19sChIJfTn8e7WSwIcRQBw6D_5xbrQ,Pool Service Co Inc,5.0,5,Swimming pool contractor,,"12400 W 51st St, Shawnee, KS 66216, United States","27P9+RW Shawnee, Kansas, USA",,+1 913-631-3322,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WwILaG3PA6NUBDtlk55l1g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=3.0695698&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-27T19:26:02.789Z,,
https://www.google.com/maps/place/Pool+Service+%26+Equipment/data=!4m7!3m6!1s0x87c0ed26ffbb8a7f:0x1e296200c1506951!8m2!3d39.0204414!4d-94.7147881!16s%2Fg%2F1tf8tmfh!19sChIJf4q7_ybtwIcRUWlQwQBiKR4,Pool Service & Equipment,3.8,37,Swimming pool supply store,,"5950 Nieman Rd #2954, Shawnee, KS 66203, United States","27CP+53 Shawnee, Kansas, USA",,+1 913-631-0077,Closed ⋅ Opens 11 am Tue,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzte66Gep4uzQS7lHyOsVeITa4q6jcClah7oUmNJGFKFqA5bD9ppymbEDTBRyNeK0vydGT7HywQQWEoxGpKnJsux_Vn4CnN_i2pN854MNlmfPHQL_AZh0x5OC9v8gvF44cSokwlvA=w408-h306-k-no,false,Closed,11 am–3 pm,11 am–3 pm,11 am–3 pm,11 am–3 pm,11 am–3 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-27T19:26:07.984Z,,
"https://www.google.com/maps/place/Land+Pool+Restoration,+Inc/data=!4m7!3m6!1s0x87c0c04c7a1f38bd:0x571a0dd5617d36ac!8m2!3d38.9085953!4d-94.6206319!16s%2Fg%2F1tkvb8rl!19sChIJvTgfekzAwIcRrDZ9YdUNGlc","Land Pool Restoration, Inc",5.0,7,Swimming pool contractor,,"12101 Reinhardt Ln, Leawood, KS 66209, United States","W95H+CP Leawood, Kansas, USA",http://landpoolkc.com/,+1 913-894-4999,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipMMwi2Ddi4UVXKKFZrdKZ9nvl5sJ5pkzwmROifn=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-27T19:26:12.985Z,,
