placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,attributes,error
"https://www.google.com/maps/place/Vallis+Property+Management,+LLC/data=!4m7!3m6!1s0x54bfff030cdc9f0b:0xaeba284a150bb308!8m2!3d44.9528717!4d-123.0300589!16s%2Fg%2F11dxsmscvg!19sChIJC5_cDAP_v1QRCLMLFUoouq4","Vallis Property Management, LLC",4.8,54,Property management company,"1400 Broadway St NE #204, Salem, OR 97301, United States","XX39+4X Salem, Oregon, USA",http://vallispm.com/,+1 503-569-9337,Open ⋅ Closes 5 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipODKFSo9ks6fuWTipmTR90_nVJn3nuFfidlhnE=w408-h272-k-no,true,9 am–5 pm,9 am–1 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Salem+Salem+OR/@44.9406998,-123.0381062,14z",2025-09-25T17:37:58.156Z,,
https://www.google.com/maps/place/AMS+%7C+Association+Management+Services+NW/data=!4m7!3m6!1s0x54bfff3c524fbe45:0xb66dd247d949ae53!8m2!3d44.9311873!4d-123.0291917!16s%2Fg%2F11gnrfzjk1!19sChIJRb5PUjz_v1QRU65J2UfSbbY,AMS | Association Management Services NW,4.8,76,Property management company,"698 12th St SE ste 240, Salem, OR 97301, United States","WXJC+F8 Salem, Oregon, USA",https://ams-nw.com/,+1 503-376-6785,Open ⋅ Closes 5 pm,Identifies as veteran-owned,https://lh3.googleusercontent.com/p/AF1QipN4ID8Wm8s_aW4sQXxc7dKTkrLSm80hGvM4NEQE=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Salem+Salem+OR/@44.9406998,-123.0381062,14z",2025-09-25T17:38:04.486Z,,
"https://www.google.com/maps/place/Centurion+Real+Estate+Management,+LLC+-+Salem/data=!4m7!3m6!1s0x54bff88687dfbb1f:0x74dd60a0ec523802!8m2!3d44.9275165!4d-123.0444676!16s%2Fg%2F1wn_5v9t!19sChIJH7vfh4b4v1QRAjhS7KBg3XQ","Centurion Real Estate Management, LLC - Salem",4.4,722,Property management company,"1365 Commercial St SE, Salem, OR 97302, United States","WXH4+26 Salem, Oregon, USA",http://www.c-rem.com/,+1 503-588-0940,"Open ⋅ Closes 5 pm

Updated by this business 9 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipM8Se0HMiEuQ5P-my2ygk4bJMQuCVWp7zJ2FFj-=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Salem+Salem+OR/@44.9406998,-123.0381062,14z",2025-09-25T17:38:10.195Z,,
https://www.google.com/maps/place/Coho+Property+Management/data=!4m7!3m6!1s0x54bfff575b4d76f7:0xef963d862898b1fc!8m2!3d44.9360438!4d-123.0403948!16s%2Fg%2F11rv1ms5_n!19sChIJ93ZNW1f_v1QR_LGYKIY9lu8,Coho Property Management,5.0,2,Property management company,"500 Liberty St SE UNIT 410, Salem, OR 97301, United States","WXP5+CR Salem, Oregon, USA",http://www.cohopropertymanagement.com/,+1 503-385-8835,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GGZwENKfAlCnKySw_TT2uQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=102.76292&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Salem+Salem+OR/@44.9406998,-123.0381062,14z",2025-09-25T17:38:13.304Z,,
https://www.google.com/maps/place/Trilliant+Property+Management/data=!4m7!3m6!1s0x54c008ad5ad04815:0xebf59e846cfb37dd!8m2!3d44.9085701!4d-123.0472101!16s%2Fg%2F11bbwjgfkn!19sChIJFUjQWq0IwFQR3Tf7bISe9es,Trilliant Property Management,3.1,118,Property management company,"173 Salem Heights Ave SE, Salem, OR 97302, United States","WX53+C4 Salem, Oregon, USA",http://www.trilliantnw.com/,+1 503-308-4498,,Identifies as veteran-owned,https://lh3.googleusercontent.com/p/AF1QipMnwNEEQ3Fri9v3_TNAcIzeZ5scktA3XQtd9MkM=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Salem+Salem+OR/@44.9406998,-123.0381062,14z",2025-09-25T17:38:19.073Z,,
https://www.google.com/maps/place/Ned+Baker+Real+Estate/data=!4m7!3m6!1s0x54bfff3cb897bd27:0xaaed141a50d760c1!8m2!3d44.9337156!4d-123.0136623!16s%2Fg%2F1vg6tgds!19sChIJJ72XuDz_v1QRwWDXUBoU7ao,Ned Baker Real Estate,3.4,204,Real estate agency,"2339 State St, Salem, OR 97301, United States","WXMP+FG Salem, Oregon, USA",http://www.nedbaker.com/,+1 503-364-6797,Open ⋅ Closes 5:30 pm,,https://lh3.googleusercontent.com/p/AF1QipM3HKByBfMRd3zDerTwSaRnSxlWBBLI4OdiyOqQ=w425-h240-k-no,true,9 am–5:30 pm,9 am–5:30 pm,Closed,Closed,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Salem+Salem+OR/@44.9406998,-123.0381062,14z",2025-09-25T17:38:24.567Z,,
"https://www.google.com/maps/place/Crown+Property+Management,+Inc./data=!4m7!3m6!1s0x54bfffa1b0169ded:0xba4b7de4fc871e2c!8m2!3d44.9511021!4d-123.0474304!16s%2Fg%2F1trrcxz9!19sChIJ7Z0WsKH_v1QRLB6H_OR9S7o","Crown Property Management, Inc.",3.4,216,Property management company,"357 Glen Creek Rd NW #37, Salem, OR 97304, United States","XX23+C2 Salem, Oregon, USA",http://crownpm.net/,,,,https://lh3.googleusercontent.com/p/AF1QipPpinpxiNLto43fQK47TCRfc6XmzIZY2h4nXEh0=w408-h271-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Salem+Salem+OR/@44.9406998,-123.0381062,14z",2025-09-25T17:38:30.132Z,,
"https://www.google.com/maps/place/Jars+of+Clay+Property+Management,+LLC./data=!4m7!3m6!1s0x54c001b0c59273e3:0xb5cc51018cba4476!8m2!3d44.9400249!4d-122.9916115!16s%2Fg%2F11lh3bj4d_!19sChIJ43OSxbABwFQRdkS6jAFRzLU","Jars of Clay Property Management, LLC.",3.4,62,Property management company,"722 Hawthorne Ave NE, Salem, OR 97301, United States","W2R5+29 Salem, Oregon, USA",http://jocpm.com/,+1 503-967-9038,"Open ⋅ Closes 4:30 pm

Updated by this business 12 weeks ago",Identifies as women-owned,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dS_BNYx46eub4zwcu2tHjg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=124.49887&pitch=0&thumbfov=100,true,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Salem+Salem+OR/@44.9406998,-123.0381062,14z",2025-09-25T17:38:35.603Z,,
https://www.google.com/maps/place/Portfolio+Property+Management/data=!4m7!3m6!1s0x54bfff09625f653f:0x39b948b46baa68bf!8m2!3d44.921235!4d-123.0144596!16s%2Fg%2F11vx3bw18c!19sChIJP2VfYgn_v1QRv2iqa7RIuTk,Portfolio Property Management,5.0,9,Property management company,"2325 Rural Ave SE Suite 105, Salem, OR 97302, United States","WXCP+F6 Salem, Oregon, USA",https://www.portfoliopm.com/,+1 503-798-0055,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipPaB7c4qRbaP0faldyip0lAWG6IVbxioCyS1Pu1=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Salem+Salem+OR/@44.9406998,-123.0381062,14z",2025-09-25T17:38:42.019Z,,
https://www.google.com/maps/place/Bertolucci+Management+Inc/data=!4m7!3m6!1s0x54bffe4d567c17f1:0xf07ab45384b94286!8m2!3d44.9629906!4d-123.0316087!16s%2Fg%2F1tfjf7zq!19sChIJ8Rd8Vk3-v1QRhkK5hFO0evA,Bertolucci Management Inc,3.0,127,Property management company,"2385 Liberty St NE, Salem, OR 97301, United States","XX79+59 Salem, Oregon, USA",http://www.bmirents.com/,+1 503-585-2848,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipPQLYv3E1my3CtB669ceNyUx8vPIZb0poJroUia=w408-h272-k-no,true,8:30 am–5 pm,8:30 am–4 pm,Closed,Closed,8:30 am–4 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Salem+Salem+OR/@44.9406998,-123.0381062,14z",2025-09-25T17:38:48.353Z,,
