placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,isBlackOwned,error,attributes
"https://www.google.com/maps/place/Simply+Vein+-+Dr.+William+Olson/@41.5711332,-90.5238438,17z/data=!3m1!4b1!4m6!3m5!1s0x87e236781b2694b9:0xcb5914f826786573!8m2!3d41.5711332!4d-90.5238438!16s%2Fg%2F11dzdbtyvx",Simply Vein - Dr. William Olson,4.4,14,Doctor,"3400 Dexter Ct Suite 118, Davenport, IA 52807, United States","HFCG+FF Davenport, Iowa, USA",http://www.simplyvein.org/,+1 563-344-8333,Closes soon · 4:30 pm · Opens 8 am Wed,,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,Closed,8 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2025-12-16T22:02:52.552Z,,,,
"https://www.google.com/maps/place/Cardiovascular+Medicine,+PLLC/data=!4m7!3m6!1s0x87e2345c4ed4e49d:0x51dc889a92af9307!8m2!3d41.5433304!4d-90.5558937!16s%2Fg%2F1tcyllct!19sChIJneTUTlw04ocRB5OvkpqI3FE","Cardiovascular Medicine, PLLC",4.9,1790,Medical clinic,"1236 E Rusholme St # 300, Davenport, IA 52803, United States","GCVV+8J Davenport, Iowa, USA",http://www.cvmedpc.com/,+1 800-382-0707,,https://lh3.googleusercontent.com/p/AF1QipPwDeNst7kVNOHZbxb6FwFFFdyICdJl9HRpXGx4=w408-h326-k-no,true,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2025-12-16T22:02:56.105Z,,,,
https://www.google.com/maps/place/Vascular+Institute+of+the+Midwest/data=!4m7!3m6!1s0x87e2367784ec129d:0xa913eb06f2040043!8m2!3d41.5695494!4d-90.5251453!16s%2Fg%2F11f1rqbwzj!19sChIJnRLshHc24ocRQwAE8gbrE6k,Vascular Institute of the Midwest,4.7,11,Medical Center,"Pavilion 3, 3385 Dexter Ct #100, Davenport, IA 52807, United States","HF9F+RW Davenport, Iowa, USA",http://www.vimidwest.com/,+1 563-324-3818,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipOwNfvQBKI_opefF8jMtJBPIkMMAfuFtjN7ew3W=w408-h311-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–12 pm,Closed,Closed,8 am–4 pm,"https://www.google.com/maps/search/vein+clinics+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2025-12-16T22:03:02.619Z,,,,
"https://www.google.com/maps/place/Genesis+Health+Group,+Vascular+Specialists/data=!4m7!3m6!1s0x87e2378479d96cc1:0xcad5b4572d1d1edf!8m2!3d41.5434816!4d-90.5568553!16s%2Fg%2F11ll5zhwtp!19sChIJwWzZeYQ34ocR3x4dLVe01co","Genesis Health Group, Vascular Specialists",,,Medical clinic,"1230 E Rusholme St Medical Office Building 2, Suite 303, Davenport, IA 52803, United States","GCVV+97 Davenport, Iowa, USA",https://www.genesishealth.com/facilities/location-public-profile/vascularsurgeryassociates/,+1 563-421-4320,Closes soon · 5 pm · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UX4AFgZaG-aCpT2f4wExLg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=359.4194&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–2 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2025-12-16T22:03:08.206Z,,,,
"https://www.google.com/maps/place/Physicians+Vein+Clinics/@42.4963416,-96.4049408,14z/data=!4m6!3m5!1s0x878dfd77440252bb:0xb93b6e528a6fdb43!8m2!3d42.5217976!4d-96.4192383!16s%2Fg%2F12637hk_8",Physicians Vein Clinics,5.0,10,Vascular surgeon,"3015 Hamilton Blvd, Sioux City, IA 51104, United States","GHCJ+P8 Sioux City, Iowa, USA",https://physiciansveinclinics.com/,+1 712-224-3662,Closes soon · 5 pm · Opens 9 am Wed,https://lh3.googleusercontent.com/p/AF1QipP9IaiwUhJ84yUA6JKObXZLJTWk7Q5-ElZybMIN=w417-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Sioux+City+IA+IA/@42.4963416,-96.4049408,14z",2025-12-16T22:03:17.565Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Corridor+Vein+Center/data=!4m7!3m6!1s0x87e44462979b0e59:0x16b561fce2527dc4!8m2!3d41.7090585!4d-91.6094712!16s%2Fg%2F11bw2gry73!19sChIJWQ6bl2JE5IcRxH1S4vxhtRY,Corridor Vein Center,5.0,12,Medical clinic,"2751 Oakdale Blvd #2, Coralville, IA 52241, United States","P95R+J6 Coralville, Iowa, USA",http://corridorvein.com/,+1 319-665-2870,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMmkJmTYmorZgzsU8Hl0pwgkJX6izk4gxeitZtC=w426-h240-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,"https://www.google.com/maps/search/vein+clinics+in+Iowa+City+IA+IA/@41.6578257,-91.5346169,14z",2025-12-16T22:03:31.713Z,Identifies as veteran-owned,,,
https://www.google.com/maps/place/Adeola+Odugbesi/data=!4m7!3m6!1s0x87e4419afacd6d07:0x8e813b3da6c1cef9!8m2!3d41.658691!4d-91.5518473!16s%2Fg%2F11sc_y1vrz!19sChIJB23N-ppB5IcR-c7Bpj07gY4,Adeola Odugbesi,5.0,2,Vascular surgeon,"200 Hawkins Dr, Iowa City, IA 522421009, United States","MC5X+F7 Iowa City, Iowa, USA",https://uihc.org/providers/adeola-t-odugbesi,+1 319-356-1616,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tL6xtyzp9R4CriJJiQHeIQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=84.17083&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Iowa+City+IA+IA/@41.6578257,-91.5346169,14z",2025-12-16T22:03:34.811Z,,,,
https://www.google.com/maps/place/Infinity+Skin+Care/data=!4m7!3m6!1s0x87e443e74af087e9:0xee6745e88cb9d9b6!8m2!3d41.6751805!4d-91.5794918!16s%2Fg%2F1tdrfxsy!19sChIJ6YfwSudD5IcRttm5jOhFZ-4,Infinity Skin Care,4.8,309,Skin care clinic,"1100 5th St #125, Coralville, IA 52241, United States","MCGC+36 Coralville, Iowa, USA",https://www.infinityskinhealth.com/,+1 319-337-5355,Closes soon · 5 pm · Opens 9 am Wed,https://lh3.googleusercontent.com/p/AF1QipPQltKYz6A0PWhnt9D09MOYBupUQZWfOZ04bS60=w408-h272-k-no,true,9 am–5 pm,9 am–8 pm,9 am–8 pm,9 am–5 pm,9 am–2 pm,Closed,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Iowa+City+IA+IA/@41.6578257,-91.5346169,14z",2025-12-16T22:03:40.756Z,,,,
https://www.google.com/maps/place/University+of+Iowa+Heart+and+Vascular+Center/data=!4m7!3m6!1s0x87e4419d5012e2c7:0xab9163bd4881bfe1!8m2!3d41.659068!4d-91.5479836!16s%2Fg%2F12xqbm0c5!19sChIJx-ISUJ1B5IcR4b-BSL1jkas,University of Iowa Heart and Vascular Center,3.3,17,Heart hospital,"200, 4800 Hawkins Dr John Pappajohn Pavilion, Iowa City, IA 52242, United States","MF52+JR Iowa City, Iowa, USA",https://uihc.org/services/heart-and-vascular-services,+1 319-356-7102,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipPBdWWHM-St84o5wJLYwOx4maPhEgH5AWw8mUFY=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Iowa+City+IA+IA/@41.6578257,-91.5346169,14z",2025-12-16T22:03:46.688Z,,,,
https://www.google.com/maps/place/Glow+The+Hydration+Station+Aesthetics+%26+More/data=!4m7!3m6!1s0x87e445fbcff308dd:0x9a8da3e37e7acc31!8m2!3d41.6468279!4d-91.5445778!16s%2Fg%2F11txxw7kmv!19sChIJ3Qjzz_tF5IcRMcx6fuOjjZo,Glow The Hydration Station Aesthetics & More,5.0,116,Medical spa,"439 Hwy 1 W, Iowa City, IA 52246, United States","JFW4+P5 Iowa City, Iowa, USA",https://www.glowhydrationstation.com/,+1 319-541-6307,"Closes soon · 5 pm · Opens 10 am Wed

Updated by this business 8 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPTSzOHPgZ7Lp-oTj3TK39-0NUuzjF7vr3QQhj4=w408-h544-k-no,true,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–4 pm,11 am–4 pm,Closed,10 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Iowa+City+IA+IA/@41.6578257,-91.5346169,14z",2025-12-16T22:03:52.438Z,,true,,
"https://www.google.com/maps/place/Maen+Aboul+Hosn,+MD/data=!4m7!3m6!1s0x87e44190378f8eb1:0xcdb6a4c8fcbd0b19!8m2!3d41.659487!4d-91.5480726!16s%2Fg%2F11qgb7gcny!19sChIJsY6PN5BB5IcRGQu9_Mikts0","Maen Aboul Hosn, MD",5.0,3,Vascular surgeon,"200 Hawkins Dr, Iowa City, IA 52242, United States","MF52+QQ Iowa City, Iowa, USA",https://uihc.org/providers/maen-aboul-hosn,+1 319-353-8471,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OjCrGOjpgCJvdClUCoGjSQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=82.05823&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Iowa+City+IA+IA/@41.6578257,-91.5346169,14z",2025-12-16T22:03:55.637Z,,,,
"https://www.google.com/maps/place/Healogics,+LLC/data=!4m7!3m6!1s0x87e44189151d4a13:0x5a740dc34c0afdc8!8m2!3d41.6641482!4d-91.5285792!16s%2Fg%2F11vqh2xqj7!19sChIJE0odFYlB5IcRyP0KTMMNdFo","Healogics, LLC",,,Medical clinic,"500 E Market St, Iowa City, IA 52245, United States","MF7C+MH Iowa City, Iowa, USA",https://www.healogics.com/find-wound-care-center/mercy-wound-and-vein-center/?utm_source=gbp&utm_medium=organic&utm_campaign=local,+1 319-339-0300,Closes soon · 5 pm · Opens 7:30 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ebMypb-rpzxynfWuE8lboA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=21.357998&pitch=0&thumbfov=100,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,7:30 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Iowa+City+IA+IA/@41.6578257,-91.5346169,14z",2025-12-16T22:04:00.687Z,,,,
"https://www.google.com/maps/place/Dr.+Rachael+M.+Nicholson,+MD/data=!4m7!3m6!1s0x87e441909d653c21:0x3540dfac831b2628!8m2!3d41.6593626!4d-91.5486096!16s%2Fg%2F1tgxjm2c!19sChIJITxlnZBB5IcRKCYbg6zfQDU","Dr. Rachael M. Nicholson, MD",,,Doctor,"200 Hawkins Dr, Iowa City, IA 52242, United States","MF52+PH Iowa City, Iowa, USA",,+1 319-353-8471,Temporarily closed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jSeSzgD2S71CqHLvCUREwg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=65.569374&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Iowa+City+IA+IA/@41.6578257,-91.5346169,14z",2025-12-16T22:04:05.656Z,,,,
https://www.google.com/maps/place/Evolve+Aesthetics+and+Regenerative+Medicine/data=!4m7!3m6!1s0x87e55366ed04034f:0x894fa38917d5ab9a!8m2!3d42.456249!4d-92.3612868!16s%2Fg%2F11rb4qnsk1!19sChIJTwME7WZT5YcRmqvVF4mjT4k,Evolve Aesthetics and Regenerative Medicine,5.0,260,Medical spa,"330 Tower Park Dr, Waterloo, IA 50701, United States","FJ4Q+FF Waterloo, Iowa, USA",https://evolvecedarvalley.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,+1 319-236-7752,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMbtovyV12t8rQgLTxJFtp-v0J61CRH7zma0JUl=w408-h544-k-no,true,8 am–5 pm,8 am–6 pm,8 am–8 pm,8 am–3 pm,Closed,Closed,8 am–6 pm,"https://www.google.com/maps/search/vein+clinics+in+Waterloo+IA+IA/@42.492786,-92.3425775,14z",2025-12-16T22:04:21.197Z,,,,
https://www.google.com/maps/place/Otoadese+E+Anthony+MD/data=!4m7!3m6!1s0x87e552d51e470045:0x6593ebdffa9d9ff4!8m2!3d42.4678911!4d-92.3882158!16s%2Fg%2F1tqg0w_1!19sChIJRQBHHtVS5YcR9J-d-t_rk2U,Otoadese E Anthony MD,,,Vascular surgeon,"1753 W Ridgeway Ave Suite 111, Waterloo, IA 50701, United States","FJ96+5P Waterloo, Iowa, USA",,+1 319-233-6211,Temporarily closed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YfbTLqmVMZRibpaB7cvIdQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=359.10828&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Waterloo+IA+IA/@42.492786,-92.3425775,14z",2025-12-16T22:04:26.232Z,,,,
