placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,attributes,isBlackOwned,error
https://www.google.com/maps/place/ALC+Property+Services/data=!4m7!3m6!1s0x4cb29b1738f6aaab:0x33144e1b987c78ab!8m2!3d43.6870936!4d-70.2960454!16s%2Fg%2F11byx8s2zv!19sChIJq6r2OBebskwRq3h8mBtOFDM,ALC Property Services,4.9,15,Landscape designer,"68 Bishop St 3 Office 6, Portland, ME 04103, United States","MPP3+RH Portland, Maine, USA",https://www.alcmaine.com/,+1 207-615-9112,Closes soon · 6 pm · Opens 7:30 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHqZKC7e-LssZR2Cqr-fxtk6cVLqLhMqF8a9O76-0P5hkp7i0qDob73OaAPnj6VipKh-a4JWuhBY8lvlJgIM2cDAbP9T5JrwEO2VFVu2VFSebxYTwM3a-U4NhEvy9skE1Q5el4=w426-h240-k-no,true,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,Closed,Closed,7:30 am–6 pm,7:30 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Portland+ME/@43.670822,-70.2843825,14z",2026-04-29T21:06:20.279Z,,,,
https://www.google.com/maps/place/L+S+T+Landscaping+Inc./data=!4m7!3m6!1s0x4cb29b0b9f57016f:0x5683bda3f7ca6801!8m2!3d43.6553692!4d-70.3398794!16s%2Fg%2F1tdc4v54!19sChIJbwFXnwubskwRAWjK96O9g1Y,L S T Landscaping Inc.,4.5,27,Landscaper,"144 Hutchins Dr, Portland, ME 04102, United States","MM46+42 Portland, Maine, USA",http://www.lstlandscapinginc.com/,+1 207-878-1578,"Closed · Opens 8 am Thu

Confirmed by this business 6 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGSHrr8hQFkvzEMNSz5rgMqzm5zmxittqxnWhbMZytxJ4VNbyOZU4BOERbpgPu3eV3bvQnvDeF6sf7gYSer4jEv_cYHwTnLSzLaMINmqVYgiLxYtpizXsntJwGRzYkbnxBIVVRc=w427-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Portland+ME/@43.670822,-70.2843825,14z",2026-04-29T21:06:26.394Z,,,,
https://www.google.com/maps/place/Larkspur+Design/data=!4m7!3m6!1s0x4cb29bb9d6895555:0xba64a55ece06e444!8m2!3d45.1884795!4d-68.9846725!16s%2Fg%2F11f5dgt66l!19sChIJVVWJ1rmbskwRROQGzl6lZLo,Larkspur Design,4.8,26,Landscape designer,,,https://www.larkspureco.com/,+1 207-227-8641,Closed · Opens 9 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHNphsgjrDEnkMWo7wD1IBrMiTsDrCqZfy7lCFo9IEXWgwLvRofztKB5zyaJJRjQms_0JOZbB1a1z1TdgxjSUJFomcTggLnE7R6wTKJd3AOmN7lTSGSbW3g-8YFbQjtKc4fxMc-aXooF2QC=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Portland+ME/@43.670822,-70.2843825,14z",2026-04-29T21:06:31.200Z,Identifies as women-owned,,,
https://www.google.com/maps/place/Willie+C.+%26+Sons+Landscaping/data=!4m7!3m6!1s0x4cb29b3d8106733d:0xe17b216c20aafd92!8m2!3d43.7221939!4d-70.339488!16s%2Fg%2F11c32lhmzn!19sChIJPXMGgT2bskwRkv2qIGwhe-E,Willie C. & Sons Landscaping,4.6,33,Landscaper,"619 Bridgton Rd, Westbrook, ME 04092, United States","PMC6+V6 Westbrook, Maine, USA",https://williecandsonslandscaping.com/,+1 207-319-2038,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH2xBgk8RU2JG8-leS-mdFm6dciJCr7Y2ue2uwlA4z5t9Gm8Oq2u5CTE34IWpKEve4KY4OHNbF7F9o7EmEGwHIvMH5PDPrLqGynRbLhWQ_GHG9-3W7umFK9TliFdi0tozWrtKqR=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Portland+ME/@43.670822,-70.2843825,14z",2026-04-29T21:06:36.203Z,,,,
https://www.google.com/maps/place/Pasquale%E2%80%99s+Property+Service/data=!4m7!3m6!1s0x4cb29f4b0fd935a3:0x8836532b2e3efb25!8m2!3d43.6488492!4d-70.2348725!16s%2Fg%2F11fjz4l4f3!19sChIJozXZD0ufskwRJfs-LitTNog,Pasquale’s Property Service,5.0,31,Landscaper,"130 Breakwater Dr, South Portland, ME 04106, United States","JQX8+G3 South Portland, Maine, USA",http://pasqualesproperty.com/,+1 207-899-5675,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGs0NAwIdjEkcnmwhHVFs0YvtnM4rtvR59IgVh1BMXgRwRtrGH8w7swL_SerR9zMLQqe9ZNgAeyr58MMhYWTt2Qf5MZjA3bkmB4LpmdIGzY4HEu3IH_EmvOokz8Eg909vPX1k9WQg=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Portland+ME/@43.670822,-70.2843825,14z",2026-04-29T21:06:39.032Z,,,,
https://www.google.com/maps/place/MAF+Landscaping/data=!4m7!3m6!1s0x4ef8e563800603f3:0xa180eff61edad34c!8m2!3d43.7497884!4d-70.2106424!16s%2Fg%2F11y2c48kq6!19sChIJ8wMGgGPl-E4RTNPaHvbvgKE,MAF Landscaping,4.3,6,Landscaper,,,http://www.maflandscaping.com/,+1 207-383-6715,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEor2kz203NCn0KQcz9Vpl4ddmPsjBd0KmGCSuPNq_S5QgvMwbqzHF13CGxvH9riTEWy1_UQxFYNRu4mdkO7oeJjqlCsHtcbq-lDtCyx4XNK707gKk2nzbUDLs755OXKntaE6NSgA=w408-h724-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,Closed,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Portland+ME/@43.670822,-70.2843825,14z",2026-04-29T21:06:43.833Z,,,,
https://www.google.com/maps/place/C.K.C.+Landscaping/data=!4m7!3m6!1s0x4cb2994ad325babf:0x7bda14bb64c299e5!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F1hc3x8hys!19sChIJv7ol00qZskwR5ZnCZLsU2ns,C.K.C. Landscaping,4.8,26,Landscaper,,,http://www.portlandmainelandscaping.com/,+1 207-615-3152,Closed · Opens 8 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGJ_taS8ubEmTcE78elx6VgiOGgbtWyW7PxtYGrLjSeoGzZcZHV75MwEY77hc5HVdvXL6Mp6K2y95VdyE02K8rYHYsxJ5tsw81DxKBs5nQRCNPlfBrwhBha10G94P10WRDTEJlmshYPpxJx=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Portland+ME/@43.670822,-70.2843825,14z",2026-04-29T21:06:48.797Z,,,,
https://www.google.com/maps/place/Aceto+Kimball+Landscape+Architecture/data=!4m7!3m6!1s0x4cb29c3fce721b89:0xac780208003872ba!8m2!3d43.6559174!4d-70.2540974!16s%2Fg%2F11dxb4bjkp!19sChIJiRtyzj-cskwRunI4AAgCeKw,Aceto Kimball Landscape Architecture,,,Landscape architect,"424 Fore St suite 3, Portland, ME 04101, United States","MP4W+99 Portland, Maine, USA",http://www.acetokimball.com/,+1 207-221-3390,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEy8Z91ivhryBL63ApkVDP-E2wLPxHw73e2xR-1XXNMyqGk4Tfjcv0_Nz3FvriCgZ0EoZGKP80YUov-plrhnbN8EM00oeYO0piJcoJTA1zmBa8imE-88VO746C3gCu0ioZ2IHf-6YcWvK52=w408-h264-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Portland+ME/@43.670822,-70.2843825,14z",2026-04-29T21:06:53.838Z,Identifies as women-owned,,,
https://www.google.com/maps/place/Rand+Stoneworks/data=!4m7!3m6!1s0x4cb29db84e3e1331:0xd39a3dfe5490cce4!8m2!3d43.6618298!4d-70.251624!16s%2Fg%2F11qqx943v7!19sChIJMRM-TridskwR5MyQVP49mtM,Rand Stoneworks,5.0,2,Landscaper,"97 India St, Portland, ME 04101, United States","MP6X+P9 Portland, Maine, USA",https://www.randstoneworks.com/,+1 207-865-5237,Closed · Opens 8 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE0T6u1cN6JebM_kaaKxD_mBHV2FdBjAFJuqNs7w84LnOYz1_rY-Jsh71X0u1bCI_ptDpJtua1-d4OA6y5SXQniRRgRayGN69aUBP0YqMC1I8lw1SXuLect7EuzkPxhAZJwMv5T=w408-h303-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Portland+ME/@43.670822,-70.2843825,14z",2026-04-29T21:06:58.603Z,,,,
https://www.google.com/maps/place/Mohr+%26+Seredin+Landscape+Arch/data=!4m7!3m6!1s0x4cb29c15e856f3ef:0x48665418a49b7cc8!8m2!3d43.6543247!4d-70.2577701!16s%2Fg%2F1tx1st27!19sChIJ7_NW6BWcskwRyHybpBhUZkg,Mohr & Seredin Landscape Arch,5.0,2,Landscape architect,"18 Pleasant St, Portland, ME 04101, United States","MP3R+PV Portland, Maine, USA",http://www.mohrseredin.com/,+1 207-871-0003,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4qMMWVFPY5muXuWD5DFt6A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=121.20915&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Portland+ME/@43.670822,-70.2843825,14z",2026-04-29T21:07:01.330Z,,,,
