placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,attributes
https://www.google.com/maps/place/Greater+Valley+Hospice/data=!4m7!3m6!1s0x866f9790c59fa333:0xed9228e48ee1af87!8m2!3d25.9370525!4d-97.5096845!16s%2Fg%2F11h71nh8l3!19sChIJM6OfxZCXb4YRh6_hjuQoku0,Greater Valley Hospice,5.0,37,Hospice,"2390 Central Blvd Ste O, Brownsville, TX 78520, United States","WFPR+R4 Brownsville, Texas, USA",http://www.greatervalleyhospice.com/,+1 956-541-6100,Closed ⋅ Opens 8:30 am Thu,https://lh3.googleusercontent.com/p/AF1QipPwHnKttOr_naSToXn_u6AjVsD_JoC9tsib-iO3=w408-h271-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Brownsville+TX/@25.9017472,-97.4974838,14z",2025-09-17T23:43:59.330Z,,
"https://www.google.com/maps/place/Safehaven+Hospice/@25.933043,-97.4878674,17z/data=!3m1!4b1!4m6!3m5!1s0x866f941e9fb941e3:0x5fbc1436306e0c2!8m2!3d25.933043!4d-97.4878674!16s%2Fg%2F11c2j1dzn0",Safehaven Hospice,5.0,5,Hospice,"704 Paredes Line Rd Suite G1, Brownsville, TX 78521, United States","WGM6+6V Brownsville, Texas, USA",https://safehavenhospicetx.com/,+1 956-504-2780,Closed ⋅ Opens 9 am Thu,,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Brownsville+TX/@25.9017472,-97.4974838,14z",2025-09-17T23:44:06.908Z,,
https://www.google.com/maps/place/Interim+HealthCare+of+Brownsville/data=!4m7!3m6!1s0x866f96e7891d43c5:0x7b6baf4dc37da1f7!8m2!3d25.92394!4d-97.5101206!16s%2Fg%2F1tvym63y!19sChIJxUMdieeWb4YR96F9w02va3s,Interim HealthCare of Brownsville,4.6,21,Home health care service,"26 S Coria St Ste E Suite E, Brownsville, TX 78520, United States","WFFQ+HX Brownsville, Texas, USA",https://www.interimhealthcare.com/location/brownsville-tx,+1 956-541-4410,"Open 24 hours

Confirmed by this business 8 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMZOLL9XsWDSfEmp2CMfQL6Xo2W323aq5XS4rq1=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Brownsville+TX/@25.9017472,-97.4974838,14z",2025-09-17T23:44:12.535Z,,
https://www.google.com/maps/place/Odyssey+Healthcare/data=!4m7!3m6!1s0x866f9700c608bac9:0x5c59854e5e5670d7!8m2!3d25.9528337!4d-97.4875253!16s%2Fg%2F1tdnlkcg!19sChIJyboIxgCXb4YR13BWXk6FWVw,Odyssey Healthcare,,,Hospice,"2501 Paredes Line Rd # B9, Brownsville, TX 78526, United States","XG36+4X Brownsville, Texas, USA",http://www.odsyhealth.com/site.asp?id=97&SiteBrand=ODYSSEY&ReferType=INQ&ReferBrand=Odyssey,+1 956-971-9340,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3K3UH5QuhZJI0BnWg8n7aw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=170.48773&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Brownsville+TX/@25.9017472,-97.4974838,14z",2025-09-17T23:44:15.347Z,,
https://www.google.com/maps/place/Valley+Baptist+Medical+Center:+Brownsville/data=!4m7!3m6!1s0x866f9412d0ac4c63:0x1f178bd4647ae4c0!8m2!3d25.9178252!4d-97.5105056!16s%2Fg%2F1hc7fgphy!19sChIJY0ys0BKUb4YRwOR6ZNSLFx8,Valley Baptist Medical Center: Brownsville,4.5,1315,Hospital,"1040 W Jefferson St, Brownsville, TX 78520, United States","WF9Q+4Q Brownsville, Texas, USA",https://www.valleybaptist.net/locations/detail/vbmc-brownsville?utm_campaign=gmb_listings_mgmt&utm_source=gmb-vbmc-brownsville&utm_medium=google-local,+1 956-698-5400,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npxTCowYxhbJhlhDInAv1y69q1CvIzQTZzTt8woD6bAiObc6D3LWsoo2IWJ2EvS22Jh053quJ5urjWuGTgqhQZUvfAfszc5RALIYFLpSV7cyoudf8uPH22e-44OUn98sCfz2M-Bbg=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Brownsville+TX/@25.9017472,-97.4974838,14z",2025-09-17T23:44:20.530Z,,
https://www.google.com/maps/place/Buena+Vida+Primary+Home+Care/data=!4m7!3m6!1s0x866f95b476020b25:0x3ccaf406d1294a12!8m2!3d25.9345825!4d-97.4890727!16s%2Fg%2F11f3wmbck3!19sChIJJQsCdrSVb4YREkop0Qb0yjw,Buena Vida Primary Home Care,4.3,6,Home health care service,"815 Paredes Line Rd suite b, Brownsville, TX 78521, United States","WGM6+R9 Brownsville, Texas, USA",https://buenavida110.wixsite.com/buenavidaphc,+1 956-546-1115,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipMDmdzSwZMc-FCrCXSeWvTdeYmbvL_VGht4EVmZ=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Brownsville+TX/@25.9017472,-97.4974838,14z",2025-09-17T23:44:25.535Z,,
https://www.google.com/maps/place/Valley+Care+Home+Health+Services/data=!4m7!3m6!1s0x866f942e40815407:0x78bb763db790106d!8m2!3d25.9281848!4d-97.4896877!16s%2Fg%2F1w9y1jk_!19sChIJB1SBQC6Ub4YRbRCQtz12u3g,Valley Care Home Health Services,5.0,3,Home health care service,"435 Paredes Line Rd, Brownsville, TX 78521, United States","WGH6+74 Brownsville, Texas, USA",http://www.valleycarehh.com/,+1 956-542-1987,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JZtzV_IReTJ5OjAjqOZg6Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=51.505302&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Brownsville+TX/@25.9017472,-97.4974838,14z",2025-09-17T23:44:30.489Z,,
https://www.google.com/maps/place/Mesquite+Home+Health/data=!4m7!3m6!1s0x866f834498e8671b:0x2c2f356f01472cfa!8m2!3d25.9546078!4d-97.4996468!16s%2Fg%2F1vs5x4gs!19sChIJG2fomESDb4YR-ixHAW81Lyw,Mesquite Home Health,4.3,6,Home health care service,"594 Jose Marti Blvd, Brownsville, TX 78526, United States","XG32+R4 Brownsville, Texas, USA",,+1 956-361-5558,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=egQEQ0gCGhULD4iMFbLw0Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=94.96161&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Brownsville+TX/@25.9017472,-97.4974838,14z",2025-09-17T23:44:35.645Z,,
https://www.google.com/maps/place/Angeles+Home+Healthcare+Inc/data=!4m7!3m6!1s0x866f9467e241fd8f:0xba7c7b1c64ac36e9!8m2!3d25.9061448!4d-97.5040547!16s%2Fg%2F1tjgq06p!19sChIJj_1B4meUb4YR6TasZBx7fLo,Angeles Home Healthcare Inc,5.0,3,Home health care service,"414 E Elizabeth St, Brownsville, TX 78520, United States","WF4W+F9 Brownsville, Texas, USA",,+1 956-541-1975,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npDZMjYo7Y09kKKalyjcdGJ4B6lBzvWAy90Mo7O2vLmSGPIWVnFyH8z2DW7-za4D7f65mby7R0kA9El74Gq6dz2gAHqjGJPE-RJ_4iZsorVkqykH2oPaTk7FzNys6VHP1EwawiE=w408-h306-k-no,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Brownsville+TX/@25.9017472,-97.4974838,14z",2025-09-17T23:44:40.641Z,,
https://www.google.com/maps/place/Abundant+Life+Home+Health+Inc/data=!4m7!3m6!1s0x866f941a3b4bc8f3:0x4144060a08d9f8f!8m2!3d25.9311773!4d-97.5101187!16s%2Fg%2F1tq6dy1w!19sChIJ88hLOxqUb4YRj5-NoGBAFAQ,Abundant Life Home Health Inc,3.9,8,Home health care service,"1900 Pecan St, Brownsville, TX 78520, United States","WFJQ+FX Brownsville, Texas, USA",http://www.alhhinc.com/,+1 956-544-7714,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipOyPBeYYNQ9JZCu5tlgkiPdQUTgKo9oG1yRnG9D=w458-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Brownsville+TX/@25.9017472,-97.4974838,14z",2025-09-17T23:44:45.757Z,,
