placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,attributes,isBlackOwned,error
https://www.google.com/maps/place/Philadelphia+Parking+Authority/data=!4m7!3m6!1s0x89c6c8829a5bc41f:0xac02bc7a093db87f!8m2!3d39.9515063!4d-75.1520829!16s%2Fm%2F0cnxnp3!19sChIJH8RbmoLIxokRf7g9CXq8Aqw,Philadelphia Parking Authority,1.3,532,City government office,"701 Market St #5400, Philadelphia, PA 19106, United States","XR2X+J5 Philadelphia, Pennsylvania, USA",http://www.philapark.org/,+1 888-591-3636,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSymw1f8-5waB-x2rgKfKlKy1k0fI1Pqp4mikH5pbnsr4jdunqzVy06tP5w3VAbVbKsw40SoIw60RJftCbKkbTaLIt1K9CX9Um_su4dNTw2taTgefeOdA5OGvLTjkzj8rZWUUc213A=w408-h306-k-no,true,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,Closed,Closed,8:30 am–4 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2025-10-28T18:38:13.830Z,,,,
https://www.google.com/maps/place/Philadelphia+Parking+Authority/data=!4m7!3m6!1s0x89c6c629fa805981:0x59599eff263b9a23!8m2!3d39.9526515!4d-75.1552577!16s%2Fg%2F11gfj5yq53!19sChIJgVmA-inGxokRI5o7Jv-eWVk,Philadelphia Parking Authority,1.9,214,Corporate office,"913 Filbert St, Philadelphia, PA 19107, United States","XR3V+3V Philadelphia, Pennsylvania, USA",http://www.philapark.org/,+1 888-591-3636,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx4O3r9rdOGjj29SUCHputw9W05p67byiQ5t-84hA8zTjP-yqm1MdoWDYZRemRBxXDDvOS7J6C0reJkBCZUgmyUIjma36WNbebEjUcUFhnwldxVRSzoN18yVD5ztvWc6RUpiBxA=w408-h541-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,9 am–1 pm,Closed,8 am–6 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2025-10-28T18:38:20.315Z,,,,
https://www.google.com/maps/place/Parking+Garage/data=!4m7!3m6!1s0x89c6c7f4c5181acf:0xf2337510714ab02b!8m2!3d39.9479824!4d-75.1661799!16s%2Fg%2F11j7jpnhtj!19sChIJzxoYxfTHxokRK7BKcRB1M_I,Parking Garage,4.3,14,Parking garage,"1500 Walnut St, Philadelphia, PA 19102, United States","WRXM+5G Philadelphia, Pennsylvania, USA",,,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyNKCMNRY2dHz8G15Yr7kCXX-GVhfT0MwdK7N_LtueDKp55wt1iEtEQyDX6i4EYqlzkrLRrhi9D8op1RyD7jY-s7rmTJLXyNwaYxI-X8hfEJQ9pKrJvfQtEkZGOpjiNrv4mSYcOdw=w408-h306-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2025-10-28T18:38:25.075Z,,,,
https://www.google.com/maps/place/1728+Sansom+St+iParkit+Garage/data=!4m7!3m6!1s0x89c6c63090789827:0x8885ddf8219b0520!8m2!3d39.9508107!4d-75.1699528!16s%2Fg%2F11b5vyk2q5!19sChIJJ5h4kDDGxokRIAWbIfjdhYg,1728 Sansom St iParkit Garage,2.7,61,Parking garage,"1728 Sansom St, Philadelphia, PA 19103, United States","XR2J+82 Philadelphia, Pennsylvania, USA",https://www.iparkit.com/locations/1728-sansom-valet-parking?utm_source=googlemybusinesslisting&utm_medium=organic&utm_campaign=PH015Profile,+1 215-564-2628,"Open 24 hours

Confirmed by this business 7 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzinvuMopILST4LkEQQo_dDg9aDUquw2gDlLj9P-Qx00QrBKIziYfNLN3AISj6UgORcx8AyAznqCREuwK4LCaJWDCwgRnptUQ887quCIVZCdMOEfJCFMAFMyTg6of3a5slo4mFH=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2025-10-28T18:38:29.959Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/ABM+Parking/data=!4m7!3m6!1s0x89c6c62f1e6feb2b:0xac794b413decdbc5!8m2!3d39.9518063!4d-75.1621232!16s%2Fg%2F12hk5vmfs!19sChIJK-tvHi_GxokRxdvsPUFLeaw,ABM Parking,2.3,16,Parking garage,"1300 Market St, Philadelphia, PA 19107, United States","XR2Q+P5 Philadelphia, Pennsylvania, USA",,+1 215-569-8133,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=t0bqrHx12MPcKeNaRMCqjw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=34.471893&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2025-10-28T18:38:33.261Z,,,,
https://www.google.com/maps/place/Autopark+at+Independence+Mall/data=!4m7!3m6!1s0x89c6c882e4e581a5:0xcb2ec01eaee7af45!8m2!3d39.95223!4d-75.1497566!16s%2Fg%2F1v_vtvyr!19sChIJpYHl5ILIxokRRa_nrh7ALss,Autopark at Independence Mall,3.9,134,Parking garage,"41 N 6th St, Philadelphia, PA 19106, United States","XV22+V3 Philadelphia, Pennsylvania, USA",http://www.philapark.org/autopark-at-independence-mall/,+1 215-683-9408,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxiht5cQ3B2xDDe2pmCwNQXaCzgrYIGx-SksDbn8L7D_sUtEIiDn9_VxE0E0zQpqLDggZHoeFcQBaijQlLm6ouzX5D-fHttEsrPgza5jj-R7BVXoXu33yjaOt0Sfcgu6GM3ZP-_=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2025-10-28T18:38:39.028Z,,,,
https://www.google.com/maps/place/Bourse+Parking+Garage+-+ProPark/data=!4m7!3m6!1s0x89c6c8848be2b3f3:0x51524a87f0357658!8m2!3d39.9493237!4d-75.1476126!16s%2Fg%2F1t_khh9c!19sChIJ87Pii4TIxokRWHY18IdKUlE,Bourse Parking Garage - ProPark,3.7,169,Parking garage,"44 S 4th St, Philadelphia, PA 19106, United States","WVX2+PX Philadelphia, Pennsylvania, USA",http://propark.com/facilities/cheap-bourse-garage-parking/,+1 215-592-8548,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOuonLLV1b-EHuHrj94VjHAF6n_3yckJ2r3SlpV=w408-h545-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2025-10-28T18:38:44.825Z,,,,
https://www.google.com/maps/place/SP%2B+Parking/data=!4m7!3m6!1s0x89c6c8826cf83da7:0x7e0965682847bba8!8m2!3d39.9510788!4d-75.1539779!16s%2Fg%2F1tf8810k!19sChIJpz34bILIxokRqLtHKGhlCX4,SP+ Parking,3.3,55,Parking lot,"800 Market St, Philadelphia, PA 19107, United States","XR2W+CC Philadelphia, Pennsylvania, USA",,+1 215-925-4937,Temporarily closed,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy69vXAWYJJ32Nx3SjaYVJuraH6hSYBBUDwQrIj01UEgC52pdZy2ZwklN4bEJh0wFEd1BIyYdcDZFX4pgvXKfowkq4mobQV08roak-MLnLuiDKYbsjuINTW4DBpAVJHyma_lH0tQg=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2025-10-28T18:38:51.259Z,,,,
https://www.google.com/maps/place/The+Convention+Center+Parking+Facility/data=!4m7!3m6!1s0x89c6c62e9d65c7b9:0x29004708dc8819a4!8m2!3d39.9541968!4d-75.1626544!16s%2Fg%2F11cllpj2pm!19sChIJucdlnS7GxokRpBmI3AhHACk,The Convention Center Parking Facility,3.7,253,Parking garage,"1324-42 Arch St, Philadelphia, PA 19107, United States","XR3P+MW Philadelphia, Pennsylvania, USA",http://www.conventioncenterparking.com/contact.html,+1 267-239-0676,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwVijuBguyZbZI8JXyEkuF8QU2Sm0_XMIiAJ1BMpLU1CmhJWm46V2_GZ5OrnKK5c2CgjwZSlyxvZHC_zwlj9EBMk9zbH9Y9hZNgktlCk5RVTeKsGfNq9wZBeZRDmVn6oGbSn_oZ=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2025-10-28T18:38:56.954Z,,,,
https://www.google.com/maps/place/Midtown+Parking+Garage+%28Union+League%29/data=!4m7!3m6!1s0x89c6c62feb9f3753:0xc9b93a29f11009b2!8m2!3d39.9502597!4d-75.1648443!16s%2Fg%2F11b6gn_xky!19sChIJUzef6y_GxokRsgkQ8Sk6uck,Midtown Parking Garage (Union League),4.1,84,Parking garage,"1415 Sansom St, Philadelphia, PA 19102, United States","XR2P+43 Philadelphia, Pennsylvania, USA",http://www.unionleague.org/directions-parking.php,+1 267-702-2983,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwf6fuB6IFvfhQTtT41mYchQOUGmRqN5i2o76Tv72SVbd7fZkGtpcqOJ2K23vyHpjhKXH1vpS_vougqLZrMPMEwCHGTvZgpVJHfvd9LdIiqQWmvtmiqpfbv25uevf_CedXYx0G6=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2025-10-28T18:39:02.084Z,,,,
