placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,isBlackOwned,attributes
https://www.google.com/maps/place/LifeStance+Therapists+%26+Psychiatrists+Manchester/data=!4m7!3m6!1s0x89e24f2ceaa75039:0xc1c363d7dfad3ef8!8m2!3d42.9958934!4d-71.4763395!16s%2Fg%2F1tf3_ckm!19sChIJOVCn6ixP4okR-D6t39djw8E,LifeStance Therapists & Psychiatrists Manchester,4.7,405,Mental health clinic,"148 Coolidge Ave, Manchester, NH 03102, United States","XGWF+9F Manchester, New Hampshire, USA",https://lifestance.com/location/manchester-nh-148-coolidge-ave/?utm_source=gmb&utm_medium=organic&utm_campaign=locations,+1 603-516-0335,Closed · Opens 8 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNpDVVdgPJo-ZtXJW0f0SwI172a1BuOC-YUdRyn=w427-h240-k-no,true,8 am–5 pm,8 am–6 pm,8 am–5 pm,8 am–6 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Manchester+NH/@42.9956397,-71.4547891,14z",2025-12-16T03:23:24.069Z,,
https://www.google.com/maps/place/LifeStance+Therapists+%26+Psychiatrists+Manchester/data=!4m7!3m6!1s0x89e24f490eb60157:0x8b6fad0e6c7f7823!8m2!3d42.982477!4d-71.4342422!16s%2Fg%2F11j8yj9pvn!19sChIJVwG2DklP4okRI3h_bA6tb4s,LifeStance Therapists & Psychiatrists Manchester,4.8,92,Mental health clinic,"15 Nelson St 2nd Floor, Manchester, NH 03103, United States","XHJ8+X8 Manchester, New Hampshire, USA",https://lifestance.com/location/manchester-nh-15-nelson-street/?utm_source=gmb&utm_medium=organic&utm_campaign=locations,+1 603-516-3465,Closed · Opens 8 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMJEOgM_3WZtnWPB4oQHAIcNRc82UA7pBpta2D0=w427-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Manchester+NH/@42.9956397,-71.4547891,14z",2025-12-16T03:23:28.671Z,,
"https://www.google.com/maps/place/Thor+Agustsson,+Psychiatrist/data=!4m7!3m6!1s0x89e3b19a81b15b6b:0xe62ea07930a8b65f!8m2!3d42.9959609!4d-71.4764907!16s%2Fg%2F11n8329tm_!19sChIJa1uxgZqx44kRX7aoMHmgLuY","Thor Agustsson, Psychiatrist",4.8,46,Psychiatrist,"148 Coolidge Ave, Manchester, NH 03102, United States","XGWF+9C Manchester, New Hampshire, USA",https://lifestance.com/provider/thor-agustsson-do/?utm_source=gmb&utm_medium=organic&utm_campaign=providers,+1 603-689-7890,Closed · Opens 9 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPsK2VLqcZH97z3knKrXmHCmkOkrzPni01o9XlP=w427-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Manchester+NH/@42.9956397,-71.4547891,14z",2025-12-16T03:23:33.403Z,,
"https://www.google.com/maps/place/Sreenivas+Katragadda,+Psychiatrist/data=!4m7!3m6!1s0x89e24f2ceaa74e25:0xbcdd280f53f427a5!8m2!3d42.9959558!4d-71.4761702!16s%2Fg%2F1hc2kk2th!19sChIJJU6n6ixP4okRpSf0Uw8o3bw","Sreenivas Katragadda, Psychiatrist",4.9,69,Psychiatrist,"148 Coolidge Ave, Manchester, NH 03102, United States","XGWF+9G Manchester, New Hampshire, USA",https://lifestance.com/provider/psychiatrist/nh/manchester/sreenivas-katragadda/?utm_source=gmb&utm_medium=organic&utm_campaign=providers,+1 603-516-0335,Closed · Opens 8 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNoGpOfvcAJ7oXuB_Skz2zgBkR3wAHDxmzKGV6b=w427-h240-k-no,true,8 am–5 pm,8 am–6 pm,8 am–5 pm,8 am–6 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Manchester+NH/@42.9956397,-71.4547891,14z",2025-12-16T03:23:37.706Z,,
https://www.google.com/maps/place/The+Mental+Health+Center+of+Greater+Manchester/data=!4m7!3m6!1s0x89e24f0293ebe851:0x3aad7d9addfbe393!8m2!3d42.9845197!4d-71.4394599!16s%2Fg%2F1tg9p3x2!19sChIJUejrkwJP4okRk-P73Zp9rTo,The Mental Health Center of Greater Manchester,2.7,78,Mental health service,"401 Cypress Street, 2 Wall Street, Manchester, NH 03103, United States","XHM6+R6 Manchester, New Hampshire, USA",http://www.mhcgm.org/,+1 603-668-4111,Closed · Opens 8 am Tue,,https://lh3.googleusercontent.com/p/AF1QipOc5M6csm9uJsB4580rQTlOAAwH3A6JFW4alQe3=w424-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Manchester+NH/@42.9956397,-71.4547891,14z",2025-12-16T03:23:42.088Z,,
"https://www.google.com/maps/place/Colette+Dumont,+Psychiatric+Nurse+Practitioner/data=!4m7!3m6!1s0x89e24f027e1a7085:0x1809b848b396467a!8m2!3d42.995885!4d-71.4763693!16s%2Fg%2F11r7r61x3z!19sChIJhXAafgJP4okRekaWs0i4CRg","Colette Dumont, Psychiatric Nurse Practitioner",4.9,25,Psychiatrist,"148 Coolidge Ave, Manchester, NH 03102, United States","XGWF+9F Manchester, New Hampshire, USA",https://lifestance.com/provider/nurse-practitioner/nh/manchester/colette-dumont/?utm_source=gmb&utm_medium=organic&utm_campaign=providers,+1 603-516-0335,Closed · Opens 8 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOG06I5ZKzEcAT7QrUyfJohl7sZpiR1HvDYTG2K=w427-h240-k-no,true,8 am–5 pm,8 am–6 pm,8 am–5 pm,8 am–6 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Manchester+NH/@42.9956397,-71.4547891,14z",2025-12-16T03:23:46.504Z,,
"https://www.google.com/maps/place/Jane+Mcgrath,+Psychiatric+Nurse+Practitioner/data=!4m7!3m6!1s0x89e24f9cc177ea61:0xc830ac908d9cbd92!8m2!3d42.9959015!4d-71.4763348!16s%2Fg%2F11nftm9xbc!19sChIJYep3wZxP4okRkr2cjZCsMMg","Jane Mcgrath, Psychiatric Nurse Practitioner",4.9,25,Psychiatrist,"148 Coolidge Ave, Manchester, NH 03102, United States","XGWF+9F Manchester, New Hampshire, USA",https://lifestance.com/provider/nurse-practitioner/nh/manchester/jane-mcgrath/?utm_source=gmb&utm_medium=organic&utm_campaign=providers,+1 603-516-0335,Closed · Opens 8 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipO23iiklFdJEJVtjmBS8yvomjLHnLs0ahJymA7H=w427-h240-k-no,true,8 am–5 pm,8 am–6 pm,8 am–5 pm,8 am–6 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Manchester+NH/@42.9956397,-71.4547891,14z",2025-12-16T03:23:50.880Z,,
"https://www.google.com/maps/place/Corneliu+Stanciu,+Psychiatrist/data=!4m7!3m6!1s0x89e24fe67203c3ed:0xafa100169a04d61!8m2!3d42.9958962!4d-71.4763504!16s%2Fg%2F11n83d1cr1!19sChIJ7cMDcuZP4okRYU2gaQEQ-go","Corneliu Stanciu, Psychiatrist",4.7,13,Psychiatrist,"148 Coolidge Ave, Manchester, NH 03102, United States","XGWF+9F Manchester, New Hampshire, USA",https://lifestance.com/provider/psychiatrist/nh/manchester/corneliu-stanciu/?utm_source=gmb&utm_medium=organic&utm_campaign=providers,+1 603-516-0335,Closed · Opens 8 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMcvDjCqu0gbbPK7Ji7GO5Gq4eyfZFTb9jj0BVZ=w427-h240-k-no,true,8 am–5 pm,8 am–6 pm,8 am–5 pm,8 am–6 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Manchester+NH/@42.9956397,-71.4547891,14z",2025-12-16T03:23:55.311Z,,
https://www.google.com/maps/place/Cypress+Center/data=!4m7!3m6!1s0x89e24f0293ebe851:0x2cbfa82d695a9c91!8m2!3d42.9845187!4d-71.4394589!16s%2Fg%2F1vqthssq!19sChIJUejrkwJP4okRkZxaaS2ovyw,Cypress Center,3.0,34,Mental health service,"401 Cypress St, Manchester, NH 03103, United States","XHM6+R6 Manchester, New Hampshire, USA",https://www.mhcgm.org/our-programs/our-facilities/,+1 603-668-4111,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1tTwzWPC9ITfEfVLB7ibow&cb_client=search.gws-prod.gps&w=408&h=240&yaw=131.86917&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Manchester+NH/@42.9956397,-71.4547891,14z",2025-12-16T03:23:57.656Z,,
https://www.google.com/maps/place/Generations+Geriatric+Mental+Health/data=!4m7!3m6!1s0x89e24f40ea67523d:0xc9473d769bddc186!8m2!3d43.00762!4d-71.45838!16s%2Fg%2F1vy7hl65!19sChIJPVJn6kBP4okRhsHdm3Y9R8k,Generations Geriatric Mental Health,2.6,10,Mental health clinic,"138 Webster St, Manchester, NH 03104, United States","2G5R+2J Manchester, New Hampshire, USA",http://ggmh.net/,+1 603-645-5977,Closed · Opens 9 am Tue,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4_twYaZCsIpe7IsUmiVw0Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=301.4651&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Manchester+NH/@42.9956397,-71.4547891,14z",2025-12-16T03:24:01.984Z,,
