placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes,info,isBlackOwned,error
https://www.google.com/maps/place/ER+Tree+Service/data=!4m7!3m6!1s0x4cb29b76bae3642d:0xe85d4d37287e766b!8m2!3d43.6896944!4d-70.2898642!16s%2Fg%2F11x6993krz!19sChIJLWTjunabskwRa3Z-KDdNXeg,ER Tree Service,5.0,115,Tree service,"56 Princeton St, Portland, ME 04103, United States","MPQ6+V3 Portland, Maine, USA",http://er-tree-service.com/,+1 207-855-0983,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEwAFaoxmMbZh1KFHonuPFmZSf7CT-d0aHHDk-bcPwUfPWkXaPWI2g0gkVqPuXSbQ7HHR7L_p5lroVGHOdr1y4ZMDWDTdLXGhdhybMShe2H8hmUAFEtvscx4TmAy6EsOTqpymFhCQ=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Portland+ME/@43.670822,-70.2843825,14z",2026-04-29T05:05:16.126Z,,,,
https://www.google.com/maps/place/Blue+Ox+Tree+Service/data=!4m7!3m6!1s0x4cb29c9b0c2e3687:0x83a0632f148d4b75!8m2!3d43.6873161!4d-70.2508271!16s%2Fg%2F11fxdzsq52!19sChIJhzYuDJucskwRdUuNFC9joIM,Blue Ox Tree Service,4.9,30,Tree service,"Victoria St, Portland, ME 04103, United States","MPPX+WM Portland, Maine, USA",http://blueoxmaine.com/,+1 207-370-1280,Closed · Opens 7 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEhHPErJbk4gCya96UdjgLdAhGo60e60rGqUzyGqotsu7HqUt-VroubWP-s6m0WneIqz6t0jxbgigOMYT_kTreiHSFRRkL473GWZ2cmh_KEQUE7D5D2mNAXoyufHMecwE1emtl6F--ee8s=w408-h306-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Portland+ME/@43.670822,-70.2843825,14z",2026-04-29T05:05:22.222Z,,,,
"https://www.google.com/maps/place/McCarthy+Tree+Service,+Inc./data=!4m7!3m6!1s0x4cb29bbe719e7b07:0x3c12a51c0c75ce5f!8m2!3d43.6706143!4d-70.301551!16s%2Fg%2F1tg4wfr5!19sChIJB3uecb6bskwRX851DBylEjw","McCarthy Tree Service, Inc.",5.0,49,Tree service,"46 Columbia Rd, Portland, ME 04103, United States","MMCX+69 Portland, Maine, USA",http://mccarthytree.com/,+1 207-232-9828,Closed · Opens 7 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGXOcC3OYOWp6iYctpp2Zj6NQNdeh8aIcIMMXq-yqq-IppCZS9eOOcmuX4FeuxlqctyOnhAVWVf50aZ99Swy1KdUS3Ab0kBVx-nqnCr0JQwbsI17KFZAyUKgrWiROMdlfILNinRRQ=w408-h306-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,9 am–12 pm,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Portland+ME/@43.670822,-70.2843825,14z",2026-04-29T05:05:27.011Z,,,,
"https://www.google.com/maps/place/T.W.+Enterprises,+Inc+Tree+%26+Landscaping+Co./data=!4m7!3m6!1s0x4cb29a2d8cc1d6b5:0xe411d38683553cb0!8m2!3d43.6628942!4d-70.3361702!16s%2Fg%2F1vgw870g!19sChIJtdbBjC2askwRsDxVg4bTEeQ","T.W. Enterprises, Inc Tree & Landscaping Co.",4.8,130,Tree service,"690 Stroudwater St, Westbrook, ME 04092, United States","MM77+5G Westbrook, Maine, USA",https://twtree.com/?y_source=1_MTA5ODQ4MDIzMi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 207-856-0046,Closed · Opens 7 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFSZz4wKDmIEIdp6pTY6B_G2hnjlF-GMh5LhW9aRCYBVf5eirBd1_zy9Xp92VEZuPfafpKND-ZMph2hmUeuxfEzaaAz_PnjUTlBrtrRn2vSpXmPyXk4OyRJghj2RVHYScXcpSpsxJX530f-=w408-h306-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Portland+ME/@43.670822,-70.2843825,14z",2026-04-29T05:05:31.906Z,,,,
https://www.google.com/maps/place/Rodriguez+Tree+Services/data=!4m7!3m6!1s0x262b9b14199223cf:0xd7244bd57435543!8m2!3d43.636017!4d-70.161625!16s%2Fg%2F11mc9qw2ms!19sChIJzyOSGRSbKyYRQ1VDV71Ecg0,Rodriguez Tree Services,5.0,57,Tree service,,,https://rodrigueztreeservices.net/,+1 207-387-5046,Closed · Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFRjuZMk8j4R3LnfOslegrbr1yTFNatuaN70xBShoBw6jcSjOzwrY-kTd8pQ0sGc0WOciqi2y3-P39oFd5Ity8o8Q5Ob2KvEJlqTK70hfrnKyqpfFvwRmvjtgd6_abVEXeXnmH4tKkb8CnA=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Portland+ME/@43.670822,-70.2843825,14z",2026-04-29T05:05:36.722Z,,,,
https://www.google.com/maps/place/Lucas+Tree+Experts/data=!4m7!3m6!1s0x4cb29af0ff5f392b:0x23524094c79db3ab!8m2!3d43.6974477!4d-70.3249539!16s%2Fg%2F1td6xqqd!19sChIJKzlf__CaskwRq7Odx5RAUiM,Lucas Tree Experts,3.0,27,Tree service,"636 Riverside St, Portland, ME 04103, United States","MMWG+X2 Portland, Maine, USA",https://www.lucastree.com/contactlucas/,+1 207-797-7294,Closed · Opens 9 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHtlBFwbx1VBCNkNCpFhm1dZ3H3TmXxJ88hLBm7SqeDIZSW_SWyPJ6aoLPvAIgrznn2j__SZUdNPqCwNLccYvxRmZFGLkG4f0EtvXnlssiI085ow9kKKRCP0hCJaHBB60q-F9-q=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Portland+ME/@43.670822,-70.2843825,14z",2026-04-29T05:05:43.418Z,,,,
https://www.google.com/maps/place/Southern+Maine+Tree/data=!4m7!3m6!1s0x4cb29c1946f8f565:0xccdf97b32d00c026!8m2!3d43.620986!4d-70.335399!16s%2Fg%2F1hc47k767!19sChIJZfX4RhmcskwRJsAALbOX38w,Southern Maine Tree,4.7,52,Tree service,"103 Mussey Rd, Scarborough, ME 04074, United States","JMC7+9R Scarborough, Maine, USA",http://www.southernmainetree.com/,+1 207-632-4254,Closed · Opens 7 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHZATHTyRRtW6Y8pVMP80itYV7qMj38mlRpDU2ZGs0mTMlIcMgkhq88bwE0REqpS0QXqLrmkR-_9BZeE2zj7TNiuHMwFL6S1MvHyYfj3wPVWt7fJ7VggTDANEEmoUNILk8FNVT4T_W2-LRa=w408-h549-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,9 am–5 pm,9 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Portland+ME/@43.670822,-70.2843825,14z",2026-04-29T05:05:48.460Z,,,,
https://www.google.com/maps/place/M+%26+M+Tree+Service/data=!4m7!3m6!1s0x4cb29ba47babf66f:0xb32814e6ebd19eb0!8m2!3d43.6782361!4d-70.3008637!16s%2Fg%2F1v2f034k!19sChIJb_are6SbskwRsJ7R6-YUKLM,M & M Tree Service,4.5,4,Tree service,"162 Brentwood St, Portland, ME 04103, United States","MMHX+7M Portland, Maine, USA",,+1 207-749-4051,Closed · Opens 8 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5fnabz6CGRVFIGCknBTJkQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=243.75748&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Portland+ME/@43.670822,-70.2843825,14z",2026-04-29T05:05:53.238Z,,,,
https://www.google.com/maps/place/Lucas+Tree+Experts+Residential+Division/data=!4m7!3m6!1s0x4cb29a560b4c47f5:0x9873ba513e019f1c!8m2!3d43.6875094!4d-70.3211364!16s%2Fg%2F11cfg6_r7!19sChIJ9UdMC1aaskwRHJ8BPlG6c5g,Lucas Tree Experts Residential Division,5.0,1,Tree service,"535 Warren Ave, Portland, ME 04103, United States","MMQH+2G Portland, Maine, USA",https://www.lucastree.com/,+1 207-797-2800,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IDW2iDHMNGwnl4eGJQz2hQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=216.24341&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/tree+service+businesses+in+Portland+ME/@43.670822,-70.2843825,14z",2026-04-29T05:05:56.144Z,,,,
https://www.google.com/maps/place/Trees+N+Driveways+LLC/data=!4m7!3m6!1s0x4cb29c0df1571fdd:0x52d507ad4d29c531!8m2!3d43.6565967!4d-70.2687221!16s%2Fg%2F11f5f8nrk3!19sChIJ3R9X8Q2cskwRMcUpTa0H1VI,Trees N Driveways LLC,5.0,2,Tree service,"278 State St, Portland, ME 04101, United States","MP4J+JG Portland, Maine, USA",http://www.treesndriveways.com/,+1 207-229-9721,Closed · Opens 6 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGMzVCmMTghguOvZEDpgnc4lBNj1SEAYFhOcETll4iJaK9B5YLex2hr0rG1iJC7PMkPPDmp0swwefjh8qlHdltptFjebiCem8HaAeo8150GMmwIdfwoMbdgUg28vrmQtoCJuZY6=w408-h544-k-no,true,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Portland+ME/@43.670822,-70.2843825,14z",2026-04-29T05:06:01.147Z,,,,
