placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,sunday,monday,tuesday,wednesday,thursday,friday,saturday,info,attributes,isBlackOwned,error
https://www.google.com/maps/place/Reeder+CPA+Group+Certified+Public+Accountants+Portland+ME/data=!4m7!3m6!1s0x4cb29bf8733014f1:0xefd59e464fcdac1!8m2!3d43.6726619!4d-70.2839256!16s%2Fg%2F11vpjbfdm_!19sChIJ8RQwc_ibskwRwdr8ZORZ_Q4,Reeder CPA Group Certified Public Accountants Portland ME,5.0,12,Certified public accountant,"23 Ocean Ave Suite 12, Portland, ME 04103, United States","MPF8+3C Portland, Maine, USA",https://reedercpagroup.com/,+1 847-241-5800,,https://lh3.googleusercontent.com/p/AF1QipPojkxVaatVDsHf3NrhkiEHjrE8XGoZekAKxTWp=w408-h325-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Portland+ME/@43.670822,-70.2843825,14z",2025-10-19T15:44:18.431Z,,,,,,,,,,,
https://www.google.com/maps/place/Scott+Associates+CPAs/data=!4m7!3m6!1s0x4cb29bbecc1eff4b:0xea523704804764ce!8m2!3d43.6695471!4d-70.3053138!16s%2Fg%2F1tj2hhc6!19sChIJS_8ezL6bskwRzmRHgAQ3Uuo,Scott Associates CPAs,5.0,17,Accountant,"650 Brighton Ave, Portland, ME 04102, United States","MM9V+RV Portland, Maine, USA",http://www.portlandcpa.com/,+1 207-772-0441,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMKMi1EkOfec9fgUpUxmBeL0I5cPk9A-QZcaKlw=w491-h240-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Portland+ME/@43.670822,-70.2843825,14z",2025-10-19T15:44:23.224Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,,,
https://www.google.com/maps/place/Portland+Taxman/data=!4m7!3m6!1s0x4cb29df2c1cbf25b:0x556c2b23d13d2f3f!8m2!3d43.661701!4d-70.2511774!16s%2Fg%2F11vlxbhr84!19sChIJW_LLwfKdskwRPy890SMrbFU,Portland Taxman,5.0,31,Accounting firm,"63 Federal St, Portland, ME 04101, United States","MP6X+MG Portland, Maine, USA",https://www.portlandtaxman.com/,+1 207-910-6345,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sqnuex8rEUQuEwvUlf-zXw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=331.71252&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Portland+ME/@43.670822,-70.2843825,14z",2025-10-19T15:44:28.086Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,,,,
https://www.google.com/maps/place/Dufour+Tax+Group/data=!4m7!3m6!1s0x4cb29c3fca8c80f1:0x1cb5f01c730a2d32!8m2!3d43.6584856!4d-70.2573081!16s%2Fg%2F11bydjms38!19sChIJ8YCMyj-cskwRMi0KcxzwtRw,Dufour Tax Group,5.0,1,Certified public accountant,"400 Congress St 4th floor, Portland, ME 04101, United States","MP5V+93 Portland, Maine, USA",http://www.dufourtax.com/,+1 207-805-0000,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-QrlFjHS3V_5mB4dw5YKzQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=172.24898&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Portland+ME/@43.670822,-70.2843825,14z",2025-10-19T15:44:32.543Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,,,,
https://www.google.com/maps/place/CBIZ/data=!4m7!3m6!1s0x4cb29d2f96c1206b:0xdb00f75d1bec1fc4!8m2!3d43.6576396!4d-70.2551338!16s%2Fg%2F11h6698kf_!19sChIJayDBli-dskwRxB_sG133ANs,CBIZ,5.0,1,Certified public accountant,"200 Middle St Ste 401, Portland, ME 04101, United States","MP5V+3W Portland, Maine, USA",https://www.cbiz.com/locations/portland-maine-canal-plaza?utm_source=google-business&utm_medium=organic&utm_campaign=offices&utm_content=portland-maine-canal-plaza,+1 207-352-7600,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrYCiYCXrDCQulMgEQACJkQHWADg1d-Z0ZdDw7wieKJtkbnrIo6vWLJT9AaHD7yrZxQXWNOp01Zf6YqZv9AfxFYprTXK_LyOz-xWm7bMTxPSTRdVxX_HhmydzeOh6GHoXDifMmk622fzF6o=w408-h408-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Portland+ME/@43.670822,-70.2843825,14z",2025-10-19T15:44:36.934Z,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Above+The+Line+Accounting+LLC/data=!4m7!3m6!1s0x4cb29bef06ab782b:0x13ff19af65a25fe7!8m2!3d43.6667265!4d-70.276612!16s%2Fg%2F11f6476rnb!19sChIJK3irBu-bskwR51-iZa8Z_xM,Above The Line Accounting LLC,5.0,6,Accounting firm,"449 Forest Ave Ste 216, Portland, ME 04101, United States","MP8F+M9 Portland, Maine, USA",https://abovetla.com/,+1 207-536-7770,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=X5fMLvdeM8ni7z5ovD9QTg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=27.628859&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Portland+ME/@43.670822,-70.2843825,14z",2025-10-19T15:44:41.720Z,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,,,,
"https://www.google.com/maps/place/Abbott+Jr+Clifford+C+CPA/@43.658582,-70.25191,17z/data=!3m1!4b1!4m6!3m5!1s0x4cb29c403b37fa6f:0x480510211b209629!8m2!3d43.658582!4d-70.25191!16s%2Fg%2F1td9_8r2",Abbott Jr Clifford C CPA,5.0,1,Accountant,"100 Middle St # 500, Portland, ME 04101, United States","MP5X+C6 Portland, Maine, USA",,,Closed ⋅ Opens 9 am Mon,,true,"https://www.google.com/maps/search/certified+public+accountant+in+Portland+ME/@43.670822,-70.2843825,14z",2025-10-19T15:44:48.125Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,,,,
"https://www.google.com/maps/place/Honeck+O%27Toole+Accountants,+an+Archer+Lewis+firm/data=!4m7!3m6!1s0x4cb29c3f23356131:0x7ee6b04aaddb14ec!8m2!3d43.6562893!4d-70.2609521!16s%2Fg%2F12ml2l7vr!19sChIJMWE1Iz-cskwR7BTbrUqw5n4","Honeck O'Toole Accountants, an Archer Lewis firm",2.7,3,Bookkeeping service,"511 Congress St #900, Portland, ME 04101, United States","MP4Q+GJ Portland, Maine, USA",http://honeckotoole.com/,+1 207-774-0882,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gxVWJB8ql6elsyU3PNiqWQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=313.42416&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Portland+ME/@43.670822,-70.2843825,14z",2025-10-19T15:44:52.675Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,,,
"https://www.google.com/maps/place/Albin,+Randall+%26+Bennett/data=!4m7!3m6!1s0x4cb29c401cfcbbf5:0xabea58675773f204!8m2!3d43.6580868!4d-70.2521387!16s%2Fg%2F1tgqj0bj!19sChIJ9bv8HECcskwRBPJzV2dY6qs","Albin, Randall & Bennett",4.2,5,Accountant,"27 Pearl St, Portland, ME 04101, United States","MP5X+64 Portland, Maine, USA",http://www.arbcpa.com/,+1 207-772-1981,"Closed ⋅ Opens 8 am Mon

Updated by others 7 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4DfE0Z5ZGqwuqckXzKYpmQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=29.493635&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Portland+ME/@43.670822,-70.2843825,14z",2025-10-19T15:44:57.131Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,,,
https://www.google.com/maps/place/Davidson+Associates/data=!4m7!3m6!1s0x4cb29c3dc7a42f8b:0xb9b1e3c87bb16af9!8m2!3d43.6513208!4d-70.2537043!16s%2Fg%2F1tgx662_!19sChIJiy-kxz2cskwR-Wqxe8jjsbk,Davidson Associates,5.0,1,Tax preparation service,"Marine Trade Center, 2 Portland Fish Pier # 303, Portland, ME 04101, United States","MP2W+GG Portland, Maine, USA",https://www.davidsonassoccpa.com/?utm_source=Portland_GMB&utm_medium=website_listing,+1 207-773-7122,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5Bsleelb2F4rM85rQ0i0cQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=102.460754&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Portland+ME/@43.670822,-70.2843825,14z",2025-10-19T15:45:01.652Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,,,,
