placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,isBlackOwned,attributes,error
https://www.google.com/maps/place/BrightStar+Care/data=!4m7!3m6!1s0x8815e6916041750b:0xef6594fcfc618b11!8m2!3d41.0781953!4d-85.1349308!16s%2Fg%2F1tnjk56d!19sChIJC3VBYJHmFYgREYth_PyUZe8,BrightStar Care,4.4,39,Home health care service,"333 E Washington Blvd, Fort Wayne, IN 46802, United States","3VH8+72 Fort Wayne, Indiana, USA",https://www.brightstarcare.com/locations/fort-wayne/,+1 260-918-0933,Open 24 hours,Identifies as veteran-owned,https://lh3.googleusercontent.com/p/AF1QipMIghd_am5sDWhySoX0TnEdKIrVi5nTWZKJvj5D=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2025-09-10T20:28:30.563Z,,,
https://www.google.com/maps/place/Sunshine+Home+Care+Services/data=!4m7!3m6!1s0x8815e4f34ce346f1:0x885ee945f7349c65!8m2!3d41.0764962!4d-85.1354257!16s%2Fg%2F11bcclx8fb!19sChIJ8UbjTPPkFYgRZZw090XpXog,Sunshine Home Care Services,3.8,25,Home health care service,"302 E Jefferson Blvd, Fort Wayne, IN 46802, United States","3VG7+HR Fort Wayne, Indiana, USA",http://www.sunshinehomecarefw.com/,+1 260-483-6878,Closes soon ⋅ 4:30 pm ⋅ Opens 8 am Thu,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrYTVZd5I2Vp3xdbaTi5-YRH86NGNa8h9I5heE9OgdxMOQ5Wm0VBIDXVIuG3st51rJwFGo-6UuR5ZAP_d-l7c8BL7B9Jghrk9NwCZHRmH3k4ghg4g31U0K-334XA9BtEiMSXROO=w408-h544-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2025-09-10T20:28:35.516Z,,,
https://www.google.com/maps/place/Sofia+Home+Health+Care+LLC/data=!4m7!3m6!1s0x8815fdac04ed0929:0x6705ef71cc747402!8m2!3d41.0897077!4d-85.1058557!16s%2Fg%2F11wq6ry0x1!19sChIJKQntBKz9FYgRAnR0zHHvBWc,Sofia Home Health Care LLC,5.0,2,Home health care service,"2520 Lake Ave, Fort Wayne, IN 46805, United States","3VQV+VM Fort Wayne, Indiana, USA",,+1 260-387-7808,Closes soon ⋅ 5 pm ⋅ Opens 9 am Thu,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=c1hDlXzcw0HyaOnAPiBadQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=175.59117&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2025-09-10T20:28:40.372Z,,,
https://www.google.com/maps/place/Neighborhood+Health+Clinic:+Broadway/data=!4m7!3m6!1s0x8815e45fef07d76f:0xbcf38e741662ea27!8m2!3d41.0777546!4d-85.1487616!16s%2Fg%2F1td05nvt!19sChIJb9cH71_kFYgRJ-piFnSO87w,Neighborhood Health Clinic: Broadway,3.0,36,Medical clinic,"750 Broadway #350, Fort Wayne, IN 46802, United States","3VH2+4F Fort Wayne, Indiana, USA",https://www.mynhfw.org/,+1 260-423-2675,Closes soon ⋅ 5 pm ⋅ Opens 8 am Thu,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5USWNUfJjT9eDiwE3sbRYA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=270.9421&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–12 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2025-09-10T20:28:44.832Z,,,
https://www.google.com/maps/place/Neighborhood+Health/data=!4m7!3m6!1s0x8815e4f025416b75:0x528faeeccd536e64!8m2!3d41.0698599!4d-85.137959!16s%2Fg%2F1tf3c44r!19sChIJdWtBJfDkFYgRZG5Tzeyuj1I,Neighborhood Health,4.3,359,Medical clinic,"1717 Calhoun St, Fort Wayne, IN 46802, United States","3V96+WR Fort Wayne, Indiana, USA",http://mynhfw.org/,+1 260-458-2641,Open ⋅ Closes 7 pm,,https://lh3.googleusercontent.com/p/AF1QipPCpBCHtNCgdjUyPOebZbah8HKUJ34XOVWZs9Qi=w408-h271-k-no,true,8 am–7 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–7 pm,8 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2025-09-10T20:28:49.181Z,,,
https://www.google.com/maps/place/Lafayette+Family+Health+Clinic/data=!4m7!3m6!1s0x8815e4e22fd6e9ab:0x9a3f5cdb47c7d949!8m2!3d41.0604313!4d-85.1336181!16s%2Fg%2F1trrdtbk!19sChIJq-nWL-LkFYgRSdnHR9tcP5o,Lafayette Family Health Clinic,3.9,7,Medical clinic,"2700 Lafayette St # 200, Fort Wayne, IN 46806, United States","3V68+5H Fort Wayne, Indiana, USA",https://nursing.iu.edu/fort-wayne/outreach/lafayette-street.html,+1 260-702-4404,Closes soon ⋅ 4:30 pm ⋅ Opens 7:30 am Thu,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xcuFM-spxxiP58OD2uPjpA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=287.99338&pitch=0&thumbfov=100,false,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–12 pm,Closed,Closed,7:30 am–6 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2025-09-10T20:28:53.696Z,,,
"https://www.google.com/maps/place/Rescare+Homecare/@41.0644747,-85.1738576,14z/data=!3m1!4b1!4m6!3m5!1s0x8815e436aaaaaaab:0xdf5921bb4425291d!8m2!3d41.0644747!4d-85.1738576!16s%2Fg%2F1tt0rqzz",Rescare Homecare,1.0,1,Home health care service,"Fort Wayne, IN 46802, United States",,,+1 260-247-3806,,,,false,,,,,,,,"https://www.google.com/maps/search/Home+Health+clinics+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2025-09-10T20:28:57.925Z,,,
https://www.google.com/maps/place/Alliance+Health+Centers/data=!4m7!3m6!1s0x8815e5c35b32bf5f:0x7530ae5e9e8aab0a!8m2!3d41.0604313!4d-85.1336181!16s%2Fg%2F11ll866643!19sChIJX78yW8PlFYgRCquKnl6uMHU,Alliance Health Centers,3.8,28,Medical clinic,"2700 Lafayette St # 110, Fort Wayne, IN 46806, United States","3V68+5H Fort Wayne, Indiana, USA",https://www.myalliancehealth.org/alliance-health-centers/home,+1 260-266-0780,Open ⋅ Closes 6 pm,,https://lh3.googleusercontent.com/p/AF1QipM2jxlJsEdNnTEN94lznfQpE2J9l6DTrE5BoKjS=w408-h408-k-no,true,7:30 am–6 pm,7:30 am–6 pm,7 am–6 pm,Closed,Closed,7:30 am–6 pm,7:30 am–6 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2025-09-10T20:29:02.480Z,,,
https://www.google.com/maps/place/1st+Choice+Home+Health+Services+LLC/data=!4m7!3m6!1s0x8815e773c97f7207:0xf3a80f201e3eb844!8m2!3d41.080941!4d-85.1346053!16s%2Fg%2F11lg2ksw_r!19sChIJB3J_yXPnFYgRRLg-HiAPqPM,1st Choice Home Health Services LLC,4.1,12,Home health care service,"402 E Main St, Fort Wayne, IN 46802, United States","3VJ8+95 Fort Wayne, Indiana, USA",http://www.1stchoicehhc.org/,+1 260-298-8297,Closes soon ⋅ 5 pm ⋅ Opens 9 am Thu,Identifies as women-owned,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Cr441X8WAdTMH1-jYjo1vQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=154.46086&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–4:30 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2025-09-10T20:29:06.988Z,,,
https://www.google.com/maps/place/Amedisys+Home+Health+Care/data=!4m7!3m6!1s0x8815e4adab1690c1:0x631414c65f3b4b76!8m2!3d41.0893127!4d-85.1091403!16s%2Fg%2F1tk7034t!19sChIJwZAWq63kFYgRdks7X8YUFGM,Amedisys Home Health Care,4.8,25,Home health care service,"2200 Lake Ave Suite 150, Fort Wayne, IN 46805, United States","3VQR+P8 Fort Wayne, Indiana, USA",https://locations.amedisys.com/in/fort-wayne/home-health-1823/?utm_source=google&utm_medium=organic&utm_campaign=locallisting,+1 260-422-8900,Closes soon ⋅ 5 pm ⋅ Opens 8 am Thu,,https://lh3.googleusercontent.com/p/AF1QipMLI2K84TntgV6y-R9afIrzGeQklaCKsA7sHPEN=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2025-09-10T20:29:11.431Z,,,
