placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,attributes,error
"https://www.google.com/maps/place/Pediatric+Medicine/@44.453192,-73.166369,17z/data=!3m1!4b1!4m6!3m5!1s0x4cca797c68976775:0x49a883277fa7568f!8m2!3d44.453192!4d-73.166369!16s%2Fg%2F1tfsmm42",Pediatric Medicine,4.7,14,Pediatrician,"52 Timber Ln, South Burlington, VT 05403, United States","FR3M+7F South Burlington, Vermont, USA",http://pedimedvt.com/,+1 802-658-2320,Closed · Opens 8:15 am Wed,,false,8:15 am–5 pm,8:15 am–5 pm,8:15 am–5 pm,8:15 am–5 pm,Closed,Closed,8:15 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2026-02-10T23:01:48.094Z,,,
https://www.google.com/maps/place/Lakeside+Pediatrics/data=!4m7!3m6!1s0x4cca7bbb1b27873d:0x72567110e528f8b5!8m2!3d44.4620271!4d-73.2172666!16s%2Fg%2F1tdl5rkh!19sChIJPYcnG7t7ykwRtfgo5RBxVnI,Lakeside Pediatrics,4.5,24,Pediatrician,"128 Lakeside Ave Suite 115, Burlington, VT 05401, United States","FQ6M+R3 Burlington, Vermont, USA",http://www.lakesidepediatrics.org/,+1 802-860-1928,Closed · Opens 9 am Wed,https://lh3.googleusercontent.com/p/AF1QipObOpE2I5392YUKDvMOPvCjJAh_rvlIv6d93R1J=w408-h270-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2026-02-10T23:01:54.690Z,,,
"https://www.google.com/maps/place/Pediatric+Primary+Care+-+Burlington,+Golisano+Children%E2%80%99s+Hospital+at+University+of+Vermont+Health/data=!4m7!3m6!1s0x4cca7a5ea078edb5:0x68172ff7d60b1816!8m2!3d44.480237!4d-73.2012632!16s%2Fg%2F1w9y0qrm!19sChIJte14oF56ykwRFhgL1vcvF2g","Pediatric Primary Care - Burlington, Golisano Children’s Hospital at University of Vermont Health",4.0,4,Pediatrician,"1 S Prospect St Level 3, Burlington, VT 05401, United States","FQJX+3F Burlington, Vermont, USA",https://www.uvmhealth.org/locations/pediatric-primary-care-burlington-golisano-childrens-hospital-at-university-of-vermont-health,+1 802-847-4696,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipOcdMl_IQpa2VoJx4hnt8OVaNC3RGnaFlPsceTA=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,8 am–12 pm,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2026-02-10T23:01:59.528Z,,,
https://www.google.com/maps/place/Timber+Lane+Pediatrics/data=!4m7!3m6!1s0x4cca797c69b4b5c7:0x741ca97881b6de30!8m2!3d44.453366!4d-73.1666937!16s%2Fg%2F11dxhgk2p9!19sChIJx7W0aXx5ykwRMN62gXipHHQ,Timber Lane Pediatrics,3.6,32,Pediatrician,"51 Timber Ln, South Burlington, VT 05403, United States","FR3M+88 South Burlington, Vermont, USA",https://www.timberlanepeds.com/,+1 802-864-0521,Closed · Opens 8:30 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oubP_rSSQ8aj9Ajq3rftSA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=78.914246&pitch=0&thumbfov=100,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–12 pm,Closed,8:30 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2026-02-10T23:02:04.391Z,,,
https://www.google.com/maps/place/Timber+Lane+Pediatrics/data=!4m7!3m6!1s0x4cca6554e8b3cd3b:0xdd1c06bb59998148!8m2!3d44.5072914!4d-73.2464799!16s%2Fg%2F1tq6d3bs!19sChIJO82z6FRlykwRSIGZWbsGHN0,Timber Lane Pediatrics,5.0,6,Child health care center,"1127 North Ave Suite 1, Burlington, VT 05408, United States","GQ43+WC Burlington, Vermont, USA",http://www.timberlanepeds.com/,+1 802-846-8100,Closed · Opens 8:30 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pSVXcNrjk_dr7g2Nv-ddUQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=319.6011&pitch=0&thumbfov=100,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2026-02-10T23:02:09.139Z,,,
"https://www.google.com/maps/place/Amelia+J.+Hopkins,+MD,+Pediatric+Intensivist/data=!4m7!3m6!1s0x4cca7a433a79dc83:0x8a310abbe3bb3b04!8m2!3d44.4797481!4d-73.1940391!16s%2Fg%2F1tlbj5dn!19sChIJg9x5OkN6ykwRBDu747sKMYo","Amelia J. Hopkins, MD, Pediatric Intensivist",5.0,1,Pediatrician,"111 Colchester Avenue Main Campus, PICU, McClure, Level 3, Burlington, VT 05401, United States","FRH4+V9 Burlington, Vermont, USA",https://www.uvmhealth.org/medcenter/provider/amelia-j-hopkins-md?utm_source=Google&utm_medium=Yext&utm_campaign=provider+online+listing,+1 802-847-5321,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hOd_mmKmB_yvzS4CpD6Z1w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=340.1789&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2026-02-10T23:02:11.974Z,,,
https://www.google.com/maps/place/Golisano+Children%E2%80%99s+Hospital+at+University+of+Vermont+Health/data=!4m7!3m6!1s0x4cca7a433a79dc83:0xfab449a97db4655!8m2!3d44.4797356!4d-73.1939703!16s%2Fg%2F1thsfj__!19sChIJg9x5OkN6ykwRVUbbl5pEqw8,Golisano Children’s Hospital at University of Vermont Health,3.4,8,Children's hospital,"Main Campus, East Pavilion, 111 Colchester Ave Level 4, Burlington, VT 05401, United States","FRH4+VC Burlington, Vermont, USA",https://www.uvmhealth.org/childrens-hospital,+1 802-847-8200,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipOrVbq2J_0lwHzH6mKv0bGV3Ve1gqUf7VtZBfNm=w408-h408-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2026-02-10T23:02:17.022Z,,,
"https://www.google.com/maps/place/Gerson+William+T+MD/@44.453192,-73.166369,17z/data=!3m1!4b1!4m6!3m5!1s0x4cca797c68976775:0x2105761b0159f5f1!8m2!3d44.453192!4d-73.166369!16s%2Fg%2F1th5c5_4",Gerson William T MD,5.0,2,Pediatrician,"52 Timber Ln, South Burlington, VT 05403, United States","FR3M+7F South Burlington, Vermont, USA",http://www.pedimedvt.com/our-physicians.html,+1 802-658-2320,,,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2026-02-10T23:02:21.643Z,,,
https://www.google.com/maps/place/Hunt+Elizabeth+A+MD/data=!4m7!3m6!1s0x4cca797c5b15902b:0xc6ae494bf91591a5!8m2!3d44.453316!4d-73.1664605!16s%2Fg%2F1hc40j9ww!19sChIJK5AVW3x5ykwRpZEV-UtJrsY,Hunt Elizabeth A MD,4.5,2,Pediatrician,"51 Timber Ln, South Burlington, VT 05403, United States","FR3M+8C South Burlington, Vermont, USA",http://www.timberlanepeds.com/,+1 802-864-0521,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ADDzcpGCG8UaHQIfm-8zWQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=57.34424&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2026-02-10T23:02:24.699Z,,,
"https://www.google.com/maps/place/Pediatric+Endocrinology,+Golisano+Children%E2%80%99s+Hospital+at+University+of+Vermont+Health/data=!4m7!3m6!1s0x4cca7a43381702e9:0x8565775319015f81!8m2!3d44.4797481!4d-73.1940391!16s%2Fg%2F11b7w7tl6v!19sChIJ6QIXOEN6ykwRgV8BGVN3ZYU","Pediatric Endocrinology, Golisano Children’s Hospital at University of Vermont Health",,,Pediatric endocrinologist,"111 Colchester Ave, Burlington, VT 05401, United States","FRH4+V9 Burlington, Vermont, USA",https://www.uvmhealth.org/locations/pediatric-endocrinology-golisano-childrens-hospital-at-university-of-vermont-health,+1 802-847-6200,Closed · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hOd_mmKmB_yvzS4CpD6Z1w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=340.1789&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2026-02-10T23:02:29.381Z,,,
