placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,attributes,error,isBlackOwned
"https://www.google.com/maps/place/Sid+Grinker+Restoration,+Inc/data=!4m7!3m6!1s0x8805196c601d0c23:0xaf1dad4dd9354da5!8m2!3d43.0531397!4d-87.9160701!16s%2Fg%2F1tks6wwb!19sChIJIwwdYGwZBYgRpU012U2tHa8","Sid Grinker Restoration, Inc",4.3,88,Fire damage restoration service,"1719 N Vel R. Phillips Ave, Milwaukee, WI 53212, United States","333M+7H Milwaukee, Wisconsin, USA",http://www.sidgrinker.com/,+1 414-264-7470,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo5negY_fw9NsmLQa_eV76GNfWolb_fzsemizGDIt74_zZSdhXm4e7E8TL5cwMh_8AEKtPc4hFOy9dWzeXE-dWFHsitiEdh1F-sPLSviAF0rJ3CvdPyOOaSN1FVA0c_Vlj4gunO=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2026-03-23T04:41:22.955Z,,,,
https://www.google.com/maps/place/Rainbow+Restoration+of+Milwaukee/data=!4m7!3m6!1s0x88051a2c47f9f1a1:0xaa5857b4ec3fd7fe!8m2!3d43.0362894!4d-87.940186!16s%2Fg%2F11b5qrlc8c!19sChIJofH5RywaBYgR_tc_7LRXWKo,Rainbow Restoration of Milwaukee,5.0,10,Water damage restoration service,"2130 W Clybourn St, Milwaukee, WI 53233, United States","23P5+GW Milwaukee, Wisconsin, USA",https://rainbowintl.com/milwaukee?cid=LSTL_RBW000202&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 414-933-4357,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwers0xmqwTL4hiYYpdxkMS5RHMTBt_SZiPRwk46Tf7nDACFJg1v6QcFwkmI22bQxJkEORf9TfLNBlGq-wLT6uhzaoNKV1SP9Z7e8ZSc-HeDILoXwNy74GmHSYrPcxcjmPz0auU38gA=w480-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2026-03-23T04:41:28.813Z,,,,
https://www.google.com/maps/place/SERVPRO+of+Milwaukee+East/data=!4m7!3m6!1s0x880519b3ca4e2811:0x31a4e0fb0b6fc55b!8m2!3d43.035351!4d-87.9078543!16s%2Fg%2F11mrst1l84!19sChIJEShOyrMZBYgRW8VvC_vgpDE,SERVPRO of Milwaukee East,5.0,12,Water damage restoration service,"342 N Water St #600, Milwaukee, WI 53202, United States","23PR+4V Milwaukee, Wisconsin, USA",https://www.servpro.com/locations/wi/servpro-of-milwaukee-east?utm_medium=organic&utm_source=gbp,+1 414-930-1070,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoXwT0HRH6on2NR7P1npyvvBIx_p6Lqc41zabXK3Q73U6Z22DvcHdo1l8E_JsjYLOpxFV6kAqxCPXls7IypNqaOYChrA7SkN3OedUpj01nsMExp_e1UhNnyuu9-VCDHWUS0GFx7uXfX8db5=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2026-03-23T04:41:33.607Z,,,,
https://www.google.com/maps/place/FIRST+ONSITE+Property+Restoration/data=!4m7!3m6!1s0x8805197d747ca4bf:0x8dfe6f02d7053274!8m2!3d43.0094962!4d-87.9145055!16s%2Fg%2F11r9wg0tjy!19sChIJv6R8dH0ZBYgRdDIF1wJv_o0,FIRST ONSITE Property Restoration,4.4,70,Building restoration service,"1930 S 4th St, Milwaukee, WI 53204, United States","235P+Q5 Milwaukee, Wisconsin, USA",https://firstonsite.com/locations/view/us/wi/milwaukee/1930-s-4th-street,+1 262-333-0060,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo3WgZ2KuhXW0eYqU__igaeS3OfIqt06hit012oNmSF1Hs39_KA6SYuja2Uc32SevEB5qWrckc7e3w_2vwXUxDVcuysYuMmakumGjeCdWzFYvIBp2ZIfwYCvovKUjXlQ-1iEQFv2g=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2026-03-23T04:41:38.441Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/AuntieGen+%7C+Mold+Removal+in+Milwaukee/data=!4m7!3m6!1s0x439959b36cddeb4b:0x7b1d1291cb9711ad!8m2!3d43.0383701!4d-87.9512843!16s%2Fg%2F11y4x_pfxt!19sChIJS-vdbLNZmUMRrRGXy5ESHXs,AuntieGen | Mold Removal in Milwaukee,5.0,4,Water damage restoration service,"2929 W Wisconsin Ave, Milwaukee, WI 53208, United States","22QX+8F Milwaukee, Wisconsin, USA",https://www.auntiegen.com/,+1 262-292-9833,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAweotJMeAHe9MaaXQOhoLd2c1MVjhDcyybvRsokJvt1gSFrE7Bs9DmhuntCi_F0JjrGQXMnoahSY0hMgoNhcNxoXq-Sd45ya8xzZsonfCJAg-iH2BcwDr3QKklMw_CHhLPdZ69qZfyA=w408-h294-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2026-03-23T04:41:43.195Z,,,,
https://www.google.com/maps/place/Environmental+Services+Inc/data=!4m7!3m6!1s0x880519bf64bbd62f:0xbd5ee8bbe85aaafa!8m2!3d43.0203488!4d-87.9107384!16s%2Fg%2F1tmpwk23!19sChIJL9a7ZL8ZBYgR-qpa6LvoXr0,Environmental Services Inc,,,Water damage restoration service,"112 E Washington St, Milwaukee, WI 53204, United States","23CQ+4P Milwaukee, Wisconsin, USA",http://earswisconsin.com/,+1 414-647-2212,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ui8xz66usLkQZO9JqG56ng&cb_client=search.gws-prod.gps&w=408&h=240&yaw=18.223177&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2026-03-23T04:41:47.719Z,,,,
https://www.google.com/maps/place/City+Wide+Facility+Solutions+-+Southeast+Wisconsin+%7C+Milwaukee/data=!4m7!3m6!1s0x8805047345ed6b5b:0x52d9cb3daead5471!8m2!3d43.0338713!4d-87.9262724!16s%2Fg%2F11d_d1v8h9!19sChIJW2vtRXMEBYgRcVStrj3L2VI,City Wide Facility Solutions - Southeast Wisconsin | Milwaukee,4.8,42,Janitorial service,"272 N 12th St, Milwaukee, WI 53233, United States","23MF+GF Milwaukee, Wisconsin, USA",https://gocitywide.com/southeastwisconsin,+1 414-386-5260,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepp1etuBSxyFppjkoyHupvnSczNQNRJueNlqfgRln4Dx5BDwo6fVIx4RWN1GgQTu50_8DxirsgLfVrnrPYR_KIOlSv1AzFCX-6odKXdLEYWR0VIS5aaqAEGdi5Yned_MQNm3RsE7MNAOjNh=w426-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2026-03-23T04:41:52.716Z,Identifies as women-owned,,,
https://www.google.com/maps/place/Mold+Removal+and+Remediation+Experts/data=!4m7!3m6!1s0x880519a8b17ff979:0x37cb8e8ccb04062d!8m2!3d43.0420277!4d-87.9108619!16s%2Fg%2F11n9k7t3qb!19sChIJefl_sagZBYgRLQYEy4yOyzc,Mold Removal and Remediation Experts,5.0,3,Water damage restoration service,"135 E Kilbourn Ave, Milwaukee, WI 53202, United States","23RQ+RM Milwaukee, Wisconsin, USA",http://milwaukeemoldremovalandremediation.top/,+1 414-285-2474,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqkZutVpDIYMWndwX2c3L9NfK1GTGV771qH8Mlpxqs9u47r1GLo3BLsLqWgKs6wj25fEsp-E7zwptHTxAlNvLbSIigJQouaCBTWCW5BiAGKNHNOa74vwuKmJV_aF1EQgVj-MpBlv3qcxVk4=w408-h272-k-no,true,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,9 am–1 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2026-03-23T04:41:57.373Z,Identifies as veteran-owned,,,
https://www.google.com/maps/place/911+Restoration+of+Milwaukee/data=!4m7!3m6!1s0x8805169d7e61ce83:0xadc3eaa6f0e261d2!8m2!3d43.1187243!4d-87.9131058!16s%2Fg%2F11c3k6cn89!19sChIJg85hfp0WBYgR0mHi8Kbqw60,911 Restoration of Milwaukee,5.0,13,Water damage restoration service,"316 W Silver Spring Dr Suite 208A, Milwaukee, WI 53217, United States","439P+FQ Milwaukee, Wisconsin, USA",https://www.911restorationmilwaukee.com/,+1 262-283-4448,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer6Wrl1WqsNvVMvFCkZSqND4jyNX5XQwaxDAoytuAx-F6CzH6Z5qXK6Ghsf9pX-a9HtLpTfhVZmSyQwEb6LNv0SCkZbkyEVPZbLUfNGwjEOv6yQ56-ZjAVOdeoamRMuMzOnAY3P=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2026-03-23T04:42:02.030Z,,,,
https://www.google.com/maps/place/1-800+Water+Damage+of+SE+Wisconsin/data=!4m7!3m6!1s0x8805a9cbd8291e9d:0x9dd02db2ecea654c!8m2!3d43.0612996!4d-88.206153!16s%2Fg%2F11c806b2wp!19sChIJnR4p2MupBYgRTGXq7LIt0J0,1-800 Water Damage of SE Wisconsin,4.9,37,Water damage restoration service,,,https://www.1800waterdamage.com/se-wisconsin/,+1 262-474-5899,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepYMnP7D-8NkImNPB9iNblKsZCU0M2_TRQWFRHRub-TVm-u7icelEmMeygZ3qReBfDMDpNVThI6hgT09VCP4uP584WMxhO1SQ7V2tpKRK_DJypht2RY_AcWFaKMCZl_InTh9Ati1Q=w408-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2026-03-23T04:42:06.814Z,,,,
