placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,tuesday,wednesday,thursday,friday,saturday,sunday,monday,info,attributes,error
https://www.google.com/maps/place/Certified+Parking+Attendants/data=!4m7!3m6!1s0x808506f78f00e82f:0x4f875045aae59a97!8m2!3d38.3047222!4d-122.2988889!16s%2Fg%2F1tdb4hmj!19sChIJL-gAj_cGhYARl5rlqkVQh08,Certified Parking Attendants,2.5,2,Valet parking service,"Napa, CA 94558, United States",,http://www.cpavalet.com/,+1 707-258-1138,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NfwohEPwHsdL02G_XCQmSg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=219.55336&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Napa+Napa+CA/@38.2975381,-122.286865,14z",2025-10-28T18:37:11.876Z,,,,,,,,,,
https://www.google.com/maps/place/Public+Parking/data=!4m7!3m6!1s0x808507849a0173c1:0x684d06b905a60039!8m2!3d38.2955589!4d-122.2884429!16s%2Fg%2F11glb9wmd8!19sChIJwXMBmoQHhYAROQCmBbkGTWg,Public Parking,4.7,3,Parking lot,"1501 3rd St, Napa, CA 94559, United States","7PW6+6J Napa, California, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz-O-L2GjzjEIGeWlw8I8CkmdKdPXMqSR-xu0SiAFVup3p1OVH7y-VS1uBpLXT3NsPn4FITKKVCadppMdTpe2cXewps9omhOb6x28_cOFOsjenAm1waYqBxaibEyMwUoRsSLMXP=w426-h240-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Napa+Napa+CA/@38.2975381,-122.286865,14z",2025-10-28T18:37:15.568Z,,,,,,,,,,
https://www.google.com/maps/place/ENC+Valet+-+Napa+Valet+Parking+Service/data=!4m7!3m6!1s0x8085065d4d3f160b:0x83ab339d8cdcd2f9!8m2!3d38.4480104!4d-122.612885!16s%2Fg%2F11bv1b6p2t!19sChIJCxY_TV0GhYAR-dLcjJ0zq4M,ENC Valet - Napa Valet Parking Service,5.0,1,Wedding service,,,http://www.encvalet.com/,+1 916-267-4410,Open ⋅ Closes 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipOFZUuKEK9fdpAfN738rggISmvFFa52P27n4xY9=w832-h240-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Napa+Napa+CA/@38.2975381,-122.286865,14z",2025-10-28T18:37:21.721Z,"12–8 am, 9 am–12 am","12–8 am, 9 am–12 am","12–8 am, 9 am–12 am","12–8 am, 9 am–12 am","12–8 am, 9 am–12 am","12–8 am, 9 am–12 am","12–8 am, 9 am–12 am",,,
https://www.google.com/maps/place/Napa+Valley+G+Experience/data=!4m7!3m6!1s0x80850799077af50b:0xb58bbc224a7dab55!8m2!3d38.298173!4d-122.2981946!16s%2Fg%2F11vk1560fl!19sChIJC_V6B5kHhYARVat9SiK8i7U,Napa Valley G Experience,5.0,22,Transportation service,"2260 1st St, Napa, CA 94559, United States","7PX2+7P Napa, California, USA",https://napavalleygexperience.com/,+1 707-815-5853,"Open ⋅ Closes 6 pm

Confirmed by this business 10 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzbLkSKl72I0Bfg-IidTlBY-9SnCFdekk4_ksC3dgBdVK5UeDxKEEsSqk64ZymhKB3lRweD9r77vgau8Kc4ECLtDXPRL8DXYkW_Kod_BJnw63cTQi8Q5IUjKxf2ba9LTeh-CRDX=w408-h544-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Napa+Napa+CA/@38.2975381,-122.286865,14z",2025-10-28T18:37:28.749Z,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,,,
"https://www.google.com/maps/place/Police+Department+Lot/@38.2746837,-122.2692525,17z/data=!3m1!4b1!4m6!3m5!1s0x80850784df6abf69:0x43b2e8e2896e6ac9!8m2!3d38.2746837!4d-122.2692525!16s%2Fg%2F11gnpdjfq8",Police Department Lot,,,Parking lot,"2100 Napa Vallejo Hwy, Napa, CA 94558, United States","7PFJ+V7 Napa, California, USA",,,,,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Napa+Napa+CA/@38.2975381,-122.286865,14z",2025-10-28T18:37:34.417Z,,,,,,,,,,
https://www.google.com/maps/place/CPA+Valet/data=!4m7!3m6!1s0x8085bd2e173e7d4b:0x416dbfbd9edc7a!8m2!3d38.0675305!4d-122.5418008!16s%2Fg%2F1tfqr548!19sChIJS30-Fy69hYARetyevb9tQQA,CPA Valet,,,Valet parking service,"448 Ignacio Ln, Novato, CA 94949, United States","3F95+27 Novato, California, USA",http://www.cpavalet.com/,+1 707-258-1138,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RzfL6lif50dbB2xe6TFPLQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=64.35478&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Yountville+Napa+CA/@38.4015781,-122.3608105,14z",2025-10-28T18:37:50.361Z,,,,,,,,,,
https://www.google.com/maps/place/Public+Parking+Lot/data=!4m7!3m6!1s0x80845544c07158c3:0x2b94bfbdbb3cb981!8m2!3d38.4080373!4d-122.3687334!16s%2Fg%2F11h5ny1208!19sChIJw1hxwERVhIARgbk8u72_lCs,Public Parking Lot,5.0,2,Parking lot,"Lincoln Ave, Yountville, CA 94599, United States","CJ5J+6G Yountville, California, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3Z3nnA2Ca1eoXPd1_-li2Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=113.65309&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Yountville+Napa+CA/@38.4015781,-122.3608105,14z",2025-10-28T18:37:54.490Z,,,,,,,,,,
https://www.google.com/maps/place/The+Estate+Yountville/data=!4m10!3m9!1s0x80845515543d9dbf:0xc1eb367cdfd10645!5m2!4m1!1i2!8m2!3d38.3994682!4d-122.3595121!16s%2Fg%2F11m7c0mc5f!19sChIJv509VBVVhIARRQbR33w268E,The Estate Yountville,4.5,144,,"6481 Washington St, Yountville, CA 94599, United States","9JXR+Q5 Yountville, California, USA",https://www.theestateyountville.com/,+1 707-927-2130,,https://lh3.googleusercontent.com/p/AF1QipPg69bZC3PsOqXGVUwPc05t8dJpDple78f55Q0A=w408-h308-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Yountville+Napa+CA/@38.4015781,-122.3608105,14z",2025-10-28T18:38:00.307Z,,,,,,,,,,
https://www.google.com/maps/place/Vintage+House+at+The+Estate+Yountville/data=!4m10!3m9!1s0x8084555105a665c1:0x8c859cc583309d76!5m2!4m1!1i2!8m2!3d38.4031019!4d-122.364082!16s%2Fg%2F1tfls76v!19sChIJwWWmBVFVhIARdp0wg8WchYw,Vintage House at The Estate Yountville,4.4,341,,"6541 Washington St, Yountville, CA 94599, United States","CJ3P+69 Yountville, California, USA",https://www.theestateyountville.com/stay/vintage-house/,+1 707-927-2188,,https://lh3.googleusercontent.com/p/AF1QipMrz-SXP1__wbNNQy4l3UjXa9whqc0FoBoaAUs0=w408-h272-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Yountville+Napa+CA/@38.4015781,-122.3608105,14z",2025-10-28T18:38:04.910Z,,,,,,,,,,
https://www.google.com/maps/place/Yountville+Veterans+Home+Public+Parking+Lot/data=!4m7!3m6!1s0x8085aaab252ecf7b:0x207f4d9d18b70772!8m2!3d38.3969293!4d-122.3594463!16s%2Fg%2F11b729p05d!19sChIJe88uJauqhYARcge3GJ1NfyA,Yountville Veterans Home Public Parking Lot,5.0,10,Parking lot,"California Dr, Yountville, CA 94599, United States","9JWR+Q6 Yountville, California, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwt0UQw7BnvMWvxfxW7GEEtJBOilzhS7fhz4w_fYMf2o2L4JJ7pPtUN6TPip1Y49W6-9062dnp_wajEO-cbxnWXJDgCOkpuQKLzPUiEEhyQKqXRdGVeENdkz66uCSJiCcmrX3ML=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Yountville+Napa+CA/@38.4015781,-122.3608105,14z",2025-10-28T18:38:08.397Z,,,,,,,,,,
