placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,isBlackOwned,error
https://www.google.com/maps/place/Roto-Rooter+Plumbing+%26+Water+Cleanup/data=!4m7!3m6!1s0x887ea1e1e97694e7:0x4b57956ed2cea808!8m2!3d35.640464!4d-88.8599796!16s%2Fg%2F11h38fw74q!19sChIJ55R26eGhfogRCKjO0m6VV0s,Roto-Rooter Plumbing & Water Cleanup,4.9,550,Plumber,"108 Miller Ave, Jackson, TN 38305, United States","J4RR+52 Jackson, Tennessee, USA",https://www.rotorooter.com/jacksontn/,+1 731-213-3611,Open 24 hours,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipOjyh-NG9XBCZxHaFOEwWgRWpSEghIyM1XZGgMO=w408-h273-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Jackson+TN/@35.6145169,-88.8139469,14z",2025-11-11T04:09:47.266Z,,,
"https://www.google.com/maps/place/Hiller+Plumbing,+Heating,+Cooling+%26+Electrical/data=!4m7!3m6!1s0x887ea1451b42e159:0x1f7984c281d7c03b!8m2!3d35.6346298!4d-88.853304!16s%2Fg%2F11bwh46_21!19sChIJWeFCG0WhfogRO8DXgcKEeR8","Hiller Plumbing, Heating, Cooling & Electrical",4.8,2211,Plumber,"210 Commerce Center Cir, Jackson, TN 38301, United States","J4MW+VM Jackson, Tennessee, USA",https://happyhiller.com/locations/jackson/?utm_source=gmb&utm_medium=localseo&utm_campaign=local&se_campaign=Internet-LocalSEO,+1 731-298-0866,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipMI3MCVrAq7C4-U_hD25qwfCQgZwSoEK7wu13YM=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Jackson+TN/@35.6145169,-88.8139469,14z",2025-11-11T04:09:52.842Z,,,
https://www.google.com/maps/place/Tim+Ferguson+Plumbing+Air+%26+Electric/data=!4m7!3m6!1s0x887ea10490eecab3:0xde61ad4e2f2fd8ef!8m2!3d35.613006!4d-88.8315148!16s%2Fg%2F1td61h7d!19sChIJs8rukAShfogR79gvL06tYd4,Tim Ferguson Plumbing Air & Electric,4.8,1278,HVAC contractor,"320 Sterling St, Jackson, TN 38301, United States","J579+69 Jackson, Tennessee, USA",https://www.timfergusonplumbing.com/?utm_campaign=gmb,+1 731-202-7419,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipNPLok_CtQpNpmFTWaZpAwBbLeZig98rhbKgspI=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Jackson+TN/@35.6145169,-88.8139469,14z",2025-11-11T04:09:58.369Z,,,
https://www.google.com/maps/place/Garrett+Plumbing+and+Heating+Co.+Inc./data=!4m7!3m6!1s0x887ea15179883e4d:0x7abb39d51c1b6529!8m2!3d35.6420178!4d-88.8578912!16s%2Fg%2F1vyxk4_c!19sChIJTT6IeVGhfogRKWUbHNU5u3o,Garrett Plumbing and Heating Co. Inc.,4.4,51,HVAC contractor,"30 Miller Ave, Jackson, TN 38305, United States","J4RR+RR Jackson, Tennessee, USA",https://garrettplumbing.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,+1 731-668-3339,Closed ⋅ Opens 7 am Tue,,https://lh3.googleusercontent.com/p/AF1QipNTUPZLfm5_RXAtzC70AhT-u2iWiXB6u8XPx19G=w408-h275-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Jackson+TN/@35.6145169,-88.8139469,14z",2025-11-11T04:10:03.376Z,,,
"https://www.google.com/maps/place/Solace+Plumbing,+Heating+%26+Air+-+Jackson/data=!4m7!3m6!1s0x887ea401a1326c93:0x7c912280e44e2e75!8m2!3d35.651922!4d-88.866011!16s%2Fg%2F1tdgqlb1!19sChIJk2wyoQGkfogRdS5O5IAikXw","Solace Plumbing, Heating & Air - Jackson",4.8,133,HVAC contractor,"1008 Old Hickory Blvd, Jackson, TN 38305, United States","M42M+QH Jackson, Tennessee, USA",https://www.solaceservices.com/jackson?account=4404?utm_source=gmb&utm_medium=organic,+1 731-603-0259,Closed ⋅ Opens 8 am Tue,,https://lh3.googleusercontent.com/p/AF1QipNm-0uHSAmPtGf-Gxnu9RPAifejSPh6SnN4y_aB=w408-h272-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,9 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/plumbing++services+in+Jackson+TN/@35.6145169,-88.8139469,14z",2025-11-11T04:10:08.428Z,,,
https://www.google.com/maps/place/McCoy%27s+Heating+%26+Air+%26+Plumbing/data=!4m7!3m6!1s0x887ea151a07a878b:0xd8476aa05459e2d3!8m2!3d35.6408387!4d-88.8574496!16s%2Fg%2F1tngr14c!19sChIJi4d6oFGhfogR0-JZVKBqR9g,McCoy's Heating & Air & Plumbing,4.9,1924,Air conditioning repair service,"138 Mill Master Dr, Jackson, TN 38305, United States","J4RV+82 Jackson, Tennessee, USA",https://www.airmccoy.com/,+1 731-668-7492,Closed ⋅ Opens 8 am Tue,,https://lh3.googleusercontent.com/p/AF1QipNbhdgtnseaNeuEIILyu_T-TFTaRHlQhZwDLyX8=w408-h271-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Jackson+TN/@35.6145169,-88.8139469,14z",2025-11-11T04:10:13.369Z,,,
https://www.google.com/maps/place/Putman+Plumbing+Company/data=!4m7!3m6!1s0x887ea16381bfffff:0x48455ee9066142d1!8m2!3d35.6179521!4d-88.8601409!16s%2Fg%2F11hy_y3979!19sChIJ__-_gWOhfogR0UJhBuleRUg,Putman Plumbing Company,5.0,1,Plumber,"756 Airways Blvd, Jackson, TN 38301, United States","J49Q+5W Jackson, Tennessee, USA",,+1 731-256-0162,Closed ⋅ Opens 7 am Tue,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Gr7B_fiKhP8OeSDMStdHOA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=187.08804&pitch=0&thumbfov=100,false,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Jackson+TN/@35.6145169,-88.8139469,14z",2025-11-11T04:10:18.269Z,,,
https://www.google.com/maps/place/Decker+Plumbing+%26+Sewer+Services/data=!4m7!3m6!1s0x887951e8486ec961:0x9bd5c952890d9c2f!8m2!3d35.613238!4d-88.8184921!16s%2Fg%2F1tmklqyj!19sChIJYcluSOhReYgRL5wNiVLJ1Zs,Decker Plumbing & Sewer Services,,,Plumber,"124 E Baltimore St Suite 108, Jackson, TN 38302, United States","J57J+7J Jackson, Tennessee, USA",,+1 731-855-0043,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fdjMJUPQ5ncjudBrhTwshw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=267.97113&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Jackson+TN/@35.6145169,-88.8139469,14z",2025-11-11T04:10:23.186Z,,,
"https://www.google.com/maps/place/Putman+Plumbing+Company,+LLC/data=!4m7!3m6!1s0x887eaa212c3be9f7:0x3e6bfb6058abc6f5!8m2!3d35.6209818!4d-88.8852134!16s%2Fg%2F11dzdkf5v6!19sChIJ9-k7LCGqfogR9carWGD7az4","Putman Plumbing Company, LLC",4.6,7,Plumber,"608 Lower Brownsville Rd, Jackson, TN 38301, United States","J4C7+9W Jackson, Tennessee, USA",,+1 731-988-5030,Closed ⋅ Opens 7 am Tue,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JO7DzBhqKpMNszSe52Y-tg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=58.804565&pitch=0&thumbfov=100,true,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Jackson+TN/@35.6145169,-88.8139469,14z",2025-11-11T04:10:28.195Z,,,
https://www.google.com/maps/place/Cottner+Plumbing/data=!4m7!3m6!1s0x887ea035231f8717:0xcd627d00401beb00!8m2!3d35.5798127!4d-88.8252197!16s%2Fg%2F1td4w0lf!19sChIJF4cfIzWgfogRAOsbQAB9Ys0,Cottner Plumbing,3.0,2,Plumber,"219 N Kentucky St, Jackson, TN 38301, United States","H5HF+WW Jackson, Tennessee, USA",,+1 731-427-0543,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qmzbupkkfGYrdVWzqvYltg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=273.19525&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/plumbing++services+in+Jackson+TN/@35.6145169,-88.8139469,14z",2025-11-11T04:10:31.013Z,,,
