placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,attributes
https://www.google.com/maps/place/Barron+Plumbing+and+Heating+LLC/data=!4m7!3m6!1s0x89c0eee400000001:0x55fa7967bd308ac0!8m2!3d39.359516!4d-74.443039!16s%2Fg%2F1v2jdthb!19sChIJAQAAAOTuwIkRwIowvWd5-lU,Barron Plumbing and Heating LLC,4.9,463,Plumber,"2410 Fairmount Ave, Atlantic City, NJ 08401, United States","9H54+RQ Atlantic City, New Jersey, USA",https://barronplumbingandheating.com/,+1 609-344-0123,Closed ⋅ Opens 7 am Tue,https://lh3.googleusercontent.com/p/AF1QipMgxjyO6d3cVQ2B3kyO8QTkY7WrQF2H5egPwU3I=w408-h306-k-no,true,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-11-11T03:10:24.674Z,,
"https://www.google.com/maps/place/ASAP+Plumbing,+HVAC+%26+Septic/data=!4m7!3m6!1s0x89c0e91384298685:0xe1d28d885ca98540!8m2!3d39.4219611!4d-74.5563452!16s%2Fg%2F11jxfymb3z!19sChIJhYYphBPpwIkRQIWpXIiN0uE","ASAP Plumbing, HVAC & Septic",4.9,1453,Plumber,"3 Canale Dr, Egg Harbor Township, NJ 08234, United States","CCCV+QF Egg Harbor Township, New Jersey, USA",https://asapplumbingnj.com/?utm_source=gbp-Egg-Harbor&utm_campaign=gmb,+1 609-739-7278,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOx73HjegWfUL9wkFQxCkIEhU0WPDKiij0akcVW=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-11-11T03:10:31.048Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Charlie+DelRoss+Plumbing+%26+Heating/data=!4m7!3m6!1s0x89c0eee400000001:0x68b2cfdb1a32db5f!8m2!3d39.3551429!4d-74.4606516!16s%2Fg%2F1wk4dz5w!19sChIJAQAAAOTuwIkRX9syGtvPsmg,Charlie DelRoss Plumbing & Heating,4.4,47,Plumber,"414 N Harrisburg Ave, Atlantic City, NJ 08401, United States","9G4Q+3P Atlantic City, New Jersey, USA",http://www.charliedelrossplumbing.com/,+1 609-345-1300,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSynCy8DllRlClJBcFUe7NgCVIuFPU679gIKu_mvNQzcvyM0KT19Lka8t542-hhJOLHpBK6Us74nwvzDNhcYLBSsIhIlgpiW7vKCkQZCCdxB9YpIZYO7F8MEgCueDACmlyd-b3g8=w408-h544-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-11-11T03:10:35.932Z,,
https://www.google.com/maps/place/Jenkins+and+Sons+Plumbing+%26+Heating/data=!4m7!3m6!1s0x89c0e8df8729ef51:0x98e278cad1d1ef3a!8m2!3d39.3896592!4d-74.5207352!16s%2Fg%2F1tfbtskf!19sChIJUe8ph9_owIkROu_R0cp44pg,Jenkins and Sons Plumbing & Heating,4.8,890,Furnace repair service,"103 S Franklin Blvd, Pleasantville, NJ 08232, United States","9FQH+VP Pleasantville, New Jersey, USA",https://jenkinsandsons.com/,+1 609-804-5250,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOnnp7SLyBqFIkVfpr0jCYbwRXTrY7_inlYm2G1=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-11-11T03:10:40.996Z,,
https://www.google.com/maps/place/Mr.+Rooter+Plumbing/data=!4m7!3m6!1s0x89c0eab4899e53f9:0x8d72dcd2552bfc5a!8m2!3d39.358975!4d-74.585675!16s%2Fg%2F1tdq20lv!19sChIJ-VOeibTqwIkRWvwrVdLcco0,Mr. Rooter Plumbing,4.8,96,Plumber,,,https://www.mysouthjerseyplumbers.com/,+1 856-389-3160,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPRM138L6QWT0VMhJ3YIQ2kYOq-jO8MOPsFy4tc=w512-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-11-11T03:10:45.847Z,,
https://www.google.com/maps/place/Fuman/data=!4m7!3m6!1s0x89c0ee6122e6fe75:0x4628ff5e111d4813!8m2!3d39.3562252!4d-74.4479696!16s%2Fg%2F1tg3b_kt!19sChIJdf7mImHuwIkRE0gdEV7_KEY,Fuman,5.0,81,Heating contractor,"2837 Arctic Ave, Atlantic City, NJ 08401, United States","9H42+FR Atlantic City, New Jersey, USA",,+1 609-839-2673,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gjcYmd62XWX7LFTMb7i37w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=339.85526&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-11-11T03:10:50.881Z,,
https://www.google.com/maps/place/Seaview+Mechanical+Inc./data=!4m7!3m6!1s0xa616aec13d957d6f:0x176cb98fe8fac414!8m2!3d39.4683124!4d-74.6086665!16s%2Fg%2F11st_723cc!19sChIJb32VPcGuFqYRFMT66I-5bBc,Seaview Mechanical Inc.,5.0,103,Contractor,,,https://seaviewmechanical.jobbersites.com/,+1 609-513-1854,Closed ⋅ Opens 7:30 am Tue,https://lh3.googleusercontent.com/p/AF1QipPRKuvibjtWa67nLAVlYmcxUox3gCqR3nmh7uHB=w408-h544-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/plumbing++services+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-11-11T03:10:55.603Z,,
"https://www.google.com/maps/place/ASAP+Plumbing,+HVAC+%26+Septic/data=!4m7!3m6!1s0x89c10737b60a96a5:0xb24732cc25ff7523!8m2!3d39.6931854!4d-74.2541464!16s%2Fg%2F11wbsntgn1!19sChIJpZYKtjcHwYkRI3X_JcwyR7I","ASAP Plumbing, HVAC & Septic",5.0,201,Plumber,"142 E Bay Ave Suite 2B, Manahawkin, NJ 08050, United States","MPVW+78 Manahawkin, Stafford Township, NJ, USA",https://asapplumbingnj.com/,+1 609-401-2552,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipO2i46nDnU6HkwRwenOWEgq6D_9Re8_77-3WWww=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-11-11T03:11:00.625Z,,
https://www.google.com/maps/place/Mr+C%27s+Plumbing+and+Heating/data=!4m7!3m6!1s0x829546bbefc83523:0xf954f130269f7d9a!8m2!3d39.318599!4d-74.643101!16s%2Fg%2F11w9yzpcp4!19sChIJIzXI77tGlYIRmn2fJjDxVPk,Mr C's Plumbing and Heating,5.0,32,Plumber,,,https://mrcsplumbingandheating.com/,+1 609-241-2152,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipOzD-ltSYWiThHzz4E69e_3v0PxunXcpJdhIozJ=w408-h305-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–1 pm,Closed,"https://www.google.com/maps/search/plumbing++services+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-11-11T03:11:05.387Z,,
https://www.google.com/maps/place/Benjamin+Franklin+Plumbing/data=!4m7!3m6!1s0x89c0e8fab0167215:0xb325356f8a2ef269!8m2!3d39.3919674!4d-74.5174939!16s%2Fg%2F1tdvl22m!19sChIJFXIWsProwIkRafIuim81JbM,Benjamin Franklin Plumbing,4.8,1848,Plumber,"100 N Franklin Blvd, Pleasantville, NJ 08232, United States","9FRM+Q2 Pleasantville, New Jersey, USA",https://www.benjaminfranklinplumbing.com/pleasantville/,+1 609-385-2457,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNXPhPKBMRD-NUDyH-O-gPhnB0Mv3RJj9sSshsy=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-11-11T03:11:10.518Z,,
https://www.google.com/maps/place/Atlantic+City+Plumbing+%26+Electrical/data=!4m7!3m6!1s0x89c0ee8635d7f997:0xec3c2db9af258de2!8m2!3d39.3492972!4d-74.4559117!16s%2Fg%2F1td59j24!19sChIJl_nXNYbuwIkR4o0lr7ktPOw,Atlantic City Plumbing & Electrical,4.3,40,Plumbing supply store,"3839 Atlantic Ave, Atlantic City, NJ 08401, United States","8GXV+PJ Atlantic City, New Jersey, USA",http://www.teamace.com/,+1 609-348-0186,Closed ⋅ Opens 7 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=X2pcN4_f0mAUMkwyEw6rJQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=302.44144&pitch=0&thumbfov=100,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,8 am–1 pm,Closed,"https://www.google.com/maps/search/plumbing++services+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-11-11T03:11:15.480Z,,· In-store pick-up · Delivery
https://www.google.com/maps/place/James+M+Werner+Plumbing+Heating+%26+Air+Conditioning/data=!4m7!3m6!1s0x89c0e8cfffffffff:0xd4d212ee9cfaea27!8m2!3d39.394678!4d-74.3869223!16s%2Fg%2F1tptrj4v!19sChIJ_____8_owIkRJ-r6nO4S0tQ,James M Werner Plumbing Heating & Air Conditioning,4.2,42,Heating contractor,"3200 Atlantic Brigantine Blvd, Brigantine, NJ 08203, United States","9JV7+V6 Brigantine, New Jersey, USA",,+1 609-266-7484,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw0DzNN_cak43jXxSzSjmgZQr-N8VqwXeualiQt5NQoelzrbds1y4vvyhAAVbZcsiEap3BRw0HwT2S0ovR6NhgbM-UgHbF5aTAZuKvP_k3cAwcxdFCTjftK1Op3pu6t7NPsPPSX=w426-h240-k-no,false,,,,,,,,"https://www.google.com/maps/search/plumbing++services+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-11-11T03:11:18.612Z,,
https://www.google.com/maps/place/Reid+Brothers+Plumbing/data=!4m7!3m6!1s0x89c0e94914bd7d5d:0x3c9f09c39244b962!8m2!3d39.4020643!4d-74.5343396!16s%2Fg%2F11hlz73hwp!19sChIJXX29FEnpwIkRYrlEksMJnzw,Reid Brothers Plumbing,4.9,83,Plumber,"204 Cambria Avenue #6930, Pleasantville, NJ 08232, United States","CF28+R7 Pleasantville, New Jersey, USA",,+1 609-293-5538,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxH_I4l6sEmYoPe9Dc70JBQBS6ueGwAbIQHydhO7xOTS7k9ra0foU_EsLjVgJ_mymteEzmC1tCM_3RAJzcv-bVKiA0NojrfPR5lvXp3m5KC-pthVvR428iY73xrmV1Z_ymklhDNKHK8-TIY=w408-h543-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-11-11T03:11:23.580Z,,
https://www.google.com/maps/place/SJ+Pro+Plumbing+and+Heating/data=!4m7!3m6!1s0x89c0c3d7387cb23f:0xda2b94c1aa8df8b0!8m2!3d39.4751583!4d-74.5651623!16s%2Fg%2F11fsnkhqdl!19sChIJP7J8ONfDwIkRsPiNqsGUK9o,SJ Pro Plumbing and Heating,4.8,45,Plumber,"400 Apple Dr, Egg Harbor City, NJ 08215, United States","FCGM+3W Egg Harbor City, New Jersey, USA",https://sjproplumbingandheating.com/?utm_source=omg-gbp&utm_medium=webclick,+1 609-404-8913,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPujhQhD7psI2lb_9h5RnyIdHu8CgjADQRrwa40=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-11-11T03:11:28.491Z,,
https://www.google.com/maps/place/KBC+Drain+Cleaning+and+Maintenance+LLC/data=!4m7!3m6!1s0x89c0e7d6767f39d3:0x5e7342722903fac0!8m2!3d39.4666244!4d-74.5190602!16s%2Fg%2F11pt_9z5ns!19sChIJ0zl_dtbnwIkRwPoDKXJCc14,KBC Drain Cleaning and Maintenance LLC,5.0,241,Plumber,"505 2nd Ave, Galloway, NJ 08205, United States","FF8J+J9 Galloway, New Jersey, USA",,+1 609-618-7021,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMoq71Ley9pYN7ATNCG-GMZBOoNAmsHjHPbYZ6J=w408-h781-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-11-11T03:11:33.198Z,,
"https://www.google.com/maps/place/Gerry+Palermo+Plumbing,+Heating+%26+Cooling/data=!4m7!3m6!1s0x89c0955293370d3d:0x9c9bdd6fe2e5eece!8m2!3d39.2747101!4d-74.5829188!16s%2Fg%2F1260f5m5p!19sChIJPQ03k1KVwIkRzu7l4m_dm5w","Gerry Palermo Plumbing, Heating & Cooling",5.0,612,Plumber,"1311 West Ave, Ocean City, NJ 08226, United States","7CF8+VR Ocean City, New Jersey, USA",https://palermoplumbingocnj.com/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb,+1 609-849-3173,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipNWohOOXozSyUnfS-ssoY9D5YpTrI4G51ccngwB=w408-h408-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-11-11T03:11:38.307Z,,
https://www.google.com/maps/place/Lenegan+Plumbing+%26+Heating/data=!4m7!3m6!1s0x89c0eab8631d7d07:0xf3ba4321297f3727!8m2!3d39.2871597!4d-74.5676108!16s%2Fg%2F1tgnmzxl!19sChIJB30dY7jqwIkRJzd_KSFDuvM,Lenegan Plumbing & Heating,4.7,190,Heating contractor,"200 West Ave, Ocean City, NJ 08226, United States","7CPJ+VX Ocean City, New Jersey, USA",https://www.ocnjplumber.com/,+1 609-399-1200,Closed ⋅ Opens 8:30 am Tue,https://lh3.googleusercontent.com/p/AF1QipPvSkJQ-nz_xh4ab_f3DRe7Dp81beq1VJW7RDJd=w426-h240-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-11-11T03:11:43.259Z,,
"https://www.google.com/maps/place/Harris+Plumbing,+Heating,+Air+%26+Electrical/data=!4m7!3m6!1s0x89c6cffe99ac040d:0x6eb2b588c3ec8442!8m2!3d39.8376715!4d-75.1518123!16s%2Fg%2F11hz31l5y_!19sChIJDQSsmf7PxokRQoTsw4i1sm4","Harris Plumbing, Heating, Air & Electrical",4.9,10245,Heating contractor,"38 Cooper St #204, Woodbury, NJ 08096, United States","RRQX+37 Woodbury, New Jersey, USA",http://callharrisnow.com/?utm_source=google&utm_medium=gbp-nj&se_campaign=GBP%20-%20South%20Jersey,+1 856-666-3497,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOM0CPPWKWLnmN_dre7wr_mUH5grPFvLT5zcH5_=w408-h268-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-11-11T03:11:48.306Z,,
"https://www.google.com/maps/place/Broadley%27s+Plumbing,+Heating+%26+Air+Conditioning/data=!4m7!3m6!1s0x89c0bf0b151059bd:0x5516943906d9ccca!8m2!3d39.2629737!4d-74.6438573!16s%2Fg%2F1tdhfxh1!19sChIJvVkQFQu_wIkRyszZBjmUFlU","Broadley's Plumbing, Heating & Air Conditioning",4.9,1632,HVAC contractor,"115 Roosevelt Blvd, Marmora, NJ 08223, United States","7974+5F Marmora, Upper Township, NJ, USA",http://www.broadleys.net/,+1 609-525-4080,Closed ⋅ Opens 7:30 am Tue,https://lh3.googleusercontent.com/p/AF1QipPiDOuPfj0UBN4dcK7ZWSiHt4ANzz0YDLgOv47Z=w408-h355-k-no,true,7:30 am–8 pm,7:30 am–8 pm,7:30 am–8 pm,7:30 am–8 pm,7:30 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/plumbing++services+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-11-11T03:11:53.178Z,,
https://www.google.com/maps/place/Davidson+Plumbing/data=!4m7!3m6!1s0xae59aa69f8ca3e6f:0x542638bd41d08d81!8m2!3d39.3841924!4d-74.5717134!16s%2Fg%2F11tjhrz8r8!19sChIJbz7K-GmqWa4RgY3QQb04JlQ,Davidson Plumbing,5.0,10,Plumber,,,http://www.davidsonplumbingnj.com/,+1 609-926-8484,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxXiUGfusHzP9VUA2vi3lfXGjGinQSkWNK7DZl4cJnJdUvt7G0Mt7T-mljLP77UUxegNENMbpvZUQ_nC6tJ3Bd_wln0bVnhAtnC1AfI7D-DLy1nbfdacByHxd_bpHf8Jnp2NVhP=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-11-11T03:11:57.915Z,,
https://www.google.com/maps/place/Junior%27s+Mechanical+Services/data=!4m7!3m6!1s0x89c0e88962b24fe5:0xa26357a83dd7fffa!8m2!3d39.4167631!4d-74.5418637!16s%2Fg%2F11cm08dp2f!19sChIJ5U-yYonowIkR-v_XPahXY6I,Junior's Mechanical Services,4.9,115,Mechanical contractor,"6645 Delilah Rd, Egg Harbor Township, NJ 08234, United States","CF85+P7 Egg Harbor Township, New Jersey, USA",http://www.jrsmecservices.com/,+1 609-272-0764,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipOr2GDMpq77DZSu0jXpFbAgNREnRKJt0o_3TkNy=w408-h306-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-11-11T03:12:03.118Z,,
https://www.google.com/maps/place/Steen+%26+Son+Plumbing+and+Heating/data=!4m7!3m6!1s0x47c28e131a93fff3:0x107b7494040e3a03!8m2!3d39.392369!4d-74.897824!16s%2Fg%2F11xz53tcsv!19sChIJ8_-TGhOOwkcRAzoOBJR0exA,Steen & Son Plumbing and Heating,5.0,12,Plumber,,,https://www.steenplumbing.com/,+1 609-593-6019,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipOxCG2Ui08EN31WQkVz_MIyJkiOLY-N_-GZ6SD6=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-11-11T03:12:08.026Z,Identifies as veteran-owned,
"https://www.google.com/maps/place/Hutchinson+-+Air+Conditioning,+Heating,+Plumbing+%26+Electrical/data=!4m7!3m6!1s0x89c6cb314c4039d3:0xc84969dcb6dcc61e!8m2!3d39.9194514!4d-74.9745038!16s%2Fg%2F1yh5tbkmf!19sChIJ0zlATDHLxokRHsbcttxpScg","Hutchinson - Air Conditioning, Heating, Plumbing & Electrical",4.7,4150,HVAC contractor,"621 Chapel Ave E, Cherry Hill Township, NJ 08034, United States","W29G+Q5 Cherry Hill Township, New Jersey, USA",https://www.hutchbiz.com/?utm_source=google&utm_medium=gbp&utm_campaign=HUT0100-WEB009-GBP&utm_crid=HUT0100_WEB009_204327559,+1 856-249-4700,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwDxIlve3Z46q7j4fkjPYBOKYlAJniKWiSZQMAj9YulhFbGiSSdDXO-dAt63_lFIENjRCvrQtUrm_oSq49W5E7J3T4CbSZSa1R7mIq62YaxcFBEwfd_5O8O47oS1K9wQgaNEqWOYXq-FkYN=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-11-11T03:12:13.002Z,,
"https://www.google.com/maps/place/Harris+Plumbing,+Heating,+Air+%26+Electrical/data=!4m7!3m6!1s0x89c71a33e5d0baad:0x8b74527d121ff540!8m2!3d39.588382!4d-75.450885!16s%2Fg%2F1thvtnpl!19sChIJrbrQ5TMax4kRQPUfEn1SdIs","Harris Plumbing, Heating, Air & Electrical",4.7,1491,Plumber,"204 NJ-45, Salem, NJ 08079, United States","HGQX+9J Salem, New Jersey, USA",https://www.callharrisnow.com/?utm_source=google&utm_medium=gbp-sa&se_campaign=GBP%20-%20Salem,+1 856-606-1200,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOskuC2ickJ6fppHslP4475SgzznnhIpYif1oTx=w408-h268-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2025-11-11T03:12:17.883Z,Identifies as women-owned,
