placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,isBlackOwned,attributes,error
https://www.google.com/maps/place/Common+Ground+Parking+Services/data=!4m7!3m6!1s0x8830d7277269aef1:0xd9b6af489291773!8m2!3d41.076866!4d-81.5215517!16s%2Fg%2F11j_0xvdcx!19sChIJ8a5pcifXMIgRcxcpifRqmw0,Common Ground Parking Services,,,Transportation service,"323 S Main St ste 200, Akron, OH 44308, United States","3FGH+P9 Akron, Ohio, USA",http://commongroundmgmt.com/,+1 330-607-3316,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NeqnovebXPZH6NCc3JBz-A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=198.01192&pitch=0&thumbfov=100,true,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,Closed,Closed,9:30 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-10-28T18:30:34.388Z,,,,
https://www.google.com/maps/place/P2+Parking+Garage/data=!4m7!3m6!1s0x8830d63ac7ba31fb:0x48c55a5a3bdc0cba!8m2!3d41.0782765!4d-81.5271329!16s%2Fg%2F11cp7yzbj2!19sChIJ-zG6xzrWMIgRugzcO1paxUg,P2 Parking Garage,4.5,36,Parking garage,"348 Locust St, Akron, OH 44307, United States","3FHF+84 Akron, Ohio, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxX8ESLo-miVn3zs3cqu77WoCUzyn8eIvGsNXVfnKjnk28q1QRKIeMw4ZnOqYTYAzte8GfFNeEnYhm79gorT2dJZfh19o2iW5P8eZLJsr_XCJXxfeAN7sE8J_O4SAelMxlRUcx8=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-10-28T18:30:37.992Z,,,,
https://www.google.com/maps/place/DPL+-+Parking+Yard/data=!4m7!3m6!1s0x8830d3d03dd17859:0x2d2cf3adbb3fcdb2!8m2!3d41.026302!4d-81.40216!16s%2Fg%2F11c38hwy16!19sChIJWXjRPdDTMIgRss0_u63zLC0,DPL - Parking Yard,4.2,5,Transportation service,"3586 E Waterloo Rd, Akron, OH 44312, United States","2HGX+G4 Akron, Ohio, USA",http://www.dpline.com/,+1 330-294-0777,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyLdO00EXBTums0ZNDaKOj-1ePEPxuhtknwKKI7Caq_n86FR0y42aYeOmv5xk9SMQCnUz0pOcQI6Qo-uq7kUj9EL9Ft_nYcX-ks3mB5dzbgPLRdE1If0iUtG0qYwAmkitaz_poO=w408-h306-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-10-28T18:30:42.844Z,,,,
https://www.google.com/maps/place/Premium+Parking+-+P8441/data=!4m7!3m6!1s0x88312928d72ab0af:0xd154bbece2e3bff7!8m2!3d41.0820753!4d-81.5021691!16s%2Fg%2F11txhx549g!19sChIJr7Aq1ygpMYgR97_j4uy7VNE,Premium Parking - P8441,,,Parking garage,"114 N Forge St, Akron, OH 44304, United States","3FJX+R4 Akron, Ohio, USA",https://www.premiumparking.com/p8441,+1 844-236-2011,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=swVSPJaiHos-c5Lx8X_2dA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=349.40698&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-10-28T18:30:48.582Z,,,,
https://www.google.com/maps/place/SP%2B+Parking/data=!4m7!3m6!1s0x8830d7de9736a105:0x3cf7f469c3612508!8m2!3d41.077839!4d-81.5199826!16s%2Fg%2F11vkqm1pcy!19sChIJBaE2l97XMIgRCCVhw2n09zw,SP+ Parking,,,Parking garage,"278 S High St, Akron, OH 44325, United States","3FHJ+42 Akron, Ohio, USA",https://parking.com/national/lot/grismers-lot---66?utm_source=Yext&utm_medium=Yext&utm_campaign=Yext-OH,+1 330-972-7213,"Open 24 hours

Confirmed by this business 12 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vT0SfPup-eJSLkY2Zq_F7A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=288.75092&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-10-28T18:30:53.472Z,,,,
https://www.google.com/maps/place/Elite+Banquets+and+Events+Venue/data=!4m7!3m6!1s0x8830d5d2bb3b924d:0x815b1248a5e5418!8m2!3d41.0065896!4d-81.5553553!16s%2Fg%2F11qplvpk6l!19sChIJTZI7u9LVMIgRGFReiiSxFQg,Elite Banquets and Events Venue,4.8,25,Event venue,"3427 Manchester Rd, Akron, OH 44319, United States","2C4V+JV Akron, Ohio, USA",https://www.elitebanqsandevents.com/,+1 234-200-6317,,https://lh3.googleusercontent.com/p/AF1QipM8smoaSI_gWWh6kxJh_OkXa1r6A1Sq6jlSJ2J8=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-10-28T18:30:56.582Z,LGBTQ+ friendly,true,,
https://www.google.com/maps/place/Portage+Princess+Cruises/data=!4m7!3m6!1s0x8830d579b4f151fb:0x633980c615e6a38b!8m2!3d40.9805315!4d-81.5353999!16s%2Fg%2F11f648_770!19sChIJ-1HxtHnVMIgRi6PmFcaAOWM,Portage Princess Cruises,4.3,3,Boat tour agency,"South Turkeyfoot Lake Rd, 401 W Turkeyfoot Lake Rd, Akron, OH 44319, United States","XFJ7+6R Akron, Ohio, USA",http://dustyslanding.com/,+1 330-644-3220,Open ⋅ Closes 9 pm,https://lh3.googleusercontent.com/p/AF1QipOiXpRWEHQ3mV-jyVYRfPUKJbRjf6gdpuTJ0Yzk=w408-h306-k-no,true,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-10-28T18:31:01.650Z,,,,
https://www.google.com/maps/place/Parking+Services/data=!4m7!3m6!1s0x8831252634be1c5b:0xfa024df90db4b32e!8m2!3d41.1468776!4d-81.3479638!16s%2Fg%2F11y1mnv3qx!19sChIJWxy-NCYlMYgRLrO0DflNAvo,Parking Services,1.5,20,Transportation service,"800 E Summit St, Kent, OH 44240, United States","4MW2+QR Kent, Ohio, USA",https://www.kent.edu/parking/,+1 330-672-4432,"Open ⋅ Closes 4:30 pm

Updated by others 7 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xvVpRgn_I4QkZDQBjVm4ew&cb_client=search.gws-prod.gps&w=408&h=240&yaw=320.02573&pitch=0&thumbfov=100,false,7:30 am–4:30 pm,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,Closed,Closed,7:30 am–4:30 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-10-28T18:31:06.525Z,,,,
https://www.google.com/maps/place/Portage+Service+Plaza+Employee+Parking/data=!4m7!3m6!1s0x88313f004736f8b7:0x73e76e02be0fe404!8m2!3d41.2454009!4d-81.176709!16s%2Fg%2F11xlgfqf9p!19sChIJt_g2RwA_MYgRBOQPvgJu53M,Portage Service Plaza Employee Parking,,,Parking lot,"Freedom Township, OH 44255, United States","6RWF+58 Freedom, Ohio, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QzUp0aH5wqaWk14aMVEuIw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=213.76334&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-10-28T18:31:09.380Z,,,,
https://www.google.com/maps/place/Great+Lakes+Valet/data=!4m7!3m6!1s0x88311fdab723ffff:0xe9669319cd90919f!8m2!3d41.3165109!4d-81.5053326!16s%2Fg%2F11g8v4c0px!19sChIJ__8jt9ofMYgRn5GQzRmTZuk,Great Lakes Valet,4.9,66,Valet parking service,"8580 Crow Dr, Macedonia, OH 44056, United States","8F8V+JV Macedonia, Ohio, USA",http://www.thegreatlakesvalet.com/,+1 216-780-4103,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPUllPvMdfkdSgH-ITiYzKUFxeLC5lB-f1X7Wnl=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-10-28T18:31:14.260Z,,,,
