placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes,isBlackOwned,error
"https://www.google.com/maps/place/Coast+to+Coast+Landscape+%26+Design,+LLC/data=!4m7!3m6!1s0x9ec1882fa4a0c1f:0x3c35e34aefde76b5!8m2!3d27.7885714!4d-97.4105073!16s%2Fg%2F11yn9dgcgn!19sChIJHwxK-oIY7AkRtXbe70rjNTw","Coast to Coast Landscape & Design, LLC",5.0,41,Landscape designer,"201 16th St, Corpus Christi, TX 78405, United States","QHQQ+CQ Central City, Corpus Christi, TX, USA",https://coast2coastlandscapes.com/,+1 361-316-5251,"Open · Closes 5 pm

Confirmed by this business 10 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFmsIRz6jDUPoNYKCdZr7AqHFyJqjFCSGZmoEWXSPyZa0KvmgQ1_6FearKyfyIELvMdscX2FkDZXMpjIDM_oYMCw74rMTVnJXasvLbUq4c5coWI1cZDsbT2MZhJE6zZhUGi_sIWzQwMPlk=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2026-04-29T18:50:01.420Z,,,
https://www.google.com/maps/place/Morales+Landscape/data=!4m7!3m6!1s0x23a946c888cb2951:0x862c607d889cacf0!8m2!3d27.7820173!4d-97.4494705!16s%2Fg%2F11wr3ll03g!19sChIJUSnLiMhGqSMR8KyciH1gLIY,Morales Landscape,5.0,30,Landscaper,"4726 Gemini St, Corpus Christi, TX 78405, United States","QHJ2+R6 Central City, Corpus Christi, TX, USA",https://www.moraleslandscapestx.com/,+1 361-910-3539,Open 24 hours,Identifies as Latino-owned,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGmdH4zVYwA20mcZpUTpgsYybdk7lNysITLBW7s0_0IekoNqt3BMWA7iwDnqsT-gDrmTe9hwM88yVldH1f5GSiLv_pjevgyWjQ7h3WssN-7SrL-fuW1344mepAlL0TbO7CU0b2JAtRMDxA=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2026-04-29T18:50:07.482Z,,,
https://www.google.com/maps/place/Augusta+Lawn+Care+of+Corpus+Christi+Central+-+Lawn+Maintenance+%26+Weed+Control/data=!4m7!3m6!1s0x86685fe47aa435e5:0x97d981280104ea80!8m2!3d27.7790906!4d-97.4311449!16s%2Fg%2F11l6zvtq5d!19sChIJ5TWkeuRfaIYRgOoEASiB2Zc,Augusta Lawn Care of Corpus Christi Central - Lawn Maintenance & Weed Control,5.0,80,Lawn care service,"3602 Baldwin Blvd, Corpus Christi, TX 78405, United States","QHH9+JG Central City, Corpus Christi, TX, USA",https://www.augustalawncareservices.com/corpus,+1 361-402-6909,Open 24 hours,Identifies as veteran-owned,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEHgt5PeQJU_9i0cfQlM10vpvmR6xMHP_REJUjwZIawJ-eQdg_XIf6O8uXK2iYh2UySYBpcALvDaSAPdb4sLP3RlWTJiQ6WS1kWWjr9iuoQZXWpbglkZfVUCzHvdzj6rH2S2IiHsZrn66Bx=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2026-04-29T18:50:12.271Z,,,
https://www.google.com/maps/place/Corpus+Christi+TX+Landscaping/data=!4m7!3m6!1s0x86685fbf23f352c1:0xc5535d9be1249a54!8m2!3d27.7495139!4d-97.3881567!16s%2Fg%2F11kt6gf34p!19sChIJwVLzI79faIYRVJok4ZtdU8U,Corpus Christi TX Landscaping,4.8,18,Landscaper,"3434 Ft Worth St, Corpus Christi, TX 78411, United States","PJX6+RP Bay Area, Corpus Christi, TX, USA",https://www.corpuschristitxlandscaping.com/,+1 361-200-9437,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF5baoLBSsVQ5hTWSna-eg6Q1k5ISBPmY30oY1Heczkpzjli4Axig4cYG1kvK1XjFw_fMTQa2Qen8pH-8A7-hCKYF-A5BNXO0D8yDpFWtfQUneXJhq6KVCQvK7JZ7KyIKjBvLogZaXfnzrc=w408-h408-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2026-04-29T18:50:17.045Z,,,
https://www.google.com/maps/place/BrightView+Landscapes/data=!4m7!3m6!1s0x866861f7199dc819:0x1c4f754f196bc481!8m2!3d27.7921606!4d-97.4457837!16s%2Fg%2F11j21jbzd7!19sChIJGcidGfdhaIYRgcRrGU91Txw,BrightView Landscapes,4.2,10,Landscaper,"4570 Baldwin Blvd, Corpus Christi, TX 78408, United States","QHR3+VM Central City, Corpus Christi, TX, USA",https://www.brightview.com/local/corpus-christi-tx/landscape-services,+1 956-414-2710,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3HmEExaD2B5bIZxg11Ds-g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=39.363247&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2026-04-29T18:50:21.864Z,,,
https://www.google.com/maps/place/Riverstone+Landscaping/data=!4m7!3m6!1s0x84e28fff5adb8fe1:0x451e5de2da1fe1c6!8m2!3d27.7822032!4d-97.3581427!16s%2Fg%2F11wc8yxqcr!19sChIJ4Y_bWv-P4oQRxuEf2uJdHkU,Riverstone Landscaping,5.0,33,Landscaper,,,https://riverstonelandscapingtx.com/,+1 361-688-6947,Open · Closes 8 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE5AgNJ84MtvE8L8EoQtYvsCfgybqbeLB1Wzt10cPnfltI1ZGEslELUZyLU6DIeNkCkOH8WYlYeIdCv0FICuVGQgMxuzcaC3EmXoVEF0jrveQm3dEzlX1-E5MzbbNFj84qb3OlC=w408-h306-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–6:30 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2026-04-29T18:50:26.751Z,,,
"https://www.google.com/maps/place/360%C2%BA+Landscape+%26+Irrigation,+LLC/data=!4m7!3m6!1s0x86685f62adada699:0xf9c77e0aebb0eb36!8m2!3d27.7562069!4d-97.4196802!16s%2Fg%2F11jtqj0dl8!19sChIJmaatrWJfaIYRNuuw6wp-x_k","360º Landscape & Irrigation, LLC",5.0,30,Lawn sprinkler system contractor,"3922 S Port Ave, Corpus Christi, TX 78415, United States","QH4J+F4 Central City, Corpus Christi, TX, USA",http://360landscapeirrigation.com/,+1 361-882-1300,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEMKM_Ayr8p4WTSDyrtF1ZtAMWrlqHq5RSHE17GfjoY2kCcV6ENCsv48qbaIuanyGTJ-5D1FQFNBfhX2RQXmiCV9SCeRA7wnCM6Q2zzNa7HgTjj6zTLLs0gxPrCKw8hatq7dmr4qA=w480-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2026-04-29T18:50:31.617Z,,,
"https://www.google.com/maps/place/KRG+LANDSCAPING,+Lawn+Care+%26+Landscaping+Corpus+Christi/data=!4m7!3m6!1s0xae89a6712a426df3:0xfb10389e82115955!8m2!3d27.7543361!4d-97.4650558!16s%2Fg%2F11vkd18n05!19sChIJ821CKnGmia4RVVkRgp44EPs","KRG LANDSCAPING, Lawn Care & Landscaping Corpus Christi",5.0,70,Lawn care service,"5602 Old Brownsville Rd FF3, Corpus Christi, TX 78417, United States","QG3M+PX Central City, Corpus Christi, TX, USA",https://krglandscaping.com/,+1 361-271-3113,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHcoTJa7ZLKycbDNK42sHX1tXnlMoebSqL53dNqropU-davQ30PuDUfxZ3TxrkRmj7E5d7eg4NDtTRAn-_8EAE5Lz3AgtobnVYcj2v6LCn4G_FUA8EMDA9gIb8Lq3iQMjnlECJzeISx0IvE=w408-h272-k-no,true,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,Closed,7:30 am–6 pm,7:30 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2026-04-29T18:50:36.360Z,,,
https://www.google.com/maps/place/Jp+landscape+and+supply/data=!4m7!3m6!1s0x86685f9e219bd839:0x20f39a4e00af9cb3!8m2!3d27.7714365!4d-97.4161927!16s%2Fg%2F11q255h1_t!19sChIJOdibIZ5faIYRs5yvAE6a8yA,Jp landscape and supply,4.5,12,Landscaping supply store,"2701 David St, Corpus Christi, TX 78405, United States","QHCM+HG Central City, Corpus Christi, TX, USA",,+1 361-425-2963,Open · Closes 4 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEG4UrHo0Awq9r8SgwxNkhNveDGsM8CMY5E5qm4_-LRGmJ_Do68xkHPpDjc3RALyx2D_ZfdthHlhOtvlGSH7xOISH3h_wH6iiUMQq3bslO4U76Y0w3zKkMtU7xf8_k3G2KXhtQW=w408-h295-k-no,true,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–3 pm,Closed,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2026-04-29T18:50:41.082Z,· Delivery,,
https://www.google.com/maps/place/A%26B+Home+and+Commercial+Services/data=!4m7!3m6!1s0xdf6ffe040b6d3f1:0x64eceb6be53da160!8m2!3d27.6973122!4d-97.3581427!16s%2Fg%2F11n40t61jx!19sChIJ8dO2QOD_9g0RYKE95Wvr7GQ,A&B Home and Commercial Services,5.0,24,Landscape designer,,,https://abhomeservices1176.wixsite.com/b-home-and-commercia,+1 361-876-7018,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHPARs7HIFgxD4b2HFmtqQrgRpmggAwvq0qX1jio8o3Bxu_ZWTP5mJ0sDrskbnwOCjZeC0IQSMdkTdifQ00oGSEWNYuP4067sKzKqt78kFq8D4BrEwlZqevEDIGyi_yeEkR6YNmZTXe19GD=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2026-04-29T18:50:45.955Z,,,
