placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,error
https://www.google.com/maps/place/The+Community+Hospice/data=!4m7!3m6!1s0x89de0da73d047641:0x17c23545ff0d2569!8m2!3d42.7404141!4d-73.841705!16s%2Fg%2F11sycvhzf7!19sChIJQXYEPacN3okRaSUN_0U1whc,The Community Hospice,4.8,582,Medical office,"445 New Karner Rd, Albany, NY 12205, United States","P5R5+58 Albany, New York, USA",https://www.communityhospice.org/,+1 518-724-0242,"Closed ⋅ Opens 8 am Thu

Confirmed by this business 6 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqd8lPaFz9CJmC8YnVc_QO9j20ZmqNh2stynpKfeqGKcM-ovhOWb2qK4kguQcT071Tes62WwBjCMPxqYe9-4CroAeG7bi5xQs6czu9beiw08HzVy1-ifFCcse2UKiT4hjhhEKqbUA=w408-h544-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-09-17T23:25:37.111Z,,
https://www.google.com/maps/place/St.+Peter%27s+Hospital/data=!4m7!3m6!1s0x89de0af184344367:0xe754ea2f7f241ef8!8m2!3d42.6561908!4d-73.8037049!16s%2Fg%2F1tdkc1qy!19sChIJZ0M0hPEK3okR-B4kfy_qVOc,St. Peter's Hospital,2.7,634,Hospital,"315 S Manning Blvd, Albany, NY 12208, United States","M54W+FG Albany, New York, USA",https://www.sphp.com/location/st-peters-hospital,+1 518-525-1550,,https://lh3.googleusercontent.com/p/AF1QipP26LDIsE06g-jJ9vtns1k4ONF4O6Cq4fMzh7E-=w408-h291-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-09-17T23:25:42.139Z,,
https://www.google.com/maps/place/The+Community+Hospice/data=!4m7!3m6!1s0x89de09005859dc5d:0x81989db16ce1bd22!8m2!3d42.6646454!4d-73.702115!16s%2Fg%2F11xlftkd3_!19sChIJXdxZWAAJ3okRIr3hbLGdmIE,The Community Hospice,4.7,3,Hospice,"295 Valley View Blvd, Rensselaer, NY 12144, United States","M77X+V5 Rensselaer, New York, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sNtqEUrF3Ji5THVGHBXjmQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=194.60512&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-09-17T23:25:44.445Z,,
https://www.google.com/maps/place/Shaker+Place+Rehabilitation+%26+Nursing+Center/data=!4m7!3m6!1s0x89de0da4dfb320b1:0x9d50a17d5c5cb553!8m2!3d42.7434001!4d-73.8136692!16s%2Fg%2F11fm5n70gl!19sChIJsSCz36QN3okRU7VcXH2hUJ0,Shaker Place Rehabilitation & Nursing Center,3.8,40,Nursing home,"100 Heritage Ln, Albany, NY 12211, United States","P5VP+9G Albany, New York, USA",https://www.shakerplace.org/,+1 518-869-2231,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNODpVJeFWoSh-B5kHix7lq0p7Fw-u1wqcijlg=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-09-17T23:25:49.281Z,LGBTQ+ friendly,
"https://www.google.com/maps/place/Anthony+Cagino,+MD/data=!4m7!3m6!1s0x89de0b94ff02c1b3:0x707b33c476103223!8m2!3d42.6880215!4d-73.7730859!16s%2Fg%2F1tgdj_g3!19sChIJs8EC_5QL3okRIzIQdsQze3A","Anthony Cagino, MD",5.0,1,Pulmonologist,"5 Palisades Dr #100, Albany, NY 12205, United States","M6QG+6Q Albany, New York, USA",https://www.sphp.com/provider/anthony-john-cagino-md-pulmonary-disease,+1 518-438-4496,Closed ⋅ Opens 8:30 am Thu,https://lh3.googleusercontent.com/p/AF1QipOPs01JxGfnKWWdrWlzDExTAO5vFS9-z94m1bA=w408-h408-k-no,true,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,8:30 am–4:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-09-17T23:25:53.716Z,,
https://www.google.com/maps/place/Rehabilitation+Support+Services/data=!4m7!3m6!1s0x89de0a4af1c6fe47:0x5ac84592cbc7def5!8m2!3d42.6649557!4d-73.7732278!16s%2Fg%2F1tj6vtvx!19sChIJR_7G8UoK3okR9d7Hy5JFyFo,Rehabilitation Support Services,3.9,10,Mental health service,"314 Central Ave, Albany, NY 12206, United States","M67G+XP Albany, New York, USA",http://rehab.org/,+1 518-462-1094,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=AKOYo_wFP6_BXSHK_Ibw2w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=232.98349&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-09-17T23:25:56.074Z,,
https://www.google.com/maps/place/Community+Hospice+Inn/data=!4m7!3m6!1s0x89de0af234d7e4ad:0x7852b12f5ab2b81f!8m2!3d42.6561679!4d-73.8036109!16s%2Fg%2F11bbrgt9qk!19sChIJreTXNPIK3okRH7iyWi-xUng,Community Hospice Inn,4.6,9,Hospice,"315 S Manning Blvd, Albany, NY 12208, United States","M54W+FH Albany, New York, USA",http://www.communityhospice.org/,+1 518-525-1563,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EmgS3Uk2XJLoJugj1m9J6Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=32.155544&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-09-17T23:26:00.461Z,,
https://www.google.com/maps/place/Hospice+%26+Palliative+Care+Association/data=!4m7!3m6!1s0x89de0c84ff231865:0x98e41c36ae47f778!8m2!3d42.6555015!4d-73.7600588!16s%2Fg%2F1tqnmmtt!19sChIJZRgj_4QM3okRePdHrjYc5Jg,Hospice & Palliative Care Association,5.0,1,Hospice,"119 Washington Ave Suite 302, Albany, NY 12210, United States","M64Q+6X Albany, New York, USA",http://www.hpcanys.org/,+1 518-446-1483,Closed ⋅ Opens 9 am Thu,https://lh3.googleusercontent.com/p/AF1QipNxPbBXBBdr6-_uisi4ok229iEgbjEPuIF9_tHk=w408-h257-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-09-17T23:26:05.017Z,,
https://www.google.com/maps/place/Mountain+Valley+Hospice/data=!4m7!3m6!1s0x89def3731d42e593:0xec5b49b1789f6b05!8m2!3d43.043755!4d-74.333169!16s%2Fg%2F1vcq8lk5!19sChIJk-VCHXPz3okRBWufeLFJW-w,Mountain Valley Hospice,5.0,10,Hospice,"108 Steele Ave, Gloversville, NY 12078, United States","2MV8+GP Gloversville, New York, USA",http://www.mvhcares.org/,+1 518-725-4545,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipN8Xppj2fgsuQKKIdXBVOaSMPHw_G-f40o15GqM=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-09-17T23:26:09.485Z,,
https://www.google.com/maps/place/Schenectady+Center/data=!4m7!3m6!1s0x89de721cfcefe3bd:0x4aacd4470b8f3552!8m2!3d42.7911979!4d-73.932394!16s%2Fg%2F1twy_k52!19sChIJvePv_Bxy3okRUjWPC0fUrEo,Schenectady Center,3.1,151,Nursing home,"526 Altamont Ave, Schenectady, NY 12303, United States","Q3R9+F2 Schenectady, New York, USA",https://schenectady-center.facilities.centershealthcare.org/,+1 518-346-6121,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqxtaFWt8F2IW5QHgfhhVvO4r9F3js9cLkaN1NAqvR4SJFrrSDhWBKRR1Mz4d3ZGii22fTGyWyRox8MFdselUeEZDrKdw4JJbZRFI9LyuKv0xQdOMWUQWg6kPsBZjsvZzeHIG2R=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-09-17T23:26:13.863Z,,
