placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,attributes,info,error
https://www.google.com/maps/place/Truck+Parking+Club/data=!4m7!3m6!1s0x883281f9651d6493:0x50b6ef025ba5664c!8m2!3d42.120644!4d-80.083754!16s%2Fg%2F11xhb4241t!19sChIJk2QdZfmBMogRTGalWwLvtlA,Truck Parking Club,,,Parking lot,"158 W 14th St, Erie, PA 16501, United States","4WC8+7F Erie, Pennsylvania, USA",https://truckparkingclub.com/truck-parking/pennsylvania/erie/158-west-14th-street-16501?advocate=UXY593&utm_source=pm_marketing_link&utm_medium=referral&utm_campaign=gmb_marketing_link&el=Erie-Pennsylvania-16501-UXY593-1&htrafficsource=gmb,+1 814-752-5460,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMJjTf4DGtkPMDKE3D7fdiORO3t703sFbnRIGFa=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Erie+PA/@42.1290386,-80.0849716,14z",2025-10-28T19:09:45.731Z,,,
https://www.google.com/maps/place/Erie+Parking+Authority/data=!4m7!3m6!1s0x882d7fe1581dab45:0xa5e389d205f46aa3!8m2!3d42.1256678!4d-80.0814069!16s%2Fg%2F1tgn5ckw!19sChIJRasdWOF_LYgRo2r0BdKJ46U,Erie Parking Authority,1.3,60,City government office,"25 E 10th St, Erie, PA 16501, United States","4WG9+7C Erie, Pennsylvania, USA",http://www.erieparking.com/,+1 814-456-7588,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxUg1NlbqAeFoFmdr0-eYBdvAi-CFfoPMHq56hPVQ_jTxawKAhuuaWyBGiEGKCRPKU1YH3WaFNATzYRvOApaXxXelNl4XmgVcDOYe5PYoAqB2NxR3ezK7ApbLmq2_l00j_H0n4=w426-h240-k-no,false,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–2 pm,Closed,Closed,8 am–4:30 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Erie+PA/@42.1290386,-80.0849716,14z",2025-10-28T19:09:51.335Z,,,
https://www.google.com/maps/place/3rd+%26+State+-+Parking+Garage/data=!4m7!3m6!1s0x882d7f7a997f0db9:0x8936a86e2705d4d!8m2!3d42.1330661!4d-80.086386!16s%2Fg%2F11tn5vn402!19sChIJuQ1_mXp_LYgRTV1w4oZqkwg,3rd & State - Parking Garage,3.4,5,Parking garage,"56E E 3rd St, Erie, PA 16507, United States","4WM7+6C Erie, Pennsylvania, USA",,+1 814-456-7588,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwaGRj1m65gobLkyu0RhvVLTNAAkTQ8b2mXk2J5OH2fPTa8NwwFJkit93abILSkI6ckFidntUKutC1GdLkXciyeydF-5gjAdml5fpAuOvBdr7GIxkfSBS5SQngmWSJkKWwHPRk=w408-h544-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Erie+PA/@42.1290386,-80.0849716,14z",2025-10-28T19:09:54.801Z,,,
https://www.google.com/maps/place/7th+%26+Peach+-+Parking+Garage/data=!4m7!3m6!1s0x882d7fe4a498626d:0x41c7f58b12aef867!8m2!3d42.1272371!4d-80.086001!16s%2Fg%2F11bw_5cz0l!19sChIJbWKYpOR_LYgRZ_iuEov1x0E,7th & Peach - Parking Garage,3.9,41,Parking garage,"712 Peach St, Erie, PA 16501, United States","4WG7+VH Erie, Pennsylvania, USA",http://www.erieparking.com/,+1 814-456-7588,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwqS7eCAkVWexhXTNr7xenkT7mf0du_rGQtGn_okmpauICBJ14lOZmx8hZ9d-6T0EKMY2HBZSl67uKF42FGmKhCveN2oUI_2QBvaPWDIhb7KGietCvckIVtUzG5KeHYSlD1j7Ii=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Erie+PA/@42.1290386,-80.0849716,14z",2025-10-28T19:09:57.705Z,,,
https://www.google.com/maps/place/Parking/data=!4m7!3m6!1s0x882d7f004d828089:0xa59fd9a801f035ae!8m2!3d42.124616!4d-80.0806379!16s%2Fg%2F11y3_1_2gj!19sChIJiYCCTQB_LYgRrjXwAajZn6U,Parking,,,Parking lot,"26 East 12th Street, 12 & French St, Erie, PA 16501, United States","4WF9+RP Erie, Pennsylvania, USA",https://erieparking.com/,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XdZWP6Tm49Xlhoo6Yw6P5Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=241.63625&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Erie+PA/@42.1290386,-80.0849716,14z",2025-10-28T19:10:00.375Z,,,
https://www.google.com/maps/place/Parking+Deck/data=!4m7!3m6!1s0x882d7d6bb52af233:0xed830c77d0db6352!8m2!3d42.1180656!4d-79.9788227!16s%2Fg%2F11gsn3_3nt!19sChIJM_IqtWt9LYgRUmPb0HcMg-0,Parking Deck,4.2,5,Parking garage,"5243 Technology Dr, Erie, PA 16510, United States","429C+6F Erie, Pennsylvania, USA",https://behrend.psu.edu/general-services/police/parking,+1 814-898-7275,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyvv3atB3lMncy0xA0yN0etZe6f307X9GLNG_diuzbcQEpxwbb6Ia4_kG3HtYe7cMd3T5zCR86gRNqzXhnlZq8I3DAmWu6u8LgSd7gK4yOEjaGx_EACNJU2OWa-89ZQsxCxBdU1=w426-h240-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Erie+PA/@42.1290386,-80.0849716,14z",2025-10-28T19:10:05.343Z,,,
https://www.google.com/maps/place/Konecranes/data=!4m7!3m6!1s0x88328002526accdd:0xe0acf6c116cc4f72!8m2!3d42.112212!4d-80.1114802!16s%2Fg%2F1wz53b_l!19sChIJ3cxqUgKAMogRck_MFsH2rOA,Konecranes,,,Crane dealer,"1351 W 12th St, Erie, PA 16501, United States","4V6Q+VC Erie, Pennsylvania, USA",https://www.konecranes.com/contact-us/locations/industrial-crane-service-in-erie-pennsylvania?utm_source=local&utm_medium=organic&utm_campaign=gbp&utm_content=pa-erie,+1 814-878-8070,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5YW0TpZFkcSMMEy0NCe84Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=153.63187&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Erie+PA/@42.1290386,-80.0849716,14z",2025-10-28T19:10:10.180Z,,,
https://www.google.com/maps/place/Saint+Vincent+Parking+Garage/data=!4m7!3m6!1s0x88328117a1c3d067:0x3ac6c30d11240967!8m2!3d42.1116458!4d-80.0815559!16s%2Fg%2F11jg63h_ws!19sChIJZ9DDoReBMogRZwkkEQ3Dxjo,Saint Vincent Parking Garage,2.6,13,Parking garage,"310 W 24th St, Erie, PA 16502, United States","4W69+M9 Erie, Pennsylvania, USA",https://erie.ahn.org/patients-visitors/visitors,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nS1wa75Q5xRV1Xt30at7Sg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=322.41638&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Erie+PA/@42.1290386,-80.0849716,14z",2025-10-28T19:10:15.101Z,,,
https://www.google.com/maps/place/Parking+Authority-Meter+Repair/data=!4m7!3m6!1s0x882d7ff83da6d091:0x7f09158595adf9ce!8m2!3d42.1257328!4d-80.0857993!16s%2Fg%2F1tf5fcx_!19sChIJkdCmPfh_LYgRzvmtlYUVCX8,Parking Authority-Meter Repair,,,City government office,"130 W 9th St, Erie, PA 16501, United States","4WG7+7M Erie, Pennsylvania, USA",,+1 814-455-1256,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0DVFJYQI1Xc_tKyPa9zGaw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=26.897259&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Erie+PA/@42.1290386,-80.0849716,14z",2025-10-28T19:10:17.869Z,,,
https://www.google.com/maps/place/Reading+Parking+Authority/data=!4m7!3m6!1s0x89c670ca5047fac5:0x28bae9bc63419354!8m2!3d40.3281267!4d-75.9304866!16s%2Fg%2F1tdx5270!19sChIJxfpHUMpwxokRVJNBY7zpuig,Reading Parking Authority,1.8,269,Parking garage,"430 S 4th St, Reading, PA 19602, United States","83H9+7R Reading, Pennsylvania, USA",https://readingparking.com/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_content=website_button,+1 610-655-6166,Open ⋅ Closes 4:45 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy8bv5i33EmFv1OfH5ycLaEqFmq_pdxt1nRmsqgh5s_wyn64bvRm3LG7ZoDFgSadqYc3YXy4gb84LfDMUizLkrsCpGyvyAbxBDoOXKyLOLXt4iPP8_UjOugcSIXsT9_1KAUYLyO3g=w408-h544-k-no,true,8 am–4:45 pm,8 am–4:45 pm,8 am–4:45 pm,8 am–4:45 pm,Closed,Closed,8 am–4:45 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Reading+PA/@40.3369615,-75.9214385,14z",2025-10-28T19:10:32.483Z,,,
