placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,isBlackOwned,info,attributes
"https://www.google.com/maps/place/Greenspan+Home+Health+Care,+LLC/data=!4m7!3m6!1s0x88051a42127bf1c3:0x6d276f0865a52013!8m2!3d43.0212716!4d-87.9584578!16s%2Fg%2F11c6pmhqld!19sChIJw_F7EkIaBYgREyClZQhvJ20","Greenspan Home Health Care, LLC",4.9,43,Home health care service,"3521 W National Ave, Milwaukee, WI 53215, United States","22CR+GJ Milwaukee, Wisconsin, USA",http://www.greenspancares.net/,+1 414-763-6000,Closes soon ⋅ 4 pm ⋅ Opens 9 am Thu,https://lh3.googleusercontent.com/p/AF1QipP3Iyfi5ctX4m7nec9sJMMKb0FsbfkW-Cbkr-UT=w408-h612-k-no,true,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2025-09-10T20:17:14.454Z,,,
https://www.google.com/maps/place/Tenderness+Health+Care/data=!4m7!3m6!1s0x880510e991731eaf:0xa3e174dea9c1d590!8m2!3d43.022344!4d-87.9487206!16s%2Fg%2F11bvt5cm8z!19sChIJrx5zkekQBYgRkNXBqd504aM,Tenderness Health Care,4.2,47,Home health care service,"823 S Layton Blvd, Milwaukee, WI 53215, United States","23C2+WG Milwaukee, Wisconsin, USA",https://tendernesshealthcare.com/,+1 414-727-8806,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipMCQWB6t9GzVIlcyANvOpRKMnOpzc1YP1aDwRZe=w408-h272-k-no,true,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–3 pm,Closed,Closed,8:30 am–4:30 pm,8:30 am–4:30 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2025-09-10T20:17:20.633Z,,,
https://www.google.com/maps/place/Alpha+Care+Health+Services+of+Wisconsin/data=!4m7!3m6!1s0x88051e605b7d17af:0xa4c547b994ba5139!8m2!3d43.0378175!4d-87.9107065!16s%2Fg%2F11gfgt19dq!19sChIJrxd9W2AeBYgROVG6lLlHxaQ,Alpha Care Health Services of Wisconsin,4.1,14,Home health care service,"600 N Plankinton Ave Suite 302, Milwaukee, WI 53203, United States","23QQ+4P Milwaukee, Wisconsin, USA",https://alphacarewi.com/,+1 414-937-5888,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqsqnwl-fX-r76sadaCoazgWL3dkx_py_buHYU5VC7SoTw3MN-MeJpOkKkXG2Vd-SUHVw-beGlIFImTgBbJKGE2xfuBstedH1iN4GyX2eCTSSYXsdmQfTebGRje7a3TcTwNj1df=w408-h346-k-no,true,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,8:30 am–4:30 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2025-09-10T20:17:25.474Z,,,
https://www.google.com/maps/place/Family+Home+Health+Care/data=!4m7!3m6!1s0x88051a428f86b073:0x5c8edf844051c3ed!8m2!3d43.0216921!4d-87.9608759!16s%2Fg%2F1tcvz_8q!19sChIJc7CGj0IaBYgR7cNRQITfjlw,Family Home Health Care,4.4,7,Home health care service,"3726 W National Ave, Milwaukee, WI 53215, United States","22CQ+MJ Milwaukee, Wisconsin, USA",http://www.familyhomehealthcarellc.com/,+1 414-383-1902,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SAo9X2KPlP8GplnzFjksGw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=15.898441&pitch=0&thumbfov=100,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2025-09-10T20:17:30.425Z,,,
https://www.google.com/maps/place/Royal+Healthcare+LLC/data=!4m7!3m6!1s0x880519e28297527b:0x24b73c51afed1711!8m2!3d43.0343476!4d-87.9087142!16s%2Fg%2F11rccgp5g4!19sChIJe1KXguIZBYgRERftr1E8tyQ,Royal Healthcare LLC,5.0,2,Home health care service,"324 N Water St, Milwaukee, WI 53202, United States","23MR+PG Milwaukee, Wisconsin, USA",,+1 262-424-1841,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=f2RQrNMVmskcOdUP2aWBvA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=112.00973&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2025-09-10T20:17:35.244Z,,,
https://www.google.com/maps/place/Med+Group+Home+Health+Care/data=!4m7!3m6!1s0x8805196abae1d641:0xeba45d44d347c7a!8m2!3d43.058195!4d-87.9143804!16s%2Fg%2F11bwyym4w4!19sChIJQdbhumoZBYgRenw0TdRFug4,Med Group Home Health Care,3.7,3,Home health care service,"2111 N Doctor M.L.K. Jr Dr, Milwaukee, WI 53212, United States","335P+76 Milwaukee, Wisconsin, USA",https://medgrouphomehealthcare.com/,+1 414-755-2009,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNXoKHCTmDuvBTPyB-EYsP9xwEcK0zKvTGJy2XC=w408-h543-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2025-09-10T20:17:40.128Z,,,
https://www.google.com/maps/place/Supportive+Personal+Care+Services/data=!4m7!3m6!1s0x8804e2f2f32082cd:0x14aa944fbf097e6c!8m2!3d43.0565097!4d-87.8857728!16s%2Fg%2F12hr_s5b4!19sChIJzYIg8_LiBIgRbH4Jv0-UqhQ,Supportive Personal Care Services,5.0,5,Home health care service,"2025 N Summit Ave #103, Milwaukee, WI 53202, United States","3447+JM Milwaukee, Wisconsin, USA",http://www.spcsmilwaukee.com/,+1 414-365-9108,Closes soon ⋅ 4 pm ⋅ Opens 10 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uHwt79sGdJluJJPBowAyFg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=319.25513&pitch=0&thumbfov=100,true,10 am–4 pm,10 am–4 pm,Closed,Closed,Closed,10 am–4 pm,10 am–4 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2025-09-10T20:17:45.235Z,,,
https://www.google.com/maps/place/Mercy+Home+Health+Care/data=!4m7!3m6!1s0x880519efcb17cc1b:0xfc607b8b29a7e54!8m2!3d43.0127143!4d-87.9225444!16s%2Fg%2F11cnb8jw0c!19sChIJG8wXy-8ZBYgRVH6asrgHxg8,Mercy Home Health Care,5.0,2,Home health care service,"1672 S 9th St, Milwaukee, WI 53204, United States","237G+3X Milwaukee, Wisconsin, USA",,+1 414-217-3651,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rL3PrcCdqHOi8FYZx3z_5Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=94.76562&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2025-09-10T20:17:49.987Z,,,
https://www.google.com/maps/place/Flora+Homecare/data=!4m7!3m6!1s0x880518c2c215abf5:0xaad878b853d5ddd9!8m2!3d43.059827!4d-87.883272!16s%2Fg%2F11f_dgksxm!19sChIJ9asVwsIYBYgR2d3VU7h42Ko,Flora Homecare,5.0,4,Home health care service,"2266 N Prospect Ave #401, Milwaukee, WI 53202, United States","3458+WM Milwaukee, Wisconsin, USA",http://florahc.com/,+1 414-241-4996,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6z3MHiXM9A8a2_QA6x5VYg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=181.38306&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2025-09-10T20:17:54.845Z,,,
https://www.google.com/maps/place/Avida+Personal+Care/data=!4m7!3m6!1s0x88051990ee2d930f:0x55121be98cf537bd!8m2!3d43.0408519!4d-87.9063208!16s%2Fg%2F11x03476j3!19sChIJD5Mt7pAZBYgRvTf1jOkbElU,Avida Personal Care,5.0,7,Home health care service,"790 N Milwaukee St #355, Milwaukee, WI 53202, United States","23RV+8F Milwaukee, Wisconsin, USA",https://www.avidahealth.org/,+1 888-207-9870,Open ⋅ Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ByPzj2lV2b_0fxiwkXg-jA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=254.32843&pitch=0&thumbfov=100,true,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,8:30 am–4:30 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2025-09-10T20:17:59.806Z,,,
