placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,isBlackOwned,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,error
https://www.google.com/maps/place/Dr.+Natasha+Ryan+Functional+Medicine+Doctor/data=!4m7!3m6!1s0x88569f90ba3fec43:0x549fcd0b51420706!8m2!3d35.2055315!4d-80.8199373!16s%2Fg%2F11fp543yj3!19sChIJQ-w_upCfVogRBgdCUQvNn1Q,Dr. Natasha Ryan Functional Medicine Doctor,5.0,26,Wellness center,"Randolph Rd, Charlotte, NC 28207, United States","654J+62 Charlotte, North Carolina, USA",http://www.drnatasharyan.com/,+1 980-677-1342,Open · Closes 5 pm,Identifies as women-owned,true,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2N-O-pvjD1MD6Oly8KiZlg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=105.54139&pitch=0&thumbfov=100,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5:30 pm,8:30 am–12:30 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2026-02-23T16:16:25.729Z,,
"https://www.google.com/maps/place/Companion+Health,+PLLC/data=!4m7!3m6!1s0x8854211eaf5f2cb3:0x2226f481bd95bcc1!8m2!3d35.1998154!4d-80.8105154!16s%2Fg%2F11j233kqt_!19sChIJsyxfrx4hVIgRwbyVvYH0JiI","Companion Health, PLLC",5.0,20,Medical clinic,"3820 Randolph Hts Dr Suite 150, Charlotte, NC 28205, United States","55XQ+WQ Charlotte, North Carolina, USA",http://www.companionhealthnc.com/,+1 704-360-5018,Open · Closes 4 pm,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep-FiF9bcyNhewtS-EavNXeIr8NRLBnJMp9F4TTgYNykLUwbg6j_D9l8W1xcbAIp8KFGTrixppU8_a4_SBYBQY6sE8smwegIBZ9oXwqZUzpAFFzA5KGUjpstmiwbKIeHYONNx6F=w408-h544-k-no,true,9 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,9 am–12:30 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2026-02-23T16:16:32.560Z,,
https://www.google.com/maps/place/Deep+Roots+Natural+Medicine/data=!4m7!3m6!1s0x880e2c9be8ecbf23:0xa4b6b01ce0971887!8m2!3d35.1749563!4d-80.8514025!16s%2Fg%2F11bzywqd9p!19sChIJI7_s6JssDogRhxiX4BywtqQ,Deep Roots Natural Medicine,4.9,65,Acupuncture clinic,"4108 Park Rd Suite 210, Charlotte, NC 28209, United States","54FX+XC Charlotte, North Carolina, USA",http://www.deeprootsnaturalmedicine.com/,+1 980-949-7515,Closed · Opens 9 am Tue,LGBTQ+ friendly,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqZFRVELSk8LHTlWZUNZphzKwhXpPyOYU-35YvuZZ98-19rACQVpsF56m0aIb0YhW3GhwhMvWVQ_v87fVOigPoT_DMQ_2pFTQGq0m9kh1S69HknsbMnLRm07oo79u4FWtMCBy8Q=w408-h306-k-no,true,Closed,9 am–6 pm,9 am–6 pm,1–7 pm,9 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2026-02-23T16:16:38.058Z,,
https://www.google.com/maps/place/Infinite+Health+:+Dr.+Sheila+Kilbane/data=!4m7!3m6!1s0x88569fe93eba6a73:0x80acbe03e27e1a89!8m2!3d35.2004984!4d-80.8518997!16s%2Fg%2F11_v3gl8z!19sChIJc2q6PumfVogRiRp-4gO-rIA,Infinite Health : Dr. Sheila Kilbane,5.0,13,Medical clinic,"2201 Park Rd b, Charlotte, NC 28203, United States","642X+56 Charlotte, North Carolina, USA",http://sheilakilbane.com/,+1 704-626-6771,Open · Closes 5 pm,,,https://lh3.googleusercontent.com/p/AF1QipN78Qkp1DgNmA9ehRYR3JJPBW5Ilo1GP-eJ0Hi-=w408-h306-k-no,true,9:30 am–5 pm,Closed,9:30 am–5 pm,9:30 am–5 pm,9:30 am–12 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2026-02-23T16:16:43.649Z,,
https://www.google.com/maps/place/Whole+Health+Charlotte/data=!4m7!3m6!1s0x88569f9cfca95555:0x48c78793b0778ad!8m2!3d35.2064944!4d-80.851292!16s%2Fg%2F11hzyt38fm!19sChIJVVWp_JyfVogRrXgHO3l4jAQ,Whole Health Charlotte,5.0,2,Alternative medicine practitioner,"726 East Blvd, Charlotte, NC 28203, United States","644X+HF Charlotte, North Carolina, USA",https://www.wholehealthcharlotte.com/contact-1,+1 980-677-0239,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YMa-pJH7iDr7Ln0c7cHpJQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=228.70415&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/functional+medicine+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2026-02-23T16:16:46.496Z,,
https://www.google.com/maps/place/Carolina+HealthSpan+Institute/data=!4m7!3m6!1s0x8854207de8984b87:0x4440b001d76801c8!8m2!3d35.1733486!4d-80.8038002!16s%2Fg%2F1vc6f2xh!19sChIJh0uY6H0gVIgRyAFo1wGwQEQ,Carolina HealthSpan Institute,4.9,145,Medical clinic,"423 S Sharon Amity Rd C, Charlotte, NC 28211, United States","55FW+8F Charlotte, North Carolina, USA",http://www.carolinahealthspan.com/,+1 704-333-4817,Open · Closes 4 pm,Identifies as women-owned,,https://lh3.googleusercontent.com/p/AF1QipPa5LUM1oXVdAWiM5grOWWyiRPogJ40N8hc0e3k=w408-h612-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–5 pm,8 am–1 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2026-02-23T16:16:51.318Z,,
https://www.google.com/maps/place/Queen+City+Functional+Medicine/data=!4m7!3m6!1s0x88569fe5487aaaab:0xa07906d22c914b91!8m2!3d35.2055324!4d-80.8199372!16s%2Fg%2F11qgylmzbl!19sChIJq6p6SOWfVogRkUuRLNIGeaA,Queen City Functional Medicine,,,Wellness center,"2300 Randolph Rd Suite A, Charlotte, NC 28207, United States","654J+62 Charlotte, North Carolina, USA",https://qcfmed.com/contact-us-/-hours,+1 980-498-3074,Open · Closes 5 pm,,,https://lh3.googleusercontent.com/p/AF1QipNAwrrLs6pcNRxCYEANwYNR4soNShVPrEqPTlX8=w408-h272-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,12–5 pm,Closed,"https://www.google.com/maps/search/functional+medicine+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2026-02-23T16:16:56.023Z,,
"https://www.google.com/maps/place/SouthPark+Functional+Medicine:+Sarita+Mahtani,+MD/data=!4m7!3m6!1s0x88569f456e988593:0x9d69209866f506c9!8m2!3d35.1504848!4d-80.841471!16s%2Fg%2F11l1ckkkj8!19sChIJk4WYbkWfVogRyQb1ZpggaZ0","SouthPark Functional Medicine: Sarita Mahtani, MD",5.0,54,Holistic medicine practitioner,"5950 Fairview Rd suite 550, Charlotte, NC 28210, United States","5525+5C Charlotte, North Carolina, USA",https://www.southparkfunctionalmedicine.com/,+1 980-414-4600,"Open · Closes 5 pm

Updated by this business 5 weeks ago",Identifies as women-owned,,https://lh3.googleusercontent.com/p/AF1QipNDE-UOuehekuAS5GSLxkyRmGcAkU1ruiOnmUEu=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2026-02-23T16:17:01.210Z,,
https://www.google.com/maps/place/New+River+Natural+Health+LLC+-+Charlotte/data=!4m7!3m6!1s0x885699e2a5c74615:0x12736792d1b86da7!8m2!3d35.2247073!4d-80.820737!16s%2Fg%2F11bx8r9kb3!19sChIJFUbHpeKZVogRp2240ZJncxI,New River Natural Health LLC - Charlotte,5.0,11,Naturopathic practitioner,"933 Louise Ave ste 101-02, Charlotte, NC 28204, United States","65FH+VP Charlotte, North Carolina, USA",http://www.newrivernaturalhealth.com/,+1 540-585-1788,Open · Closes 6 pm,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerQXB5eqpMGIbYWDuaThzxUEHVFSRc_dXufZyyBXYx-rvcqtI6WTPWT1wR0H5pjAvDi7HmVeNuXBtiGZbSRmE6x-LIZ0uH_rmTDqB2EpEkJpn-6wEssBjl6P31KG_BnisTCCMjGuw=w408-h544-k-no,false,10 am–6 pm,10 am–6 pm,Closed,Closed,Closed,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2026-02-23T16:17:06.089Z,,
https://www.google.com/maps/place/Naturopathic+Health/data=!4m7!3m6!1s0x88569f7755bf16ed:0x424305b474111494!8m2!3d35.2089735!4d-80.8590545!16s%2Fg%2F1tdmflkh!19sChIJ7Ra_VXefVogRlBQRdLQFQ0I,Naturopathic Health,5.0,149,Alternative medicine practitioner,"218 E Tremont Ave Suite B, Charlotte, NC 28203, United States","645R+H9 Charlotte, North Carolina, USA",http://www.drminette.com/,+1 864-631-2723,Open · Closes 3 pm,,,https://lh3.googleusercontent.com/p/AF1QipMWNGTobigJTxqWKJ98ReXCWll1ocpoEgqUydWd=w408-h571-k-no,true,9 am–3 pm,9 am–3 pm,9 am–3 pm,9 am–3 pm,9 am–3 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2026-02-23T16:17:10.754Z,,
