placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,attributes,isBlackOwned
https://www.google.com/maps/place/Jimmy+Garza+Emergency+Water+Removal/data=!4m7!3m6!1s0x86e7447aaaaaaaab:0x6e133b58e5220043!8m2!3d31.7854273!4d-106.4609917!16s%2Fg%2F1hc2x6w0n!19sChIJq6qqqnpE54YRQwAi5Vg7E24,Jimmy Garza Emergency Water Removal,4.3,83,Water damage restoration service,"1110 N Piedras St, El Paso, TX 79903, United States","QGPQ+5J El Paso, Texas, USA",http://www.elpasowaterremoval.com/,+1 915-474-9472,Open 24 hours,Identifies as Latino-owned,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqmRDRkQDMpxk3JeTouXydfpP2r2xAHMgnrPnI_z_FDpP1agWBD6Fgy9O4Z03AbT7wkG8bE0kUWY8gMamzYE-Qw1YmKiHHyUDpYSWCD4d8Ebl1CfjAdES6UvOl-tPR5-mThg62GHg=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2026-03-23T03:34:06.173Z,,
https://www.google.com/maps/place/Water+Damage+Restoration+pros+of+El+Paso/data=!4m7!3m6!1s0x86e7599e64f55205:0x2a0ee51aedda815a!8m2!3d31.7730255!4d-106.4591791!16s%2Fg%2F11s5z8rlxn!19sChIJBVL1ZJ5Z54YRWoHa7RrlDio,Water Damage Restoration pros of El Paso,5.0,1,Water damage restoration service,"3018 Alameda Ave, El Paso, TX 79905, United States","QGFR+68 El Paso, Texas, USA",,+1 915-350-9289,Closed · Opens 7 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vY5PGAv0wiOmZ34czGy4qQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=173.90439&pitch=0&thumbfov=100,true,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,"https://www.google.com/maps/search/water+damage+restoration+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2026-03-23T03:34:10.899Z,,
https://www.google.com/maps/place/Complete+Fire+%26+Water+Restoration/data=!4m7!3m6!1s0x86e74564cd561533:0xe39f902d75e3728e!8m2!3d31.7508638!4d-106.3136601!16s%2Fg%2F11jfpv7hq5!19sChIJMxVWzWRF54YRjnLjdS2Qn-M,Complete Fire & Water Restoration,4.9,45,Water damage restoration service,"1485 Bessemer Dr D, El Paso, TX 79936, United States","QM2P+8G El Paso, Texas, USA",https://www.complete24hour.com/?utm_source=gmb&utm_medium=organic&utm_campaign=elpaso,+1 915-999-1066,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep1CCmUI7RkR0BAtoq7HrtmM2WyQDi-2jF205YeU8Etg4eClOdr4gpv2ene6CGGN4NX8aqeB6sCMbuf4LblH3-F3u-AG_asiICAODvD84TrpVElxLJ3cN4xln3BLEEH11xJAD9h=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2026-03-23T03:34:15.247Z,,
https://www.google.com/maps/place/SERVPRO+of+East+El+Paso/data=!4m7!3m6!1s0x86e75b126cf5ca99:0x8f38d1fed6a19e8c!8m2!3d31.7880712!4d-106.3989937!16s%2Fg%2F11nh6bh457!19sChIJmcr1bBJb54YRjJ6h1v7ROI8,SERVPRO of East El Paso,5.0,94,Water damage restoration service,"6596 Montana Ave Suite E, El Paso, TX 79925, United States","QJQ2+6C El Paso, Texas, USA",https://www.servpro.com/locations/tx/servpro-of-east-el-paso?utm_medium=organic&utm_source=gbp,+1 915-249-6957,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepxShazF9rk2Ymuk-3XmR5cV7VdyXu8bX5wdO1cGMwXgQid2dY8VQOvXXFx_9tS1vsuXcaoU9vwJ8hS7zoR9WOp_uV-3g590Fk2zxql7EegSOh5GMtqxvhR_kq2nP-XiIWwhPLadY3Xnl5A=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2026-03-23T03:34:20.226Z,,
https://www.google.com/maps/place/Kavro+Water+damage+Restoration./data=!4m7!3m6!1s0x86e7590007578bd7:0xb148d961f478803a!8m2!3d31.7608502!4d-106.4865261!16s%2Fg%2F11y_rw7c43!19sChIJ14tXBwBZ54YROoB49GHZSLE,Kavro Water damage Restoration.,,,Water damage restoration service,"313 N Kansas St, El Paso, TX 79901, United States","QG67+89 El Paso, Texas, USA",,+1 915-289-8586,Closed · Opens 9 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=F_Zq-ZXcswSnzye3jK3eXw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=231.01347&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/water+damage+restoration+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2026-03-23T03:34:24.459Z,,
https://www.google.com/maps/place/SERVPRO+of+West+El+Paso/data=!4m7!3m6!1s0x86ddf85067a3cbe9:0xbf395499660e196b!8m2!3d31.8310967!4d-106.5702779!16s%2Fg%2F1tdx947c!19sChIJ6cujZ1D43YYRaxkOZplUOb8,SERVPRO of West El Paso,4.7,273,Water damage restoration service,"4584 Ripley Dr Bldg 9, El Paso, TX 79922, United States","RCJH+CV El Paso, Texas, USA",https://www.servpro.com/locations/tx/servpro-of-west-el-paso?utm_medium=organic&utm_source=gbp,+1 915-234-2614,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo6f2yt1kixx9vaI2zDcBaJUiW3lPRFbs5jvaY66zEcZdlSwPUk7ovqY891VpDNYBmHBBp6keHWFw4xDldT0vfmnUiksdfCqzgoSLh6vv6qWeRwahBk6hvtXrzQI62TxnLRONaK=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2026-03-23T03:34:28.918Z,,
https://www.google.com/maps/place/SERVPRO+of+Southeast+El+Paso%2FButterfield/data=!4m7!3m6!1s0x86ddf9dfc6cd8ce3:0xf03c60a5a74c110a!8m2!3d31.7565178!4d-106.3407224!16s%2Fg%2F11j1_8_br8!19sChIJ44zNxt_53YYRChFMp6VgPPA,SERVPRO of Southeast El Paso/Butterfield,4.9,165,Water damage restoration service,"1212 N Yarbrough Dr #107, El Paso, TX 79925, United States","QM45+JP El Paso, Texas, USA",https://www.servpro.com/locations/tx/servpro-of-southeast-el-paso-butterfield?utm_medium=organic&utm_source=gbp,+1 915-234-2679,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepfRzgfV9jt7X0B4mntD7LNdlZUocuZJl-jSewZLFtESHawLeB82ndN9Pe3gO69XFy_HyQO380YZiDRPoHvem6HIkRGiJlfFuxNztShmq-gpZILEwk4ByhjiKgTm1aQ0NRwozWrWA=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2026-03-23T03:34:33.379Z,,
https://www.google.com/maps/place/American+Restoration/data=!4m7!3m6!1s0xaddb3e1709be6da9:0xaf060e6fa3f9e052!8m2!3d31.745728!4d-106.3051587!16s%2Fg%2F11q4bzf4ll!19sChIJqW2-CRc-260RUuD5o28OBq8,American Restoration,4.7,26,Water damage restoration service,"11601 Pellicano Dr # C11, El Paso, TX 79936, United States","PMWV+7W El Paso, Texas, USA",https://americanrestorationelp.com/,+1 915-243-2482,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwereQc5AnKyFTg_8psqVslaeszGB7Tty5CQT-P7Cru1Y6LZ8rrSogMz7dtuZraQeUfb6dxPVgsV7FE-Jf119bA1kZ5j4jItaTpPzQJblEzBm5vZJs84fgIpFgwe7qs1uCO930hZe=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2026-03-23T03:34:37.737Z,,
https://www.google.com/maps/place/24+Hour+Flood+Pros/data=!4m7!3m6!1s0x4950789ff3f46b89:0xbe7725c4f03aa6d2!8m2!3d31.8120519!4d-106.38437!16s%2Fg%2F11n47dg1ks!19sChIJiWv08594UEkR0qY68MQld74,24 Hour Flood Pros,5.0,11,Water damage restoration service,,,https://24hourfloodpros.com/el-paso,+1 915-336-8825,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepor459MHZ7Pe_m3IuOyFuP-ZRaTfadtXBLD5LMLMfxyJUsg2zKneEKHVJHORo2ZYdEO_wtZhl1oVcus4VaHgN1th8l84Frt3NDLQhCzr1OMbK7wMvRChHjTtCCyHGzCpgSxDQ0iWCuUBY=w408-h326-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2026-03-23T03:34:42.084Z,,
"https://www.google.com/maps/place/Milliken+Construction+Co.,+Inc./data=!4m7!3m6!1s0x86e759a2c0942caf:0x3314a0cc8527e6a!8m2!3d31.7797328!4d-106.4657011!16s%2Fg%2F11fy253yvs!19sChIJryyUwKJZ54YRan5SyAxKMQM","Milliken Construction Co., Inc.",4.6,81,Construction company,"2515 Yandell Dr, El Paso, TX 79903, United States","QGHM+VP El Paso, Texas, USA",https://www.millikenconstructioninc.com/,+1 915-544-0371,Closed · Opens 7 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqBfCeHFA6Ju0_bp4lb9Cvj4SFhIuNVn8gNQ7nOEldH-eFM0JYaSK6-3EuE6czc9LV9wsmvUHcYD_mFEugWLr2km3XooC0iJeSFenkPNkiNtDV4Wb_izd7Db8CsRFPXvtyP0rSD=w600-h240-k-no,true,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–3 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+El+Paso+El+Paso+TX/@31.7618778,-106.4850217,14z",2026-03-23T03:34:46.519Z,,
