placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,attributes,info,error
https://www.google.com/maps/place/717+Parking+Enterprises+-+Hospital+Parking+Management/data=!4m7!3m6!1s0x88e8a39fbb0bbbd7:0xc777fa9fca7b402d!8m2!3d29.6388446!4d-82.3423789!16s%2Fg%2F1hc8nplr5!19sChIJ17sLu5-j6IgRLUB7yp_6d8c,717 Parking Enterprises - Hospital Parking Management,1.8,10,Valet parking service,"1515 SW Archer Rd, Gainesville, FL 32608, United States","JMQ5+G2 Gainesville, Florida, USA",http://717parking.com/,+1 800-310-7275,Open ⋅ Closes 5:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jBHiTLsKgZgia-Ub-oZvHw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=15.165316&pitch=0&thumbfov=100,false,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,Closed,8:30 am–5:30 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Newberry+Gainesville+FL/@29.6557754,-82.3904126,14z",2025-10-28T19:12:01.044Z,,,
https://www.google.com/maps/place/UF+Health+Staff+Parking+Garage+9/data=!4m7!3m6!1s0x88e8a30b3e15ff07:0x9990d9c94cb316cf!8m2!3d29.6361745!4d-82.3496107!16s%2Fg%2F11bw47f0gl!19sChIJB_8VPguj6IgRzxazTMnZkJk,UF Health Staff Parking Garage 9,3.0,15,Parking garage,"Employee Parking Lot, Gainesville, FL 32601, United States","JMP2+F5 Gainesville, Florida, USA",,,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxR5xxRh2bF9ljn7ZnaobqciarzFwqlTC3haCw7R40BrF9iX6uOvXo-qHOlw0lIANR_93Zp7Mb_ympNj1Z1Curm9XuO97zURGYpwExhV8h7LbM1lYP3MOiDCEflBpo2M_c8chk=w408-h544-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Newberry+Gainesville+FL/@29.6557754,-82.3904126,14z",2025-10-28T19:12:05.984Z,,,
https://www.google.com/maps/place/Premier+Valet/data=!4m7!3m6!1s0x88e8ed81b45a6bf5:0x80e4787328aaa96!8m2!3d29.603327!4d-82.4142989!16s%2Fg%2F11x281_pqd!19sChIJ9WtatIHt6IgRlqqKModHDgg,Premier Valet,5.0,3,Valet parking service,"6634 SW Archer Rd, Gainesville, FL 32608, United States","JH3P+87 Gainesville, Florida, USA",https://www.premiervalet.info/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=13471637707818381638,+1 352-870-5406,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iJbV0o0LDKZ01frLLs7J4A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=329.86325&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Newberry+Gainesville+FL/@29.6557754,-82.3904126,14z",2025-10-28T19:12:10.299Z,,,
https://www.google.com/maps/place/The+Collective+at+Archer/data=!4m7!3m6!1s0x88e8bd7bef42a18b:0x7699a097b806140f!8m2!3d29.5886189!4d-82.4385017!16s%2Fg%2F11sqkl4zs7!19sChIJi6FC73u96IgRDxQGuJegmXY,The Collective at Archer,4.7,64,Apartment complex,"7000 SW 91st St, Gainesville, FL 32608, United States","HHQ6+CH Gainesville, Florida, USA",https://www.thecollectiveatarcher.com/?utm_source=google+local&utm_medium=organic&utm_campaign=website+link+beacon,+1 352-240-6888,"Open ⋅ Closes 6 pm

Updated by this business 12 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOeSCck_ux7xP9Xpsg1ysnruzZ2BQl7df0-8_r0=w426-h240-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,Closed,9 am–6 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Haile+Plantation+Gainesville+FL/@29.6111929,-82.4400679,14z",2025-10-28T19:12:23.333Z,· Dogs allowed,,
https://www.google.com/maps/place/The+Mayfair+Apartments/data=!4m7!3m6!1s0x88e8bdfbb87496cf:0x43c07afb2d6f7d36!8m2!3d29.5989494!4d-82.4233932!16s%2Fg%2F11f776ktcw!19sChIJz5Z0uPu96IgRNn1vLft6wEM,The Mayfair Apartments,4.3,176,Apartment complex,"6001 SW 75th Terrace, Gainesville, FL 32608, United States","HHXG+HJ Gainesville, Florida, USA",https://www.themayfairgainesvillefl.com/?utm_knock=g,+1 352-758-3962,"Open ⋅ Closes 6 pm

Updated by this business 7 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPNpXXYbxXP4NEgNLlLb7nMtEfv2z1k0YMatJ80=w408-h295-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,10 am–5 pm,Closed,9 am–6 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Haile+Plantation+Gainesville+FL/@29.6111929,-82.4400679,14z",2025-10-28T19:12:27.728Z,· Dogs allowed,,
https://www.google.com/maps/place/I-75+Parking/data=!4m7!3m6!1s0x88e8a2949a1e5191:0x77521c351c2acfd!8m2!3d29.5905091!4d-82.3620685!16s%2Fg%2F11hblrcs46!19sChIJkVEempSi6IgR_azCUcMhdQc,I-75 Parking,4.5,15,Parking lot,"I-75, Gainesville, FL 32608, United States","HJRQ+65 Gainesville, Florida, USA",,+1 386-758-7660,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz3tXb-V6lW80qxxRY3nEiDqHQUoBdtIds8Mt2ZSxTXRR5BF6ImTlsPhnU2-FAS4WYFw5Ee9MqcC9o6n0Oh6O9Ig3a97HGvQ4efRs3XrluVCuGA9-3-T3tYAjghvMHh-mOJg_4t0w=w408-h296-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Haile+Plantation+Gainesville+FL/@29.6111929,-82.4400679,14z",2025-10-28T19:12:32.166Z,,,
https://www.google.com/maps/place/CB+Parker+Park/data=!4m7!3m6!1s0x88e8a34b878c9a3d:0xc3d35c0a141c0456!8m2!3d29.6561465!4d-82.3501585!16s%2Fg%2F11hx39y3dc!19sChIJPZqMh0uj6IgRVgQcFApc08M,CB Parker Park,4.7,6,Parking lot,"1912 NW 5th Ave, Gainesville, FL 32603, United States","MJ4X+FW Gainesville, Florida, USA",https://www.parkerptaparking.com/parking-logistics/,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OzNTi9qO0LHMjpmTfE4-TQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=4.6858945&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Haile+Plantation+Gainesville+FL/@29.6111929,-82.4400679,14z",2025-10-28T19:12:34.719Z,,,
https://www.google.com/maps/place/Transportation+and+Parking+Services/data=!4m7!3m6!1s0x88e8a37486b9d9cb:0xf017e283f5026a7e!8m2!3d29.6404436!4d-82.3499262!16s%2Fg%2F1tkp0m5d!19sChIJy9m5hnSj6IgRfmoC9YPiF_A,Transportation and Parking Services,2.0,220,Transportation service,"1273 Gale Lemerand Dr, Gainesville, FL 32611, United States","JMR2+52 Gainesville, Florida, USA",http://www.parking.ufl.edu/,+1 352-392-7275,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzZwh5ZLnKEFj95fNXmmdA0blrft76ynvjEMoa3vCfYezPn5F7N88bYbK1c8MxN_mZG27CPr1LILVT2qzA4w1JERv9qJnrMN0ij_Ow-lZvvIoZcryzrHB5T2BOqxfmXBc37MBk1=w408-h544-k-no,false,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,Closed,Closed,7:30 am–4:30 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Alachua+Gainesville+FL/@29.6519563,-82.324998,14z",2025-10-28T19:12:49.048Z,,,
https://www.google.com/maps/place/Shands+Parking/data=!4m7!3m6!1s0x88e8a3751989bec3:0xd05cf86c895aa681!8m2!3d29.6386502!4d-82.3477564!16s%2Fg%2F1hhwjgs5n!19sChIJw76JGXWj6IgRgaZaiWz4XNA,Shands Parking,3.9,116,Parking garage,"Mowry Rd, Gainesville, FL 32601, United States","JMQ2+FV Gainesville, Florida, USA",https://taps.ufl.edu/visitors/uf-health-shands/,,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz3wsnG2ou0VDN68u4wciGddD5lDmFobs4m4rk3d6CQPgix3-CIhpB34wyo9mnWhs5jQdGqzsahEOaSF9yNdNxyOsRAofSRMfOqR9JfIXzQFSe96vhJAXuFSBMgrutwhLv5WKWm=w426-h240-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Alachua+Gainesville+FL/@29.6519563,-82.324998,14z",2025-10-28T19:12:53.689Z,,,
https://www.google.com/maps/place/AC+Hotel+Gainesville+Downtown/data=!4m7!3m6!1s0x88e8a383ed44dca7:0x63a98bb8e1c0df39!8m2!3d29.6528871!4d-82.3403627!16s%2Fg%2F11f03qd8g7!19sChIJp9xE7YOj6IgROd_A4biLqWM,AC Hotel Gainesville Downtown,4.3,543,,"151 NW 14th St, Gainesville, FL 32603, United States","MM35+5V Gainesville, Florida, USA",https://www.marriott.com/en-us/hotels/gnvac-ac-hotel-gainesville-downtown/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,+1 352-792-1151,,https://lh3.googleusercontent.com/p/AF1QipPWqO8btbER08lZV9ef0z8f2l8EPuFnIyUpy3aX=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Alachua+Gainesville+FL/@29.6519563,-82.324998,14z",2025-10-28T19:12:56.323Z,,,
