placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,isBlackOwned,error
https://www.google.com/maps/place/POOL+LUX+LLC/data=!4m7!3m6!1s0x865b43ae792b31d9:0x76041ab0c040a1fd!8m2!3d30.257336!4d-97.7059014!16s%2Fg%2F11jtr7h6s8!19sChIJ2TErea5DW4YR_aFAwLAaBHY,POOL LUX LLC,5.0,73,Swimming pool contractor,"3201 Holton St #2, Austin, TX 78702, United States","774V+WJ Austin, Texas, USA",https://mypoollux.com/,+1 512-761-0603,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPRn8qqLeFwANS4upsLp2bXVOLGqXlYddj7zXge=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pool+services+businesses+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-10-27T17:38:15.595Z,,,
https://www.google.com/maps/place/A%2B+Quality+Pool+Service+Austin/data=!4m7!3m6!1s0x8e670b69e3fede25:0xe82c7b976ea7738e!8m2!3d30.2716664!4d-97.7576696!16s%2Fg%2F11t5_fsf8n!19sChIJJd7-42kLZ44RjnOnbpd7LOg,A+ Quality Pool Service Austin,5.0,6,Pool cleaning service,"1120 1/2, 1120 1/2 W 5th St, Austin, TX 78703, United States","76CR+MW Austin, Texas, USA",,+1 737-273-3949,Open ⋅ Closes 8 pm,,https://lh3.googleusercontent.com/p/AF1QipMtbygHlFbznLxYTAxxDA0wld-4ip_GLMMiUkxH=w408-h272-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-10-27T17:38:21.744Z,,,
https://www.google.com/maps/place/Westbank+Pools/data=!4m7!3m6!1s0x865b4951b1796f01:0xe5cee7fdeac8aa20!8m2!3d30.2685315!4d-97.7486242!16s%2Fg%2F11c58q7gmr!19sChIJAW95sVFJW4YRIKrI6v3nzuU,Westbank Pools,5.0,20,Swimming pool contractor,"555 W 5th St, Austin, TX 78701, United States","7792+CH Austin, Texas, USA",https://www.westbankpools.com/,+1 737-990-9077,"Open 24 hours

Updated by this business 12 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipOWxUA07EFm5VX_nm42rKMhDkyHIjC8GKavkTd6=w408-h268-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pool+services+businesses+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-10-27T17:38:26.778Z,,,
"https://www.google.com/maps/place/Cover+Care,+LLC/data=!4m7!3m6!1s0x8644b509c52fffff:0xb85bc0f2a8a110d1!8m2!3d30.2672042!4d-97.7426039!16s%2Fg%2F11fx7xh244!19sChIJ__8vxQm1RIYR0RChqPLAW7g","Cover Care, LLC",4.7,24,Swimming pool repair service,"501 Congress Ave. STE 150, Austin, TX 78701, United States","7784+VX Austin, Texas, USA",https://covercare.com/,+1 512-402-7886,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipOLNfsN2wAbARGnrMego9JbrEvMpeQwi5Y0lVla=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-10-27T17:38:31.722Z,,,
https://www.google.com/maps/place/Austin+Local+Pool+Maintenance/data=!4m7!3m6!1s0x8644b4d955555555:0x82dfaa1856b2ba73!8m2!3d30.296114!4d-97.73297!16s%2Fg%2F11b73jp8_7!19sChIJVVVVVdm0RIYRc7qyVhiq34I,Austin Local Pool Maintenance,4.9,68,Pool cleaning service,,,http://www.poolmaintenanceaustin.net/,+1 512-943-6140,Open ⋅ Closes 6 pm,,https://lh3.googleusercontent.com/p/AF1QipOBjPk28Liln3DvunhLYAfiZS9Hm0YCUVmls4eT=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,9 am–2 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-10-27T17:38:36.554Z,,,
https://www.google.com/maps/place/Blue+Science+Austin/data=!4m7!3m6!1s0x8644b5c4f8e90111:0x63ab00856738218d!8m2!3d30.27034!4d-97.74521!16s%2Fg%2F11pcs301zl!19sChIJEQHp-MS1RIYRjSE4Z4UAq2M,Blue Science Austin,1.6,23,Pool cleaning service,"700 Lavaca St STE 1400, Austin, TX 78701, United States","77C3+4W Austin, Texas, USA",http://www.bluescience.com/swimming-pool-service/austin-tx/,,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzU8ULBLEM12ABhhMacDaN-3sdxcQxAe-mP6KzabmIDWIqgPKRCUHkFSh4c-k01H6fyz5GBOCk9Lv4kQaMUnZQINLcg5Ihy7rBJkmS15zombsyNVdpccs8vG72CwNHwiLvIGieoMQ=w427-h240-k-no,false,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-10-27T17:38:39.357Z,,,
https://www.google.com/maps/place/Swimming+Pool+Project/data=!4m7!3m6!1s0x8644b5192dcb7eed:0xaaf14ef653c0e7b8!8m2!3d30.2579324!4d-97.7602114!16s%2Fg%2F12hkvg_n8!19sChIJ7X7LLRm1RIYRuOfAU_ZO8ao,Swimming Pool Project,5.0,1,Swimming pool contractor,"716 S Lamar Blvd, Austin, TX 78704, United States","765Q+5W Austin, Texas, USA",,+1 512-705-5399,Open ⋅ Closes 7 pm,,https://lh3.googleusercontent.com/p/AF1QipPFkUuoaTml1b53RJ4HS2bSMzNs9OYgyjkKIs9Q=w408-h282-k-no,true,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-10-27T17:38:45.123Z,,,
https://www.google.com/maps/place/Blue+Pacific+Pools/data=!4m7!3m6!1s0x8644b5083822eea1:0x8d7366bf9a65d31d!8m2!3d30.266507!4d-97.743055!16s%2Fg%2F11b75j6vqk!19sChIJoe4iOAi1RIYRHdNlmr9mc40,Blue Pacific Pools,3.0,6,Swimming pool contractor,"401 Congress Ave., Austin, TX 78701, United States","7784+JQ Austin, Texas, USA",http://www.bluepacificpools.com/,+1 888-742-7665,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ehLJo6xMqsetsn5zSK_6ew&cb_client=search.gws-prod.gps&w=408&h=240&yaw=184.60986&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-10-27T17:38:47.967Z,,,
https://www.google.com/maps/place/Austin+Pool+Builders/data=!4m7!3m6!1s0x8644b5f79e4f93f9:0x2f7cc85572c65e93!8m2!3d30.262563!4d-97.742913!16s%2Fg%2F11xglbd3bs!19sChIJ-ZNPnve1RIYRk17GclXIfC8,Austin Pool Builders,5.0,4,Swimming pool contractor,"98 San Jacinto Blvd 4th floor, Austin, TX 78701, United States","7774+2R Austin, Texas, USA",https://austinpoolbuilders.net/,+1 888-790-7665,Open ⋅ Closes 6 pm,,https://lh3.googleusercontent.com/p/AF1QipNtlFIr-m6u7avPzBfNfZqsyDkNHnioWqzY0iuX=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-10-27T17:38:52.968Z,,,
https://www.google.com/maps/place/Blue+Science+Pools/data=!4m7!3m6!1s0x865b4d007afbef69:0xb72a6e418fea5792!8m2!3d30.1741996!4d-97.7854212!16s%2Fg%2F11x2xj77kt!19sChIJae_7egBNW4YRklfqj0FuKrc,Blue Science Pools,5.0,19,Pool cleaning service,"8406 Congress Ave., Austin, TX 78745, United States","56F7+MR Austin, Texas, USA",https://www.bluescience.com/swimming-pool-service/austin-tx/,+1 512-729-1609,Open ⋅ Closes 7 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMQtrE0vpax7IUf9cOpvXkWRfzSiETKlBCZsw5X=w408-h272-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,9 am–2 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-10-27T17:38:58.108Z,,,
