placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,isBlackOwned,error
https://www.google.com/maps/place/Simon+CPAs/data=!4m7!3m6!1s0x89e37b029f796669:0x3e30e28fbe9ac2a!8m2!3d42.3483451!4d-71.0879591!16s%2Fg%2F11kqxp8yc0!19sChIJaWZ5nwJ744kRKqzp-ygO4wM,Simon CPAs,4.8,58,Certified public accountant,"361 Newbury St 5th floor, Boston, MA 02115, United States","8WX6+8R Boston, Massachusetts, USA",https://www.simon-cpas.com/,+1 781-428-3655,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fY6enj_13ozFVGGsQoZj6Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=353.3926&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-10-19T15:15:09.255Z,,,
https://www.google.com/maps/place/Hajiani+CPA+LLC/data=!4m7!3m6!1s0x89e3708fb76d5373:0x57a4d09a26038f9c!8m2!3d42.3640075!4d-71.0599445!16s%2Fg%2F11c57nqkbw!19sChIJc1Ntt49w44kRnI8DJprQpFc,Hajiani CPA LLC,4.8,57,Tax preparation,"90 Canal St 4th Floor, Boston, MA 02114, United States","9W7R+J2 Boston, Massachusetts, USA",http://alamircpa.com/,+1 617-510-5786,Open ⋅ Closes 11 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yWBVQXRItWOjRngFLPSD5A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=226.82361&pitch=0&thumbfov=100,false,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-10-19T15:15:15.685Z,,,
https://www.google.com/maps/place/Dimov+Associates/data=!4m7!3m6!1s0x89e37ba739e25b4b:0xaf03c4236f08e116!8m2!3d42.3487414!4d-71.0834598!16s%2Fg%2F11h18c3n19!19sChIJS1viOad744kRFuEIbyPEA68,Dimov Associates,4.8,130,Tax consultant,"867 Boylston St, Boston, MA 02199, United States","8WX8+FJ Boston, Massachusetts, USA",https://www.dimovassociates.com/cpa-services-in-boston,+1 833-829-1120,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipNwNJJevqhWMVYEo1ufXmd-cLqOcf4Yro2TsVaq=w408-h408-k-no,true,10 am–7 pm,10 am–9 pm,10 am–9 pm,10 am–9 pm,10 am–9 pm,10 am–9 pm,10 am–8 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-10-19T15:15:20.706Z,,,
https://www.google.com/maps/place/Tristan+CPA/data=!4m7!3m6!1s0x89e37ba49127976d:0xc6ee3daecb1527c2!8m2!3d42.3572748!4d-71.058964!16s%2Fg%2F11c60q04_y!19sChIJbZcnkaR744kRwicVy6497sY,Tristan CPA,4.5,17,Accounting firm,"24 School St, Boston, MA 02108, United States","9W4R+WC Boston, Massachusetts, USA",https://www.tristancpa.com/?utm_source=google&utm_medium=gmb,+1 617-446-4807,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6VUFMYv7tVY0_27Did7tJg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=245.46935&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-10-19T15:15:25.790Z,,,
https://www.google.com/maps/place/Hajiani+CPA+LLC/data=!4m7!3m6!1s0x89e370f29ec760e9:0x3c1602a8ec4a8640!8m2!3d42.3732658!4d-71.0613543!16s%2Fg%2F11bxb43r5l!19sChIJ6WDHnvJw44kRQIZK7KgCFjw,Hajiani CPA LLC,5.0,18,Tax preparation,"40 Warren St, Boston, MA 02129, United States","9WFQ+8F Boston, Massachusetts, USA",http://alamircpa.com/,+1 617-510-5786,Open ⋅ Closes 11 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Xr8ugASojkdjIAPM8KSpQw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=217.35515&pitch=0&thumbfov=100,false,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-10-19T15:15:30.734Z,,,
https://www.google.com/maps/place/RMJR+Tax+and+Accounting/data=!4m7!3m6!1s0x89e37b45a59bf7ef:0x4553b62f137b6ad!8m2!3d42.3496487!4d-71.0798042!16s%2Fg%2F11fn1fcld0!19sChIJ7_ebpUV744kRrbY38WI7VQQ,RMJR Tax and Accounting,5.0,2,Tax preparation service,"711 Boylston St, Boston, MA 02116, United States","8WXC+V3 Boston, Massachusetts, USA",https://www.rmjr-tax-accounting.com/back-bay-boston-ma,+1 617-752-3232,Closed ⋅ Opens 10 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GyEQLbUaNuleHvFpF7rIzg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=255.09138&pitch=0&thumbfov=100,true,Closed,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-10-19T15:15:35.946Z,,,
https://www.google.com/maps/place/Caraballo+CPA/data=!4m7!3m6!1s0x89e3710db9545c1d:0x9adc0ba5d0c623bb!8m2!3d42.3532702!4d-71.0451596!16s%2Fg%2F11v0xst7qj!19sChIJHVxUuQ1x44kRuyPG0KUL3Jo,Caraballo CPA,5.0,11,Certified public accountant,"1 Marina Park Drive #1410, Boston, MA 02210, United States","9X33+8W Boston, Massachusetts, USA",https://caraballocpa.com/,+1 617-735-6541,Closed ⋅ Opens 8:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vaoBc8YF4vgBD6NU2b-U0Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=218.45114&pitch=0&thumbfov=100,true,Closed,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-10-19T15:15:40.815Z,,,
https://www.google.com/maps/place/Anomaly+CPA/data=!4m7!3m6!1s0x89e37a82a523fe5d:0xd0cc55b08afe56b9!8m2!3d42.350458!4d-71.0468982!16s%2Fg%2F11hbjhjkb0!19sChIJXf4jpYJ644kRuVb-irBVzNA,Anomaly CPA,5.0,61,Accountant,"22 Boston Wharf Rd 7th floor, Boston, MA 02210, United States","9X23+56 Boston, Massachusetts, USA",https://www.anomalycpa.com/our-impact,+1 781-694-2203,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5kiIqHqAb4KqtZH04jJI2A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=307.21146&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-10-19T15:15:45.866Z,,,
https://www.google.com/maps/place/Freedomfolio/data=!4m7!3m6!1s0x89e3719feb1e2e1b:0xdcecf1f2b294385a!8m2!3d42.3586654!4d-71.0563444!16s%2Fg%2F11p5rhg73k!19sChIJGy4e659x44kRWjiUsvLx7Nw,Freedomfolio,5.0,23,Accounting firm,"53 State St Ste 500, Boston, MA 02109, United States","9W5V+FF Boston, Massachusetts, USA",http://freedomfolio.net/,+1 781-309-6778,Closed ⋅ Opens 9:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipPo_kNs2S7LFcZ9jSVefqycQoNU4o7uXwGgN11p=w408-h331-k-no,true,Closed,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-10-19T15:15:51.059Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Miller+Wachman+LLP/data=!4m7!3m6!1s0x89e3709ad1bfb43d:0x5ace1365c40f31cf!8m2!3d42.3605501!4d-71.0621486!16s%2Fg%2F11xghssqq!19sChIJPbS_0Zpw44kRzzEPxGUTzlo,Miller Wachman LLP,4.2,5,Certified public accountant,"100 Cambridge St # 1302, Boston, MA 02114, United States","9W6Q+64 Boston, Massachusetts, USA",http://millerwachman.com/,+1 617-338-6800,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=enOqYgXcHV0KCTKqHKXasw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=201.02255&pitch=0&thumbfov=100,false,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-10-19T15:15:56.120Z,,,
https://www.google.com/maps/place/Dukhon+Tax+and+Accounting+LLC/data=!4m7!3m6!1s0x89e379c4622494f3:0xaf219e8028781f!8m2!3d42.3470414!4d-71.0753582!16s%2Fg%2F1hhx0f5hz!19sChIJ85QkYsR544kRH3gogJ4hrwA,Dukhon Tax and Accounting LLC,3.7,16,Accountant,"131 Dartmouth St 3rd Floor, Suite 58, Boston, MA 02116, United States","8WWF+RV Boston, Massachusetts, USA",http://www.dukhontax.com/,+1 617-651-0531,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipOue15jYf_jKKnvj4DQxfccPibP7tn4r4rb2Qbf=w408-h306-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,10 am–4 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-10-19T15:16:01.150Z,,,
https://www.google.com/maps/place/Water+Street+Tax+Associates+%26+CPAs/data=!4m7!3m6!1s0x89e37086918c6249:0x9babdffe293157a7!8m2!3d42.3580125!4d-71.0545637!16s%2Fg%2F1w6r98v_!19sChIJSWKMkYZw44kRp1cxKf7fq5s,Water Street Tax Associates & CPAs,4.0,8,Tax preparation service,"117 Water St, Boston, MA 02109, United States","9W5W+65 Boston, Massachusetts, USA",http://www.waterstreettax.com/,+1 617-515-3681,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wG0oHXL3cgUjQsldWDzy2Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=146.63728&pitch=0&thumbfov=100,true,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–1 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-10-19T15:16:06.037Z,LGBTQ+ friendly,,
