placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,attributes,isBlackOwned
https://www.google.com/maps/place/Americon+Restoration+of+Cleveland/data=!4m7!3m6!1s0x8830f266ec893445:0xfe80f081d1b6aa9a!8m2!3d41.4856914!4d-81.8152088!16s%2Fg%2F1tfsch8t!19sChIJRTSJ7GbyMIgRmqq20YHwgP4,Americon Restoration of Cleveland,4.7,25,Water damage restoration service,"16926 Detroit Ave, Lakewood, OH 44107, United States","F5PM+7W Lakewood, Ohio, USA",http://www.americonrestoration.com/,+1 216-221-5200,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepS-FHduxM92PRvgaBeDRDashrRPAQbgfPxcChAi6njtoC7i5INjJqIg5AOIka2F_1M0eEDYkIMScS9KaHFBFSxaiMwHGbLGd8KzmZJX6uNY8ieBe7kXv_k83Gm7HIt-ZhZBMnMWw=w408-h294-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-03-23T03:33:28.863Z,,,
https://www.google.com/maps/place/SERVPRO+of+The+North+Coast/data=!4m7!3m6!1s0x88309eb2153b0873:0x365669380a35b17b!8m2!3d41.4303348!4d-81.7892026!16s%2Fg%2F11gh15w1g6!19sChIJcwg7FbKeMIgRe7E1CjhpVjY,SERVPRO of The North Coast,4.8,181,Water damage restoration service,"13811 W Parkway Rd, Cleveland, OH 44135, United States","C6J6+48 Cleveland, Ohio, USA",https://www.servpro.com/locations/oh/servpro-of-the-north-coast?utm_medium=organic&utm_source=gbp,+1 216-221-3333,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepSfOET_xPmqFhkw2dTxufkdDG-LSD_LxR6uPcEgzw367MWDUhASB_OKriDGnNTx7pBiacwD4VCX7BCc7HNQQoZmCsNjMj4uNneIJmMl22fTkC5THQomuEPh38QeNbycRXnuX0=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-03-23T03:33:35.246Z,,,
https://www.google.com/maps/place/Safeguard+Restoration/data=!4m7!3m6!1s0x88308d85eebf52c7:0x5b4498eebc01bbde!8m2!3d41.4796949!4d-81.9213318!16s%2Fg%2F11ysl0x1gy!19sChIJx1K_7oWNMIgR3rsBvO6YRFs,Safeguard Restoration,5.0,7,Water damage restoration service,"560 Dover Center Rd suite LL4, Bay Village, OH 44140, United States","F3HH+VF Bay Village, Ohio, USA",https://www.safeguardmitigation.com/,+1 440-517-7788,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoLCJjoO-M9vd37N2I4i3ue5Zg9Mt72ybC5XpDIxkTOES8chqi5nMKkyYYo28AbL_DsQsr56GDSLJNcm_RgmXOX3z1rP86RydJmUJONCaxBOZHzWJpMvsZ4ENtkol2_OndhMY7urvH6wqpW=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-03-23T03:33:40.987Z,,,
https://www.google.com/maps/place/Integrated+Restoration/data=!4m7!3m6!1s0x8830fa41fb0df8eb:0x5fdb6db87d054466!8m2!3d41.513834!4d-81.6686722!16s%2Fg%2F1v_nd4by!19sChIJ6_gN-0H6MIgRZkQFfbht218,Integrated Restoration,4.9,89,Water damage restoration service,"3348 St Clair Ave NE #102, Cleveland, OH 44114, United States","G87J+GG Cleveland, Ohio, USA",https://www.integratedrestoration.us/,+1 216-361-3473,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq57iPPgkYaUXq38AX-h-1d_dpvJG_bfR7nsDjMVYchcMYhTY6UmtTE3MDshjDb501RDRSlEOGlxB0gotPXxmfWTGLdqWvlnpqjzQYarjemkeZHxoBLCk4jZYIqHACW5s2tmwPg=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-03-23T03:33:46.722Z,,,
https://www.google.com/maps/place/1-800+Water+Damage+of+Cleveland+West/data=!4m7!3m6!1s0x8e25140aec73b293:0xd749f7f227d5ad43!8m2!3d41.3913012!4d-81.9656965!16s%2Fg%2F11ldd0x59m!19sChIJk7Jz7AoUJY4RQ63VJ_L3Sdc,1-800 Water Damage of Cleveland West,5.0,45,Water damage restoration service,"31400 Industrial Pkwy, North Olmsted, OH 44070, United States","92RM+GP North Olmsted, Ohio, USA",https://www.1800waterdamage.com/cleveland-west/?utm_campaign=gbp,+1 440-671-7036,"Open 24 hours

Updated by this business 11 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAweqT2Z-YZF8o24qtUwaKm-IUkNoXeJd4sox3fZEezbj3C6wcrzxIKHL3Ea1LVCRwygNAMdbJ51Eg7X9rRARsz_0gK6FvfbwAj4ucpLrVt8y101WzgRpGgmBJqlduTcXrV8yXonSUyCKuZNnV=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-03-23T03:33:52.155Z,,,
https://www.google.com/maps/place/ATI+Restoration/data=!4m7!3m6!1s0x8830ec4d4af56d2d:0xe0984bb35cff12e9!8m2!3d41.4306188!4d-81.8107365!16s%2Fg%2F1tgwnbd6!19sChIJLW31Sk3sMIgR6RL_XLNLmOA,ATI Restoration,4.3,95,Water damage restoration service,"4583 Manufacturing Rd, Cleveland, OH 44135, United States","C5JQ+6P Cleveland, Ohio, USA",https://atirestoration.com/regional-offices/cleveland-oh/?utm_source=citation&utm_medium=organic&utm_campaign=cleveland,+1 216-284-6099,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerCfyer3rcS0Az0cmMaFkUprVQCrBCcdus2iFfPlPqh2Dd5-8_ggdkmXGaj5FCw6KlUKX0b-F6NgEHkbDHlTHmFx8tmkaFP9qpFQhjXS9tiUnBOYfGywatrSbM-X4n3pDMwQhHjMSN8JF8=w648-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-03-23T03:33:57.735Z,,,
https://www.google.com/maps/place/Cleveland+Masters+of+Disasters/data=!4m7!3m6!1s0x8830ec5caa62b503:0xb0f1aa3d70ab467f!8m2!3d41.414415!4d-81.8113804!16s%2Fg%2F11d_f2znvk!19sChIJA7ViqlzsMIgRf0arcD2q8bA,Cleveland Masters of Disasters,4.4,51,Water damage restoration service,"5280 W 161st St, Cleveland, OH 44142, United States","C57Q+QC Cleveland, Ohio, USA",http://clevelandmastersofdisasters.com/,+1 216-663-1111,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweosHXrjcFgY9MA-KNQ1pA_TN6Z5OquIZ2BTKh33IprWGTccg-mokoi9Ss4pE069fNDiSc8WDcfiytLgiuCVU90oVxsOPTXKveyqdN-MVCorVro6iUaGuzywHCk9ZOcSVm-Pte70UQ=w493-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-03-23T03:34:02.461Z,Identifies as veteran-owned,,
"https://www.google.com/maps/place/Cleveland+Water+and+Fire+Restoration,+Inc./data=!4m7!3m6!1s0x88311dc34e67f351:0x3d5e967bb4d872c!8m2!3d41.383075!4d-81.4514206!16s%2Fg%2F11fl787zr4!19sChIJUfNnTsMdMYgRLIdNu2fp1QM","Cleveland Water and Fire Restoration, Inc.",4.8,472,Water damage restoration service,"6500 Davis Industrial Pkwy Suite B, Solon, OH 44139, United States","9GMX+6C Solon, Ohio, USA",https://clevelandwaterandfire.com/?utm_source=listing,+1 440-754-7543,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoeYrBsCSe5cFGjiALvcjVimEBfoHMXS5KlNenPqX6cwtxz_CVNvMOUhPpjZpS1fHnMlUmVaqKN6QvB9oxV9wAHQtsOKLo3QmZWlLulmnpAa1ZlKad6gQkdP5JP7OpdmTFP3nSy=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-03-23T03:34:07.556Z,,,
https://www.google.com/maps/place/JB+Restoration+And+More/data=!4m7!3m6!1s0x8830f3d8365f82cb:0x836804b67c2c844a!8m2!3d41.4903916!4d-81.80827!16s%2Fg%2F11shsd0yn9!19sChIJy4JfNtjzMIgRSoQsfLYEaIM,JB Restoration And More,5.0,43,Handyman/Handywoman/Handyperson,"1215 Brockley Ave, Lakewood, OH 44107, United States","F5RR+5M Lakewood, Ohio, USA",https://jbrestoriationandmore.godaddysites.com/,+1 216-640-1508,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoy0Ot4ewcUjrpm19PlYvdSxYTlKfkZypW7dfFWe27uYlpmmkjZ7bAiLMMp3oYuJAhWSRE45DJ4uqqkXOI9_fRKe__2cgyRyXkhoWDjAKhxuns4BtyZKv-ciETPMEMVCnSa2wS-=w408-h544-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-03-23T03:34:12.647Z,,,
https://www.google.com/maps/place/A+Touch+Of+Anne/data=!4m7!3m6!1s0x8830ed18ab756d59:0x9142b5380f7a29c!8m2!3d41.403585!4d-81.8091707!16s%2Fg%2F11j1l1dbhx!19sChIJWW11qxjtMIgRnKL3gFMrFAk,A Touch Of Anne,4.6,63,Water damage restoration service,"15887 Snow Rd, Brook Park, OH 44142, United States","C53R+C8 Brook Park, Ohio, USA",http://atouchofanne.com/,+1 216-551-2366,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepiWumMec3-ffE2AZ9S5ZgWkFVi-8gPxz5QUR89JkeH79dAgbbPMA3gd3SH-Mk3Yns-wt9bpqzlCBOeWLfMtNLP3yNOQIjJyFiF0Sa325u3KalUP8hu6RHMnW4OT8eHwp_G7c1EiA=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-03-23T03:34:17.587Z,,,
https://www.google.com/maps/place/Rainbow+Restoration+of+Cleveland/data=!4m7!3m6!1s0x8830ebde64d82ecf:0x7fdccfa2c48b7bf0!8m2!3d41.3113968!4d-81.7628466!16s%2Fg%2F1261pgyyl!19sChIJzy7YZN7rMIgR8HuLxKLP3H8,Rainbow Restoration of Cleveland,4.8,116,Water damage restoration service,"10159 Royalton Rd Unit H, North Royalton, OH 44133, United States","866P+HV North Royalton, Ohio, USA",https://rainbowrestores.com/cleveland?cid=LSTL_RBW000202&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 440-888-0497,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepldcdU7IbOt9gsTHcwXRsupELaZwuitBcnd0pbZL4tkGUopypxDNbfA7RrDb8BrX_gP_YaGtdp5Ne4pqdB8qjaYog70tpVaOvzPFu_ri_AQPe7Y4vMdF4aPZs92Q2baITxR4kEz7gJ0E7F=w442-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-03-23T03:34:22.367Z,Identifies as women-owned,,
https://www.google.com/maps/place/TriGuard+Restoration+Services/data=!4m7!3m6!1s0x883111046d28958b:0xcd4d646684274c46!8m2!3d41.3815052!4d-81.7338996!16s%2Fg%2F11x1993617!19sChIJi5UobQQRMYgRRkwnhGZkTc0,TriGuard Restoration Services,5.0,39,Water damage restoration service,"6731 Ridge Rd Unit 303D, Parma, OH 44129, United States","97J8+JC Parma, Ohio, USA",https://triguardrestoration.com/,+1 216-352-5700,"Open 24 hours

Confirmed by this business 6 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAweo7tiZsXzalPufnbJamiIlyUARHgBm_cKi3JxsfN1P5W7LPuOhwzLjkoIWO90aPyrrLkmNJ9uZVsGMWQYDAYEpnT0OqZk0yOdjy9diLGYD00gWNGG74iYbIz9CJtzY0E_qucB3nu0qkuLD4=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-03-23T03:34:27.307Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Peak+and+Valley+Roofing/data=!4m7!3m6!1s0x8830edbc2fcb279f:0x8f021a7bca42c757!8m2!3d41.4621046!4d-81.8475886!16s%2Fg%2F11y2nfjz92!19sChIJnyfLL7ztMIgRV8dCynsaAo8,Peak and Valley Roofing,5.0,179,Roofing contractor,"20545 Center Ridge Rd # 470, Rocky River, OH 44116, United States","F562+RX Rocky River, Ohio, USA",https://www.peakandvalleyroofing.com/,+1 216-777-9876,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqYWlmBy2T30maMQ_J5S1GyIQOaZCkO56Dk4h0W3z5QVjiiUeC5CUVEeztjkPaDXzl1MZZ_QhHrP0j9hMRU3cV0ZRIuqJzvMnPVRHkMxH_GPho7adhWoptRNQy3KPvvCxjvMPWScAWcx4YG=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-03-23T03:34:32.198Z,Identifies as women-owned,,
https://www.google.com/maps/place/Hathaway+Environmental+LLC/data=!4m7!3m6!1s0x8830f20453afad87:0x37a2a05eb1eadb7b!8m2!3d41.301046!4d-81.635339!16s%2Fg%2F11dyqy1l6p!19sChIJh62vUwTyMIgRe9vqsV6gojc,Hathaway Environmental LLC,4.9,114,Asbestos testing service,,,https://hathawayenvironmental.com/,+1 216-538-8355,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerQiN7N44awagYKDuivw52IZK4AoJlCKSaFHf5cWUa28mhkNxi74qFUOGk26VFir8nM7jDndnw1HmPsKt7Bx6WOIC4qoDmqrViJOHhDOOhpGDU_rUfInDtRSmMJXBLhvYCtStc=w426-h240-k-no,true,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-03-23T03:34:37.046Z,,,
