placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,attributes,isBlackOwned
https://www.google.com/maps/place/Alabama+Outdoor+Professionals/data=!4m7!3m6!1s0x2f74ffba045cdbff:0xeef8a6b8592d44f8!8m2!3d33.4309505!4d-86.8413176!16s%2Fg%2F11swmt0sf8!19sChIJ_9tcBLr_dC8R-EQtWbim-O4,Alabama Outdoor Professionals,5.0,29,Tree service,,,http://www.alabamaoutdoorpros.com/,+1 205-677-7698,Closed · Opens 7 am Wed,Identifies as women-owned,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHGJ7Z6lkRZ21ZvgVBhbcYEPZrGXd5gj4k7E1ALTBYiHKvjB32T5Z9LJFCRxINQtkF5P4lwUYyBDtjsYtY_BTpJIVZSCRaNG-Ck0eHJzuHHMzCYRfKvxABSxzGLWymP93i-mIGA=w408-h407-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,7 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2026-04-29T04:32:51.610Z,,
https://www.google.com/maps/place/First+Responders+Tree+Worx/data=!4m7!3m6!1s0x6e49a7795cd35e5d:0xb716c52267d9ea4b!8m2!3d33.2829746!4d-86.6795418!16s%2Fg%2F11lckz2n7f!19sChIJXV7TXHmnSW4RS-rZZyLFFrc,First Responders Tree Worx,4.9,118,Tree service,"1537 Co Rd 74, Chelsea, AL 35043, United States","78MC+55 Chelsea, Alabama, USA",https://www.firstresponderstreeworx.com/,+1 205-907-6820,Closed · Opens 7:30 am Wed,Identifies as disability-owned,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHZqPSZqcdt06FXEhveKx_eftEIZTBFD88jVRZn5eAwmCN07_DTfrM85lif9meZezfNAWhYeQa-UJyFZL6967zKkjcPzIgKVDmlJi4ia3Re0JSeP0ME2U8-rwlCkS5txqFJMssRVvZMRqo=w426-h240-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,Closed,Closed,7:30 am–5:30 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2026-04-29T04:32:56.328Z,,
https://www.google.com/maps/place/ACE+Tree+Service/data=!4m7!3m6!1s0x88891edee15186fb:0xa9c2418cdf3783ee!8m2!3d33.5291339!4d-86.7739411!16s%2Fg%2F1xgzck3p!19sChIJ-4ZR4d4eiYgR7oM334xBwqk,ACE Tree Service,4.8,1160,Tree service,"4213 1st Ave N, Birmingham, AL 35222, United States","G6HG+MC Birmingham, Alabama, USA",https://acetreebham.com/,+1 205-332-7757,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF99ROjSn-4a4lWibiuO6XovfnXZ1j-iI3C_q0sm89TBX-HEsgKhTYyLNRNmejKPKNXlzDJUNQl3kkczNNETrG82rgy4jThGU80SHHrI3Jg8X0EAaFPrB4As8lBtoEf5iUOMrvh=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2026-04-29T04:33:00.646Z,,
https://www.google.com/maps/place/Timber+Ridge+Clearing/data=!4m7!3m6!1s0x891dbbba12c388af:0xe1df2983dd54cb65!8m2!3d33.2594181!4d-86.6924915!16s%2Fg%2F11tntx_clk!19sChIJr4jDErq7HYkRZctU3YMp3-E,Timber Ridge Clearing,4.9,14,Tree service,"892 Hidden Ridge, Chelsea, AL 35043, United States","7855+Q2 Chelsea, Alabama, USA",https://www.timberridgeclearingal.com/,+1 205-728-4836,"Closed · Opens 8 am Wed

Confirmed by this business 4 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH8g3F1jwZtXnE5_Ro6p2XZ4ORVa-DHKo-BXRbTHRtymmKjfPol9veR68k50EWFhrjXVu68F_8WgQu7K5nrItigiZMBau_Hr1lub7yXraC7SlqdNrnEvRKcZB8AeC9WGMLrLcUVOYdc-fky=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,8 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2026-04-29T04:33:05.277Z,,
https://www.google.com/maps/place/Champion+Tree+Service/data=!4m7!3m6!1s0x888917259efad5e3:0xe0fe0036ac06a11b!8m2!3d33.4523365!4d-86.7124372!16s%2Fg%2F119x36vh1!19sChIJ49X6niUXiYgRG6EGrDYA_uA,Champion Tree Service,4.6,110,Tree service,"4120 Sicard Hollow Rd, Birmingham, AL 35242, United States","F72Q+W2 Birmingham, Alabama, USA",http://www.championtreebham.com/,+1 205-441-2827,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHtaAuwo8jlq2SiLj3kaF-R2MTK3vU3RKdP7dIWxgqdf6HmzH8F6alO1yZwGyvPFkAwM_hGRozN_x89PCBi_rP2SWcLHpSxQyORpjiwzyfy22yE03iLD78d5GUlpvcgvrpXygX_=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2026-04-29T04:33:09.841Z,,
https://www.google.com/maps/place/Blair%27s+Tree+Service/data=!4m7!3m6!1s0x3a688ff5090bd35:0x18b0179fe5b2d40!8m2!3d33.4309505!4d-86.8413176!16s%2Fg%2F11vqsk0_06!19sChIJNb2QUP-IpgMRQC1b_nkBiwE,Blair's Tree Service,5.0,62,Tree service,,,https://blairstreeservice-al.com/,+1 205-586-7923,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFPXPuA6kWMd44fYyi0Yg1RVLBMVSVXnbg9Hnk0qcr28UlpkJCeDP-A9ERDjgHRJKE5Ml49zrGwijpiS1OAkUk_kyMiHkDd8mmf_jOTLr9rHqgYjZbjmUjmm3HcWHQjhhmr9VH4=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2026-04-29T04:33:14.159Z,,
https://www.google.com/maps/place/CTF+Services+LLC/data=!4m7!3m6!1s0x888949f1e0e5cfb9:0x484587808cb91d63!8m2!3d33.3512602!4d-86.5543637!16s%2Fg%2F11jwy2qg3m!19sChIJuc_l4PFJiYgRYx25jICHRUg,CTF Services LLC,5.0,28,Tree service,"212 Co Rd 442, Westover, AL 35147, United States","9C2W+G7 Westover, Alabama, USA",https://callctfservices.com/,+1 205-422-7236,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG6lPppNxlqLfNN4GB2y4w6d3C1MmcHkSE6lJJu8XtKAHN4n7SVqzLs0bv4ZA-A0h8oY4M3KTxYi3dEYiXpeH8qg112MQPfCNqSuA7aXPaYwaxEaH5jZLe4kkKusTBJo2Sc349HHA=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2026-04-29T04:33:18.380Z,,
https://www.google.com/maps/place/Log+and+Leaf+Tree+Service/data=!4m7!3m6!1s0x8888c6ed139a427f:0xa450ef4d8a2df749!8m2!3d33.3714235!4d-86.8017379!16s%2Fg%2F11f40rmy9j!19sChIJf0KaE-3GiIgRSfctik3vUKQ,Log and Leaf Tree Service,4.9,175,Tree service,"1 Chase Corporate Dr # 400, Hoover, AL 35244, United States","95CX+H8 Hoover, Alabama, USA",http://www.ourtreeman.com/,+1 205-994-4961,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF7_cJsVzN_ND3vagZ8LgAAleldBaDOpZTXF0wo6_oSZa6nulbGzdmBHpWnc-8_TvwPWWA_lCdX9fWZY2BKTzdo53j0sa_jw9dwbcIjPtByRYk8Kc-uMp2wmwjyoPGCCPAA-Iwrrhjtd-A=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2026-04-29T04:33:22.821Z,,
https://www.google.com/maps/place/Rivals+Landscaping+%26+Maintenance/data=!4m7!3m6!1s0xbec99f8e995dfdd:0x15529272409d1c74!8m2!3d33.4810655!4d-86.28364!16s%2Fg%2F11y3dw43ny!19sChIJ3d-V6fiZ7AsRdBydQHKSUhU,Rivals Landscaping & Maintenance,5.0,43,Landscaper,,,https://rivalslandscaping.com/?utm_source=cumulus&utm_medium=onlinepresence&utm_campaign=gbp,+1 205-548-9913,Closed · Opens 7 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGVpX2ov8JyL-woJ3cLy179v22WyGt_qkXsGz4WD_CokiTJXdAO57BUijmZ9JuPuI95MBjCac1jo63p3qaGRXPpoWcDqey9b5VXTFX9gxSNf5TLNZXmtsc_MD4D1mVSgxcqmpiOu3ulb0SK=w408-h324-k-no,true,7 am–6:30 pm,7 am–6:30 pm,7 am–6:30 pm,7 am–6:30 pm,7 am–6:30 pm,Closed,7 am–6:30 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2026-04-29T04:33:27.281Z,,
https://www.google.com/maps/place/South+Shelby+Stump+Grinding/data=!4m7!3m6!1s0x2581d3410a53580b:0xdec873bf61d76eba!8m2!3d33.293831!4d-86.661935!16s%2Fg%2F11lcs9d92j!19sChIJC1hTCkHTgSURum7XYb9zyN4,South Shelby Stump Grinding,5.0,7,Tree service,"101 Carriage Creek Path, Chelsea, AL 35043, United States","78VQ+G6 Chelsea, Alabama, USA",https://sssgrinding.com/,+1 205-478-3584,Closed · Opens 6 am Wed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ncbz21hFuL0ZL1RjtYMuXQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=6.3988304&pitch=0&thumbfov=100,false,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2026-04-29T04:33:31.585Z,,
