placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,isBlackOwned
https://www.google.com/maps/place/Midwest+Pain+%26+Spine/data=!4m7!3m6!1s0x8814ac5b9ced3083:0x8987dbedea5247f6!8m2!3d39.9665382!4d-86.1481083!16s%2Fg%2F1hc3ymx7p!19sChIJgzDtnFusFIgR9kdS6u3bh4k,Midwest Pain & Spine,4.8,18,Pain management physician,"Midwest Pain & Spine, 12289 Hancock St #34, Carmel, IN 46032, United States","XV82+JQ Carmel, Indiana, USA",http://www.midwestpain.net/,+1 317-815-8950,Open · Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipOJdnvDmYZlANyh6ezTfBpMRPrBq6iUE1Fbngxb=w408-h271-k-no,true,8:30 am–4 pm,8:30 am–12 pm,8:30 am–4 pm,Closed,Closed,8:30 am–4 pm,8:30 am–4 pm,"https://www.google.com/maps/search/pain+management+physician+in+Carmel+Indianapolis+IN/@39.978371,-86.1180435,14z",2026-01-28T18:46:06.371Z,,
https://www.google.com/maps/place/Center+for+Pain+Management/data=!4m7!3m6!1s0x8814adec61b88a65:0x8aa532b31f51b4ce!8m2!3d39.9550221!4d-86.156654!16s%2Fg%2F11stnt_fkl!19sChIJZYq4YeytFIgRzrRRH7MypYo,Center for Pain Management,4.6,97,Pain management physician,"11595 N Meridian St Suite 402, Carmel, IN 46032, United States","XR4V+28 Carmel, Indiana, USA",http://www.indypain.com/,+1 317-706-7246,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qn-67kIxRuNBgOqsYPNvRA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=262.92288&pitch=0&thumbfov=100,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Carmel+Indianapolis+IN/@39.978371,-86.1180435,14z",2026-01-28T18:46:12.474Z,,
"https://www.google.com/maps/place/Dr.+Kevin+E.+Macadaeg,+MD/data=!4m7!3m6!1s0x886b54b821491659:0x99258043e49b306d!8m2!3d39.9804694!4d-86.1534318!16s%2Fg%2F1wk7rlyc!19sChIJWRZJIbhUa4gRbTCb5EOAJZk","Dr. Kevin E. Macadaeg, MD",4.9,186,Pain management physician,"13225 N Meridian St, Carmel, IN 46032, United States","XRJW+5J Carmel, Indiana, USA",https://www.indianaspinegroup.com/macadaeg/,+1 317-228-7000,Open · Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipN9Rd0KArSuh2wQECQg9H3IriA5Q8mDMgwrJA6y=w408-h571-k-no,true,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,Closed,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/pain+management+physician+in+Carmel+Indianapolis+IN/@39.978371,-86.1180435,14z",2026-01-28T18:46:17.257Z,,
https://www.google.com/maps/place/Dr.+Derron+Wilson/data=!4m7!3m6!1s0x886b54c810648293:0x20d13d00d1c042c8!8m2!3d39.980895!4d-86.1561718!16s%2Fg%2F1tfqm3mz!19sChIJk4JkEMhUa4gRyELA0QA90SA,Dr. Derron Wilson,5.0,282,Pain management physician,"13345 Illinois St, Carmel, IN 46032, United States","XRJV+9G Carmel, Indiana, USA",https://www.goodmancampbell.com/,+1 317-396-1300,Open · Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-4m8d7sOugL2xHsy4d_I6w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=151.93109&pitch=0&thumbfov=100,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/pain+management+physician+in+Carmel+Indianapolis+IN/@39.978371,-86.1180435,14z",2026-01-28T18:46:22.127Z,,
"https://www.google.com/maps/place/Dr.+Neil+D.+Farren,+MD/data=!4m7!3m6!1s0x8814ad0564f62ced:0x6b0bb2a508dcb773!8m2!3d39.9805281!4d-86.1533163!16s%2Fg%2F11ry04hjh7!19sChIJ7Sz2ZAWtFIgRc7fcCKWyC2s","Dr. Neil D. Farren, MD",4.9,200,Pain management physician,"13225 N Meridian St, Carmel, IN 46032, United States","XRJW+6M Carmel, Indiana, USA",https://www.indianaspinegroup.com/farren/,+1 317-564-6800,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPkI_Acl-JfurDfZ1nB1c96p9UoloGOlqSyldm9=w408-h508-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Carmel+Indianapolis+IN/@39.978371,-86.1180435,14z",2026-01-28T18:46:26.982Z,,
"https://www.google.com/maps/place/Robert+D.+Funk,+MD/data=!4m7!3m6!1s0x8814ac3fbe325775:0x9c0b1272bc2dee1d!8m2!3d39.9804981!4d-86.1533852!16s%2Fg%2F11cn69zzdf!19sChIJdVcyvj-sFIgRHe4tvHISC5w","Robert D. Funk, MD",4.9,192,Pain management physician,"13225 N Meridian St, Carmel, IN 46032, United States","XRJW+5J Carmel, Indiana, USA",https://www.indianaspinegroup.com/funk/,+1 317-228-7000,Open · Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipOLRMfPmVNKtsBoSNCZ6CiDmiHuPjdMY176f5LZ=w408-h571-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/pain+management+physician+in+Carmel+Indianapolis+IN/@39.978371,-86.1180435,14z",2026-01-28T18:46:31.898Z,,
"https://www.google.com/maps/place/Dr.+Christopher+Doran,+MD/data=!4m7!3m6!1s0x886b50d9d0e788d7:0x5697c8d40e7d7825!8m2!3d39.9809073!4d-86.1560378!16s%2Fg%2F1tm1r67v!19sChIJ14jn0NlQa4gRJXh9DtTIl1Y","Dr. Christopher Doran, MD",4.9,70,Pain management physician,"13345 Illinois St, Carmel, IN 46032, United States","XRJV+9H Carmel, Indiana, USA",https://www.goodmancampbell.com/,+1 317-396-1300,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=02rY_hmt5PL9a-ahMIrruw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=160.35643&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Carmel+Indianapolis+IN/@39.978371,-86.1180435,14z",2026-01-28T18:46:36.772Z,,
"https://www.google.com/maps/place/Indiana+Spine+Group:+Jonathan+Gentile,+MD/data=!4m7!3m6!1s0x8814ac3fbe325775:0x2c2c1ea1eab420f1!8m2!3d39.9804981!4d-86.1533852!16s%2Fg%2F11clgdt_tq!19sChIJdVcyvj-sFIgR8SC06qEeLCw","Indiana Spine Group: Jonathan Gentile, MD",4.9,213,Pain management physician,"13225 N Meridian St, Carmel, IN 46032, United States","XRJW+5J Carmel, Indiana, USA",https://www.drgentilemd.com/,+1 317-316-8727,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPuBCjN_mGBdTDipdCOEi4J9Mh2OQbNCNevpPCB=w408-h571-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Carmel+Indianapolis+IN/@39.978371,-86.1180435,14z",2026-01-28T18:46:41.526Z,,
https://www.google.com/maps/place/Indiana+Spine+Group/data=!4m7!3m6!1s0x886b54b821491659:0xf92965a429fa8bdc!8m2!3d39.980378!4d-86.1534532!16s%2Fg%2F1ts1ncw2!19sChIJWRZJIbhUa4gR3Iv6KaRlKfk,Indiana Spine Group,4.8,1432,Medical Center,"13225 N Meridian St, Carmel, IN 46032, United States","XRJW+5J Carmel, Indiana, USA",https://www.indianaspinegroup.com/,+1 317-228-7000,Open · Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipN5CdWZ1UBBgnLNdVM3LNXQIURKotHjD0oKS1Nl=w426-h240-k-no,true,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,Closed,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/pain+management+physician+in+Carmel+Indianapolis+IN/@39.978371,-86.1180435,14z",2026-01-28T18:46:46.405Z,,
"https://www.google.com/maps/place/Dr.+Jose+C.+Vitto,+MD/data=!4m7!3m6!1s0x8814ac3fbfd748ab:0xb6fb52c555a6512c!8m2!3d39.9804694!4d-86.1534318!16s%2Fg%2F11bwlc6dxc!19sChIJq0jXvz-sFIgRLFGmVcVS-7Y","Dr. Jose C. Vitto, MD",4.8,87,Pain management physician,"13225 N Meridian St, Carmel, IN 46032, United States","XRJW+5J Carmel, Indiana, USA",https://www.indianaspinegroup.com/vitto/,+1 317-893-1202,,https://lh3.googleusercontent.com/p/AF1QipPZkIMr2WjhFex_YTRMCS0_6lrvpHdhRfY2YUtY=w408-h571-k-no,true,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Carmel+Indianapolis+IN/@39.978371,-86.1180435,14z",2026-01-28T18:46:49.175Z,,
