placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,isBlackOwned,attributes,error
https://www.google.com/maps/place/Reliant+Specialty+Infusion/data=!4m7!3m6!1s0x8626a5a5ba5eab9d:0xeeae10d8c8c29afa!8m2!3d30.4152577!4d-91.0871492!16s%2Fg%2F11pyc1jjvl!19sChIJnateuqWlJoYR-prCyNgQru4,Reliant Specialty Infusion,5.0,58,Medical clinic,"9026 Jefferson Hwy Suite 201, Baton Rouge, LA 70809, United States","CW87+44 Baton Rouge, Louisiana, USA",https://www.rsinfusion.com/,+1 225-243-1800,"Closed ⋅ Opens 7:30 am Mon

Updated by this business 8 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMTI4MQAhg2p1fHxAS_nLF9-_rNlZVfWDE2xfNC=w408-h272-k-no,true,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Central+Baton+Rouge+Baton+Rouge+LA/@30.5417533,-91.0189769,14z",2025-09-28T23:01:32.189Z,,,,
https://www.google.com/maps/place/Metro+Infusion+Center/data=!4m7!3m6!1s0x8626a51bb03d19a5:0x8792d7a62b771cf1!8m2!3d30.3963347!4d-91.1083055!16s%2Fg%2F11qljw6ztm!19sChIJpRk9sBulJoYR8Rx3K6bXkoc,Metro Infusion Center,,,Medical group,"5703 Essen Ln Suite 6, Baton Rouge, LA 70810, United States","9VWR+GM Baton Rouge, Louisiana, USA",https://metroinfusioncenter.com/,+1 877-448-3627,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipNGGa5wZH1s6-WUW0CNV-NjhgUc5yTIx-TOpdxn=w425-h240-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Central+Baton+Rouge+Baton+Rouge+LA/@30.5417533,-91.0189769,14z",2025-09-28T23:01:37.716Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/BioScrip+Infusion+Services/data=!4m7!3m6!1s0x8626a5d4a2c3b90d:0xa5ab9b2d84a95669!8m2!3d30.4032208!4d-91.1127859!16s%2Fg%2F11ghrg9_f1!19sChIJDbnDotSlJoYRaVaphC2bq6U,BioScrip Infusion Services,4.1,28,Specialized clinic,"5225 O'Donovan Dr STE 101, Baton Rouge, LA 70808, United States","CV3P+7V Baton Rouge, Louisiana, USA",https://optioncarehealth.com/locations/baton-rouge-la,+1 225-761-8700,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GMP490TuZQkapS8P3O_3Uw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=112.94889&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Central+Baton+Rouge+Baton+Rouge+LA/@30.5417533,-91.0189769,14z",2025-09-28T23:01:41.098Z,,,,
https://www.google.com/maps/place/Coastal+Infusion+Services/data=!4m7!3m6!1s0x8626a59488d2afef:0x7547474bc2139cf8!8m2!3d30.4038345!4d-91.1204033!16s%2Fg%2F11l5jh1bxk!19sChIJ76_SiJSlJoYR-JwTwktHR3U,Coastal Infusion Services,5.0,1,Medical Center,"6555 Perkins Rd Suite 500, Baton Rouge, LA 70808, United States","CV3H+GR Baton Rouge, Louisiana, USA",https://coastalinfusionservices.com/,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kxVMC32-ulEhHHNWi0wCUQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=140.17285&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Central+Baton+Rouge+Baton+Rouge+LA/@30.5417533,-91.0189769,14z",2025-09-28T23:01:43.824Z,,,,
https://www.google.com/maps/place/Ochsner+Cancer+Center+-+Baton+Rouge/data=!4m7!3m6!1s0x8626bdc432e0d0b7:0x88a7e41064988bb9!8m2!3d30.4423762!4d-90.9987595!16s%2Fg%2F11f9j90ffd!19sChIJt9DgMsS9JoYRuYuYZBDkp4g,Ochsner Cancer Center - Baton Rouge,5.0,82,Cancer treatment center,"17050 Medical Center Dr, Baton Rouge, LA 70816, United States","C2R2+XF Baton Rouge, Louisiana, USA",http://digital.ochsner.org/schedule-br?utm_source=ExtNet&utm_medium=Yext&y_source=1_MTUyMDE4MDgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 225-761-5579,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WEMFiEHD5ojcyaptuvKJLg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=52.018627&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Central+Baton+Rouge+Baton+Rouge+LA/@30.5417533,-91.0189769,14z",2025-09-28T23:01:48.617Z,,,,
https://www.google.com/maps/place/Vital+Care+Baton+Rouge/data=!4m7!3m6!1s0x8626a54467a78f99:0x405d91ab01c9234c!8m2!3d30.3993261!4d-91.1104326!16s%2Fg%2F11s8mz2h2z!19sChIJmY-nZ0SlJoYRTCPJAauRXUA,Vital Care Baton Rouge,4.6,11,Pharmacy,"7612 Picardy Ave ste b, Baton Rouge, LA 70808, United States","9VXQ+PR Baton Rouge, Louisiana, USA",http://www.vitalcareinfusionbatonrouge.com/,+1 225-766-7453,Closed ⋅ Opens 8:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=h-ZIagZBgb7d8IZ8xFturg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=114.9708&pitch=0&thumbfov=100,true,Closed,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Central+Baton+Rouge+Baton+Rouge+LA/@30.5417533,-91.0189769,14z",2025-09-28T23:01:53.531Z,,,,
https://www.google.com/maps/place/ThrIVe+Wellness+of+Baton+Rouge/data=!4m7!3m6!1s0x8626bb628d1b1761:0x8cfb94897fbe9711!8m2!3d30.3653088!4d-91.020413!16s%2Fg%2F11vlp_gtk5!19sChIJYRcbjWK7JoYREZe-f4mU-4w,ThrIVe Wellness of Baton Rouge,5.0,14,Health spa,"9373 Barringer Foreman Rd, Baton Rouge, LA 70817, United States","9X8H+4R Baton Rouge, Louisiana, USA",https://thrivewellnessbr.com/,+1 225-800-2129,Closed ⋅ Opens 8:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqSDBAyJ8uVlTXU_HTMhm3VqbJPghg6-wgAFQslmpkSJniZdkh8Ja_t6RnykbkIauFdyGHqSvpKit23dG32nKk2g23IZTLKsDk5c83KTmkewkWYvZ4113LNwmMy-tiyfIY1CjK9Ag=w408-h544-k-no,true,Closed,8:30 am–2:30 pm,8:30 am–2:30 pm,8:30 am–2:30 pm,8:30 am–2:30 pm,8:30 am–2:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Central+Baton+Rouge+Baton+Rouge+LA/@30.5417533,-91.0189769,14z",2025-09-28T23:01:58.295Z,,,,
https://www.google.com/maps/place/Ochsner+Outpatient+and+Home+Infusion+Pharmacy+-+Baton+Rouge/data=!4m7!3m6!1s0x8626a5bc0e02c70b:0xc5593807da917304!8m2!3d30.4064127!4d-91.0817025!16s%2Fg%2F11v_9x2g4y!19sChIJC8cCDrylJoYRBHOR2gc4WcU,Ochsner Outpatient and Home Infusion Pharmacy - Baton Rouge,5.0,1,Pharmacy,"4730 Bluebonnet Blvd Suite 401, Baton Rouge, LA 70809, United States","CW49+H8 Baton Rouge, Louisiana, USA",https://www.ochsner.org/locations/ochsner-outpatient-and-home-infusion-pharmacy-baton-rouge?utm_source=ExtNet&utm_medium=Yext&y_source=1_MTA1MzU3MjM2OC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 504-842-1900,Closed ⋅ Opens 8:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oNzhro_RMbGIdHf1p311JQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=308.5638&pitch=0&thumbfov=100,true,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Central+Baton+Rouge+Baton+Rouge+LA/@30.5417533,-91.0189769,14z",2025-09-28T23:02:03.271Z,,,,
https://www.google.com/maps/place/Mary+Bird+Perkins+Cancer+Center/data=!4m7!3m6!1s0x8626a45cf359e39f:0x45b61867415a7379!8m2!3d30.4038701!4d-91.1049469!16s%2Fg%2F12q4q9f50!19sChIJn-NZ81ykJoYReXNaQWcYtkU,Mary Bird Perkins Cancer Center,4.2,31,Cancer treatment center,"4950 Essen Ln, Baton Rouge, LA 70809, United States","CV3W+G2 Baton Rouge, Louisiana, USA",https://marybird.org/batonrouge,+1 225-767-0847,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPEKkwG-ydrTl6SGYLTf4nh-1UTQ5Ru0KXjaWje=w426-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Central+Baton+Rouge+Baton+Rouge+LA/@30.5417533,-91.0189769,14z",2025-09-28T23:02:08.392Z,,,,
https://www.google.com/maps/place/Geaux+Flow+IV+Spa/data=!4m7!3m6!1s0x8626bb4bc542e3dd:0x9a3ff4e24fd67836!8m2!3d30.4248347!4d-91.1066609!16s%2Fg%2F11h3l0qg4b!19sChIJ3eNCxUu7JoYRNnjWT-L0P5o,Geaux Flow IV Spa,4.6,32,Medical spa,"7970 Jefferson Hwy Suite A, Baton Rouge, LA 70809, United States","CVFV+W8 Baton Rouge, Louisiana, USA",https://www.geauxflowiv.com/,+1 225-953-8150,Closed ⋅ Opens 10 am Mon,https://lh3.googleusercontent.com/p/AF1QipNqN0MIeuU8e9hkQ4-9scr3tr-RexlMS6q1E4Wc=w408-h544-k-no,true,9:30 am–4:30 pm,10 am–6 pm,10 am–7 pm,10 am–6 pm,10 am–7 pm,9:30 am–4:30 pm,9:30 am–4:30 pm,"https://www.google.com/maps/search/Infusion+centers+in+Central+Baton+Rouge+Baton+Rouge+LA/@30.5417533,-91.0189769,14z",2025-09-28T23:02:13.286Z,,,,
