placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,isBlackOwned,attributes,error
https://www.google.com/maps/place/Total+Integrative+Health/data=!4m7!3m6!1s0x89c6fd936f06dbe3:0x13fa3acd8ea67d3b!8m2!3d39.7711947!4d-75.5839405!16s%2Fg%2F11rmzh5n0k!19sChIJ49sGb5P9xokRO32mjs06-hM,Total Integrative Health,5.0,5,Medical office,"20 Montchanin Rd #60, Greenville, DE 19807, United States","QCC8+FC Greenville, Delaware, USA",http://totalih.com/?utm_source=gmb&utm_medium=organic,+1 302-205-4100,Open · Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipNqeQzYTLEpb0Pr0oAmDQ3Bkr1nI6zqXjW9gCm4=w408-h408-k-no,true,9 am–4 pm,9 am–1 pm,9 am–4 pm,9 am–5 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Wilmington+DE/@39.744655,-75.5483909,14z",2026-02-23T16:17:01.020Z,,,,
https://www.google.com/maps/place/First+State+Health+%26+Wellness/data=!4m7!3m6!1s0x89c6fd0be90d1a87:0x520df4d8eef517ae!8m2!3d39.7536459!4d-75.5695806!16s%2Fg%2F1tglnw1j!19sChIJhxoN6Qv9xokRrhf17tj0DVI,First State Health & Wellness,4.6,33,Chiropractor,"910 N Union St, Wilmington, DE 19805, United States","QC3J+F5 Wilmington, Delaware, USA",http://www.firststatehealth.com/wilmington,+1 302-654-4001,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipNaSvKJQlyOhJPcaal1dLumF_cugsgoWI-9fw-v=w408-h272-k-no,true,8 am–6 pm,8 am–6 pm,8 am–5 pm,8 am–6 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Wilmington+DE/@39.744655,-75.5483909,14z",2026-02-23T16:17:06.664Z,,,,
https://www.google.com/maps/place/Flow+Integrative+Medicine/data=!4m7!3m6!1s0x89c6e35bd8d3952f:0x234f79c4f0265274!8m2!3d39.8007724!4d-75.5041202!16s%2Fg%2F11ksvzk28s!19sChIJL5XT2FvjxokRdFIm8MR5TyM,Flow Integrative Medicine,5.0,10,Doctor,"1309 Veale Rd # 11, Wilmington, DE 19810, United States","RF2W+89 Wilmington, Delaware, USA",http://www.flowintegrativemed.com/,+1 302-306-3675,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOvVeMZef2EtbScczFnIe9ZQRzy_4dsjKJZ-5kB=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Wilmington+DE/@39.744655,-75.5483909,14z",2026-02-23T16:17:11.539Z,,,,
https://www.google.com/maps/place/Synergy+Integrated+Health+Center/data=!4m7!3m6!1s0x89c6fd0bade96483:0x4f2ed415ff05cc89!8m2!3d39.7382774!4d-75.6063156!16s%2Fg%2F1tfwl9xd!19sChIJg2TprQv9xokRicwF_xXULk8,Synergy Integrated Health Center,4.9,393,Chiropractor,"1702 Kirkwood Hwy #101, Wilmington, DE 19805, United States","P9QV+8F Wilmington, Delaware, USA",http://www.synergydelaware.com/,+1 302-777-0778,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipP5oWa-k0r7lI-eDBzJK2Ea3He76y8om7Tsnvyl=w426-h240-k-no,true,8:30 am–6 pm,12–6 pm,8:30 am–6 pm,8:30 am–5 pm,8:30–11 am,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Wilmington+DE/@39.744655,-75.5483909,14z",2026-02-23T16:17:16.114Z,,,,
https://www.google.com/maps/place/Global+Inno+Health+%26+Wellness/data=!4m7!3m6!1s0x89c6fdb0afc4a4b3:0xe596fffa0a4ba38d!8m2!3d39.7581351!4d-75.5719046!16s%2Fg%2F11fj8btbxb!19sChIJs6TEr7D9xokRjaNLCvr_luU,Global Inno Health & Wellness,5.0,14,Acupuncture clinic,"2300 Pennsylvania Ave Ste 5b, Wilmington, DE 19806, United States","QC5H+76 Wilmington, Delaware, USA",https://www.innobodysoul.com/,+1 302-691-5883,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer19OObnn_yS9ZCOzwI1v69KJ_yhtVdlICwgnptys4QSPTqTULMzOr38w9QumFIWqNp15AocSp7tZcYJQeZLob1n2FKR3zDgYCaBv30J3_rhhduIIbIUHpsYz59V8H38DlGyn9X=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/functional+medicine+in+Wilmington+DE/@39.744655,-75.5483909,14z",2026-02-23T16:17:18.434Z,,,,
https://www.google.com/maps/place/Crosser+Natural+Health/data=!4m7!3m6!1s0x89c7016a18ac51c9:0x88cd28f6e3f65d96!8m2!3d39.7141266!4d-75.6741359!16s%2Fg%2F1ptvx65my!19sChIJyVGsGGoBx4kRll324_YozYg,Crosser Natural Health,5.0,49,Chiropractor,"5700 Kirkwood Hwy Suite 101, Wilmington, DE 19808, United States","P87G+M8 Wilmington, Delaware, USA",https://www.crossernaturalhealth.com/?utm_source=google&utm_medium=local&utm_campaign=1&utm_content=primary,+1 302-994-1010,Closes soon · 12 pm · Reopens 3:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoE7mnrSPQCT9aelL4JLTp3PtgoQj5_8nwEKI1dv2H18PINav762grSJ9wf3H-Vq1X2lrstOdDTZi1Yk_li7JVa5ecm69uiQXDkDoEIwRx7-yGspdnxCj0ZD1tOb0tbOXlswIYS=w408-h306-k-no,true,"8 am–12 pm, 3:30–6 pm",Closed,"8 am–12 pm, 3:30–6 pm",3:30–6 pm,8 am–12 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Wilmington+DE/@39.744655,-75.5483909,14z",2026-02-23T16:17:22.778Z,,,,
https://www.google.com/maps/place/Chrysalis+Natural+Medicine+Clinic/data=!4m7!3m6!1s0x89c701d0fe133d4b:0x322ceb27e1f09ea7!8m2!3d39.7332194!4d-75.6585155!16s%2Fg%2F1tt8d6wl!19sChIJSz0T_tABx4kRp57w4SfrLDI,Chrysalis Natural Medicine Clinic,4.8,64,Acupuncture clinic,"1008 Milltown Rd, Wilmington, DE 19808, United States","P8MR+7H Wilmington, Delaware, USA",http://www.chrysalisnaturalmedicine.com/,+1 302-994-0565,Open · Closes 4:45 pm,https://lh3.googleusercontent.com/p/AF1QipNp05dLQ5Ddll4K8-ApBZUaK3PPn6HHYgyjRs_A=w480-h240-k-no,true,8:30 am–4:45 pm,8:30 am–4:45 pm,8:30 am–4:45 pm,8:30 am–4:45 pm,8:30 am–12 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Wilmington+DE/@39.744655,-75.5483909,14z",2026-02-23T16:17:27.436Z,,,,
https://www.google.com/maps/place/Health+One+P.A./data=!4m7!3m6!1s0x89c6e374fc3b470d:0x2c125ad65f38c715!8m2!3d39.7813144!4d-75.484396!16s%2Fg%2F1tmgdd3f!19sChIJDUc7_HTjxokRFcc4X9ZaEiw,Health One P.A.,4.9,129,Chiropractor,"1201 Philadelphia Pike, Wilmington, DE 19809, United States","QGJ8+G6 Wilmington, Delaware, USA",http://www.healthonepa.com/,+1 302-798-7033,Open · Closes 12:30 pm · Reopens 2:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bcA6iat0lB41WQDuVkG32A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=292.68198&pitch=0&thumbfov=100,false,"10 am–12:30 pm, 2:30–6:30 pm","10 am–12:30 pm, 2:30–5 pm","10 am–12:30 pm, 2:30–6:30 pm","10 am–1 pm, 2–4 pm",8:30 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Wilmington+DE/@39.744655,-75.5483909,14z",2026-02-23T16:17:31.877Z,,,,
https://www.google.com/maps/place/Eclipse+Wellness/data=!4m7!3m6!1s0x89c6fd1ddba5c62b:0x94239aef799cecf5!8m2!3d39.71479!4d-75.6161262!16s%2Fg%2F11kxqmt_60!19sChIJK8al2x39xokR9eycee-aI5Q,Eclipse Wellness,5.0,31,Medical clinic,"623 W Newport Pike, Stanton, DE 19804, United States","P97M+WG Stanton, Delaware, USA",http://www.eclipsewellness.net/,+1 302-777-5473,Open · Closes 2 pm,https://lh3.googleusercontent.com/p/AF1QipMjSpafT_gOiJZ7G1PJIMtCjeWl0bLd-b2gLNq7=w408-h510-k-no,true,8 am–2 pm,8 am–2 pm,"8 am–12 pm, 1–6 pm",8 am–2 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Wilmington+DE/@39.744655,-75.5483909,14z",2026-02-23T16:17:36.346Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Center+For+Stress+Pain-Wellness/data=!4m7!3m6!1s0x89c6fd2b1eb13831:0xa35f2e3814c0cf24!8m2!3d39.762422!4d-75.5298849!16s%2Fg%2F1hbpwsk6p!19sChIJMTixHiv9xokRJM_AFDguX6M,Center For Stress Pain-Wellness,,,Holistic medicine practitioner,"315 W 36th St, Wilmington, DE 19802, United States","QF6C+X2 Wilmington, Delaware, USA",,+1 302-654-1840,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TVvoDroxMK9TfAZhFIZaaA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=41.87795&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/functional+medicine+in+Wilmington+DE/@39.744655,-75.5483909,14z",2026-02-23T16:17:38.973Z,,,,
