placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,attributes,error
https://www.google.com/maps/place/Grace+Tree+Service+Spokane/data=!4m7!3m6!1s0x549e195bee882a0b:0x4dcd291742958f2e!8m2!3d47.6576578!4d-117.4253875!16s%2Fg%2F11h3bm9vfv!19sChIJCyqI7lsZnlQRLo-VQhcpzU0,Grace Tree Service Spokane,4.8,39,Tree service,"905 W Riverside Ave, Spokane, WA 99201, United States","MH5F+3R Spokane, Washington, USA",https://www.gracetreeservicespokane.com/,+1 509-992-1700,Closed · Opens 7 am Wed,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG-KvoG2ikBZzhg6p5585kLqOGOk0xMAtrJz1sNJjqlfFQs6UX4I7lq6oAF1rNTwOoZkZ1fGq734l2EPWgXgEE3FYQ4BdcYiDpyOMOUqPxdK-klIidwKBC4m1IxkUSmRyY6GPrhAA=w408-h272-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Spokane+Spokane+WA/@47.6579711,-117.4235319,14z",2026-04-29T06:25:48.616Z,,
https://www.google.com/maps/place/Double+Black+Diamond+Tree+Services/data=!4m7!3m6!1s0x549e18d00c52f671:0xf773a1814030343a!8m2!3d47.6805396!4d-117.3872516!16s%2Fg%2F12qg71gfd!19sChIJcfZSDNAYnlQROjQwQIGhc_c,Double Black Diamond Tree Services,4.5,36,Tree service,"2506 N Hogan St, Spokane, WA 99207, United States","MJJ7+63 Spokane, Washington, USA",https://doubleblackdiamondllc.com/,+1 509-209-0915,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ScMmk38zJeIoBsLE564Alw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=95.757935&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/tree+service+businesses+in+Spokane+Spokane+WA/@47.6579711,-117.4235319,14z",2026-04-29T06:25:52.610Z,,
https://www.google.com/maps/place/Paradigm+Tree+Works/data=!4m7!3m6!1s0x549e19837c154c3b:0x39f23685bb915e30!8m2!3d47.667857!4d-117.4407913!16s%2Fg%2F11q_37tjhd!19sChIJO0wVfIMZnlQRMF6Ru4U28jk,Paradigm Tree Works,4.8,40,Tree service,"1907 W Boone Ave, Spokane, WA 99201, United States","MH95+4M Spokane, Washington, USA",,+1 208-512-0535,Closed · Opens 7 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAECGhCs7BsTWQoTjAEsvmt41Y33DXv4sHjkSg2_OyCX7uFVPX-k3LcQdZJWrq3wUF4_XCXK7pRzcSwvAxkb1evJUuq7f35YtJiuh1YmZKs4PEfgC5wxWCE_xenor8M9Ex5VUO4=w408-h544-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Spokane+Spokane+WA/@47.6579711,-117.4235319,14z",2026-04-29T06:25:57.479Z,,
https://www.google.com/maps/place/Skyline+Tree+Service+llc/data=!4m7!3m6!1s0x549e22f1e91b616b:0x3bf6b9a162ae2bc6!8m2!3d47.6190807!4d-117.392645!16s%2Fg%2F11by_n9jqy!19sChIJa2Eb6fEinlQRxiuuYqG59js,Skyline Tree Service llc,4.9,136,Tree service,"1200 E 39th Ave, Spokane, WA 99203, United States","JJ94+JW Spokane, Washington, USA",https://skylinetreeservicewa.com/,+1 509-496-9793,Closed · Opens 7 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFq5BGH6L7KIXLz0Xmvma2T9gff8Cm12ft6PEzd8zx0MD_3FFqoLrJJ3WUzZUKjXU9PIMsj8N7Xc1iC_1rhfOKxKehesMGoZtunWiI2AECJeFWhWN3tM9VbXDNCHFBhf70B4L-y=w408-h544-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,9 am–5 pm,9 am–5 pm,7 am–7 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Spokane+Spokane+WA/@47.6579711,-117.4235319,14z",2026-04-29T06:26:02.281Z,,
https://www.google.com/maps/place/Spirit+Pruners/data=!4m7!3m6!1s0x549e18e277c40001:0xdf56421f8da94e77!8m2!3d47.6640802!4d-117.4483072!16s%2Fg%2F11g0k159vs!19sChIJAQDEd-IYnlQRd06pjR9CVt8,Spirit Pruners,4.9,39,Tree service,"720 N Cochran St, Spokane, WA 99201, United States","MH72+JM Spokane, Washington, USA",http://spiritpruners.com/,+1 509-979-3496,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGlQqsHJolq0reqwcTL0CL23IwyGS-CuhFrG4DUlGtTENUc0ARcwSF8tfWxKjgCmw8pv5oGB-BsrsrXMB8aQVlEaMqIb-YxeKkLq9lIHN_QVJXKcwhKVJJmaqKR6XF0QpwNiXaz=w408-h250-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Spokane+Spokane+WA/@47.6579711,-117.4235319,14z",2026-04-29T06:26:07.326Z,,
https://www.google.com/maps/place/Tree+Service+Spokane./data=!4m7!3m6!1s0x549e197a8eb4879b:0xceb26b11f372ff13!8m2!3d47.7060233!4d-117.4529485!16s%2Fg%2F11b80bmt9c!19sChIJm4e0jnoZnlQRE_9y8xFrss4,Tree Service Spokane.,4.1,18,Tree service,"2821 W Everett Ave, Spokane, WA 99205, United States","PG4W+CR Spokane, Washington, USA",http://www.treeservicespokane.org/,+1 509-315-3327,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=htfZeZ1-1nc_0aB7QDSjkw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=188.0421&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Spokane+Spokane+WA/@47.6579711,-117.4235319,14z",2026-04-29T06:26:12.193Z,,
https://www.google.com/maps/place/Tall+Tree+Of+Eastern+Washington/data=!4m7!3m6!1s0x549e19c3c66636d3:0xc5a5e627787d1c19!8m2!3d47.6827316!4d-117.4868621!16s%2Fg%2F1thcs1jl!19sChIJ0zZmxsMZnlQRGRx9eCfmpcU,Tall Tree Of Eastern Washington,5.0,27,Tree service,"5309 W Government Way, Spokane, WA 99224, United States","MGM7+37 Spokane, Washington, USA",http://talltreeofeasternwashington.com/,+1 509-747-8733,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGbeUqKZ3jEBNGaoV29rN81_eeU6E6vMEnFpR_kOoLF119fuw7l9ErbticSsqW5HFdmCV2wtei6z8NOQ_qImoDzVnlboXTjT97HdQ6rAbbWZWbsQIiTVEeyrqIuK2WcTZjw2zs4=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Spokane+Spokane+WA/@47.6579711,-117.4235319,14z",2026-04-29T06:26:17.148Z,,
https://www.google.com/maps/place/Arborist+Tree+Service+Spokane/data=!4m7!3m6!1s0x549e18051391c5e7:0xd34684ddaff61ad0!8m2!3d47.815952!4d-117.071489!16s%2Fg%2F1hm2l7xtw!19sChIJ58WREwUYnlQR0Br2r92ERtM,Arborist Tree Service Spokane,4.8,69,Tree service,,,http://arboristtree.com/,+1 509-516-2753,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEudf-LfDg3yI9ATCOXfnSYtYQwhGqVnDI5holNRl0I3ArIyT2H8VPH9C1lqI1AaFijGeasNAU8Ot495tlMAAPvxwDO8WnNumrlXcLdrUpy-iHJCllpSVyKSrG-LzxS7C3y_ITq=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Spokane+Spokane+WA/@47.6579711,-117.4235319,14z",2026-04-29T06:26:21.961Z,,
https://www.google.com/maps/place/A1+Stump+Removal+%26+Tree+Service/data=!4m7!3m6!1s0x5361dfb18dd9ec8b:0xc38ae2ca14b9a83!8m2!3d47.5945439!4d-119.7391884!16s%2Fg%2F1hc2l47jz!19sChIJi-zZjbHfYVMRg5pLoSyuOAw,A1 Stump Removal & Tree Service,4.9,209,Tree service,,,http://www.stumpremovalspokane.com/,+1 509-768-4804,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF9-vI9hWXlDpx2eXE0w6SKHCmeTUm59HPKvCmLrPxh32gmN8ZLs1wm1PGcZqLfYKz6pCdZ94asUv7st1I5HWwqOI7Djd093npx6-wjJE6kMKiuiCKl77sx3eGOXu4yQ4Nap3c=w493-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–2 pm,9 am–2 pm,8 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Spokane+Spokane+WA/@47.6579711,-117.4235319,14z",2026-04-29T06:26:26.711Z,,
https://www.google.com/maps/place/Armstrong+Tree+Works/data=!4m7!3m6!1s0x549e19980001b537:0x96cabba0bfb58d9c!8m2!3d47.6697183!4d-117.4483084!16s%2Fg%2F11gy4xm4km!19sChIJN7UBAJgZnlQRnI21v6C7ypY,Armstrong Tree Works,4.7,7,Tree service,"2425 W Sinto Ave, Spokane, WA 99201, United States","MH92+VM Spokane, Washington, USA",,,Closed · Opens 7 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHbeuiCK4EbrGY9qXHF9_KY4_UtyJ3gfkJxjs46UxKTwVsgmqJRt5JUczp2DEi-TQhQ2tygyhTfpCOkulX2xywK76PWtuxm4mUzV0rtZNUAFrin4FLfVnviBIJJjsmEHYYJqII=w408-h544-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,Closed,7 am–6 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Spokane+Spokane+WA/@47.6579711,-117.4235319,14z",2026-04-29T06:26:31.485Z,,
https://www.google.com/maps/place/Curtis+Point+Tree+Service/data=!4m7!3m6!1s0x549e41c5838c8129:0x7b55ec1d7e011d7f!8m2!3d47.6827116!4d-117.2510607!16s%2Fg%2F11q_09h4qq!19sChIJKYGMg8VBnlQRfx0Bfh3sVXs,Curtis Point Tree Service,4.9,99,Tree service,"11417 E Buckeye Ave, Spokane, WA 99206, United States","MPMX+3H Spokane, Washington, USA",https://curtispointtree.com/,+1 509-408-3493,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFeDTqm3qIsAEGJa8yyvxun6ROEtSi4EIdNhGyqJfhoON8CjuBueC0sxfAD1HHUaQjF_1sYM5Ph_KU4gFL8wRtDFPJ_f9gowkjQJ8vM9rpIeZYWCUugV8o4XH-n8ic--TgW4EU2EOURG85D=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Spokane+Spokane+WA/@47.6579711,-117.4235319,14z",2026-04-29T06:26:36.427Z,,
"https://www.google.com/maps/place/Sam%27s+Tree+%26+Landscape,+LLC/data=!4m7!3m6!1s0x549e1c5607f35023:0xad86086abb2c142e!8m2!3d47.7704542!4d-117.4011707!16s%2Fg%2F1tpn28mc!19sChIJI1DzB1YcnlQRLhQsu2oIhq0","Sam's Tree & Landscape, LLC",4.9,280,Tree service,"12402 N Division St #290, Spokane, WA 99218, United States","QHCX+5G Spokane, Washington, USA",http://samscapes.net/,+1 509-467-3801,"Closed · Opens 8 am Wed

Confirmed by this business 4 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEYZtV87TyL5Y3NyItQuqPRvepdseTYGDc2Hl1glfQSZ5wq_BfdZzpo830T-BbHldd_0ITSO4w-XgBolc4XlB3fRf0nXyKqW1ViEIe6zcxR-0IBbzTkNKv4-xVAgNm_Jp_Ss8ScSA=w408-h743-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–5 pm,Closed,8 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Spokane+Spokane+WA/@47.6579711,-117.4235319,14z",2026-04-29T06:26:41.490Z,,
https://www.google.com/maps/place/Westcoast+Tree+Care+Inc/data=!4m7!3m6!1s0x549e187f314f30a3:0x9c45a44b742ca3f1!8m2!3d47.6432429!4d-117.4100044!16s%2Fg%2F1tfpjjp8!19sChIJozBPMX8YnlQR8aMsdEukRZw,Westcoast Tree Care Inc,2.3,3,Tree service,"1314 S Grand Blvd, Spokane, WA 99202, United States","JHVQ+7X Spokane, Washington, USA",http://westcoast-tree.org/,+1 800-767-8733,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XXhDpT2bhjsGLAMXMWfSLg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=189.85678&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/tree+service+businesses+in+Spokane+Spokane+WA/@47.6579711,-117.4235319,14z",2026-04-29T06:26:44.141Z,,
https://www.google.com/maps/place/Red+Moose+Landscape+Maintenance/data=!4m7!3m6!1s0x549e1d91b7a93791:0x5b7e03e6ecbbaa78!8m2!3d47.657672!4d-117.4253723!16s%2Fg%2F11ndw0kg0d!19sChIJkTept5EdnlQReKq77OYDfls,Red Moose Landscape Maintenance,5.0,43,Lawn care service,"905 W Riverside Ave #303, Spokane, WA 99201, United States","MH5F+3V Spokane, Washington, USA",https://redmooselandscaping.com/,+1 509-279-5508,"Closed · Opens 8 am Wed

Updated by this business 11 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH4ELZ_fH1Dq2WAKVuMJM6kkVQTS6lifS_FbJ2ZWR46_aru-mlFQNqmeI2Hmjt6gmj5UYBgp-e2AJRnMF65qINWMihQdzgq7g5vUQ224ksnS5SbmBUA5f1lAkmarKtwLoO_u5zOMfELIeq5=w408-h271-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Spokane+Spokane+WA/@47.6579711,-117.4235319,14z",2026-04-29T06:26:49.019Z,,
