placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,sunday,monday,tuesday,wednesday,thursday,friday,saturday,info,isBlackOwned,attributes,error
https://www.google.com/maps/place/Parkview+Hospice/data=!4m7!3m6!1s0x8815e4ab3ae1a00b:0x693251dd10c62ea4!8m2!3d41.0937855!4d-85.107167!16s%2Fg%2F1td012m0!19sChIJC6DhOqvkFYgRpC7GEN1RMmk,Parkview Hospice,3.8,20,Medical clinic,"1900 Carew St Unit 6, Fort Wayne, IN 46805, United States","3VVV+G4 Fort Wayne, Indiana, USA",https://www.parkview.com/medical-services/home-health-hospice/hospice-care?y_source=1_MjkwNDEwMjEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 260-373-9800,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npF25vxjD22gwMzHOISmDdpAPbmsjY3JpGBN6wNeuSMN4sYlkuX-nds76QnyxvIicVNVDreTpZMtejsZcN_JpdtST1jIjR5MBVjFLWUcvsXCFvCl088u98u5D5E3xHw-zUmbmytjw=w408-h306-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2025-09-28T23:44:52.103Z,,,,,,,,,,,
https://www.google.com/maps/place/Lutheran+Downtown+Hospital/data=!4m7!3m6!1s0x8815e5914f37a621:0x90927795bee7b1d4!8m2!3d41.0784356!4d-85.1504236!16s%2Fg%2F11p6lqvn6s!19sChIJIaY3T5HlFYgR1LHnvpV3kpA,Lutheran Downtown Hospital,4.6,2047,Hospital,"702 Van Buren St, Fort Wayne, IN 46802, United States","3RHX+9R Fort Wayne, Indiana, USA",https://www.lutherandowntownhospital.com/?utm_source=gmb&utm_medium=homepage&utm_campaign=biz-listings,+1 260-425-3000,,https://lh3.googleusercontent.com/p/AF1QipP-84aLTCzsJdPHGpixaTo6FXfwwThVPVQtR1Gb=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2025-09-28T23:44:58.164Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/Avenues+Recovery+Center+at+Fort+Wayne/data=!4m7!3m6!1s0x8815e57c387dc331:0x707234ebfed2b618!8m2!3d41.061032!4d-85.145496!16s%2Fg%2F11jghnjdw6!19sChIJMcN9OHzlFYgRGLbS_us0cnA,Avenues Recovery Center at Fort Wayne,4.8,595,Addiction treatment center,"2626 Fairfield Ave, Fort Wayne, IN 46807, United States","3V63+CR Fort Wayne, Indiana, USA",https://www.avenuesrecovery.com/locations/fort-wayne-drug-rehab-center/,+1 260-235-5900,"Open 24 hours

Confirmed by this business 1 week ago",https://lh3.googleusercontent.com/p/AF1QipN6k0KBUm4gCgnuadzYiqHUzW1ad0ANKg-Lus8c=w408-h272-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2025-09-28T23:45:03.903Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,LGBTQ+ friendly,,,
"https://www.google.com/maps/place/Boca+Recovery+Center+-+Fort+Wayne,+Indiana/data=!4m7!3m6!1s0x8815e5f137fd4837:0xce7c6132cb33f1da!8m2!3d41.0790152!4d-85.1400246!16s%2Fg%2F11vym1ng9m!19sChIJN0j9N_HlFYgR2vEzyzJhfM4","Boca Recovery Center - Fort Wayne, Indiana",4.9,15,Addiction treatment center,"111 W Berry St #211, Fort Wayne, IN 46802, United States","3VH5+JX Fort Wayne, Indiana, USA",https://bocarecoverycenter.com/location/fort-wayne-drug-rehab/,+1 260-370-8268,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOdy6WmMnXk17ZsQ-kf6UFtKBDqrXhBM2ZrROWF=w408-h725-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2025-09-28T23:45:08.914Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,LGBTQ+ friendly,,,
https://www.google.com/maps/place/VA+Outpatient+Clinic/data=!4m7!3m6!1s0x8815fb55529984f5:0x3afb7bd3866ed82e!8m2!3d41.096065!4d-85.1061504!16s%2Fg%2F1hc72thz9!19sChIJ9YSZUlX7FYgRLthuhtN7-zo,VA Outpatient Clinic,1.0,2,Cancer treatment center,"2500 E State Blvd #2, Fort Wayne, IN 46805, United States","3VWV+CG Fort Wayne, Indiana, USA",,+1 260-482-9681,Closed ⋅ Opens 7 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hATlcr3G_H6R9hm44CgxOQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=52.900723&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2025-09-28T23:45:14.115Z,Closed,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,,,,
"https://www.google.com/maps/place/Soleo+Health+Infusion+Center/@41.0676307,-85.201507,17z/data=!3m1!4b1!4m6!3m5!1s0x8815e774a099f66b:0xdf49b85a0f749bf5!8m2!3d41.0676307!4d-85.201507!16s%2Fg%2F11wtk4htp7",Soleo Health Infusion Center,,,Specialized clinic,"4656 W Jefferson Blvd Ste 220, Fort Wayne, IN 46804, United States","3Q9X+39 Fort Wayne, Indiana, USA",https://www.soleohealth.com/location/fort-wayne/?utm_source=gmb&utm_medium=google&utm_campaign=gmb-location-listings&utm_content=fort-wayne,+1 260-344-4646,Closed ⋅ Opens 8:30 am Mon,,true,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2025-09-28T23:45:21.010Z,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,,,,
https://www.google.com/maps/place/Optimum+Performance+Therapy+-+Downtown/data=!4m7!3m6!1s0x8815e5c010959bf7:0x959212d06ea3ef8f!8m2!3d41.0776137!4d-85.1413645!16s%2Fg%2F11fs32qg4b!19sChIJ95uVEMDlFYgRj--jbtASkpU,Optimum Performance Therapy - Downtown,4.5,10,Physical therapy clinic,"219 W Wayne St, Fort Wayne, IN 46802, United States","3VH5+2F Fort Wayne, Indiana, USA",https://www.lutheranhealth.net/optimum-performance-therapy?utm_source=gmb&utm_medium=homepage&utm_campaign=biz-listings,+1 260-479-3040,Closed ⋅ Opens 7:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npmAyZckH8MHQwWWoFHLmEVDfBii3QPSryWsxX3sgJCa4H-I2ccERNKdtdtbDrkk6DMbMe7LqRzDz9R4ONzl4lvKcFecEzRUH0BJx4vtae-7V8RUS6J43FJnCtAyUZg5kRUxGXB=w408-h544-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2025-09-28T23:45:26.690Z,Closed,7:30 am–6 pm,7 am–5 pm,7:30 am–6 pm,7 am–5 pm,7 am–4:30 pm,Closed,,,,
https://www.google.com/maps/place/Patients+Choice+Medical+and+Wellness+Clinic/data=!4m7!3m6!1s0x8815e7f92b916621:0xe629bc9d8ef70e5e!8m2!3d41.0809302!4d-85.1346066!16s%2Fg%2F11pf7y4y1g!19sChIJIWaRK_nnFYgRXg73jp28KeY,Patients Choice Medical and Wellness Clinic,4.7,14,Medical clinic,"402 E Main St, Fort Wayne, IN 46802, United States","3VJ8+95 Fort Wayne, Indiana, USA",,+1 260-387-5912,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipOnyBaqANw96p3L4OK2M3BQIIv13vJmHew2bZbe=w408-h759-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2025-09-28T23:45:31.953Z,Closed,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,Closed,,true,,
https://www.google.com/maps/place/Parkview+Outpatient+Therapy+Department/data=!4m7!3m6!1s0x8815e4aa429d06b7:0xebf0dd094aef813b!8m2!3d41.095694!4d-85.109793!16s%2Fg%2F125_skstt!19sChIJtwadQqrkFYgRO4HvSgnd8Os,Parkview Outpatient Therapy Department,3.6,10,Physical therapy clinic,"2200 Randallia Dr, Fort Wayne, IN 46805, United States","3VWR+73 Fort Wayne, Indiana, USA",https://www.parkview.com/medical-services/rehab-therapy-services/programs-services/outpatient-rehab,+1 260-373-3202,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gOyLizD0MRCcHSWeeI25Hw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=178.07245&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2025-09-28T23:45:38.405Z,,,,,,,,,,,
https://www.google.com/maps/place/Parkview+Diabetes+Treatment+Center/data=!4m7!3m6!1s0x8815e4aa429d06b7:0x213270c2944479d8!8m2!3d41.0960739!4d-85.1098715!16s%2Fg%2F1wk4dnmw!19sChIJtwadQqrkFYgR2HlElMJwMiE,Parkview Diabetes Treatment Center,5.0,1,Diabetes center,"2200 Randallia Dr, Fort Wayne, IN 46805, United States","3VWR+C3 Fort Wayne, Indiana, USA",http://www.parkview.com/en/health-services/Diabetes/Pages/default.aspx,+1 260-373-4280,Closed ⋅ Opens 7:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gOyLizD0MRCcHSWeeI25Hw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=181.64291&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2025-09-28T23:45:43.959Z,Closed,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,Closed,,,,
