placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,attributes,isBlackOwned,error
https://www.google.com/maps/place/Vivo+Infusion+North+Haven/data=!4m7!3m6!1s0x89e7d1592cdbb387:0xc9a0ae4787d3be51!8m2!3d41.3962707!4d-72.8565714!16s%2Fg%2F11sghjvp8b!19sChIJh7PbLFnR54kRUb7Th0euoMk,Vivo Infusion North Haven,5.0,29,Medical clinic,"West Building, 127 Washington Ave 4th Floor, North Haven, CT 06473, United States","94WV+G9 North Haven, Connecticut, USA",https://vivoinfusion.com/locations/north-haven/,+1 475-317-0144,"Closed ⋅ Opens 9 am Mon

Updated by this business 8 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no30AJIb538YXklWMJhPQrS-gPobZW0xork_V1PTXVB0QnNuXjLWf0BWb-W22OV0EpojY8P_iuq4zn7Nv8KcPV7vZQlMu_qBUvte71SUDwIBPPSd5Ce9-aoQn9lvlXWfd6vcFQ=w408-h306-k-no,true,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2025-09-29T00:50:39.777Z,,,
https://www.google.com/maps/place/Smilow+Cancer+Hospital+Care+Center+North+Haven/data=!4m7!3m6!1s0x89e7d061626ed477:0x7e29a75e2a913c5c!8m2!3d41.3818871!4d-72.8807243!16s%2Fg%2F11bvvxyt_k!19sChIJd9RuYmHQ54kRXDyRKl6nKX4,Smilow Cancer Hospital Care Center North Haven,4.2,5,Cancer treatment center,"6 Devine St, North Haven, CT 06473, United States","94J9+QP North Haven, Connecticut, USA",http://www.ynhh.org/,+1 203-407-8002,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no8JQqalcNaUSsZ2zW1GJWeUeOwpz0d1lTVmL1TKGeaYCWFfs1qaV8jtAIhwrdh8chsmhheMe3yqv9tYUK7uBj_m4KVIlTdK04ycj535xx9iAxLNEDwJ4rxqiWPM_5qDLdXj0e0=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2025-09-29T00:50:43.351Z,,,
https://www.google.com/maps/place/North+Haven+Medical+Center/data=!4m7!3m6!1s0x89e7d061626ed479:0xfc97bfa0b9b839dc!8m2!3d41.3821541!4d-72.8806883!16s%2Fg%2F12ll784p2!19sChIJedRuYmHQ54kR3Dm4uaC_l_w,North Haven Medical Center,3.9,34,Medical clinic,"6 Devine St, North Haven, CT 06473, United States","94J9+VP North Haven, Connecticut, USA",https://www.ynhh.org/locations/north-haven-6-devine-street.aspx,+1 203-688-1010,Closed ⋅ Opens 7 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np42l10vQJ_Kqq-3TL_sMlKhLHRXTMGLrJ7UITpx3mIW1IepE8pxeyOPgD3b5WNQr6HKtGK3mHfj7GzAQPTKCLFL6COlL1bw34OmyVi0Rr6_rs-_OajmTgkqdQfL95cE86Qj43c=w408-h544-k-no,true,Closed,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,8 am–12 pm,"https://www.google.com/maps/search/Infusion+centers+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2025-09-29T00:50:48.195Z,,,
https://www.google.com/maps/place/Yale-New+Haven+Hospital+-+North+Haven+Campus/data=!4m7!3m6!1s0x89e7d061256aaaab:0x344ea34dab544636!8m2!3d41.3812635!4d-72.8790035!16s%2Fg%2F11fyzch1h1!19sChIJq6pqJWHQ54kRNkZUq02jTjQ,Yale-New Haven Hospital - North Haven Campus,4.4,18,Hospital,"8 Devine St, North Haven, CT 06473, United States","94JC+G9 North Haven, Connecticut, USA",https://usmaplocation.org/business/yale-new-haven-hospital---north-haven-campus-6e3lcp,,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noSWa5sFCRIRkw8Dx84CTHdzxy2QM99YC-0fFIql8nALVpS7iYjYirS1Czk3hf4WCXD0j9IoXTW5iXUUB9s_re-cnta64V9WDEilChiBRudHkDzyx038kgHx_wETXU4oBHiiT3H=w408-h883-k-no,false,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/Infusion+centers+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2025-09-29T00:50:53.597Z,,,
https://www.google.com/maps/place/Local+Infusion/data=!4m7!3m6!1s0x89e7d967080ef44b:0x373598274b05d065!8m2!3d41.3340832!4d-72.9753984!16s%2Fg%2F11vtbb6sbf!19sChIJS_QOCGfZ54kRZdAFSyeYNTc,Local Infusion,5.0,25,Medical clinic,"1455 Whalley Ave, New Haven, CT 06515, United States","82MF+JR New Haven, Connecticut, USA",https://www.mylocalinfusion.com/,+1 203-941-5429,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrNWfUoblrS3P0Yfxv_xEboP3-LOf3dADOoaKSaV5sef33QSLxiDo6oVZgei3eU7EGZaeP4-Ne90381U6P7-1gjnV3j92CO9ClH-IC7UCoi74Ljm5FGV163FfN7LX548t17ax0kXw=w408-h306-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/Infusion+centers+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2025-09-29T00:50:58.519Z,,,
https://www.google.com/maps/place/Apt+Foundation/data=!4m7!3m6!1s0x89e7d0854ed1b85d:0x8446f83827fd0d2b!8m2!3d41.3691646!4d-72.8880472!16s%2Fg%2F11b76twcb3!19sChIJXbjRToXQ54kRKw39Jzj4RoQ,Apt Foundation,4.3,331,Addiction treatment center,"352 State St, North Haven, CT 06473, United States","9496+MQ North Haven, Connecticut, USA",http://aptfoundation.org/,+1 203-781-4600,Closed ⋅ Opens 5:30 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrzdi_nCGFtZuBOR8LFPRdN-CwCjEzBH-tjuVqSUEtaefkmf3mmEVoDXbP2TL3z3F7bVFSHOA6TJFOViMqgFSIvIkVgI35bkCM9gUR1m2PfoiaS4j_-ComgO1PyJtjaq9Flwk_O=w408-h306-k-no,false,Closed,5:30 am–1 pm,5:30 am–1 pm,5:30 am–1 pm,5:30 am–1 pm,5:30 am–1 pm,5:30 am–1 pm,"https://www.google.com/maps/search/Infusion+centers+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2025-09-29T00:51:03.444Z,,,
https://www.google.com/maps/place/IV+Therapy+and+Nutrition/data=!4m7!3m6!1s0x89e7d1ebc366c261:0x4fc2b3165df5fc1!8m2!3d41.3892031!4d-72.8697242!16s%2Fg%2F11rb3_sw81!19sChIJYcJmw-vR54kRwV_fZTEr_AQ,IV Therapy and Nutrition,,,Medical office,"88 Old Broadway E Unit C, North Haven, CT 06473, United States","94QJ+M4 North Haven, Connecticut, USA",https://ivtherapyandnutrition.com/,+1 203-799-7733,Closed ⋅ Opens 9 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=60jSG6Je5d5T5zvj9LYpuA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=202.01915&pitch=0&thumbfov=100,true,Closed,9 am–12 am,Closed,9 am–12 am,9 am–12 am,Closed,Closed,"https://www.google.com/maps/search/Infusion+centers+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2025-09-29T00:51:08.270Z,,,
https://www.google.com/maps/place/Washington+Medical+Center/data=!4m7!3m6!1s0x89e7d0499b43121d:0x988f8aa8214c5d84!8m2!3d41.3913908!4d-72.8583327!16s%2Fg%2F11fp8w35g8!19sChIJHRJDm0nQ54kRhF1MIaiKj5g,Washington Medical Center,5.0,3,Medical Center,"Washington Medical Center, 52 Washington Ave, North Haven, CT 06473, United States","94RR+HM North Haven, Connecticut, USA",https://www.washingtonmedcenter.com/,,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqgS2vQFxSnai7nuqCYQGLkBhVDTJ2Frov0MYwNsCJVDpsa7KA-zQnLnkKiNdduXovrfahCVJ6Cd50nRYdH35m7NVAK_D3vjxKXo6cWdNBBEm3865JiywsPa7d7e1mOBKagDQeCDg=w408-h544-k-no,false,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2025-09-29T00:51:11.190Z,,,
"https://www.google.com/maps/place/Yale+Multiple+Sclerosis+Center+(Interventional+Immunology+Center+-+North+Haven+Medical+Center)/@41.3821354,-72.8806244,17z/data=!3m1!4b1!4m6!3m5!1s0x89e7d1da07583789:0x8468b427d2174ef8!8m2!3d41.3821354!4d-72.8806244!16s%2Fg%2F11h71hhmgl",Yale Multiple Sclerosis Center (Interventional Immunology Center - North Haven Medical Center),3.4,5,Hospital,"6 Devine St, North Haven, CT 06473, United States","94J9+VQ North Haven, Connecticut, USA",https://www.ynhh.org/locations/north-haven-6-devine-street-immunology.aspx,+1 203-287-6100,,,,false,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2025-09-29T00:51:16.090Z,,,
https://www.google.com/maps/place/Yale+New+Haven+Health+Multispecialty+Center+-+North+Haven/data=!4m7!3m6!1s0x89e7d19d69bf903b:0x2b9fca3251bc1e77!8m2!3d41.3813362!4d-72.8790223!16s%2Fg%2F11k9f3908d!19sChIJO5C_aZ3R54kRdx68UTLKnys,Yale New Haven Health Multispecialty Center - North Haven,,,Medical Center,"8 Devine St, North Haven, CT 06473, United States","94JC+G9 North Haven, Connecticut, USA",,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kHH5OwunMbFxDgy25fZJFQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=123.149&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2025-09-29T00:51:18.828Z,,,
