placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes
https://www.google.com/maps/place/Kansas+Pain+Management+-+Kansas+City/data=!4m7!3m6!1s0x87c0ead123590e6d:0xb69e4e538794a79f!8m2!3d38.9305584!4d-94.7228845!16s%2Fg%2F11bw7cw_rc!19sChIJbQ5ZI9HqwIcRn6eUh1NOnrY,Kansas Pain Management - Kansas City,4.2,253,Pain management physician,"10995 Quivira Rd, Overland Park, KS 66214, United States","W7JG+6R Overland Park, Kansas, USA",http://kansaspainmanagement.com/,+1 913-339-9437,Open · Closes 5 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMEGHUy9x3uvobzarkdPCrLKaKmbOar8YSdU6pu=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2026-01-28T19:34:53.316Z,
https://www.google.com/maps/place/Genesis+Pain+Management+Clinic+of+Overland+Park/data=!4m7!3m6!1s0x87c0ea12b04c110b:0x95c299d7382efe50!8m2!3d38.906004!4d-94.6650811!16s%2Fg%2F11cmr2z4by!19sChIJCxFMsBLqwIcRUP4uONeZwpU,Genesis Pain Management Clinic of Overland Park,4.2,143,Pain management physician,"6700 W 121st St Ste #300, Overland Park, KS 66209, United States","W84M+CX Overland Park, Kansas, USA",https://www.genesispain.com/,+1 913-871-9888,Open · Closes 5 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipO1QUNVuF-yo48wvb-IC31IQN1IVpJvJpgSOawq=w408-h271-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2026-01-28T19:34:58.941Z,
https://www.google.com/maps/place/KC+Pain+Centers+Overland+Park/data=!4m7!3m6!1s0x87c0e862642c4d3b:0xb91d4aa0c3bac922!8m2!3d38.8395196!4d-94.6747187!16s%2Fg%2F1tjy208p!19sChIJO00sZGLowIcRIsm6w6BKHbk,KC Pain Centers Overland Park,4.6,136,Pain management physician,"7651 W 159th St, Overland Park, KS 66085, United States","R8QG+R4 Overland Park, Kansas, USA",http://kcpain.com/?utm_source=GMBSocialClimb&utm_medium=KCPainCentersOverlandPark,+1 816-357-8806,Open · Closes 4 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepfS1htCQWcx_0pEw7nm5wmcYu34LuX9JNMzX9ArZIupGQjgr7DH_F39nQSWGgQ3S5C8Y12nf7OmyFQJUtGZ83efZvOQUlauFE1kwL5VJQMrUyBv4gtGCRlx5BingT0Won3lBz9Ow=w452-h240-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/pain+management+physician+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2026-01-28T19:35:04.318Z,
https://www.google.com/maps/place/Mid+America+Pain+Clinic/data=!4m7!3m6!1s0x87c0ea57c9a0e6c5:0x41b00c8c3235feb6!8m2!3d38.9280658!4d-94.668713!16s%2Fg%2F12626l38p!19sChIJxeagyVfqwIcRtv41MowMsEE,Mid America Pain Clinic,3.6,52,Pain management physician,"7100 College Blvd, Overland Park, KS 66210, United States","W8HJ+6G Overland Park, Kansas, USA",http://www.midamericapain.com/,+1 913-914-1234,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerE9ylkPbOYtetlLhuayp85L1O2EfwC-xDUPZaBvuR5ZFHzRfkaOvunLJX0yszBr-LHhN7KGTMh5cbTE5iQPIfQJ--Uc8mvWOfBnl890o8IdCzS1lcOCDZ7Aml-LJCbzhWFtv2m=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2026-01-28T19:35:09.199Z,
https://www.google.com/maps/place/Shawnee+Mission+Pain+Center/data=!4m7!3m6!1s0x87c0ec8d11709019:0xb67179a79d3f7719!8m2!3d38.9961279!4d-94.6946122!16s%2Fg%2F1v75sf9k!19sChIJGZBwEY3swIcRGXc_nad5cbY,Shawnee Mission Pain Center,3.6,19,Pain management physician,"7315 E Frontage Rd #140, Merriam, KS 66204, United States","X8W4+F5 Merriam, Kansas, USA",https://www.adventhealth.com/hospital/adventhealth-shawnee-mission/our-services/pain-care,+1 913-676-2370,Open · Closes 4 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqvK8FVBSCsJXy5orGeaGRTPtHwhSkIz_10cEs7Du5MvP716L7vpQnWd577-YKzmaQmkXJdpmtCxuHjBROo2XLewzfAga8vGWWatL4DvVVuuildRq4IjfVV-ynVEjbTPD1v92Xa=w487-h240-k-no,false,7 am–4 pm,7 am–4 pm,7 am–12 pm,Closed,Closed,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/pain+management+physician+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2026-01-28T19:35:14.021Z,
"https://www.google.com/maps/place/Lan+Nguyen,+MD/data=!4m7!3m6!1s0x87c0eb1e5f0ffe0b:0xdd585b84cdfb2dca!8m2!3d38.937328!4d-94.7033528!16s%2Fg%2F1tr8m2r_!19sChIJC_4PXx7rwIcRyi37zYRbWN0","Lan Nguyen, MD",4.7,75,Pain management physician,"10600 Mastin St Entrance A, Overland Park, KS 66212, United States","W7PW+WM Overland Park, Kansas, USA",https://collegeparkfamilycare.com/physicians/profile/Dr-Lan-Nguyen-MD?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,+1 913-469-6447,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipMNVXNN-GjqqH3pH_mUwyMFEF3cfKHst-bPLxz0=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2026-01-28T19:35:18.920Z,
"https://www.google.com/maps/place/Brian+Y.+Kim,+MD/data=!4m7!3m6!1s0x87c0ebd6bd8c5a73:0x362343449b3b8abe!8m2!3d38.9372744!4d-94.7034737!16s%2Fg%2F11jsr9dzpq!19sChIJc1qMvdbrwIcRvoo7m0RDIzY","Brian Y. Kim, MD",4.9,94,Pain management physician,"10600 Mastin St Entrance A, Overland Park, KS 66212, United States","W7PW+WJ Overland Park, Kansas, USA",https://collegeparkfamilycare.com/physicians/profile/Dr-Brian-Y-Kim-MD?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,+1 913-469-6447,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipOcRpeeXlxb6fN0TTGPwZ8IjweqR16B-FV-0nWy=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2026-01-28T19:35:23.782Z,
"https://www.google.com/maps/place/Dr.+Mayank+Gupta,+MD/data=!4m7!3m6!1s0x87c0ead12ff66a29:0x6f36e35421b75648!8m2!3d38.9305582!4d-94.7228847!16s%2Fg%2F1hc4dfv3b!19sChIJKWr2L9HqwIcRSFa3IVTjNm8","Dr. Mayank Gupta, MD",4.1,21,Pain management physician,"10995 Quivira Rd, Overland Park, KS 66201, United States","W7JG+6R Overland Park, Kansas, USA",http://kansaspainmanagement.com/,+1 913-339-9437,Open · Closes 5 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPr6cvg03KPdJ3_cCR2nzeX7soEqX92_ZXYXq0O=w408-h408-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2026-01-28T19:35:28.812Z,
https://www.google.com/maps/place/Renjini+Chandra/data=!4m7!3m6!1s0x87c0ea48fb8cac51:0xe5d49e7a6f4649a2!8m2!3d38.9281078!4d-94.6686912!16s%2Fg%2F11qgb7hkwj!19sChIJUayM-0jqwIcRoklGb3qe1OU,Renjini Chandra,4.6,11,Pain management physician,"7100 College Blvd, Overland Park, KS 66210, United States","W8HJ+6G Overland Park, Kansas, USA",http://www.mapckc.com/,+1 913-599-2440,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerjj9VILiWIBZa2EjD404HQJBRudCzgqlnmro3d6-8CA_CCT_N-LTAdoH9LJKz23uoPmUSXKpZpZKHBVdllWreiNHy7a1MZmoTwcmL1t0RW38PMpldrRSZvh-AcYfnJe-Iuh6rxrA=w408-h525-k-no,false,8 am–5 pm,8 am–5 pm,Closed,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2026-01-28T19:35:33.754Z,
https://www.google.com/maps/place/Bodyguitar+Clinic/data=!4m7!3m6!1s0x87c0eacb52eb76fb:0xd3236b32078a0a60!8m2!3d38.9289569!4d-94.7301074!16s%2Fg%2F11fct7c_r5!19sChIJ-3brUsvqwIcRYAqKBzJrI9M,Bodyguitar Clinic,4.9,437,Pain control clinic,"11040 Oakmont St, Overland Park, KS 66210, United States","W7H9+HX Overland Park, Kansas, USA",https://www.bodyguitar.com/,+1 913-291-2819,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqf1K2ypr6-Qh-pOQ2YqXXASfLzjc5Utm-isrS_afZ3XoVpNZ0eXJ8OgE-ZO44gs7Y5owRFfJ2xqwFUwP9ddZoGvXeLQOz6H5OPSVgZgz8Ikjr3xwXce6076cdTQJc1UNAcPZ2B=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2026-01-28T19:35:38.616Z,
