placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,info,attributes,error,isBlackOwned
https://www.google.com/maps/place/Bakersfield+Property+Management/data=!4m7!3m6!1s0x80ea69fbc2bbe05d:0xdf54a61bedaf7da1!8m2!3d35.3537969!4d-119.0620388!16s%2Fg%2F12646sjr6!19sChIJXeC7wvtp6oARoX2v7RumVN8,Bakersfield Property Management,4.4,181,Property management company,"5405 Stockdale Hwy #106, Bakersfield, CA 93309, United States","9W3Q+G5 Bakersfield, California, USA",http://www.bakersfieldpropertymanagement.net/,+1 661-861-1597,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SxgjeK8QdmdP_v8CzhuPzA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=352.84317&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-09-25T17:00:59.705Z,,,,
https://www.google.com/maps/place/Real+Property+Management+Bakersfield/data=!4m7!3m6!1s0x80ea421c584a82e9:0x6426b234b0859d6!8m2!3d35.3784685!4d-119.0250285!16s%2Fg%2F1tfbt5tc!19sChIJ6YJKWBxC6oAR1lkISyNrQgY,Real Property Management Bakersfield,4.6,878,Property management company,"2008 21st St Suite 200, Bakersfield, CA 93301, United States","9XHF+9X Bakersfield, California, USA",https://www.rpmbakersfield.com/?cid=LSTL_RPM000203&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 661-379-6923,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPGB_w4VTs8im7MUVWYSm6MzuQX8kpSDj_cdp08=w456-h240-k-no,true,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-09-25T17:01:08.299Z,,,,
"https://www.google.com/maps/place/Central+Cal+Management,+Inc./data=!4m7!3m6!1s0x80ea698044011fa3:0xe46b8265d27bc33e!8m2!3d35.3745487!4d-119.0174396!16s%2Fg%2F11mpcg2368!19sChIJox8BRIBp6oARPsN70mWCa-Q","Central Cal Management, Inc.",4.7,93,Property management company,"1700 K St STE 200, Bakersfield, CA 93301, United States","9XFM+R2 Bakersfield, California, USA",https://www.centralcalmgmt.com/,+1 661-243-3877,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_9wJiFWN0UzmVjW-ctnLFQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=107.54746&pitch=0&thumbfov=100,true,8:30 am–5 pm,8:30 am–5 pm,9 am–1 pm,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-09-25T17:01:13.382Z,,,,
"https://www.google.com/maps/place/American+Property+Management,+Bakersfield/data=!4m7!3m6!1s0x80ea6985cec2ffff:0xf8eaa5826c25878c!8m2!3d35.3803426!4d-119.0086544!16s%2Fg%2F11sh5x4klj!19sChIJ___CzoVp6oARjIclbIKl6vg","American Property Management, Bakersfield",4.3,84,Property management company,"601 24th St suite a, Bakersfield, CA 93301, United States","9XJR+4G Bakersfield, California, USA",https://apmbakersfield.com/contact-form/,+1 661-863-0000,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npr8i8RF08GuuuV_JwCX4_0W_IVD4Yi8EVRpUU2jvsoTq1UWFtYayQioPRSwUFMg251SseXWR61K7BGr-UdQMDaDkv0xzigqkk8QmA_DD2LRRmFEy7O1D93mGGSstV7wbO6fmepjA=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,9 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-09-25T17:01:19.451Z,,,,
https://www.google.com/maps/place/At+Home+Property+Management/data=!4m7!3m6!1s0x80ea6a20bff004c9:0xb165dcb1edc7aa14!8m2!3d35.3707053!4d-119.0182802!16s%2Fg%2F1td6b5kb!19sChIJyQTwvyBq6oARFKrH7bHcZbE,At Home Property Management,3.3,66,Property management company,"1400 Chester Ave suite d, Bakersfield, CA 93301, United States","9XCJ+7M Bakersfield, California, USA",http://www.athomepropertymanagement.com/,+1 661-326-1190,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noR0_n-yh9jtKwjs6sBVNEN724sq089n0kLvuW16oyPLCXMYn_A-_N-KoMwUKbVh72ymTzcPFG8cWko45M2gjgCSfXheVXlAY_vjXdLvLhVC1-4iJ3JcWSNq9HvJXezW8MgPkU=w426-h240-k-no,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-09-25T17:01:25.006Z,,,,
https://www.google.com/maps/place/Portfolio+Property+Management/data=!4m7!3m6!1s0x80ea42042914c62d:0xb3968e585460f0c4!8m2!3d35.3702202!4d-119.052084!16s%2Fg%2F11f_jdn96g!19sChIJLcYUKQRC6oARxPBgVFiOlrM,Portfolio Property Management,4.2,84,Property management company,"4420 Easton Dr, Bakersfield, CA 93309, United States","9WCX+35 Bakersfield, California, USA",http://portfoliopropertymanagement.com/,+1 661-282-9041,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npa8qyxeJQeENcRUbqeuTQyqo6gpa_28-K20xiPolBEbo8wrBDPZ09w2ZljmQ07rXqDraZ8oHcRaTWujGjXiwAWgmrvWuIgZhV99PcrY9QvuuP50b2zpYcwjVcim8vIQ-gB--bY-YsW774=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-09-25T17:01:30.591Z,,,,
https://www.google.com/maps/place/HRU+Property+Management/data=!4m7!3m6!1s0x80ea41da8665b731:0x8b947b2d088ce12a!8m2!3d35.3608976!4d-119.060584!16s%2Fg%2F1tdm_tqv!19sChIJMbdlhtpB6oARKuGMCC17lIs,HRU Property Management,3.3,30,Property management company,"5100 California Ave Suite 126, Bakersfield, CA 93309, United States","9W6Q+9Q Bakersfield, California, USA",http://hrupropertymanagement.com/,+1 661-831-6022,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipOsNeTRDO3bRnDX8-my9BtbyC1cX5LzBgQIbZOV=w493-h240-k-no,true,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-09-25T17:01:35.855Z,,,,
https://www.google.com/maps/place/CalWestern+Property+Management/data=!4m7!3m6!1s0x80ea41d0cd241451:0x227cb7a59c6a35dd!8m2!3d35.377761!4d-119.0196418!16s%2Fg%2F11h35txmk4!19sChIJURQkzdBB6oAR3TVqnKW3fCI,CalWestern Property Management,4.7,11,Property management company,"2020 Eye St Ste 444, Bakersfield, CA 93301, United States","9XHJ+44 Bakersfield, California, USA",http://calwesternpm.com/,+1 800-640-2976,Open ⋅ Closes 5:30 pm,https://lh3.googleusercontent.com/p/AF1QipOU8y6ODfGwFU0QrIxRJU4kZl-VMAwYS4ONv4dA=w630-h240-k-no,true,9 am–5:30 pm,9 am–5:30 pm,9 am–12 pm,Closed,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-09-25T17:01:41.393Z,,,,
https://www.google.com/maps/place/Able+Property+Management/data=!4m7!3m6!1s0x80ea6a3e9c9f36f7:0x5ebcf6e6bf83a370!8m2!3d35.3741224!4d-119.0267477!16s%2Fg%2F1tnms0rx!19sChIJ9zafnD5q6oARcKODv-b2vF4,Able Property Management,3.5,144,Property management company,"2129 17th St, Bakersfield, CA 93301, United States","9XFF+J8 Bakersfield, California, USA",http://ablepm.com/,+1 661-325-1095,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrelKKLHMlW_39l1TtYYSUA_UOasSBw7-54anBxDm_eUtnKxy1j97jvLzjWXdgNwY7LHzZaF_nMj0dc52fG_ZFtzt3VQDBeBGm1e1Kasx7uLiW68RlbDhmZLEpGLe9jDzy4dwZNZQ=w462-h240-k-no,true,9 am–5 pm,9 am–5 pm,10 am–2 pm,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-09-25T17:01:46.985Z,,,,
https://www.google.com/maps/place/Basham+Management/data=!4m7!3m6!1s0x80ea695ac0919f51:0xd6d0781e5eba5f13!8m2!3d35.374184!4d-119.0435613!16s%2Fg%2F11g4ds1pb9!19sChIJUZ-RwFpp6oARE1-6Xh540NY,Basham Management,3.2,11,Property management company,"1701 Westwind Dr Suite 207, Bakersfield, CA 93301, United States","9XF4+MH Bakersfield, California, USA",https://bashammanagement.com/,+1 661-334-2776,Open ⋅ Closes 3 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kh8Yo5Q2Xts7fpZKwHHaqg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=278.34433&pitch=0&thumbfov=100,true,9 am–3 pm,9 am–3 pm,Closed,Closed,9 am–3 pm,9 am–3 pm,9 am–3 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-09-25T17:01:53.239Z,,,,
