placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,isBlackOwned,error
https://www.google.com/maps/place/Origins+Naturopathic+Health+and+Wellness/data=!4m7!3m6!1s0x89ab1356a2b217df:0xb563c574fb9aa368!8m2!3d35.0456981!4d-78.9183187!16s%2Fg%2F11nmcv2ns2!19sChIJ3xeyolYTq4kRaKOa-3TFY7U,Origins Naturopathic Health and Wellness,4.8,25,Naturopathic practitioner,"2529 Raeford Rd Suite 8, Fayetteville, NC 28305, United States","23WJ+7M Fayetteville, North Carolina, USA",http://www.originsnaturopathics.com/,+1 910-699-0662,Closed · Opens 12 pm Tue,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipMGY8VotA3iJE8UlamCpET32ZHAF9-nEdSGaD4h=w408-h544-k-no,true,Closed,12–6 pm,9 am–1:30 pm,12–5:30 pm,9 am–1 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-02-23T19:10:54.023Z,,,
https://www.google.com/maps/place/Integrative+MedSpace/data=!4m7!3m6!1s0x89ab1355ef6ce28b:0xde372e2a3d7e72a1!8m2!3d35.0456997!4d-78.9182972!16s%2Fg%2F11tmwgjfcs!19sChIJi-Js71UTq4kRoXJ-PSouN94,Integrative MedSpace,5.0,2,Alternative medicine practitioner,"2529 Raeford Rd Suite A, Fayetteville, NC 28305, United States","23WJ+7M Fayetteville, North Carolina, USA",http://www.integrativemed.space/,+1 910-699-0662,Open · Closes 6 pm,,https://lh3.googleusercontent.com/p/AF1QipO7zRyiHntIwt5ngHD-VogBw1sgIJVVoMCrqcL6=w408-h306-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–12 am,"12–6 am, 10 am–3 pm",Closed,"https://www.google.com/maps/search/functional+medicine+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-02-23T19:11:00.140Z,,,
https://www.google.com/maps/place/Total+Approach+Wellness/data=!4m7!3m6!1s0x89ab135a57446053:0x8838d91cd8ea3b24!8m2!3d35.04298!4d-78.92316!16s%2Fg%2F1td9w_33!19sChIJU2BEV1oTq4kRJDvq2BzZOIg,Total Approach Wellness,4.0,8,Holistic medicine practitioner,"2823 Arlington Ave, Fayetteville, NC 28303, United States","23VG+5P Fayetteville, North Carolina, USA",http://www.totalapproachwellness.com/,+1 910-322-7368,Open · Closes 4 pm,,https://lh3.googleusercontent.com/p/AF1QipNj8Hrv2CGp0qJLpwiKCC6AbB63uszRYkMQ9p_g=w408-h307-k-no,true,"10–11:30 am, 1–4 pm","10–11:30 am, 1–4 pm","10–11:30 am, 1–4 pm","10–11:30 am, 1–4 pm",Closed,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-02-23T19:11:04.831Z,,,
https://www.google.com/maps/place/Optimize+U+-+Fayetteville+%7C+Hormone+%26+Cryotherapy+Clinic/data=!4m7!3m6!1s0x89ab15ee0d126b77:0x3e6134c83f5a706f!8m2!3d34.9960131!4d-78.9663853!16s%2Fg%2F11vy45__mg!19sChIJd2sSDe4Vq4kRb3BaP8g0YT4,Optimize U - Fayetteville | Hormone & Cryotherapy Clinic,5.0,104,Medical clinic,"2653 Hope Mills Rd, Fayetteville, NC 28306, United States","X2WM+CC Fayetteville, North Carolina, USA",https://optimizeucenters.com/locations/fayetteville-north-carolina/,+1 910-912-7007,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipNoEJzAKRDZ812vU-1Zgbwi3ojww3jXLGtDlRHd=w408-h393-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-02-23T19:11:09.694Z,,,
https://www.google.com/maps/place/Harmonic+Healing+Arts/data=!4m7!3m6!1s0x89ab12d4d4df30ad:0x32b446085d867fab!8m2!3d35.0511983!4d-78.8780699!16s%2Fg%2F11b7hmfx0z!19sChIJrTDf1NQSq4kRq3-GXQhGtDI,Harmonic Healing Arts,5.0,1,Holistic medicine practitioner,"234 Hay Street, 102 Person St, Fayetteville, NC 28301, United States","342C+FQ Fayetteville, North Carolina, USA",,,Open · Closes 6 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oIRoNZBZRQhsbuS3ZoXGrQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=202.66013&pitch=0&thumbfov=100,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–5 pm,1–6 pm,"https://www.google.com/maps/search/functional+medicine+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-02-23T19:11:14.509Z,,,
https://www.google.com/maps/place/Cynthia+Phillips+PA-C/data=!4m7!3m6!1s0x89ab13aec0cb35c5:0xf14b2e85e4e38233!8m2!3d35.04298!4d-78.92316!16s%2Fg%2F11fnynb15k!19sChIJxTXLwK4Tq4kRM4Lj5IUuS_E,Cynthia Phillips PA-C,5.0,1,Holistic medicine practitioner,"2823 Arlington Ave, Fayetteville, NC 28303, United States","23VG+5P Fayetteville, North Carolina, USA",http://www.totalapproachwellness.com/,+1 910-322-7368,Open · Closes 5 pm,Identifies as women-owned,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2KocQ61sQYP05IiErFsEbQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=131.9387&pitch=0&thumbfov=100,false,"9–11:30 am, 1–5 pm","9–11:30 am, 1–5 pm","9–11:30 am, 1–5 pm","9–11:30 am, 1–5:30 pm",Closed,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-02-23T19:11:19.233Z,,,
https://www.google.com/maps/place/Infinite+Bliss+Healing/data=!4m7!3m6!1s0xa8e534189003c569:0x5296b253735b841d!8m2!3d34.9907137!4d-78.9932514!16s%2Fg%2F11yn1wrt_8!19sChIJacUDkBg05agRHYRbc1OyllI,Infinite Bliss Healing,5.0,3,Wellness program,"3012 Bolla Dr, Fayetteville, NC 28306, United States","X2R4+7M Fayetteville, North Carolina, USA",https://www.infiniteblisshealing.com/,+1 949-422-4905,Closed · Opens 10 am Tue,,https://lh3.googleusercontent.com/p/AF1QipNXUBy7rx13q5Fkrs5_jfVUnsJX7ulZtyUshfIK=w408-h500-k-no,true,Closed,10 am–12 am,"12–7 am, 10 am–12 am","12–3 am, 10 am–12 am","12–7 am, 10 am–12 am","12–7 am, 10 am–12 am",12–2 am,"https://www.google.com/maps/search/functional+medicine+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-02-23T19:11:24.065Z,,,
https://www.google.com/maps/place/Laurie+Lynch+Living+Well+Health/data=!4m7!3m6!1s0x89ab138e4dd53a47:0xa9fe854926338d03!8m2!3d34.9996557!4d-78.9195092!16s%2Fg%2F1tcv_8p6!19sChIJRzrVTY4Tq4kRA40zJkmF_qk,Laurie Lynch Living Well Health,5.0,1,Hypnotherapy service,"3342 Legion Rd, Hope Mills, NC 28348, United States","X3XJ+V5 Hope Mills, North Carolina, USA",http://www.drllynch.com/,+1 910-426-5159,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zMwO10lzzsUZkQDnWJnVAQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=297.26306&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/functional+medicine+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-02-23T19:11:26.700Z,,,
https://www.google.com/maps/place/FirstHealth+Family+Medicine+-+EliteCare/data=!4m7!3m6!1s0x89ab141e20191a19:0x7cfb5439ff73afa4!8m2!3d34.972814!4d-78.947238!16s%2Fg%2F11btww4tby!19sChIJGRoZIB4Uq4kRpK9z_zlU-3w,FirstHealth Family Medicine - EliteCare,4.2,131,Medical clinic,"3622 N Main St, Hope Mills, NC 28348, United States","X3F3+44 Hope Mills, North Carolina, USA",https://www.firsthealth.org/hospitals-locations/locations-profile/?id=311,+1 910-423-7771,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5HFJkRAvMO-ZQ2s5gP0Rpg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=226.22397&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-02-23T19:11:31.341Z,,,
https://www.google.com/maps/place/Nelson+%26+Nelson+Chiropractic/data=!4m7!3m6!1s0x89ab142698d403f9:0x957646bd3a0b880d!8m2!3d34.9788258!4d-78.9586355!16s%2Fg%2F1tdz0ttt!19sChIJ-QPUmCYUq4kRDYgLOr1GdpU,Nelson & Nelson Chiropractic,4.9,458,Chiropractor,"3202 N Main St #112, Hope Mills, NC 28348, United States","X2HR+GG Hope Mills, North Carolina, USA",https://nelsonandnelson.com/,+1 910-426-9112,Open · Closes 6 pm,,https://lh3.googleusercontent.com/p/AF1QipNUtPqyZfFtdjgPrcQI131RwClucqAw4W7T6TpR=w648-h240-k-no,true,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–2 pm,Closed,"https://www.google.com/maps/search/functional+medicine+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-02-23T19:11:36.281Z,,,
