placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,attributes,isBlackOwned
https://www.google.com/maps/place/Center+For+Pain+Relief/data=!4m7!3m6!1s0x8848d332d556a291:0xf034dc1f2b7b2917!8m2!3d38.3545342!4d-81.6345741!16s%2Fg%2F1ts3lx4y!19sChIJkaJW1TLTSIgRFyl7Kx_cNPA,Center For Pain Relief,2.6,34,Medical clinic,"400 Court St #100, Charleston, WV 25301, United States","9938+R5 Charleston, West Virginia, USA",https://centerforpainrelief.com/,+1 304-347-6120,Closed · Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_vsjJfmbypaLyygAHPYt-A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=232.99728&pitch=0&thumbfov=100,true,8 am–3:30 pm,8 am–3:30 pm,8 am–3:30 pm,Closed,Closed,8 am–3:30 pm,8 am–3:30 pm,"https://www.google.com/maps/search/pain+management+physician+in+Charleston+WV/@38.3498195,-81.6326234,14z",2026-01-28T20:40:23.903Z,,,
https://www.google.com/maps/place/Saldanha+Francis+Dr/data=!4m7!3m6!1s0x884f2c97eb62201d:0x5bb1f82351603f23!8m2!3d38.3308334!4d-81.6157476!16s%2Fg%2F11cn3q0xb6!19sChIJHSBi65csT4gRIz9gUSP4sVs,Saldanha Francis Dr,3.6,29,Pain management physician,"2335 Chesterfield Ave #302, Charleston, WV 25304, United States","89JM+8P Charleston, West Virginia, USA",https://wvkit.com/,+1 304-925-3535,Closed · Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6CEfUwrriwc_JwcxcmcwYA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=0.96516913&pitch=0&thumbfov=100,true,8 am–3 pm,8 am–3 pm,8 am–3 pm,Closed,Closed,8 am–3 pm,8 am–3 pm,"https://www.google.com/maps/search/pain+management+physician+in+Charleston+WV/@38.3498195,-81.6326234,14z",2026-01-28T20:40:29.471Z,,,
"https://www.google.com/maps/place/Dr.+Christopher+K.+Kim,+MD/data=!4m7!3m6!1s0x8848d332d556a291:0x2ca288dd870898b6!8m2!3d38.3545407!4d-81.6345837!16s%2Fg%2F1td6nbrw!19sChIJkaJW1TLTSIgRtpgIh92Ioiw","Dr. Christopher K. Kim, MD",4.5,11,Pain management physician,"400 Court St #100, Charleston, WV 25301, United States","9938+R5 Charleston, West Virginia, USA",http://centerforpainrelief.com/,+1 304-347-6120,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_vsjJfmbypaLyygAHPYt-A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=233.80142&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Charleston+WV/@38.3498195,-81.6326234,14z",2026-01-28T20:40:32.696Z,,,
https://www.google.com/maps/place/Dr.+Rudy+Malayil/data=!4m7!3m6!1s0x884f2c97eb260433:0x931188644ea2fd64!8m2!3d38.3308468!4d-81.615647!16s%2Fg%2F11kjq6cp31!19sChIJMwQm65csT4gRZP2iTmSIEZM,Dr. Rudy Malayil,5.0,1,Pain management physician,"2335 Chesterfield Ave #302, Charleston, WV 25304, United States","89JM+8P Charleston, West Virginia, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YYod1xtLeIwF__ZpvrPLxA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=174.56276&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Charleston+WV/@38.3498195,-81.6326234,14z",2026-01-28T20:40:35.248Z,,,
https://www.google.com/maps/place/Thomas+Hospitals+Spine+and+Nerve+Center/data=!4m7!3m6!1s0x8848d3fd7e8d36eb:0x9fc07ebbe024f8f2!8m2!3d38.3545121!4d-81.6345563!16s%2Fg%2F11s4whxpyc!19sChIJ6zaNfv3TSIgR8vgk4Lt-wJ8,Thomas Hospitals Spine and Nerve Center,2.0,10,Pain management physician,"400 Court St #100, Charleston, WV 25301, United States","9938+R5 Charleston, West Virginia, USA",https://wvumedicine.org/thomas-hospitals/services/spine-and-nerve-center/,+1 304-347-6120,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_vsjJfmbypaLyygAHPYt-A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=230.8436&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Charleston+WV/@38.3498195,-81.6326234,14z",2026-01-28T20:40:37.937Z,,,
https://www.google.com/maps/place/Pain+Management+360/data=!4m7!3m6!1s0x884f2d6fe2fbd561:0xae8e1200b1928bdd!8m2!3d38.3308602!4d-81.6155444!16s%2Fg%2F11lv_4_c9_!19sChIJYdX74m8tT4gR3YuSsQASjq4,Pain Management 360,,,Pain control clinic,"Day Surgery Center, 2335 Chesterfield Ave, Charleston, WV 25304, United States","89JM+8Q Charleston, West Virginia, USA",https://pain360.org/,+1 681-378-3266,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hIX8ezMog1H9qWthftbq_A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=176.57031&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Charleston+WV/@38.3498195,-81.6326234,14z",2026-01-28T20:40:40.490Z,,,
https://www.google.com/maps/place/Deer+Timothy+R+MD/data=!4m7!3m6!1s0x8848d332d556a291:0xece45f4ae90ac090!8m2!3d38.3545407!4d-81.6345837!16s%2Fg%2F1td9ffqg!19sChIJkaJW1TLTSIgRkMAK6Upf5Ow,Deer Timothy R MD,3.5,27,Pain management physician,"400 Court St, Charleston, WV 25301, United States","9938+R5 Charleston, West Virginia, USA",,+1 304-347-6120,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_vsjJfmbypaLyygAHPYt-A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=233.80142&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Charleston+WV/@38.3498195,-81.6326234,14z",2026-01-28T20:40:43.251Z,,,
https://www.google.com/maps/place/Bowman+II+Richard+G+MD/data=!4m7!3m6!1s0x8848d332d556a291:0x5436b7e1c586ccc0!8m2!3d38.3545407!4d-81.6345837!16s%2Fg%2F1tf6y0s4!19sChIJkaJW1TLTSIgRwMyGxeG3NlQ,Bowman II Richard G MD,4.3,6,Pain management physician,"400 Court St #100, Charleston, WV 25301, United States","9938+R5 Charleston, West Virginia, USA",http://centerforpainrelief.com/,+1 304-347-6120,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_vsjJfmbypaLyygAHPYt-A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=233.80142&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Charleston+WV/@38.3498195,-81.6326234,14z",2026-01-28T20:40:45.934Z,,,
https://www.google.com/maps/place/Yee+Brian+S+Do/data=!4m7!3m6!1s0x8848d332d556a2d7:0x57fa0ff2b626d2e0!8m2!3d38.3545121!4d-81.6345563!16s%2Fg%2F1tk8p8lw!19sChIJ16JW1TLTSIgR4NImtvIP-lc,Yee Brian S Do,3.0,2,Pain management physician,"400 Court St #100, Charleston, WV 25301, United States","9938+R5 Charleston, West Virginia, USA",,+1 304-720-2272,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_vsjJfmbypaLyygAHPYt-A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=230.8436&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Charleston+WV/@38.3498195,-81.6326234,14z",2026-01-28T20:40:48.503Z,,,
https://www.google.com/maps/place/Center+For+Pain+Physical+Therapy/data=!4m7!3m6!1s0x884f325a8aa6cbc9:0x88343ffa728bd4a9!8m2!3d38.3134134!4d-81.7209107!16s%2Fg%2F1vbl88k7!19sChIJycumiloyT4gRqdSLcvo_NIg,Center For Pain Physical Therapy,5.0,5,Physical therapist,"100 Peyton Way, South Charleston, WV 25309, United States","877H+9J South Charleston, West Virginia, USA",,+1 304-720-6747,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jfD14R535nJ7Wrxbz9SBdQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=172.3144&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Charleston+WV/@38.3498195,-81.6326234,14z",2026-01-28T20:40:51.106Z,,,
