placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,isBlackOwned,error
https://www.google.com/maps/place/VITAS+Healthcare/data=!4m7!3m6!1s0x880e2d0d1a35f15f:0x5e139c077a884c89!8m2!3d41.8635524!4d-87.6770101!16s%2Fg%2F1tfkrc0l!19sChIJX_E1Gg0tDogRiUyIegecE14,VITAS Healthcare,4.6,75,Hospice,"1340 S Damen Ave # 200, Chicago, IL 60608, United States","V87F+C5 Chicago, Illinois, USA",https://www.vitas.com/locations-search/chicagoland/chicago-hospice-office?utm_source=google&utm_medium=locallisting&utm_content=VHC3801&y_source=1_ODcxOTIxNC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 312-997-7200,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMuEfmVx5kwN91DJWhQwG5jndUKmqOJCycACee-=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-09-17T23:26:54.215Z,,,
https://www.google.com/maps/place/Rush+University+Palliative+Care/data=!4m7!3m6!1s0x880e2d176b01b007:0xba9f5b70cb78424c!8m2!3d41.8729042!4d-87.6700558!16s%2Fg%2F11g1f1zs93!19sChIJB7ABaxctDogRTEJ4y3Bbn7o,Rush University Palliative Care,3.0,2,Hospice,"1725 W Harrison St Suite 955, Chicago, IL 60612, United States","V8FH+5X Chicago, Illinois, USA",https://www.rush.edu/locations/rush-university-palliative-care?utm_source=listing&utm_medium=organic&utm_campaign=yext&y_source=1_ODc5MzM1Ny03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 312-563-3700,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TDJKg8_gI5rqFVtieJQUrw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=314.7864&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-09-17T23:26:58.270Z,,,
https://www.google.com/maps/place/JourneyCare+Hospice/data=!4m7!3m6!1s0x880e2da783161ded:0x15621fb49016a941!8m2!3d41.8726235!4d-87.6693225!16s%2Fg%2F11f7r5txp1!19sChIJ7R0Wg6ctDogRQakWkLQfYhU,JourneyCare Hospice,4.3,19,Home health care service,"710 S Paulina St 5 South, Chicago, IL 60612, United States","V8FJ+27 Chicago, Illinois, USA",https://journeycare.org/?y_source=1_MzEwNTA5NDAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 844-656-8763,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4HJ0YsTctzL0l0QQWwjTRg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=266.98&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-09-17T23:27:03.289Z,,,
https://www.google.com/maps/place/Unity+Hospice+%26+Palliative+Care/data=!4m7!3m6!1s0x880e2cea53afebf9:0x8743def2fe8169a0!8m2!3d41.8529415!4d-87.6421112!16s%2Fg%2F11bx89pmtb!19sChIJ-euvU-osDogRoGmB_vLeQ4c,Unity Hospice & Palliative Care,3.9,46,Hospice,"600 W Cermak Rd #3D, Chicago, IL 60616, United States","V935+55 Chicago, Illinois, USA",https://www.unityhospice.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-chicago&utm_id=local&utm_content=chicago,+1 312-427-6000,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipP6xw7wGNA4itoG06sQie1o-ILzMW0YBKhBSW8l=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-09-17T23:27:08.376Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/VITAS+Palliative+Care/data=!4m7!3m6!1s0x880e2d0ce6ff1327:0xb264d580d89fd843!8m2!3d41.8635662!4d-87.676373!16s%2Fg%2F11b6h_3dsg!19sChIJJxP_5gwtDogRQ9if2IDVZLI,VITAS Palliative Care,1.0,2,Hospice,"1340 S Damen Ave # 200, Chicago, IL 60608, United States","V87F+CF Chicago, Illinois, USA",https://www.vitas.com/locations-search/chicagoland/chicago-hospice-office/?utm_source=google&utm_medium=locallisting&utm_content=PMA3801&y_source=1_ODc0MjgzMi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 877-868-4827,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNvdqeMhiYJ5s5jJLKcU5mWddX3SZ1kAXkH5t06=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-09-17T23:27:13.462Z,,,
https://www.google.com/maps/place/AccentCare+Inpatient+Hopice+Center+at+Swedish+Covenant+Hospital-Chicago/data=!4m7!3m6!1s0x880fcd4179352be9:0x7aa1deb142f8775b!8m2!3d41.9743515!4d-87.6983974!16s%2Fg%2F11rgf1shql!19sChIJ6Ss1eUHND4gRW3f4QrHeoXo,AccentCare Inpatient Hopice Center at Swedish Covenant Hospital-Chicago,4.0,4,Hospice,"| Anderson Pavilion, 2751 W Winona St Floor 4, Chicago, IL 60625, United States","X8F2+PJ Chicago, Illinois, USA",https://www.accentcare.com/seasons-hospice-palliative-care-announcement,+1 773-293-8800,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sly50SDzkQ83qHe6NFB2Rg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=179.54059&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-09-17T23:27:18.485Z,,,
"https://www.google.com/maps/place/Shiloh+Hospice+and+Palliative+Care,+LLC/data=!4m7!3m6!1s0x880e2ddf7e00a3e7:0x7bc6f06c5c644a67!8m2!3d41.8310436!4d-87.6404579!16s%2Fg%2F11sj7x6bw2!19sChIJ56MAft8tDogRZ0pkXGzwxns","Shiloh Hospice and Palliative Care, LLC",5.0,4,Hospice,"540 W 35th St Suite 204, Chicago, IL 60616, United States","R9J5+CR Chicago, Illinois, USA",https://www.shilohhospice.com/,+1 708-705-5841,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNEpJBbH3a1DVMWnwnW86pdEfAMj-PLwGMz_tXm=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-09-17T23:27:23.566Z,,,
"https://www.google.com/maps/place/Chicago+Hope+And+Palliative+Healthcare/@41.7101351,-87.8180685,17z/data=!3m1!4b1!4m6!3m5!1s0x880e3852801aaaab:0x2654cd8e30c1f607!8m2!3d41.7101351!4d-87.8180685!16s%2Fg%2F11vx1gymgc",Chicago Hope And Palliative Healthcare,4.9,10,Hospice,"9944 S Roberts Rd # 105, Palos Hills, IL 60465, United States","P56J+3Q Palos Hills, Illinois, USA",https://chicagohopeandpalliative.com/,+1 708-598-2509,Closed ⋅ Opens 9 am Thu,,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-09-17T23:27:30.595Z,,,
https://www.google.com/maps/place/Lakeview+Nursing+and+Rehabilitation+Center/data=!4m7!3m6!1s0x880fd308812cb4f5:0x8985481fed7cc976!8m2!3d41.9326079!4d-87.6479781!16s%2Fg%2F1tg6qqfy!19sChIJ9bQsgQjTD4gRdsl87R9IhYk,Lakeview Nursing and Rehabilitation Center,2.7,63,Nursing home,"735 W Diversey Pkwy, Chicago, IL 60614, United States","W9M2+2R Chicago, Illinois, USA",http://www.lakeviewnursing.com/,+1 773-348-4055,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqve86ZzAie04Oa-H0uJVSFcTCOp40PXZpQvkU-kHLApAN9hghiRPIuLSl2IfMfD4Y5NNtyHz4U5eVKWkhMemi48RYghImIeCPfK6upGcdOO5ZLVob-eYwARZbOc8OC4kxElfmV-g=w408-h306-k-no,false,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-09-17T23:27:35.593Z,,,
https://www.google.com/maps/place/Northwestern+Memorial+Hospital+Palliative+Medicine+and+Supportive+Care+Program/data=!4m7!3m6!1s0x880e2cab0e5b13e5:0xcf97bf59ca979868!8m2!3d41.8931252!4d-87.6219293!16s%2Fg%2F11f15m6pbf!19sChIJ5RNbDqssDogRaJiXylm_l88,Northwestern Memorial Hospital Palliative Medicine and Supportive Care Program,5.0,1,Medical clinic,"211 E Ontario St # 700, Chicago, IL 60611, United States","V9VH+76 Chicago, Illinois, USA",https://www.nm.org/locations/northwestern-memorial-hospital-palliative-medicine-and-supportive-care-program?utm_source=yext&utm_medium=gmb%20location&utm_campaign=online%20listings,+1 312-926-0001,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipP5BOPTxF-ZM2I5yqQjujMGZueG8a-0RBUABY-k=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-09-17T23:27:40.623Z,,,
