placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,attributes,info,error,isBlackOwned
https://www.google.com/maps/place/Valet+Corporation/data=!4m7!3m6!1s0x89ab14e8e62b041b:0xa6e096e2f1bbc1d3!8m2!3d35.0353654!4d-78.960629!16s%2Fg%2F11f4zvjc2l!19sChIJGwQr5ugUq4kR08G78eKW4KY,Valet Corporation,1.0,1,Transportation service,"709 Hope Mills Rd, Fayetteville, NC 28306, United States","22PQ+4P Fayetteville, North Carolina, USA",,+1 910-705-8000,Open ⋅ Closes 6 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tPMLbGm9m9P7NAGUbYtZtQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=78.45053&pitch=0&thumbfov=100,false,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,Closed,9 am–6 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-10-28T18:32:47.895Z,,,,
https://www.google.com/maps/place/Mile+Marker+Parking/data=!4m7!3m6!1s0x89ab1365363b53e5:0x25532da8b02a01c6!8m2!3d34.9790157!4d-78.9072826!16s%2Fg%2F11y4b4qmc8!19sChIJ5VM7NmUTq4kRxgEqsKgtUyU,Mile Marker Parking,5.0,10,Parking lot,"3703 Gillespie St, Fayetteville, NC 28306, United States","X3HV+J3 Fayetteville, North Carolina, USA",https://milemarkerparking.com/,+1 855-709-7275,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOjkDQBynM95-jLRxwtwlTRgZN7r6xwMiKC2MD3=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-10-28T18:32:54.588Z,,,,
https://www.google.com/maps/place/Republic+Parking+%28FAY+-+Short+Term+Parking%29/data=!4m7!3m6!1s0x89ab13b5b3ae5499:0x31abb08b7ed5cea9!8m2!3d34.9914613!4d-78.8873304!16s%2Fg%2F11gd686_m6!19sChIJmVSus7UTq4kRqc7VfouwqzE,Republic Parking (FAY - Short Term Parking),5.0,3,Parking lot,"400 Airport Rd, Fayetteville, NC 28306, United States","X4R7+H3 Fayetteville, North Carolina, USA",https://www.republicparking.com/,+1 910-484-0063,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0CiPz2Jbj16SSbVbYbGJ3Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=91.16685&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-10-28T18:33:00.622Z,,,,
https://www.google.com/maps/place/AirGarage+%7C+Public+Parking+-+Park+on+Hay+Fayetteville/data=!4m7!3m6!1s0x89ab13d0ed7abbe7:0x93932857a32d227!8m2!3d35.0525431!4d-78.8786946!16s%2Fg%2F11t40scdhk!19sChIJ57t67dATq4kRJ9IyeoUyOQk,AirGarage | Public Parking - Park on Hay Fayetteville,4.9,62,Parking lot,"113 Hay St, Fayetteville, NC 28301, United States","343C+2G Fayetteville, North Carolina, USA",https://www.airgarage.com/location/park-on-hay-fayetteville-nc,,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPkEhmt2CHiU4Ynwmaitnjdbwd_h-kWLT94PlKf=w469-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-10-28T18:33:06.230Z,,,,
https://www.google.com/maps/place/Fayetteville+Regional+Airport+%28FAY%29/data=!4m7!3m6!1s0x89ab13b4061d6a4b:0x452237869e69ee8a!8m2!3d34.9910665!4d-78.887089!16zL20vMDdmN3Zx!19sChIJS2odBrQTq4kRiu5pnoY3IkU,Fayetteville Regional Airport (FAY),3.6,1117,Airport,"400 Airport Rd, Fayetteville, NC 28306, United States","X4R7+C5 Fayetteville, North Carolina, USA",https://www.fayettevillenc.gov/City-Departments/Airport,+1 910-433-1160,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwApgtNJRwzVNBqgEPCOWs99gtVpLVYV7H8jAm7IRy6qrYe8vvxtS1mYZPwyaoT5ORuSMttfcBSdFmK4j6uifBIoNlmjJJRmYwhfHk8yhUSx461oDLjanRo3Bh-bGgeH32G5sO3=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-10-28T18:33:09.469Z,,,,
https://www.google.com/maps/place/AirGarage+%7C+Public+Parking+-+Cross+Creek+Fayetteville/data=!4m7!3m6!1s0x89ab6d453ecaf09f:0x3aca949d0f86ed4e!8m2!3d35.0544057!4d-78.8805137!16s%2Fg%2F11x19m8b6d!19sChIJn_DKPkVtq4kRTu2GD52Uyjo,AirGarage | Public Parking - Cross Creek Fayetteville,5.0,2,Parking lot,"214 Burgess St, Fayetteville, NC 28301, United States","3439+QQ Fayetteville, North Carolina, USA",https://www.airgarage.com/location/cross-creek-parking-fayetteville-nc,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lFQ-LMJUT3tHaQcNfes1QQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=113.40992&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-10-28T18:33:14.398Z,,,,
https://www.google.com/maps/place/Rehab+Center+Parking/data=!4m7!3m6!1s0x89ab149c06abd2cf:0x8214e468995d0e92!8m2!3d35.0320237!4d-78.9354657!16s%2Fg%2F1w8wbx08!19sChIJz9KrBpwUq4kRkg5dmWjkFII,Rehab Center Parking,4.1,13,Parking lot,"John Carlisle Ln, Fayetteville, NC 28304, United States","23J7+RR Fayetteville, North Carolina, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BHWhU5E031gXC5mSbi8b6A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=73.39444&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-10-28T18:33:17.226Z,,,,
https://www.google.com/maps/place/AirGarage+%7C+Public+Parking+-+Otis+F+Jones+Pkwy+Fayetteville/data=!4m7!3m6!1s0x89ab130dee99411f:0x22d89ae9a53564af!8m2!3d35.051639!4d-78.877446!16s%2Fg%2F11w9y1hw7b!19sChIJH0GZ7g0Tq4kRr2Q1pema2CI,AirGarage | Public Parking - Otis F Jones Pkwy Fayetteville,4.6,74,Parking lot,"114 Otis F. Jones Pkwy, Fayetteville, NC 28301, United States","342F+M2 Fayetteville, North Carolina, USA",https://www.airgarage.com/location/otis-f-jones-pkwy-parking-fayetteville-nc,,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxEzgxy8y_Svv9Gk4QNcgqAUAA11dAhVa4HQxeVkxs3_RhuvoJ_kV7zIGyNCryXoCoSExExz9ILWFU7z-c2PDAulubC9wokv7hNWPa-rX4ZkhOlSvtyouPOHHdUt0bzsISNffL9-Q_97g_2=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-10-28T18:33:22.549Z,,,,
https://www.google.com/maps/place/AirGarage+%7C+Public+Parking+-+Russell+No+Bustle+Fayetteville/data=!4m7!3m6!1s0x89ab13b449122c77:0xc2e81a3a8a2df4c3!8m2!3d35.0508185!4d-78.8792695!16s%2Fg%2F11s3y31zgd!19sChIJdywSSbQTq4kRw_Qtijoa6MI,AirGarage | Public Parking - Russell No Bustle Fayetteville,5.0,2,Parking lot,"100 W Russell St, Fayetteville, NC 28301, United States","342C+87 Fayetteville, North Carolina, USA",https://www.airgarage.com/location/russell-no-bustle-parking-fayetteville-nc,,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPVTwYw9Xkif-4s66zm_R9fdWp48ZBJEVQES1Lo=w483-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-10-28T18:33:27.784Z,,,,
https://www.google.com/maps/place/113+Hay+St+Parking/data=!4m7!3m6!1s0x89ab12d4bf905733:0xbcf24fec3ec9c67!8m2!3d35.052287!4d-78.8792558!16s%2Fg%2F11f2gspxry!19sChIJM1eQv9QSq4kRZ5zsw_4kzws,113 Hay St Parking,1.0,1,Parking lot,"113 Hay St, Fayetteville, NC 28301, United States","342C+W7 Fayetteville, North Carolina, USA",,+1 910-887-9706,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lVYQDIfjCuD18blOlg7Y0A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=197.01111&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-10-28T18:33:31.737Z,,,,
