placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,attributes,info,error
"https://www.google.com/maps/place/Parking+Management+Company/@32.0808989,-81.091203,14z/data=!4m6!3m5!1s0x88fb9feaf28b0755:0x1009893f32458547!8m2!3d32.077501!4d-81.087339!16s%2Fg%2F11rhrm_03q",Parking Management Company,1.5,16,Parking lot,"409 E Broughton St, Savannah, GA 31401, United States","3WH7+23 Savannah, Georgia, USA",https://parkingmgt.com/,+1 615-352-0416,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwCnd1MMsFp8eoQHdPyOcYSVDpH5HlQ-x358Cwqlfu8mggoFZqNwgQgrpxy-Y5-LUcNanD1MNuVrjVfhkYnqDa3EuapWXmKJ4KIyHHukuC_pxDZivf1DsBIzvkjD6ma-qjonuCy=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-10-28T19:12:46.294Z,,,
https://www.google.com/maps/place/SAV+-+Economy+Parking/data=!4m7!3m6!1s0x88fba17949000099:0x2944d80d4b5b6628!8m2!3d32.1350022!4d-81.2121211!16s%2Fg%2F11sb4tw410!19sChIJmQAASXmh-4gRKGZbSw3YRCk,SAV - Economy Parking,4.0,13,Parking lot,"400 Airways Ave, Savannah, GA 31408, United States","4QPQ+25 Savannah, Georgia, USA",https://savannahairport.com/airport/parking/,+1 912-964-0514,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyKFhNmEWLNY9G3a7rLHIksXteBtdfamzzZ__mJsnmqdAlKXTFk_sQBPpZafsT6mhtKpUfnJKw7HN7PBGm54IlgJu940BjjHhwZ2BIYOziLEghrRac4JlXL_4Bj3fzpIPWNHd1Q=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Pooler+Savannah+GA/@32.115481,-81.2470574,14z",2025-10-28T19:13:05.587Z,,,
https://www.google.com/maps/place/Savannah%2FHilton+Head+International+Airport+Passport+Club/data=!4m7!3m6!1s0x88fba181f227c369:0x255a43802a280829!8m2!3d32.1357502!4d-81.2067618!16s%2Fg%2F11bbw_j_k4!19sChIJacMn8oGh-4gRKQgoKoBDWiU,Savannah/Hilton Head International Airport Passport Club,3.6,90,Travel lounge,"400 Airways Ave, Savannah, GA 31408, United States","4QPV+87 Savannah, Georgia, USA",https://savannahairport.com/airport/passport-club/,+1 912-966-3743,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipPpyPxS9WB0I4M0EaIlVVDHw7ZbAoUfv0qvT_MI=w408-h272-k-no,true,5:30 am–7 pm,5:30 am–7 pm,5:30 am–7 pm,5:30 am–7 pm,5:30 am–7 pm,5:30 am–7 pm,5:30 am–7 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Pooler+Savannah+GA/@32.115481,-81.2470574,14z",2025-10-28T19:13:11.395Z,,,
https://www.google.com/maps/place/Sheltair+Aviation+SAV/data=!4m7!3m6!1s0x88fba19d90f17449:0x604cce8524099738!8m2!3d32.125904!4d-81.2068082!16s%2Fg%2F1tht29b5!19sChIJSXTxkJ2h-4gROJcJJIXOTGA,Sheltair Aviation SAV,4.8,71,Fixed-base operator,"100 Eddie Jungemann Dr, Savannah, GA 31408, United States","4QGV+97 Savannah, Georgia, USA",https://sheltairaviation.com/locations/sav/,+1 912-965-0095,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyfrTw2WGnIilrqqlQNWFpQ42TQKBGdx8XjNgGD25GVmqyCFxUUpASZ8hs2cqXKla_gUX4g9m5hGxQjma1yOjqr_asEoT5WJoRl5KmXGhY0AZ4dmnSzfC33jqErHgBHLYR_nS4c=w408-h306-k-no,true,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Pooler+Savannah+GA/@32.115481,-81.2470574,14z",2025-10-28T19:13:16.397Z,,,
https://www.google.com/maps/place/Lanyard+Development+Inc/data=!4m7!3m6!1s0x88fba6abb24b33f7:0xf062a89d5b5676ab!8m2!3d32.141054!4d-81.2555401!16s%2Fg%2F1tffkmtz!19sChIJ9zNLsqum-4gRq3ZWW52oYvA,Lanyard Development Inc,5.0,2,Home and construction,"1000 Towne Center Blvd # 706, Pooler, GA 31322, United States","4PRV+CQ Pooler, Georgia, USA",http://lanyarddevelopment.com/,+1 912-330-8351,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2OqnUgCgSIF4rXrkO_gSTg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=245.74956&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Pooler+Savannah+GA/@32.115481,-81.2470574,14z",2025-10-28T19:13:19.338Z,,,
https://www.google.com/maps/place/Alphaco/data=!4m7!3m6!1s0x88fba113bcaff241:0x79256ca548b8c748!8m2!3d32.1158038!4d-81.222643!16s%2Fg%2F11g0k222g2!19sChIJQfKvvBOh-4gRSMe4SKVsJXk,Alphaco,1.0,1,Transportation service,"122 Coleman Blvd, Savannah, GA 31408, United States","4Q8G+8W Savannah, Georgia, USA",http://www.alphacosav.com/contact-us.html,+1 912-472-2495,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YwQJ8Hya6IWHBuWzYwsuMQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=108.936295&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Pooler+Savannah+GA/@32.115481,-81.2470574,14z",2025-10-28T19:13:22.024Z,,,
https://www.google.com/maps/place/Savannah%2FHilton+Head+International+Airport/data=!4m7!3m6!1s0x88fba19c02671389:0x2dd0df77f896901e!8m2!3d32.1294229!4d-81.201871!16zL20vMDFxY3B0!19sChIJiRNnApyh-4gRHpCW-Hff0C0,Savannah/Hilton Head International Airport,4.5,3954,Airport,"400 Airways Ave, Savannah, GA 31408, United States","4QHX+Q7 Savannah, Georgia, USA",https://savannahairport.com/,+1 912-964-0514,,https://lh3.googleusercontent.com/p/AF1QipMrlFy-5sbARQ1xnHADxVMUbO-1uDwvxKgmsGst=w552-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Pooler+Savannah+GA/@32.115481,-81.2470574,14z",2025-10-28T19:13:26.240Z,"Airport offering nonstop flights to various East Coast & Southern U.S. cities, plus shopping & food.",,
https://www.google.com/maps/place/Holiday+Inn+%26+Suites+Savannah+Airport+-+Pooler+by+IHG/data=!4m10!3m9!1s0x88fba114210c66c1:0x739a0f26fde319aa!5m2!4m1!1i2!8m2!3d32.1376373!4d-81.2416247!16s%2Fg%2F11gxnv3bsp!19sChIJwWYMIRSh-4gRqhnj_SYPmnM,Holiday Inn & Suites Savannah Airport - Pooler by IHG,4.1,444,,"100 Outlet Pkwy, Pooler, GA 31322, United States","4QQ5+39 Pooler, Georgia, USA",https://www.ihg.com/holidayinn/hotels/us/en/savannah/savsg/hoteldetail?cm_mmc=GoogleMaps-_-HI-_-US-_-SAVSG,+1 912-450-9800,,https://lh3.googleusercontent.com/p/AF1QipPG2Ciw9L_y-1Wi03ITTYFqOGG2obnLs_iozN1t=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Pooler+Savannah+GA/@32.115481,-81.2470574,14z",2025-10-28T19:13:29.403Z,,,
https://www.google.com/maps/place/Two+Addison+Place/data=!4m7!3m6!1s0x88fba7027c43004b:0x69a36d0b29e8ddae!8m2!3d32.1008739!4d-81.2867166!16s%2Fg%2F124ydbsrj!19sChIJSwBDfAKn-4gRrt3oKQtto2k,Two Addison Place,3.6,209,Condominium complex,"2 Addison Pl, Pooler, GA 31322, United States","4P27+88 Pooler, Georgia, USA",https://www.cr-twoaddisonapts.com/?utm_source=GMB&utm_medium=organic,+1 912-330-0030,"Open ⋅ Closes 6 pm

Confirmed by this business 9 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOi04oU2Nkel0bSsoh-mTAV5kOZJCt8o9FLOmus=w408-h272-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,10 am–5 pm,Closed,9 am–6 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Pooler+Savannah+GA/@32.115481,-81.2470574,14z",2025-10-28T19:13:34.954Z,· Dogs allowed,,
https://www.google.com/maps/place/Budget+Car+Rental/data=!4m7!3m6!1s0x88fba17f2c1abc95:0x38cbbbaa33318e16!8m2!3d32.1367926!4d-81.2201005!16s%2Fg%2F1v9t_rzs!19sChIJlbwaLH-h-4gRFo4xM6q7yzg,Budget Car Rental,2.5,1059,Car rental agency,"442 Airways Ave, Savannah, GA 31408, United States","4QPH+PX Savannah, Georgia, USA",https://www.budget.com/en/locations/us/ga/savannah/sav?utm_source=google&utm_medium=gbp&utm_campaign=budget_gbp,+1 912-964-4600,Open ⋅ Closes 1 am,https://lh3.googleusercontent.com/p/AF1QipOp4GC9o-mhZpPUtzQ7n9V5G33YkI0qKAfLpNrH=w426-h240-k-no,true,7 am–1 am,7 am–1 am,7 am–1 am,7 am–1 am,7 am–1 am,7 am–1 am,7 am–1 am,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Pooler+Savannah+GA/@32.115481,-81.2470574,14z",2025-10-28T19:13:41.094Z,,,
