placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,error
https://www.google.com/maps/place/Sandhills+Pediatrics+West+Columbia/data=!4m7!3m6!1s0x88f8bcd16962cb7f:0xc0c4b42d25c72478!8m2!3d34.0092529!4d-81.1089683!16s%2Fg%2F11by_dzqpr!19sChIJf8tiadG8-IgReCTHJS20xMA,Sandhills Pediatrics West Columbia,4.8,702,Pediatrician,"101 Sum-Mor Dr, West Columbia, SC 29169, United States","2V5R+PC West Columbia, South Carolina, USA",http://sandhillsped.com/,+1 803-796-9200,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AHVAwernrp5_LPa8XcnZjslMIfkQmtQ-LmGLssUlqfHo8IgC3mOVfM0wDgOpn9aMiCxfqvmTSzp6Pj7ee6Myn_p08IMoUK41n4otTBrBM3OiAnKfZenERKKL4iFljxIyr_uUah5dNCDTAQ=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2026-02-10T21:54:33.178Z,,
https://www.google.com/maps/place/Brookland+Community+Pediatrics/data=!4m7!3m6!1s0x88f8bb5866a76f49:0xc5a7b5293ef4ef1d!8m2!3d33.9937253!4d-81.0740427!16s%2Fg%2F1tlwghbr!19sChIJSW-nZli7-IgRHe_0Pim1p8U,Brookland Community Pediatrics,3.2,90,Pediatrician,"500 N 12th St, West Columbia, SC 29169, United States","XWVG+F9 West Columbia, South Carolina, USA",http://www.ecchc.org/Locations/BrooklandCommunityPediatrics,+1 803-217-0415,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipM8Pm8xy03ExcCBL_KEfRxekE_7gvmuJ29xus8K=w408-h272-k-no,true,9 am–6 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2026-02-10T21:54:39.450Z,,
https://www.google.com/maps/place/Cayce+West+Columbia+Primary+Care+Center/data=!4m7!3m6!1s0x88f8bdb74ad0231b:0x7c39771fcfe7c4d2!8m2!3d33.9896866!4d-81.0815097!16s%2Fg%2F11h1m2k2qk!19sChIJGyPQSre9-IgR0sTnzx93OXw,Cayce West Columbia Primary Care Center,2.9,92,Doctor,"407 N Brown St, West Columbia, SC 29169, United States","XWQ9+V9 West Columbia, South Carolina, USA",https://www.ecchc.org/contact-locations/cayce-west-columbia-primary-care-center/,+1 803-995-8936,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipP0xLkVxBaW9bJOeNsnyUU9ilEHpLB1Fdga4YK9=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2026-02-10T21:54:44.252Z,,
https://www.google.com/maps/place/Lakeside+Pediatrics/data=!4m7!3m6!1s0x88f890b1c3aedee7:0xdd0e14551a761ac1!8m2!3d34.0081625!4d-81.1291275!16s%2Fg%2F1hc3rkj5h!19sChIJ596uw7GQ-IgRwRp2GlUUDt0,Lakeside Pediatrics,4.2,10,Pediatrician,"3240 Sunset Blvd, West Columbia, SC 29169, United States","2V5C+78 West Columbia, South Carolina, USA",,+1 803-808-0523,Closes soon · 5 pm · Opens 8:30 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FNnSiJKwrO1TszEQTlcfew&cb_client=search.gws-prod.gps&w=408&h=240&yaw=327.659&pitch=0&thumbfov=100,false,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–2 pm,Closed,Closed,8:30 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2026-02-10T21:54:48.997Z,,
https://www.google.com/maps/place/Five+Points+Pediatrics/data=!4m7!3m6!1s0x88f8a53216a1084b:0x7dc365c424805668!8m2!3d34.0071556!4d-81.019176!16s%2Fg%2F1tdgw7j8!19sChIJSwihFjKl-IgRaFaAJMRlw30,Five Points Pediatrics,4.0,78,Pediatrician,"1228 Harden St A, Columbia, SC 29204, United States","2X4J+V8 Columbia, South Carolina, USA",https://www.ecchc.org/contact-locations/five-points-pediatrics-2/,+1 803-748-7002,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwequyhCWzOVKD_IhJMZAvN_0BdraSWc_7VBWQnKLDRIwwj_iGEUsLGMIMRckhLzc2vEPU9eXdjOq-wal6YIJybzcd-AQtpbaHkD2G65qEaeLQWm4WDoqFcR9FMwAGvAaqKiSmrWMgIW-uC7g=w408-h544-k-no,true,8 am–7 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,"https://www.google.com/maps/search/pediatrician+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2026-02-10T21:54:53.934Z,,
https://www.google.com/maps/place/Lexington+Pediatric+Practice+-+West+Columbia/data=!4m7!3m6!1s0x88f8bd2d0c93211b:0x2fd88f707c5a0de6!8m2!3d34.0083423!4d-81.1291564!16s%2Fg%2F11c2np8j06!19sChIJGyGTDC29-IgR5g1afHCP2C8,Lexington Pediatric Practice - West Columbia,4.4,51,Medical clinic,"3240 Sunset Blvd, West Columbia, SC 29169, United States","2V5C+88 West Columbia, South Carolina, USA",http://www.lexpediatricpractice.com/,+1 803-359-8855,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepxFIY89Js6FYoXcG0M4FdMU9PsempwtyAe1RHKIOdBAAFO37RubQlWcgFhsxGEq8liFH28MvAzABDH6R1lgNKDvzgZijN8_R7c8mu2fuxiCOudoyCXwXbMRldLmd17safe3jI5XQ=w408-h802-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,"https://www.google.com/maps/search/pediatrician+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2026-02-10T21:54:58.912Z,,
https://www.google.com/maps/place/Sandhills+Pediatrics+Downtown/data=!4m7!3m6!1s0x88f8a4e192ce3927:0x3635466fbe8b69f7!8m2!3d34.0304548!4d-81.0328086!16s%2Fg%2F1trprnhd!19sChIJJznOkuGk-IgR92mLvm9GNTY,Sandhills Pediatrics Downtown,4.9,1328,Pediatric clinic,"1749 Marshall St, Columbia, SC 29203, United States","2XJ8+5V Columbia, South Carolina, USA",http://www.sandhillsped.com/,+1 803-252-1801,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipPV-V42a_K_Mk3tjScjXRF14NBGrzmqeb3tTUz7=w408-h271-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,8 am–12 pm,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2026-02-10T21:55:03.877Z,,
https://www.google.com/maps/place/Pediatric+Associates/data=!4m7!3m6!1s0x88f8a4e1d8488d1b:0x2f3bd7af2cbfa0c0!8m2!3d34.0162968!4d-81.0136374!16s%2Fg%2F1hc49dhl3!19sChIJG41I2OGk-IgRwKC_LK_XOy8,Pediatric Associates,4.3,25,Pediatric clinic,"2601 Laurel St Suite 250, Columbia, SC 29204, United States","2X8P+GG Columbia, South Carolina, USA",http://www.pedassoc.com/,+1 803-799-9044,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipPc0qDRgu2rKjp7zJsHpumvXOIssN3AUoY868Eo=w417-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,8 am–12 pm,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2026-02-10T21:55:08.749Z,,
"https://www.google.com/maps/place/Dr.+Carryn+Rice,+MD/data=!4m7!3m6!1s0x88f8bb5866a76f49:0x6fe718653001f043!8m2!3d33.9937352!4d-81.0740552!16s%2Fg%2F1tctydl0!19sChIJSW-nZli7-IgRQ_ABMGUY528","Dr. Carryn Rice, MD",5.0,7,Pediatrician,"500 N 12th St #6502, West Columbia, SC 29169, United States","XWVG+F9 West Columbia, South Carolina, USA",http://www.ecchc.org/Locations/BrooklandCommunityPediatrics#220462653-carryn-rice-md,+1 803-217-0415,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WiBQ2SWu7m9IwqW6V44T1A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=333.70114&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2026-02-10T21:55:11.459Z,,
"https://www.google.com/maps/place/Dr.+Katherine+J.+Atkinson,+MD/data=!4m7!3m6!1s0x88f8bb5866a76f49:0xa0a5fa1673ca2479!8m2!3d33.9937352!4d-81.0740552!16s%2Fg%2F1tgyxkmc!19sChIJSW-nZli7-IgReSTKcxb6paA","Dr. Katherine J. Atkinson, MD",5.0,2,Pediatrician,"500 N 12th St #6502, West Columbia, SC 29169, United States","XWVG+F9 West Columbia, South Carolina, USA",http://www.ecchc.org/,+1 803-217-0415,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WiBQ2SWu7m9IwqW6V44T1A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=333.70114&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Cayce+Columbia+SC/@33.9657091,-81.0739827,14z",2026-02-10T21:55:14.288Z,,
