placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,info,attributes,error
"https://www.google.com/maps/place/Johnson+Property+Management,+LLC/data=!4m7!3m6!1s0x54ae53dffd5a49e3:0xfff28316c3449bfc!8m2!3d43.5993053!4d-116.3907382!16s%2Fg%2F11c57ctwvm!19sChIJ40la_d9TrlQR_JtEwxaD8v8","Johnson Property Management, LLC",4.2,639,Property management company,"280 E Corporate Dr #230, Meridian, ID 83642, United States","HJX5+PP Meridian, Idaho, USA",http://www.jpmidaho.com/,+1 208-884-3310,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipNI-qMYcQjG5pXpXZsspeV3neHu7qf4sWpxPywV=w408-h306-k-no,true,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-09-25T17:01:14.963Z,,,
https://www.google.com/maps/place/Valley+Property+Management/data=!4m7!3m6!1s0x54ae53e4cafc3a91:0xa5a5e07e0b67d4af!8m2!3d43.6052883!4d-116.3822761!16s%2Fg%2F1263c50rp!19sChIJkTr8yuRTrlQRr9RnC37gpaU,Valley Property Management,2.4,64,Property management company,"850 E Franklin Rd # 416, Meridian, ID 83642, United States","JJ49+43 Meridian, Idaho, USA",http://vpmco.com/,+1 208-888-4947,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqWStZjsstutzQTCIbJW_I3Rl7RqyZIghbHxajf0Xo4oxDCtYIMb4uFJ1CmP9XF8mxhePILt2e2wxv2SUPzPIBER9egTOIjC9civG9yp53zHodSduiLf865LkkiUWtAd17QvA=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-09-25T17:01:21.265Z,,,
https://www.google.com/maps/place/Snake+River+Homeowners+Association+Management/data=!4m7!3m6!1s0x54ae563f98c4d873:0x37559de27aa8f520!8m2!3d43.617824!4d-116.383586!16s%2Fg%2F1ts1rz40!19sChIJc9jEmD9WrlQRIPWoeuKdVTc,Snake River Homeowners Association Management,3.1,34,Property management company,"845 E Fairview Ave #120, Meridian, ID 83642, United States","JJ98+4H Meridian, Idaho, USA",https://snakeriverhoamgmt.homesteadcloud.com/,+1 208-855-0505,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr4nbYhnVgsYGdbon0PVu4th2UynnoZ7jSQgGdhqTfejqux1Ojw7984I-opLtq8flDOkbJZLDCFDvPO4_N6rdlPcG-MQ_ohnJN5b8mOi5_13lIHPaWAFVoeqfw__qC9vQBvaV0A=w408-h544-k-no,true,9 am–4:30 pm,9 am–4:30 pm,Closed,Closed,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-09-25T17:01:26.189Z,,,
https://www.google.com/maps/place/PMI+Treasure+Valley/data=!4m7!3m6!1s0x54ae551671efcea5:0xc713923af1c73d49!8m2!3d43.634086!4d-116.392594!16s%2Fg%2F11q2vszl0_!19sChIJpc7vcRZVrlQRST3H8TqSE8c,PMI Treasure Valley,4.6,13,Property management company,"90 E Ustick Rd STE 100, Meridian, ID 83646, United States","JJM4+JX Meridian, Idaho, USA",https://www.boiseassociationmanagementinc.com/,+1 208-992-5100,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOSKXQK4MYml-3RtdY7reLVZsbTPQzwChwIoHAH=w457-h240-k-no,true,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-09-25T17:01:31.069Z,,,
https://www.google.com/maps/place/Keystone/data=!4m7!3m6!1s0x54aef781ee3f63c7:0xcae616c3e1e123cb!8m2!3d43.5829098!4d-116.3538935!16s%2Fg%2F1pp2tgzvt!19sChIJx2M_7oH3rlQRyyPh4cMW5so,Keystone,3.9,259,Homeowners' association,"2318 S Eagle Rd, Meridian, ID 83642, United States","HJMW+5C Meridian, Idaho, USA",http://www.kppmidaho.com/,+1 208-385-9650,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPXEoU1jzn2v6NV-8BOJRhiUobOb45nKzzkbf4a=w408-h573-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-09-25T17:01:35.726Z,,,
https://www.google.com/maps/place/HomeRiver+Group+Boise+Property+Management/data=!4m7!3m6!1s0x54ae53e07d54db7b:0x2c5eafb17065b929!8m2!3d43.599255!4d-116.3859636!16s%2Fg%2F1tftf0wd!19sChIJe9tUfeBTrlQRKbllcLGvXiw,HomeRiver Group Boise Property Management,3.8,1708,Property management company,"625 S Stratford Dr Ste 200, Meridian, ID 83642, United States","HJX7+PJ Meridian, Idaho, USA",https://www.boise-propertymanagement.com/,+1 208-377-3227,"Open ⋅ Closes 6 pm

Updated by phone call 7 days ago",https://lh3.googleusercontent.com/p/AF1QipPTIaAQHp-rzY9S886Tl3SQ6iBDtpruoO3NNpLB=w426-h240-k-no,true,9 am–6 pm,9 am–6 pm,9 am–5 pm,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-09-25T17:01:40.352Z,,,
"https://www.google.com/maps/place/Iron+Eagle+Property+Management,+LLC/data=!4m7!3m6!1s0x54ae563fa6632917:0x62ec378351bc5e03!8m2!3d43.5896306!4d-116.3714663!16s%2Fg%2F11cm_h9x_7!19sChIJFyljpj9WrlQRA168UYM37GI","Iron Eagle Property Management, LLC",3.4,159,Property management company,"1861 E Overland Rd suit 110, Meridian, ID 83642, United States","HJQH+VC Meridian, Idaho, USA",https://ironeaglepm.com/,+1 208-336-8888,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPwbJdnU_uYroN3mmdZEFu4ApFMcq27oCh-rWJU=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-09-25T17:01:44.956Z,,,
https://www.google.com/maps/place/Cornerstone+Property+Management/data=!4m7!3m6!1s0x54ae538d24c0a0d5:0x85b2ab24922f4c9c!8m2!3d43.5891814!4d-116.3684722!16s%2Fg%2F11bbx0k_gf!19sChIJ1aDAJI1TrlQRnEwvkiSrsoU,Cornerstone Property Management,4.1,284,Property management company,"1735 S Millennium Way, Meridian, ID 83642, United States","HJQJ+MJ Meridian, Idaho, USA",https://cornerstoneidaho.com/,+1 208-884-5249,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipN-hNxXJltemI_46-6Oh6x3kAOIB2cYX1S8s9Tw=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-09-25T17:01:49.728Z,,,
https://www.google.com/maps/place/Paramount+Property+Management/data=!4m7!3m6!1s0x54aef8e37b970a15:0x810ffc276595060c!8m2!3d43.6208305!4d-116.34921!16s%2Fg%2F126368gz9!19sChIJFQqXe-P4rlQRDAaVZSf8D4E,Paramount Property Management,3.3,79,Property management company,"3597 E Monarch Sky Ln Suite 240, Meridian, ID 83646, United States","JMC2+88 Meridian, Idaho, USA",http://www.paramountpm.com/,+1 208-333-7767,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipPET14jH0VRLlhjvA6UTgr319kZUsLVEVSxwlft=w630-h240-k-no,true,9:30 am–4:30 pm,9:30 am–4:30 pm,Closed,Closed,9:30 am–4:30 pm,9:30 am–4:30 pm,9:30 am–4:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-09-25T17:01:54.622Z,Identifies as women-owned,,
"https://www.google.com/maps/place/ProCore+Property+Management,+LLC/data=!4m7!3m6!1s0x54ae537f337b8ba1:0x2d3cb1a0c62a01a1!8m2!3d43.5948831!4d-116.3520886!16s%2Fg%2F1txnp5jw!19sChIJoYt7M39TrlQRoQEqxqCxPC0","ProCore Property Management, LLC",3.7,111,Property management company,"1120 S Rackham Way Suite 300, Meridian, ID 83642, United States","HJVX+X5 Meridian, Idaho, USA",https://procorepropertymanagement.com/,+1 208-888-5504,"Open ⋅ Closes 5 pm

Updated by this business 9 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AC9h4noUkQPB8dodrAcNCbimjqe7M1zH7JcQtLy8v7kWGLEVDCK4fE4a667wAWhvHYx5YCBDgkLDQ0cM-MfHT4gPVuwn4YCPflsqdFtmp7Q8thRO2N6kAoA0nxjTBENojm2auh5CoJY=w408-h306-k-no,true,9 am–5 pm,9 am–3 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Meridian+Boise+ID/@43.6121087,-116.3915131,14z",2025-09-25T17:01:59.302Z,,,
