placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes
https://www.google.com/maps/place/Rose+Hill+Landscaping/data=!4m7!3m6!1s0x886d6fff21bc333f:0xc11715f8ef891409!8m2!3d39.4780699!4d-87.3791683!16s%2Fg%2F1260t_rk2!19sChIJPzO8If9vbYgRCRSJ7_gVF8E,Rose Hill Landscaping,4.9,123,Landscaper,"920 N 25th St, Terre Haute, IN 47803, United States","FJHC+68 Terre Haute, Indiana, USA",https://www.rosehilllawncare.com/,+1 812-230-0024,Closed · Opens 8 am Thu,Identifies as veteran-owned,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF2XhrBF6nMQS9TtOvkV2M2iV9nUwQ18X1NyTmZT9frLw4a2_c-0TuwLXgrbWEuopCgJgiG8x2Jz7l0E8Cl-aRGtbxpi8PbJr61dMlGBMGz0qNr9Xv8fSwWt3GdLFlQS6VYO4s=w426-h240-k-no,true,8 am–3 pm,8 am–3 pm,8 am–2 pm,Closed,Closed,8 am–3 pm,8 am–3 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-04-29T19:55:53.484Z,
"https://www.google.com/maps/place/K+A+B+Services,+LLC/data=!4m7!3m6!1s0x886d7babe976b54f:0x8eb34b8318eaddab!8m2!3d39.438659!4d-87.4097892!16s%2Fg%2F11ft3p24sm!19sChIJT7V26at7bYgRq93qGINLs44","K A B Services, LLC",4.9,55,Concrete contractor,"2613 S 6th St, Terre Haute, IN 47802, United States","CHQR+F3 Terre Haute, Indiana, USA",http://www.kabservices.net/,+1 812-841-4605,"Closes soon · 4 pm · Opens 9 am Thu

Updated by this business 8 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGjAKfQBEVtO9DV0TxMw8t2pYKaDPCvz5doDZg8FBz1xwK5YdjufaUz-20oYDFEhBytXy1dpOzmn3K9ER_Kj9CIsrA-bmEYZJkvk7yLLBXy3wnUu2orHZfcJOTGmNcHuaHKUlm_iQ=w408-h544-k-no,true,"9 am–12 pm, 12:30–4 pm","9 am–12 pm, 12:30–4 pm","9 am–12 pm, 12:30–4 pm",Closed,Closed,"9 am–12 pm, 12:30–4 pm","9 am–12 pm, 12:30–4 pm","https://www.google.com/maps/search/commercial+landscaping+businesses+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-04-29T19:55:59.639Z,
https://www.google.com/maps/place/Clouse+Landscaping+LLC/data=!4m7!3m6!1s0x886d6f5f67ca1123:0xea9882b5212f6f25!8m2!3d39.476559!4d-87.3628922!16s%2Fg%2F11j90dhzs3!19sChIJIxHKZ19vbYgRJW8vIbWCmOo,Clouse Landscaping LLC,4.6,32,Landscaper,"140 N 36th St, Terre Haute, IN 47803, United States","FJGP+JR Terre Haute, Indiana, USA",,+1 812-201-9395,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH-TT6-1UYXD-jTLpa5mh09-cnIBenJsuarEUoEuhqn4ICSz6AyJyBqyW9SudhRy966CfyYkd9q_s4O1VtsMeMjB0OlGOntB1rdywssGAsbaoxWvzbLvy-e2qHBHBie7zSssmmz=w408-h501-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-04-29T19:56:04.430Z,
https://www.google.com/maps/place/U.S.+Lawns-+Terre+Haute+IN/data=!4m7!3m6!1s0x886d6f66900c7e77:0xeed5b5cfcc5a109d!8m2!3d39.4962182!4d-87.3582993!16s%2Fg%2F11gl3614pb!19sChIJd34MkGZvbYgRnRBazM-11e4,U.S. Lawns- Terre Haute IN,4.8,72,Landscaper,"1309 N Fruitridge Ave, Terre Haute, IN 47804, United States","FJWR+FM Terre Haute, Indiana, USA",https://uslawns.com/locations/in/terre-haute/,+1 812-605-8083,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGBlfkUcWBzCt6iTnAVRZ0nvBSrRBoi2ZqXRixVUHfyXAk1ho_MyZ5dlC2vQiynK0p8_H36L53eIdF6o2LDutwW8ppVTSu1pHMWIRw0It4ZF5TiFzD_bsz1F0GbobXrETGmFuyvDw=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-04-29T19:56:09.344Z,
https://www.google.com/maps/place/Miguel+lawn+care+landscaping+comercial+and+residencial/data=!4m7!3m6!1s0x886d7b60f3a25465:0x96f0f5c2a051dc62!8m2!3d39.4518081!4d-87.387754!16s%2Fg%2F11jh1ghkql!19sChIJZVSi82B7bYgRYtxRoML18JY,Miguel lawn care landscaping comercial and residencial,4.7,12,Gardener,"1911 Washington Ave, Terre Haute, IN 47803, United States","FJ26+PV Terre Haute, Indiana, USA",,+1 812-264-9410,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFuMoSulI7Rmf1k5zF-c1-j5wfKb9Pif2Hs85EtCK0omRHnl7MbY3NkCR-t_xvzGtZn08OcsAvjYT-HNJ6U7XmDM9drUF0jTfCkxF0mJXT-9XgS6O3g1WdZN43vfxggI5pNF0Y2=w408-h544-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-04-29T19:56:14.207Z,
"https://www.google.com/maps/place/Hank+Metzger+Landscape,+Inc./data=!4m7!3m6!1s0x886d7ae9415404f5:0x1b8a4a608815a7b8!8m2!3d39.4319138!4d-87.4072462!16s%2Fg%2F1tgmx0gz!19sChIJ9QRUQel6bYgRuKcViGBKihs","Hank Metzger Landscape, Inc.",4.2,21,Landscaper,"3037 S 7th St, Terre Haute, IN 47802, United States","CHJV+Q4 Terre Haute, Indiana, USA",https://hankmetzgerlandscape.com/,+1 812-235-3243,Closes soon · 4:30 pm · Opens 8 am Thu,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFyZFEH8l4w3lMOir7ClFzMIO4w7pcZ39GiWZ9BxfkD3vtX_W66Osi0WkeCNL8dJhCk8zJqb90cPspfT1GjuZAnZi8HngW-0snGjg1MPoKtkHrgoE9gy2LMN541vHukCSREgYDJ=w408-h272-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-04-29T19:56:19.893Z,
https://www.google.com/maps/place/KD%27S+Lawn+Care/data=!4m7!3m6!1s0x886d7aa510a268d7:0x41f7f20045b7323d!8m2!3d39.4446043!4d-87.3896116!16s%2Fg%2F1ptxnt_t9!19sChIJ12iiEKV6bYgRPTK3RQDy90E,KD'S Lawn Care,4.5,17,Landscaper,"2011 S 18th St, Terre Haute, IN 47802, United States","CJV6+R5 Terre Haute, Indiana, USA",http://www.kdslawncare.com/,+1 812-208-8854,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE9qFogCAqn5oqPcwyYxtg8_nGNdFavJXVuSfFPpU0VXdYC61UjAt-UhMkTvQW7z-VYnYmlEDqlQmew8Ss20L1BGm-pR0_KacWvpGsPi6qzrT7UOIHtFNC4F7YvVMOWMLMZZMQxkA=w408-h306-k-no,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-04-29T19:56:24.678Z,
https://www.google.com/maps/place/Tiger+Stripe+Lawns+LLC/data=!4m7!3m6!1s0x886d7ac83a8c9d97:0x7dabfd9fb633ca41!8m2!3d39.4687227!4d-87.3900152!16s%2Fg%2F1tp_7435!19sChIJl52MOsh6bYgRQcoztp_9q30,Tiger Stripe Lawns LLC,4.1,18,Lawn care service,"1715 Wabash Ave, Terre Haute, IN 47807, United States","FJ95+FX Terre Haute, Indiana, USA",,+1 812-870-6675,Open · Closes 7 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGjuULT2mowRhJzCZFFLQM7J2GnfG-Z4Fg4_YAgnaA5lNRxYlTNr0WZnG78KgaSfeKSRAtBCkF1hYYxfyyGivxkdFmEoHk5_KvFLBvQySiIVIKTxPFrZgA9CTyWcWEMneiflD_krQ=w408-h306-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,Closed,Closed,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-04-29T19:56:29.399Z,
https://www.google.com/maps/place/Bunch+Nurseries+Inc/data=!4m7!3m6!1s0x886d701a30c0bdef:0xa5dc4893e74e8ead!8m2!3d39.4487898!4d-87.3672237!16s%2Fg%2F1wnbyrv9!19sChIJ773AMBpwbYgRrY5O55NI3KU,Bunch Nurseries Inc,3.8,16,Landscape designer,"3500 Hulman St, Terre Haute, IN 47803, United States","CJXM+G4 Terre Haute, Indiana, USA",http://bunchnurseriesincin.hibuwebsites.com/,+1 812-232-4331,Closes soon · 4:30 pm · Opens 8 am Thu,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6OwNRHytlucnL8sU-3Xtrw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=340.34808&pitch=0&thumbfov=100,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-04-29T19:56:34.075Z,
"https://www.google.com/maps/place/Rose+Hill+Lawn+Care,+Landscaping,+%26+Snow+Removal/data=!4m7!3m6!1s0x886d6fff205aa4e9:0xd6dd18b975ae0a3e!8m2!3d39.3881119!4d-87.3120555!16s%2Fg%2F1232svh_v!19sChIJ6aRaIP9vbYgRPgqudbkY3dY","Rose Hill Lawn Care, Landscaping, & Snow Removal",5.0,27,Landscaper,,,,+1 812-230-0024,Closed · Opens 8:30 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGcF2Dcf145g1TV1dQcVJX_vNk9ULt5YBQegFR-ppOlOveERWXS3PnDtK_IAeLISMjhynDaG8EYD36RZnGYw81WXZcdeXofzk_CVpU2d4GgGK8TX6NHAX4pVgZJkRm_xIAwNlQkjQ=w408-h306-k-no,true,Closed,Closed,Closed,Closed,Closed,8:30 am–3 pm,8:30 am–3 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-04-29T19:56:38.836Z,
