placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,attributes,error
"https://www.google.com/maps/place/Jasper+Plumbing+Services,+LLC/data=!4m7!3m6!1s0x87014c590a19a0f9:0x354dc46044699bcf!8m2!3d35.2084048!4d-101.8553311!16s%2Fg%2F1q67c2stn!19sChIJ-aAZCllMAYcRz5tpRGDETTU","Jasper Plumbing Services, LLC",4.9,113,Plumber,"1602 SW 8th Ave, Amarillo, TX 79101, United States","645V+9V Amarillo, Texas, USA",https://jasperplumbing.com/,+1 806-731-2222,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMOqNQhkx6MEUjLLL7MM07w9bMD_wwWbYdTvuX0=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-11-11T03:10:19.508Z,,,
https://www.google.com/maps/place/1-800-Plumber+%2BAir+%26+Electric/data=!4m7!3m6!1s0x87014f22e370728f:0x1c1f7f8c20ff61d3!8m2!3d35.2048821!4d-101.8140703!16s%2Fg%2F1tfsnfv2!19sChIJj3Jw4yJPAYcR02H_IIx_Hxw,1-800-Plumber +Air & Electric,4.9,1618,Plumber,"513 Ross St, Amarillo, TX 79102, United States","653P+X9 Amarillo, Texas, USA",https://1800plumber.com/amarillo-tx,+1 806-622-3862,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipMhJrTZBcIEKaoqoJwDsaJ89s71oNqHyLfm_D3D=w408-h306-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8:45 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-11-11T03:10:26.011Z,,,
https://www.google.com/maps/place/Joe+The+Plumber/data=!4m7!3m6!1s0x87014e538991d4f5:0xf0d87fdebdf93fbc!8m2!3d35.2046804!4d-101.8493963!16s%2Fg%2F11cs4mnmtz!19sChIJ9dSRiVNOAYcRvD_5vd5_2PA,Joe The Plumber,4.8,192,Plumber,"1007 SW 10th Ave, Amarillo, TX 79101, United States","6532+V6 Amarillo, Texas, USA",https://joetheplumber.com/,+1 806-376-8200,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipPQzztzq9-RUFc5XgyLcxe9rlVD99NrOqy-CZSl=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-11-11T03:10:30.909Z,,,
https://www.google.com/maps/place/Dan+The+Plumbing+Man/data=!4m7!3m6!1s0x4afe6795cf31440d:0xc3b0235c53f4ab9b!8m2!3d35.4390585!4d-101.1673914!16s%2Fg%2F11wwymt6kn!19sChIJDUQxz5Vn_koRm6v0U1wjsMM,Dan The Plumbing Man,5.0,147,Plumber,,,,+1 806-567-2431,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipO7srAkMhuS3DzxwjoeIkWtAs9ypHEP3blaP_dB=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-11-11T03:10:35.680Z,,,
https://www.google.com/maps/place/Dependable+Plumbing/data=!4m7!3m6!1s0x87014efb2c034b55:0x4d8c06770bc6c566!8m2!3d35.2104077!4d-101.8322899!16s%2Fg%2F11rwn_s37w!19sChIJVUsDLPtOAYcRZsXGC3cGjE0,Dependable Plumbing,4.7,90,Plumber,"219 S Pierce St, Amarillo, TX 79101, United States","6569+53 Amarillo, Texas, USA",https://amarillodependableplumbing.com/,+1 806-374-2336,Closed ⋅ Opens 8 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rMiuKxA3ik5y-1C4S7CRtA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=78.0344&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-11-11T03:10:40.540Z,,,
https://www.google.com/maps/place/Willis+Plumbing+Heating+%26+AC/data=!4m7!3m6!1s0x87014ee1e9a9d23d:0xaff9d0903697212!8m2!3d35.2041781!4d-101.8251013!16s%2Fg%2F1wfcpljv!19sChIJPdKp6eFOAYcREnJpAwmd_wo,Willis Plumbing Heating & AC,4.6,25,Plumber,"722 S Arthur St, Amarillo, TX 79102, United States","653F+MX Amarillo, Texas, USA",https://willisplumbing.co/,+1 806-374-4551,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzeYPDQqp07bCUpUpCcNGExhpG51gskZeO-2JmAlRvCWR1U93OiivdVJub9UWEnZUOf844FsR_gtwir_oyObplYJW-qz-iAW8mr7Us1K6xlfzKb3vYzwLH2qVIUqbSUubhjqBbpPg=w426-h240-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-11-11T03:10:45.400Z,,,
"https://www.google.com/maps/place/A%26R+Plumbing,+Heating,+%26+Air+Conditioning/data=!4m7!3m6!1s0x87014e43865ec553:0x5d37d044ad854ed7!8m2!3d35.2164768!4d-101.8581928!16s%2Fg%2F1vzqsq79!19sChIJU8VehkNOAYcR106FrUTQN10","A&R Plumbing, Heating, & Air Conditioning",4.6,127,Heating contractor,"87 N Fannin St, Amarillo, TX 79106, United States","648R+HP Amarillo, Texas, USA",https://armechanical.com/,+1 806-372-1572,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPEGA-zSL8-jfNfR-rynMO8rJWkHV_K9R81iNk=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-11-11T03:10:50.592Z,,,
"https://www.google.com/maps/place/Plains+Plumbing+Co.,+LLC/data=!4m7!3m6!1s0x87014e5106521221:0xa812e33dd67c7d7!8m2!3d35.208304!4d-101.851912!16s%2Fg%2F1td6bb1l!19sChIJIRJSBlFOAYcR18dn3TMugQo","Plains Plumbing Co., LLC",5.0,20,Plumber,"1301 SW 7th Ave, Amarillo, TX 79101, United States","645X+86 Amarillo, Texas, USA",http://www.plainsplumbing.com/,+1 806-376-6375,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxFuEqpWJzddEe76U6SJ2-EvCXixm0G7bFfHsROGgb7Dd5VpJ0QUHcYh3AmoAKP9j8TAYVXj5K9UM_Y-brQ-EAXeXfzArc5KWrQTIsrianbp7NVhs5JjUXxJysP7JMOKv68MFSYpA=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-11-11T03:10:55.553Z,,,
https://www.google.com/maps/place/Mays+Plumbing+%26+Construction+Inc./data=!4m7!3m6!1s0x87014ef03e6a65ef:0x874d57747f2d39f8!8m2!3d35.214798!4d-101.8333073!16s%2Fg%2F1tggtzpr!19sChIJ72VqPvBOAYcR-Dktf3RXTYc,Mays Plumbing & Construction Inc.,4.7,48,Plumber,"201 N Fillmore St, Amarillo, TX 79107, United States","6578+WM Amarillo, Texas, USA",http://maysplumbingandconstruction.com/,+1 806-353-9653,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipO810gmV0vKwkZw9GTRfgd9X3aZMwfYwT1eR5L8=w555-h240-k-no,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-11-11T03:11:00.621Z,,,
https://www.google.com/maps/place/Patrick+Plumbing+Service+Inc/data=!4m7!3m6!1s0x87014fe89a039d33:0x69c3e0a15f4a52f!8m2!3d35.1980215!4d-101.8457212!16s%2Fg%2F11fsz_c9kc!19sChIJM50DmuhPAYcRL6X0FQo-nAY,Patrick Plumbing Service Inc,4.3,40,Plumber,"1602 S Monroe St, Amarillo, TX 79102, United States","55X3+6P Amarillo, Texas, USA",https://www.patrickcompanies.com/,+1 806-374-0407,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzvAduROLG8vPkExL7UdxXD8iYMjoZZbc1SpxMk7jWZSE4DFG3O8Jo6AtBKf6gBHAYqiJ925wyjJQXtkgW_EPhvgdm_w0_UYK40iV-o91lFmXorrNbLTwE7tHurg8mvFFlxPWuPlg=w408-h725-k-no,true,,,,,,,,"https://www.google.com/maps/search/plumbing++services+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-11-11T03:11:03.498Z,,,
"https://www.google.com/maps/place/Bob+Jay%27s+Heating,+Air+Conditioning,+and+Plumbing+Inc./data=!4m7!3m6!1s0x87014e50e13867c3:0x4c60408c9801c478!8m2!3d35.2093455!4d-101.8509468!16s%2Fg%2F1tg3bkcs!19sChIJw2c44VBOAYcReMQBmIxAYEw","Bob Jay's Heating, Air Conditioning, and Plumbing Inc.",4.9,288,HVAC contractor,"1207 SW 6th Ave, Amarillo, TX 79101, United States","645X+PJ Amarillo, Texas, USA",https://mybobjays.com/,+1 806-373-2221,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipP1Y176ySLNpHSOf2O6ZLTPBOKIuLL6_66UmUhM=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-11-11T03:11:08.742Z,,,
