placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,attributes,info,isBlackOwned,error
https://www.google.com/maps/place/West+Palm+Beach+Parking+Administration/data=!4m7!3m6!1s0x88d8d662574cb35b:0x81b63540d8adacf0!8m2!3d26.7143481!4d-80.0554392!16s%2Fg%2F11cmd15qt6!19sChIJW7NMV2LW2IgR8Kyt2EA1toE,West Palm Beach Parking Administration,1.6,54,City government office,"500 Banyan Blvd, West Palm Beach, FL 33401, United States","PW7V+PR West Palm Beach, Florida, USA",https://www.wpb.org/Departments/Parking-Administration,+1 561-822-1500,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwsJu9qaSez-ldNbQZOvRzZJkZ9NMIj2Wa95pQHEjBzqtVFqMThf4CKhWGPvgY8gGwDEtjHPwE6LjKO2_CvG8HrqEt2wGgEVjbTQa6q_2jCU6s4buNH0LLzwnnVwPTYRIcpA7p6ag=w408-h307-k-no,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+West+Palm+Beach+Palm+Beach+FL/@26.7144532,-80.0549456,14z",2025-10-28T18:53:08.063Z,,,,
https://www.google.com/maps/place/One+Parking/data=!4m7!3m6!1s0x88d8d661acd65f55:0x4b89b321c26befe4!8m2!3d26.7087174!4d-80.0558458!16s%2Fg%2F12mkzcw4l!19sChIJVV_WrGHW2IgR5O9rwiGziUs,One Parking,4.1,31,Parking garage,"545 Hibiscus St #6017, West Palm Beach, FL 33401, United States","PW5V+FM West Palm Beach, Florida, USA",https://oneparking.com/,+1 561-833-7222,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxcbTQrTrMBO_u1iGYEqQM8wpQesdObGl8aRzJ--8sGbDOJvDWUz22uYr9Pg0Q5dz-dIAJZoQtSklh6G_iUyQYgTXFatVNw6AkTPOxPG3X_GYPOiVX0hFfTvW5pj7PV2Jw_kVQq=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+West+Palm+Beach+Palm+Beach+FL/@26.7144532,-80.0549456,14z",2025-10-28T18:53:14.763Z,,,,
https://www.google.com/maps/place/One+Parking/data=!4m7!3m6!1s0x88d8d6605ddf9d1f:0x3ec0971b3e41fc7a!8m2!3d26.7081097!4d-80.0578183!16s%2Fg%2F1hdz498m4!19sChIJH53fXWDW2IgRevxBPhuXwD4,One Parking,3.7,98,Parking garage,"S Quadrille Blvd, West Palm Beach, FL 33401, United States","PW5R+6V West Palm Beach, Florida, USA",https://oneparking.com/,+1 561-833-7222,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyhLliNlCKUNUeIu4foTQYs3Orn81Jis_ODMYADIEHcmQYkcAvmcXu3VayffBuz5HypOsZFj2AWEsztGctDXZKrKJ33SuzFxG2pIlYXXkgpWZYj9FXvljwNEnX50bvblosV7dx_=w408-h305-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+West+Palm+Beach+Palm+Beach+FL/@26.7144532,-80.0549456,14z",2025-10-28T18:53:20.430Z,,,,
https://www.google.com/maps/place/One+Parking/data=!4m7!3m6!1s0x88d8d661739a4bfb:0xafd84ba49b070818!8m2!3d26.7075021!4d-80.0566103!16s%2Fg%2F1td0tph1!19sChIJ-0uac2HW2IgRGAgHm6RL2K8,One Parking,3.1,16,Parking garage,"700 S Rosemary Ave, West Palm Beach, FL 33401, United States","PW5V+29 West Palm Beach, Florida, USA",http://www.oneparking.com/,+1 561-833-7222,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwyiVHS5gvvinbzDsAx9IXosWuDm7oe2TOVbJFOFg5NvmBP9xzwQHRBjxALs5uOag18pLWms-k9eDsSKGTNYm_moIL4nHXkN4_4sjyPBN6iYenispcsf7mCvnrbjFbwvLFIy3nzHQ=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+West+Palm+Beach+Palm+Beach+FL/@26.7144532,-80.0549456,14z",2025-10-28T18:53:25.533Z,,,,
https://www.google.com/maps/place/Palm+Beach+Parking/data=!4m7!3m6!1s0x88d8d794a58f247f:0x470da3cd24604377!8m2!3d26.6520687!4d-80.0768028!16s%2Fg%2F11gfgsv53v!19sChIJfySPpZTX2IgRd0NgJM2jDUc,Palm Beach Parking,2.7,16,Parking garage,"1800 Forest Hill Blvd # B9, West Palm Beach, FL 33406, United States","MW2F+R7 West Palm Beach, Florida, USA",https://www.palmbeachparking.net/,+1 561-308-0720,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HSTzItMOoWwwF7gU-0c0pQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=157.82822&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+West+Palm+Beach+Palm+Beach+FL/@26.7144532,-80.0549456,14z",2025-10-28T18:53:30.915Z,,,,
https://www.google.com/maps/place/City+Center+Public+Parking+Garage/data=!4m7!3m6!1s0x88d8d66277a465a7:0xe05f6f7f78690934!8m2!3d26.7142773!4d-80.0537115!16s%2Fg%2F11bz_1q_vy!19sChIJp2Wkd2LW2IgRNAlpeH9vX-A,City Center Public Parking Garage,4.4,94,Parking garage,"199 N Dixie Hwy, West Palm Beach, FL 33401, United States","PW7W+PG West Palm Beach, Florida, USA",https://www.wpb.org/government/parking-administration/parking-locations,+1 561-822-2222,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwPfkEnwAkRboBtj5JRGCyei3abLNDUNl3dmDoNwO3Pof6OgizJWb4BXWw-asDlhrab0-tFdgzo7G10r5fti53QXL6Woqjm3Yeb8bLKQBc0yiu4V9Mm1nS-_ZLkNS97r-Cho6nM=w507-h240-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+West+Palm+Beach+Palm+Beach+FL/@26.7144532,-80.0549456,14z",2025-10-28T18:53:37.035Z,,,,
https://www.google.com/maps/place/One+Parking/data=!4m7!3m6!1s0x88d8d74285afda43:0xbfe067b58ba7d085!8m2!3d26.7006858!4d-80.0345234!16s%2Fg%2F11sm756pcy!19sChIJQ9qvhULX2IgRhdCni7Vn4L8,One Parking,4.3,6,Parking garage,"150 Worth Ave, Palm Beach, FL 33480, United States","PX28+75 Palm Beach, Florida, USA",https://www.oneparking.com/,+1 561-832-8715,,https://lh3.googleusercontent.com/p/AF1QipNX8ITBjtvFIwKQpLw6UXGbbZG2DXwP4IEsJ0pd=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+West+Palm+Beach+Palm+Beach+FL/@26.7144532,-80.0549456,14z",2025-10-28T18:53:41.389Z,,,,
https://www.google.com/maps/place/One+Parking/data=!4m7!3m6!1s0x88d8d78081a702c1:0xd99c6060db3e010b!8m2!3d26.7126171!4d-80.0513094!16s%2Fg%2F11fqb3zr_k!19sChIJwQKngYDX2IgRCwE-22BgnNk,One Parking,1.6,20,Parking garage,"205 Datura St, West Palm Beach, FL 33401, United States","PW7X+2F West Palm Beach, Florida, USA",https://oneparking.com/property/205-datura-street/,+1 561-833-7222,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyinlJZenRrBXiQvR3wiAWbuXTnVcfk4HXnOm9XVSs0DZJlIu1tO-4Wywr5dO4PybuF2pSAfhhQSs-Zv99YGzbM9Cgj4BVwZQNEO_mJjk2sCMh6-yJInEIw1GDZRfeEI1cSPzxW=w408-h306-k-no,true,6 am–6 pm,6 am–6 pm,6 am–11 pm,6 am–12 am,Open 24 hours,12–6 am,6 am–6 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+West+Palm+Beach+Palm+Beach+FL/@26.7144532,-80.0549456,14z",2025-10-28T18:53:47.578Z,,,,
https://www.google.com/maps/place/One+Parking/data=!4m7!3m6!1s0x88d8d6f52b429015:0x5f5f3f84ee15588d!8m2!3d26.7057616!4d-80.0510211!16s%2Fg%2F11gfmcgg03!19sChIJFZBCK_XW2IgRjVgV7oQ_X18,One Parking,1.0,2,Parking garage,"222 Lakeview Ave, West Palm Beach, FL 33401, United States","PW4X+8H West Palm Beach, Florida, USA",https://oneparking.com/property/esperante/,+1 561-833-7222,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwQ4DLCf9NGIGq0dyhcuJL6bmtN9dB0OY-58uuT_e-B0UQMQHxyGr7r3H9cRhGJ0AlSSbFjoSJCU9ylPc7c8AUiYX4ZCYJ6lN82nuGcXFysREro4z0YtrbfwTFgmzfsoQuPxlgD=w408-h305-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+West+Palm+Beach+Palm+Beach+FL/@26.7144532,-80.0549456,14z",2025-10-28T18:53:53.733Z,,,,
"https://www.google.com/maps/place/Kravis+Parking+Garage,+Iris+St.+Entrance/data=!4m7!3m6!1s0x88d8d667418073e5:0x65953e8a67166e56!8m2!3d26.7074546!4d-80.0604866!16s%2Fg%2F11clvg9nkv!19sChIJ5XOAQWfW2IgRVm4WZ4o-lWU","Kravis Parking Garage, Iris St. Entrance",4.6,84,Parking garage,"3 Iris St, West Palm Beach, FL 33401, United States","PW4Q+XR West Palm Beach, Florida, USA",http://www.kravis.org/,+1 561-832-7469,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyXyUpCvkPBQNI55tldIFdrxLgDsQ84ilPugJ2L70j5PrVhgtl7epQg2agUA9gVJNT3btRr_L0_xyDPxoDKZM0C1BgutBxb9pIQLAIj9ZWFEwLEnLkXEq2EO8ZvajY2GsNkLwGR=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+West+Palm+Beach+Palm+Beach+FL/@26.7144532,-80.0549456,14z",2025-10-28T18:53:57.724Z,,,,
