placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,isBlackOwned,error
https://www.google.com/maps/place/Center+for+Vein+Restoration+%7C+Dr.+Mohamed+Hassan/data=!4m7!3m6!1s0x8889239c49520e51:0xd3695cebce9ccb0c!8m2!3d33.364937!4d-86.7649103!16s%2Fg%2F11n0nr37g5!19sChIJUQ5SSZwjiYgRDMuczutcadM,Center for Vein Restoration | Dr. Mohamed Hassan,4.9,193,Vascular surgeon,"2290 Valleydale Rd Suite 204, Birmingham, AL 35244, United States","967P+X2 Birmingham, Alabama, USA",https://www.centerforvein.com/our-clinics/locations/hoover-birmingham-alabama,+1 334-259-3580,"Open · Closes 5 pm

Updated by this business 4 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOXbtlNDl_hXD9R3VYMm5kwE9UgVfiLt0fpNWAM=w426-h240-k-no,true,6 am–5 pm,6 am–5 pm,6 am–5 pm,6 am–5 pm,Closed,Closed,6 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2025-12-16T21:57:33.000Z,,,
https://www.google.com/maps/place/Alabama+Vein+%26+Restoration+Medspa/data=!4m7!3m6!1s0x8889191cc43fbc3d:0xd4bfca5804e058ad!8m2!3d33.3683777!4d-86.8012314!16s%2Fg%2F1tjl6p6_!19sChIJPbw_xBwZiYgRrVjgBFjKv9Q,Alabama Vein & Restoration Medspa,4.9,345,Vascular surgeon,"4721 Chace Cir, Hoover, AL 35244, United States","959X+9G Hoover, Alabama, USA",https://www.alabamaveincenter.com/?utm_source=gmb_auth,+1 205-823-0151,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzWywInrexpk66BWre3lyqWhecbgdUtJHvNqnP49vH9Eos9q4G9kRrk0EFzXYHt0go2QayfOLt561eqX88k4o6-fX81KHQVmjqYKdaaiDRNCoYXyRHOB_6HvvycnOOtlXj8-tfi4A=w427-h240-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–12 pm,Closed,Closed,7:30 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2025-12-16T21:57:38.441Z,,,
https://www.google.com/maps/place/Varicosity+Vein+Center/data=!4m7!3m6!1s0x88891bb620d677ad:0x32a9afee82c6128a!8m2!3d33.4826576!4d-86.78787!16s%2Fg%2F1tnctnw5!19sChIJrXfWILYbiYgRihLGgu6vqTI,Varicosity Vein Center,5.0,284,Surgical center,"2704 20th St S #100, Homewood, AL 35209, United States","F6M6+3V Homewood, Alabama, USA",https://varicosityveincenter.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_content=homewood,+1 205-592-1800,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipO2wt9v2WTrQ2lGK2lEgfc5KsUrk4unk-I5dBF4=w408-h271-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–12 pm,Closed,Closed,7:30 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2025-12-16T21:57:43.985Z,,,
https://www.google.com/maps/place/Brookwood+Baptist+Health+Specialty+Care+-+Vein+Center/data=!4m7!3m6!1s0x888921a0db8bc31d:0x4b4bf6443d669039!8m2!3d33.3559698!4d-86.8462475!16s%2Fg%2F1hm2q_lhz!19sChIJHcOL26AhiYgROZBmPUT2S0s,Brookwood Baptist Health Specialty Care - Vein Center,5.0,4,Medical clinic,"5295 Preserve Pkwy Suite 270, Hoover, AL 35244, United States","9543+9G Hoover, Alabama, USA",https://www.bbhcarenetwork.com/specialties/vein-services,+1 205-949-9289,Closes soon · 4 pm · Opens 7 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwmcwGqqlxGNgaRA_Vl2-nqcolwinISYfK2BDR8glQXuElxa3xhAigNOczofy5dHKh3ByJwisqbJ2xggtJvEjou2eSsFwzwMsB0YeY-Y-5H6YDAcoKTRZDb95mSRavMiXugK2Mr=w408-h242-k-no,true,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,Closed,Closed,7 am–4 pm,"https://www.google.com/maps/search/vein+clinics+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2025-12-16T21:57:48.862Z,,,
"https://www.google.com/maps/place/Charles+Austin+Hunt+II,+MD,+FACS,+RVT/data=!4m7!3m6!1s0x8889191cc43fbc3d:0x859ed3afc9300851!8m2!3d33.3683719!4d-86.801223!16s%2Fg%2F1tg2lf9x!19sChIJPbw_xBwZiYgRUQgwya_TnoU","Charles Austin Hunt II, MD, FACS, RVT",5.0,11,Cardiovascular and thoracic surgeon,"4721 Chace Cir, Hoover, AL 35244, United States","959X+8G Hoover, Alabama, USA",https://www.alabamaveincenter.com/?utm_source=gmb_auth,+1 877-268-8346,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMNejFCXBfX5UMDLiF5GVSfHOiAq5cezCvpDz1G=w427-h240-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–12 pm,Closed,Closed,7:30 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2025-12-16T21:57:53.813Z,,,
https://www.google.com/maps/place/Center+for+Vein+Restoration+%7C+Dr.+Mohamed+Hassan/data=!4m7!3m6!1s0x88890b922ff83935:0xa7d44efa498bd5f4!8m2!3d33.6601151!4d-86.5830992!16s%2Fg%2F11rcncf070!19sChIJNTn4L5ILiYgR9NWLSfpO1Kc,Center for Vein Restoration | Dr. Mohamed Hassan,4.9,118,Vascular surgeon,"7101 Happy Hollow Rd Suite 101, Trussville, AL 35173, United States","MC68+2Q Trussville, Alabama, USA",https://www.centerforvein.com/our-clinics/locations/trussville-alabama,+1 334-259-3580,"Open · Closes 5 pm

Updated by this business 4 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPTalATPBQKvByUkKuChfKqpZEjRPdo4Gu4Zh2N=w426-h240-k-no,true,6 am–5 pm,6 am–5 pm,6 am–5 pm,6 am–5 pm,Closed,Closed,6 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2025-12-16T21:57:59.075Z,,,
"https://www.google.com/maps/place/Alabama+Vein+Center+-+Birmingham+-+Hoover+%7C+Dr.+Michael+Solomon+-+Specialist/@33.4224759,-86.750844,10z/data=!3m1!4b1!4m6!3m5!1s0x2291ec194717e687:0xa9cb6aa26bbd1b4!8m2!3d33.4224759!4d-86.750844!16s%2Fg%2F11m72330fn",Alabama Vein Center - Birmingham - Hoover | Dr. Michael Solomon - Specialist,,,Medical clinic,,,https://www.cavaclinic.com/,+1 205-737-0307,Closes soon · 4 pm · Opens 8 am Wed,,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,"https://www.google.com/maps/search/vein+clinics+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2025-12-16T21:58:05.924Z,,,
"https://www.google.com/maps/place/UAB+Vein+Clinic/@33.4947416,-86.8063999,17z/data=!3m1!4b1!4m6!3m5!1s0x88891bea55555555:0x3cd195b28224db8c!8m2!3d33.4947416!4d-86.8063999!16s%2Fg%2F1hc209ygx",UAB Vein Clinic,4.2,5,Medical clinic,"1201 11th Ave S, Birmingham, AL 35233, United States","F5VV+VC Birmingham, Alabama, USA",https://www.uabmedicine.org/vein,+1 205-996-8346,,,true,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2025-12-16T21:58:11.562Z,,,
https://www.google.com/maps/place/The+Vascular+Institute+of+Birmingham/data=!4m7!3m6!1s0x88890ce37cc58d43:0xd822ad541f2953db!8m2!3d33.5872855!4d-86.6820402!16s%2Fg%2F11bwyv868b!19sChIJQ43FfOMMiYgR21MpH1StItg,The Vascular Institute of Birmingham,4.4,13,Surgical center,"1112 Gene Reed Rd, Birmingham, AL 35235, United States","H8P9+W5 Birmingham, Alabama, USA",http://new-legs.com/,+1 205-836-2942,Closes soon · 4:30 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipPeDSj-05k-Qwyb-BK1nFiFktHbS1oqKNDzlDPI=w408-h271-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2025-12-16T21:58:16.970Z,,,
https://www.google.com/maps/place/Vascular+Institute+Brmnghm/data=!4m7!3m6!1s0x88891bc998180aff:0x5ce8d83318f1a778!8m2!3d33.5072469!4d-86.788934!16s%2Fg%2F1tjpr83j!19sChIJ_woYmMkbiYgReKfxGDPY6Fw,Vascular Institute Brmnghm,5.0,1,Surgical center,"2660 10th Ave S, Birmingham, AL 35205, United States","G646+VC Birmingham, Alabama, USA",http://www.new-legs.com/,+1 205-836-2942,Closes soon · 4:30 pm · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pHhdsXcKKSKvIXTwm2g8-w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=277.08292&pitch=0&thumbfov=100,false,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2025-12-16T21:58:21.918Z,,,
