placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,error,isBlackOwned
https://www.google.com/maps/place/Vein+Hydration+Lounge+%2B+Aesthetics/data=!4m7!3m6!1s0x8631356163a387f7:0xf5e28e26743ade73!8m2!3d32.632401!4d-93.7263229!16s%2Fg%2F11tgdbh0mx!19sChIJ94ejY2E1MYYRc946dCaO4vU,Vein Hydration Lounge + Aesthetics,4.9,57,Health spa,"239 Fairburn Ave, Benton, LA 71006, United States","J7JF+XF Benton, Louisiana, USA",https://www.veinhla.com/,+1 318-562-3632,Closes soon · 5 pm · Opens 9 am Wed,https://lh3.googleusercontent.com/p/AF1QipOBCn2G00yNhyuVrqLn-LZrSlp26_b2hGOtDy_b=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–1 pm,Closed,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-12-16T22:35:50.852Z,,,
https://www.google.com/maps/place/WK+Vascular+Surgery/data=!4m7!3m6!1s0x8636cd23132d171f:0x4eb55ffdea50345!8m2!3d32.4835717!4d-93.7782559!16s%2Fg%2F11sbp79lmq!19sChIJHxctEyPNNoYRRQOl3v9V6wQ,WK Vascular Surgery,4.8,17,Surgical center,"2551 Greenwood Rd Suite 230, Shreveport, LA 71103, United States","F6MC+CM Shreveport, Louisiana, USA",https://www.wkvascularsurgery.com/,+1 318-212-8177,Closes soon · 5 pm · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JEL_gq5s7s3XwtVTSy2lQQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=290.47116&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-12-16T22:35:55.975Z,,,
"https://www.google.com/maps/place/Dr.+Miles+A.+Sugar,+Jr,+MD/data=!4m7!3m6!1s0x8636cd2b50263ce1:0xac20998fd7b92eed!8m2!3d32.4835717!4d-93.7782559!16s%2Fg%2F11sbp7232c!19sChIJ4TwmUCvNNoYR7S6514-ZIKw","Dr. Miles A. Sugar, Jr, MD",5.0,40,Vascular surgeon,"2551 Greenwood Rd Suite 230, Shreveport, LA 71103, United States","F6MC+CM Shreveport, Louisiana, USA",https://directory.wkhs.com/provider/dr-miles-sugar-jr-md,+1 318-212-8177,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipNQGbNL4uzwaLBln27PUYeHXx95-tRe4EFzO6iv=w408-h408-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-12-16T22:36:01.406Z,,,
"https://www.google.com/maps/place/WK+Vein+Specialists/@32.4316686,-93.7099968,17z/data=!3m1!4b1!4m6!3m5!1s0x8636cd6d498e2bd3:0xd17f3e15da05e3a1!8m2!3d32.4316686!4d-93.7099968!16s%2Fg%2F11fsn310bm",WK Vein Specialists,,,Surgical center,"8001 Youree Dr # 570, Shreveport, LA 71115, United States","C7JR+M2 Shreveport, Louisiana, USA",https://www.wkhs.com/heart/specialized-clinics/vein-specialists,+1 318-212-3870,Closes soon · 5 pm · Opens 8 am Wed,,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-12-16T22:36:08.033Z,,,
https://www.google.com/maps/place/Highland+Clinic+Vein+Center/data=!4m7!3m6!1s0x86312ce8954a12cf:0x5a84b8026d1fc4f1!8m2!3d32.4255396!4d-93.7182975!16s%2Fg%2F1tg5z_qq!19sChIJzxJKlegsMYYR8cQfbQK4hFo,Highland Clinic Vein Center,,,Surgical center,"1455 E Bert Kouns Industrial Loop, Shreveport, LA 71105, United States","C7GJ+6M Shreveport, Louisiana, USA",https://veincenter.highlandclinic.com/,+1 318-798-4484,Closes soon · 5 pm · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FMj7piFNG-Xg_ofaZAwwNQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=163.8864&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-12-16T22:36:12.876Z,,,
"https://www.google.com/maps/place/Nancy+Pipkin,+PA-C/data=!4m7!3m6!1s0x8636cd51d0e5199f:0xfdb9f83ac61d22a1!8m2!3d32.4235483!4d-93.7172916!16s%2Fg%2F1trsycqh!19sChIJnxnl0FHNNoYRoSIdxjr4uf0","Nancy Pipkin, PA-C",5.0,11,Physician assistant,"1455 E Bert Kouns Industrial Loop, Shreveport, LA 71105, United States","C7FM+C3 Shreveport, Louisiana, USA",https://generalsurgery.highlandclinic.com/provider/nancy-pipkin-pa-c/,+1 318-798-4484,Closes soon · 5 pm · Opens 9 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=41g-U6fCCkQVKBqDPTYd6A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=154.06625&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-12-16T22:36:17.650Z,,,
"https://www.google.com/maps/place/Stephen+C.+White,+MD,+FACS/data=!4m7!3m6!1s0x86312da28b2e7bc3:0xb197f1cc3cdb3a6b!8m2!3d32.4260408!4d-93.7168124!16s%2Fg%2F11tk8qbqqx!19sChIJw3sui6ItMYYRazrbPMzxl7E","Stephen C. White, MD, FACS",5.0,6,Vascular surgeon,"1455 E Bert Kouns Industrial Loop Second Floor - Suite 201, Shreveport, LA 71105, United States","C7GM+C7 Shreveport, Louisiana, USA",https://generalsurgery.highlandclinic.com/provider/stephen-white-m-d-facs/,+1 318-798-4484,Closes soon · 5 pm · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yKR32Lc-qKehFBqduE9kwA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=123.205246&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-12-16T22:36:22.706Z,,,
"https://www.google.com/maps/place/Dr.+Robert+L.+Barrett,+MD/@32.4316686,-93.7099968,17z/data=!3m1!4b1!4m6!3m5!1s0x86312cfc75fe567d:0xae394ab818f096d3!8m2!3d32.4316686!4d-93.7099968!16s%2Fg%2F1tycx08p","Dr. Robert L. Barrett, MD",3.5,11,Vascular surgeon,"8001 Youree Dr # 570, Shreveport, LA 71115, United States","C7JR+M2 Shreveport, Louisiana, USA",https://rymap.org/business/dr-robert-l-barrett-md-nzj57c,+1 318-212-3870,Closed · Opens 9:30 am Wed,,true,9:30 am–4:30 pm,9:30 am–4:30 pm,9:30 am–3:30 pm,Closed,Closed,Closed,9:30 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-12-16T22:36:29.610Z,Identifies as women-owned,,
https://www.google.com/maps/place/WK+Vascular+Surgical+Associates+-+North/data=!4m7!3m6!1s0x8636cd7c18ef412f:0x2c772e56a98b4b10!8m2!3d32.4847072!4d-93.7784017!16s%2Fg%2F1hc12k4br!19sChIJL0HvGHzNNoYREEuLqVYudyw,WK Vascular Surgical Associates - North,,,Surgical center,"2751 Albert L Bicknell Dr Suite 5A, Shreveport, LA 71103, United States","F6MC+VJ Shreveport, Louisiana, USA",http://www.wkvsa.com/,+1 318-212-6688,Closes soon · 5 pm · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=U1PsMTl-sXC-w-poGb6qyA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=93.374794&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-12-16T22:36:34.386Z,,,
"https://www.google.com/maps/place/Chiranjiv+Virk,+MBBS/data=!4m7!3m6!1s0x8636d3f864f26c6b:0xc76b6b2b0f8aa17c!8m2!3d32.4825889!4d-93.7638288!16s%2Fg%2F11jh4sd0x3!19sChIJa2zyZPjTNoYRfKGKDytra8c","Chiranjiv Virk, MBBS",5.0,2,Vascular surgeon,"1606 Kings Hwy, Shreveport, LA 71103, United States","F6MP+2F Shreveport, Louisiana, USA",https://www.ochsnerlsuhs.org/doctors/chiranjiv-virk?utm_source=ExtNet&utm_medium=Yext&y_source=1_MTU4MzE1NjMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 318-626-0612,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1CjKT4Ig15CwykWo8vk_7g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=323.37006&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-12-16T22:36:37.302Z,,,
https://www.google.com/maps/place/WK+Advanced+Surgery+Center/data=!4m7!3m6!1s0x8636cd7c18ef412f:0xeea83d25330c301d!8m2!3d32.484733!4d-93.778315!16s%2Fg%2F1hc31q0cq!19sChIJL0HvGHzNNoYRHTAMMyU9qO4,WK Advanced Surgery Center,4.8,97,Surgical center,"2751 Albert L Bicknell Dr #2b, Shreveport, LA 71103, United States","F6MC+VM Shreveport, Louisiana, USA",http://www.wkasc.com/,+1 318-212-8350,Closes soon · 5 pm · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=U1PsMTl-sXC-w-poGb6qyA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=87.50987&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-12-16T22:36:42.213Z,,,
https://www.google.com/maps/place/Red+River+Cardiovascular+Surgeons/data=!4m7!3m6!1s0x8636cd7c18ef41b1:0x74a5540c4068a907!8m2!3d32.4849912!4d-93.7784945!16s%2Fg%2F1tfkr41s!19sChIJsUHvGHzNNoYRB6loQAxUpXQ,Red River Cardiovascular Surgeons,5.0,2,Cardiovascular and thoracic surgeon,"2751 Albert L Bicknell Dr #5c, Shreveport, LA 71103, United States","F6MC+XJ Shreveport, Louisiana, USA",http://directory.wkhs.com/,+1 318-227-9777,Closes soon · 5 pm · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=99eedml4n-3qBnaBVk-E3w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=114.60516&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-12-16T22:36:47.171Z,,,
"https://www.google.com/maps/place/Dr.+Syed+Mehmood,+MD/data=!4m7!3m6!1s0x8636cd7c3c9287d7:0xda9f31aba81e0553!8m2!3d32.4847348!4d-93.7783165!16s%2Fg%2F11c54cmy3d!19sChIJ14eSPHzNNoYRUwUeqKsxn9o","Dr. Syed Mehmood, MD",4.7,7,Cardiovascular and thoracic surgeon,"2751 Albert L Bicknell Dr #5c, Shreveport, LA 71103, United States","F6MC+VM Shreveport, Louisiana, USA",https://directory.wkhs.com/provider/dr-syed-mehmood-md,+1 318-227-9777,Closes soon · 5 pm · Opens 8:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipN-VKkBcYQrnKqQ5UeDGgt3w5PClQht_5msGuFQ=w408-h408-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-12-16T22:36:52.128Z,,,
https://www.google.com/maps/place/Bridges+to+Beauty/data=!4m7!3m6!1s0x86312d6a8b8d8d67:0x55eb23a88fb1615e!8m2!3d32.4615754!4d-93.7225041!16s%2Fg%2F1tfc6zzr!19sChIJZ42Ni2otMYYRXmGxj6gj61U,Bridges to Beauty,4.9,432,Plastic surgeon,"4300 Youree Dr #300, Shreveport, LA 71105, United States","F76G+JX Shreveport, Louisiana, USA",https://www.bridgestobeauty.com/,+1 318-219-8555,Closes soon · 5 pm · Opens 9 am Wed,https://lh3.googleusercontent.com/p/AF1QipMVFrmfjISGfP8Kk6Vo65ukkIGIMavI-2lRaeKg=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-12-16T22:36:57.048Z,,,
https://www.google.com/maps/place/Minimally+Invasive+Surgery+Center+of+Louisiana/data=!4m7!3m6!1s0x8636cd4c3ec62837:0xda76dc9faf5b4a6f!8m2!3d32.4970663!4d-93.74784!16s%2Fg%2F1vtqwgs6!19sChIJNyjGPkzNNoYRb0pbr5_cdto,Minimally Invasive Surgery Center of Louisiana,5.0,1,Surgical center,"1534 Elizabeth Ave # 400, Shreveport, LA 71101, United States","F7W2+RV Shreveport, Louisiana, USA",,+1 318-222-1942,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lcoUE7OoZt22aEeJTc2__w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=269.43198&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-12-16T22:36:59.757Z,,,
