placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,error,isBlackOwned
https://www.google.com/maps/place/Town+Fair+Tire/data=!4m7!3m6!1s0x89e44618de411309:0xd531f6490203331!8m2!3d41.826656!4d-71.512163!16s%2Fg%2F1tflyxms!19sChIJCRNB3hhG5IkRMTMgkGQfUw0,Town Fair Tire,4.7,1238,Tire shop,· In-store pick-up,"1674 Hartford Ave, Johnston, RI 02919, United States","RFGQ+M4 Johnston, Rhode Island, USA",http://www.townfairtire.com/store/tires/rhode-island/johnston/,+1 401-751-5560,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerJZEh4OltbOvC7ZSUG1qLtrJtl6H2BXeJJvsf91U2pwbPPrdqiRjIz0H5oBP-t20g9sh0dzTxd3AZEBc7Tt7iOqw_hFzt4cwoEYzJUf97ZNtYYuaNsKIPqZzD_SKZVDX_owPI7=w408-h241-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–4 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2026-03-23T15:28:55.594Z,,,
https://www.google.com/maps/place/TIRE+MD/data=!4m7!3m6!1s0x89e45443767c8b6f:0xc5614db133fdb242!8m2!3d41.6711115!4d-71.2587767!16s%2Fg%2F1td0hj8m!19sChIJb4t8dkNU5IkRQrL9M7FNYcU,TIRE MD,4.7,145,Tire shop,· In-store shopping,"301 Metacom Ave, Bristol, RI 02809, United States","MPCR+CF Bristol, Rhode Island, USA",http://www.tiremd.net/,+1 401-396-9855,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqhrkAPjqv-zVozixo5RQo9LXVBPmFhRNy9i_SAudPKB0bDnL94qGA64cAyzDfgFiGjl2zFsy0BERPjcYGzsgYMzKoQxk_S-iKs7uA_xC3uOY6MXKFOJ7cH_3MB8hEAI9dzVC7E=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2026-03-23T15:29:01.193Z,,,
https://www.google.com/maps/place/Safe+Way+Auto+Center/data=!4m7!3m6!1s0x89e4541b08349e4b:0xbc7764bc02a3d019!8m2!3d41.6939109!4d-71.2726852!16s%2Fg%2F1tc_s0hh!19sChIJS540CBtU5IkRGdCjArxkd7w,Safe Way Auto Center,4.6,246,Auto repair shop,,"61 Gooding Ave, Bristol, RI 02809, United States","MPVG+HW Bristol, Rhode Island, USA",https://www.safewayautosales.com/,+1 401-253-3433,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweriJvOVE8G-7NxSXBcCZV4vDRjZpfbLKA3TWOFAZZkqEMj0B2hA3fmi2_2acfAnSYnoJtjBZMQ4U63ZHMOpEH7vyHi32LSBa_XcGggBbdK1lK00vueW9nwzHNLzqzm-lfIpSJJN=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–1 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2026-03-23T15:29:06.599Z,,,
https://www.google.com/maps/place/Contente%27s+Precision+Auto/data=!4m7!3m6!1s0x89e4546bb98308c9:0x864f58754a4bdb0d!8m2!3d41.6765796!4d-71.2674442!16s%2Fg%2F1w347mqz!19sChIJyQiDuWtU5IkRDdtLSnVYT4Y,Contente's Precision Auto,4.9,49,Auto repair shop,,"59 Buttonwood St, Bristol, RI 02809, United States","MPGM+J2 Bristol, Rhode Island, USA",,+1 401-254-1100,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerQaETnXHe04LZp1MnHv7slr5s5h5WXNbqVG_ZzsZjDdEQ9p-WAA5pxTcyvkOZzdusfgtNJSrO9tOzAvw8QhsHTtnK-H48gp4Xv5JAgTzE01xVeM7z2jDJus-0uurnYDOFK8tk2WA=w408-h306-k-no,false,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2026-03-23T15:29:11.541Z,,,
https://www.google.com/maps/place/Mancieri%E2%80%99s+Auto+Care/data=!4m7!3m6!1s0x89e4557881d4c66d:0x17aa0e0007acbae6!8m2!3d41.6949291!4d-71.2706191!16s%2Fg%2F11lyz1s2zc!19sChIJbcbUgXhV5IkR5rqsBwAOqhc,Mancieri’s Auto Care,4.8,21,Mechanic,,"14 Broadcommon Rd, Bristol, RI 02809, United States","MPVH+XQ Bristol, Rhode Island, USA",,+1 401-603-6363,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqtyolYuIJkddvD-XrBZ4DX8VU8MXDWpgQeDNdQD6Ppt7GcwqWSYMoscWknfBhgKvAejucEKFj1H4Wd_ImKX0e2aAKLhiU4-WiVan3VWraerz8_8qjH6X6p56rKCoFhbpjqz1_GQV7HiXSR=w426-h240-k-no,true,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2026-03-23T15:29:16.524Z,,,
https://www.google.com/maps/place/Mc+Carthy%27s+Auto+Repair+%26+Services/data=!4m7!3m6!1s0x89e45441669047ad:0x5e521176f35bf6b9!8m2!3d41.6741778!4d-71.2594952!16s%2Fg%2F1vtqx3cf!19sChIJrUeQZkFU5IkRufZb83YRUl4,Mc Carthy's Auto Repair & Services,4.8,32,Auto repair shop,,"339 Metacom Ave, Bristol, RI 02809, United States","MPFR+M6 Bristol, Rhode Island, USA",,+1 401-253-5543,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kHGO9lH0KZg26wAZ8g_CiQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=248.33185&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/tire+service+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2026-03-23T15:29:19.304Z,,,
https://www.google.com/maps/place/Leffingwell%E2%80%99s+Garage/data=!4m7!3m6!1s0x89e4540555555555:0x71755f1f802768ca!8m2!3d41.6748468!4d-71.2591821!16s%2Fg%2F1tltnd3z!19sChIJVVVVVQVU5IkRymgngB9fdXE,Leffingwell’s Garage,4.5,25,Auto repair shop,,"350 Metacom Ave, Bristol, RI 02809, United States","MPFR+W8 Bristol, Rhode Island, USA",,+1 401-253-4333,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MDoEi_n8Hgu1o8f0norddQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=50.780327&pitch=0&thumbfov=100,false,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2026-03-23T15:29:24.292Z,,,
https://www.google.com/maps/place/Superlube+Inc/data=!4m7!3m6!1s0x89e4541b98a992af:0xe99275154671ab9c!8m2!3d41.6937899!4d-71.2721631!16s%2Fg%2F1td01hqc!19sChIJr5KpmBtU5IkRnKtxRhV1kuk,Superlube Inc,4.6,14,Oil change service,,"65 Gooding Ave, Bristol, RI 02809, United States","MPVH+G4 Bristol, Rhode Island, USA",,+1 401-253-4490,Open · Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=r4NglOcXPgVWW8fpQokJQA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=18.60307&pitch=0&thumbfov=100,false,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–12 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2026-03-23T15:29:29.270Z,,,
https://www.google.com/maps/place/Emerald+Auto/data=!4m7!3m6!1s0x89e454188f4148fd:0x2c57d2f4a67f6fd9!8m2!3d41.6917315!4d-71.26505!16s%2Fg%2F1tds7qjt!19sChIJ_UhBjxhU5IkR2W9_pvTSVyw,Emerald Auto,5.0,12,Auto repair shop,,"5 Peter Rd, Bristol, RI 02809, United States","MPRM+MX Bristol, Rhode Island, USA",,+1 401-253-2808,Open · Closes 4 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GdPy3uHUKmXSD-7lwqd3qw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=337.45413&pitch=0&thumbfov=100,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2026-03-23T15:29:34.029Z,,,
https://www.google.com/maps/place/Fix+My+Ride+Auto+Repair+%26+Performance/data=!4m7!3m6!1s0x89e455a0819d08fb:0xf49168ef68a6bf4c!8m2!3d41.6921307!4d-71.2646375!16s%2Fg%2F11t0v50xcd!19sChIJ-widgaBV5IkRTL-maO9okfQ,Fix My Ride Auto Repair & Performance,3.9,7,Auto repair shop,,"1 Peter Rd, Bristol, RI 02809, United States","MPRP+V4 Bristol, Rhode Island, USA",,+1 774-301-1517,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer1Z6h7_8ndcfaiSDD3Abke3vqB7NK_FeuXPWRB9s4kB3cEHxBgGxpUl6ykJOweIIMdChWnMAy2Svx-bgvxftAKrfD1jjImBuq3RGDr182csi8w-6DRyaMELzobRtlddOA5eDr3=w408-h306-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,10 am–6 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2026-03-23T15:29:38.947Z,,,
https://www.google.com/maps/place/Gear+Head+Auto/data=!4m7!3m6!1s0x89e457bdb09a39a9:0x8a06bd8306878078!8m2!3d41.7022129!4d-71.2677929!16s%2Fg%2F11pz4scxy7!19sChIJqTmasL1X5IkReICHBoO9Boo,Gear Head Auto,4.8,12,Auto repair shop,,"3 Shannon Ct, Bristol, RI 02809, United States","PP2J+VV Bristol, Rhode Island, USA",http://www.facebook.com/gearheadautori,+1 401-516-8770,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepZPlzwZlwu0M6eawPICZ5JVpCRNGy4j3kYDVfGx3GJWt2iZQtnMKjm6Sop4gOgt5GbG607al2s30ZYIn0aYtOBKl9AWuPQFjPUg1Q3Md3fYkfk-UoLxMPqUWeaLi0iJMAfCftiJQ=w408-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/tire+service+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2026-03-23T15:29:41.672Z,,,
"https://www.google.com/maps/place/Central+Garage,+Inc./data=!4m7!3m6!1s0x89e5afcd3e0d6f67:0xb5ccfc94eb4f173b!8m2!3d41.4959753!4d-71.3698365!16s%2Fg%2F11mr_hhfy1!19sChIJZ28NPs2v5YkROxdP65T8zLU","Central Garage, Inc.",,,Auto repair shop,,"35 Narragansett Ave, Jamestown, RI 02835, United States","FJWJ+93 Jamestown, Rhode Island, USA",,+1 401-423-0263,Open · Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qKLoMU_zbttn1eWPUP85Ag&cb_client=search.gws-prod.gps&w=408&h=240&yaw=88.85458&pitch=0&thumbfov=100,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Jamestown+Providence+RI/@41.4963134,-71.3711656,14z",2026-03-23T15:30:01.281Z,,,
https://www.google.com/maps/place/Art%27s+Complete+Automotive/data=!4m7!3m6!1s0x89e5affb5f41a3e9:0xffbb4c2c84513fc4!8m2!3d41.494659!4d-71.376423!16s%2Fg%2F1tdl2l7v!19sChIJ6aNBX_uv5YkRxD9RhCxMu_8,Art's Complete Automotive,3.9,27,Auto body shop,,"34 Southwest Ave, Jamestown, RI 02835, United States","FJVF+VC Jamestown, Rhode Island, USA",http://artscompleteautomotive.com/,+1 401-423-1897,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqPwBG_R5sEffKu_286HtJ9RKQkCibMjzRyVvke5njSw2QV2CfT5P7f2dyBrK48mpFdk-DZwzJwWjRCRMfxED-saYkSlWzVX49_7nBKd9DSOan8t-a0Jdn5sPeGdT7AJElwJw=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Jamestown+Providence+RI/@41.4963134,-71.3711656,14z",2026-03-23T15:30:05.990Z,,,
https://www.google.com/maps/place/Jamestown+Wellness/data=!4m7!3m6!1s0x89e5afe4aec92dd5:0xba0258c7c7404445!8m2!3d41.4989624!4d-71.3752075!16s%2Fg%2F11bzq32hjm!19sChIJ1S3JruSv5YkRRURAx8dYAro,Jamestown Wellness,4.9,22,Massage therapist,,"49 North Rd, Jamestown, RI 02835, United States","FJXF+HW Jamestown, Rhode Island, USA",http://www.jamestownwellness.com/,+1 401-314-5754,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5YzLQAdTBoShqQoT8VxP3g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=265.51273&pitch=0&thumbfov=100,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Jamestown+Providence+RI/@41.4963134,-71.3711656,14z",2026-03-23T15:30:10.841Z,,,
https://www.google.com/maps/place/Sullivan+Tire+%26+Auto+Service/data=!4m7!3m6!1s0x89e5af1a34cbd1a7:0x56bcc8e7d991a27c!8m2!3d41.5075936!4d-71.3182717!16s%2Fg%2F119tz3g25!19sChIJp9HLNBqv5YkRfKKR2efIvFY,Sullivan Tire & Auto Service,4.3,294,Tire shop,· In-store shopping · Kerbside pickup,"154 JT Connell Hwy, Newport, RI 02840, United States","GM5J+2M Newport, Rhode Island, USA",http://www.sullivantire.com/,+1 401-847-1234,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoKgV77yRnnK2EUQbVX5UfCOkvIMuKjAR_yvKYVfqxF9e2TRRZ3k4rhw499zhjYCdPfoyJ51kn5ap0fcFg7EZ4Dklcs_2FBYJ-Yerpu8pEkryGbY_xwNj9rtPD_FalmXYqTcysB=w526-h240-k-no,true,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Jamestown+Providence+RI/@41.4963134,-71.3711656,14z",2026-03-23T15:30:15.887Z,,,
https://www.google.com/maps/place/Jamestown+True+Value/data=!4m7!3m6!1s0x89e5afefacea4b2b:0xab31e5de2e8f2f53!8m2!3d41.4961796!4d-71.3677318!16s%2Fg%2F1tj8bfsz!19sChIJK0vqrO-v5YkRUy-PLt7lMas,Jamestown True Value,4.6,35,Hardware store,"Chain retailer carrying household tools, supplies & more (many family-run or independently owned). · In-store shopping · In-store pick-up","5 Narragansett Ave, Jamestown, RI 02835, United States","FJWJ+FW Jamestown, Rhode Island, USA",https://stores.truevalue.com/ri/jamestown/3059,+1 401-423-2722,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerMNv59Lr5vWp3bIALTk3UGz__PEIKfA4v508-grE__lK_SnK3Vco1-91wytc-3ixUGdKW7r61-t19xmJ_R92qrNf0-Jxqj0Sh1JRWXd47RHVUXLE63a4RXhc6qelF0FtaV8-Za=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–1 pm,"https://www.google.com/maps/search/tire+service+in+Jamestown+Providence+RI/@41.4963134,-71.3711656,14z",2026-03-23T15:30:20.658Z,,,
https://www.google.com/maps/place/J%26S+Auto+Repair+Newport/data=!4m7!3m6!1s0x89e5af1bc66a12e7:0x7fade1fad1582f73!8m2!3d41.5085242!4d-71.3181959!16s%2Fg%2F1tj4chp3!19sChIJ5xJqxhuv5YkRcy9Y0frhrX8,J&S Auto Repair Newport,4.5,1020,Auto repair shop,,"166 JT Connell Hwy, Newport, RI 02840, United States","GM5J+CP Newport, Rhode Island, USA",https://jsautori.com/newport-location/,+1 401-386-9211,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqSHS851kea_4XL-bZ6URk9JCpAUk5Ssjpg7qkzFbmGBV6ghpOrP7-LluCqJwvRmVSigDNfHdOyeJi9wOnYg4vOc1dkRZd5vNi5ahniwW1ecBPrQ7RTdLvMX6d3_TULi6zfO0b-aL5Lku4=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Jamestown+Providence+RI/@41.4963134,-71.3711656,14z",2026-03-23T15:30:25.735Z,,,
https://www.google.com/maps/place/Kent%27s+Alignment+Services/data=!4m7!3m6!1s0x89e5af16576136f5:0xf53d37488c42c7f!8m2!3d41.5015013!4d-71.3139052!16s%2Fg%2F1tdygnfb!19sChIJ9TZhVxav5YkRfyzEiHTTUw8,Kent's Alignment Services,4.2,94,Auto repair shop,,"27 Halsey St, Newport, RI 02840, United States","GM2P+JC Newport, Rhode Island, USA",http://www.kentsalignment.com/,+1 401-846-5700,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_9oe3NM0MFyVmcvqnMm20w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=26.171251&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Jamestown+Providence+RI/@41.4963134,-71.3711656,14z",2026-03-23T15:30:30.648Z,,,
