placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,attributes,info,error
https://www.google.com/maps/place/Easy+Parking+Group/data=!4m7!3m6!1s0x88c341af359e4da3:0xf4bdaf2a36328f24!8m2!3d27.335378!4d-82.542706!16s%2Fg%2F11nmd9dstj!19sChIJo02eNa9Bw4gRJI8yNiqvvfQ,Easy Parking Group,3.5,4,Public parking space,"30 Mira Mar Ct, Sarasota, FL 34236, United States","8FP4+5W Sarasota, Florida, USA",http://www.easyparkinggroup.com/,+1 941-244-4206,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPhCaB9m1_10Lr-Z2QQusWHicmrGYtKoEbT5t3x=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sarasota+Sarasota+FL/@27.336465,-82.5310117,14z",2025-10-28T18:44:40.230Z,,,
https://www.google.com/maps/place/Florida+Quality+Parking+-+Sarasota+Valet+%26+Beyound/data=!4m7!3m6!1s0x88c34067ba905f39:0xd2c8b29a3231bbad!8m2!3d27.335721!4d-82.532204!16s%2Fg%2F1q5gpkkgp!19sChIJOV-QumdAw4gRrbsxMpqyyNI,Florida Quality Parking - Sarasota Valet & Beyound,4.4,7,Valet parking service,"Serving Sarasota and the Surrounding Area, Sarasota, FL 34236, United States","8FP9+74 Sarasota, Florida, USA",,+1 941-592-0172,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMSWN1eFRaSRRP_zZRYKm3Jx0b6QX4h5QyENFgz=w563-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sarasota+Sarasota+FL/@27.336465,-82.5310117,14z",2025-10-28T18:44:46.039Z,,,
https://www.google.com/maps/place/AMI+Valet/data=!4m7!3m6!1s0x88c3406f16597df1:0x942db5cc9f7463d3!8m2!3d27.3339807!4d-82.5312453!16s%2Fg%2F11f15hvrcn!19sChIJ8X1ZFm9Aw4gR02N0n8y1LZQ,AMI Valet,5.0,26,Valet parking service,"242 S Washington Blvd #127, Sarasota, FL 34236, United States","8FM9+HG Sarasota, Florida, USA",http://www.amivaletparkingservices.com/,+1 941-565-0137,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOyJ3t7OSvqtgBNst6if2fveF854lcQDnUn1R3N=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sarasota+Sarasota+FL/@27.336465,-82.5310117,14z",2025-10-28T18:44:51.439Z,,,
"https://www.google.com/maps/place/Parking+Services/@27.3852249,-82.5599586,17z/data=!3m1!4b1!4m6!3m5!1s0x88c33fd839af294b:0x67da4a081ae274a6!8m2!3d27.3852249!4d-82.5599586!16s%2Fg%2F11f08hdmbq",Parking Services,,,College,"Rm 123, Palmer D, 5800 Bay Shore Rd, Sarasota, FL 34243, United States","9CPR+32 Sarasota, Florida, USA",https://www.ncf.edu/about/departments-and-offices/parking-services/,+1 941-487-4626,,,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sarasota+Sarasota+FL/@27.336465,-82.5310117,14z",2025-10-28T18:45:01.130Z,,,
https://www.google.com/maps/place/State+Street+Parking+Garage/data=!4m7!3m6!1s0x88c3406cda923037:0x913542be6658f740!8m2!3d27.3355334!4d-82.5396528!16s%2Fg%2F11bw4l7_t3!19sChIJNzCS2mxAw4gRQPdYZr5CNZE,State Street Parking Garage,4.4,38,Parking garage,"1538 State St, Sarasota, FL 34236, United States","8FP6+64 Sarasota, Florida, USA",,+1 941-954-7057,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzxGtD5jUsPLLJmJiBzLY-HdwAeQAIC832CAwmaI7cBtIvCLCYKrcD3OZx_lamC6-oKwcFu0HHK7PnroeWjziY-bcD16L-mpg6tv9y7DIVo5oTO1LUeULNKmMRIeuJS0vTigQxK=w408-h378-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sarasota+Sarasota+FL/@27.336465,-82.5310117,14z",2025-10-28T18:45:06.181Z,,,
https://www.google.com/maps/place/Waldemere+Medical+Plaza+parking+garage./data=!4m7!3m6!1s0x88c341b467337e45:0x438876670cd21bab!8m2!3d27.3196632!4d-82.5321749!16s%2Fg%2F11y1j2_hwt!19sChIJRX4zZ7RBw4gRqxvSDGd2iEM,Waldemere Medical Plaza parking garage.,4.0,7,Parking garage,"1700 Waldemere St, Sarasota, FL 34239, United States","8F99+V4 Sarasota, Florida, USA",,,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyWTVy7xXRqrSKJLdr2zj00KSSfOWC9I-Eg1c-teL6lJDSZwkSpGtVNeT85Y1e1FCNKeQXe0ma5C6Y-mcvnRSoiS0IWcpRHnzyAWckuDGLC04QCuAragMCZsE7sidrrF4D23-Ad=w426-h240-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sarasota+Sarasota+FL/@27.336465,-82.5310117,14z",2025-10-28T18:45:11.303Z,,,
https://www.google.com/maps/place/Palm+Avenue+Parking+Garage/data=!4m7!3m6!1s0x88c340124cab3573:0x690e962d92258faf!8m2!3d27.336079!4d-82.5441131!16s%2Fg%2F11cmxg7snp!19sChIJczWrTBJAw4gRr48lki2WDmk,Palm Avenue Parking Garage,4.1,52,Parking garage,"1289 N Palm Ave, Sarasota, FL 34236, United States","8FP4+C9 Sarasota, Florida, USA",https://www.sarasotafl.gov/government/planning/parking-and-mobility/public-parking/garages,+1 941-263-6475,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzrNu67N36MljVL0N1-tEzd8SEvqQ3TyrVb6tOuPzyfWk6AHFxBjWhYGktURvvxmuGKTJFkJqvE8UsH7p--Zwg4pv9JDalS43q8OCOtNCJQPQKStEbSTUvB7X-pEoDqs6zAcazT=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sarasota+Sarasota+FL/@27.336465,-82.5310117,14z",2025-10-28T18:45:14.349Z,,,
"https://www.google.com/maps/place/South+Garage,+Sarasota+Memorial+Hospital/data=!4m7!3m6!1s0x88c3410a8b5339af:0x469061f1e2225c8b!8m2!3d27.3169846!4d-82.530523!16s%2Fg%2F11v9yb6lkm!19sChIJrzlTiwpBw4gRi1wi4vFhkEY","South Garage, Sarasota Memorial Hospital",4.7,3,Parking lot,"1700 US-41, Sarasota, FL 34239, United States","8F89+QQ Sarasota, Florida, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=a3r9RQy1SctwBhQT462xBA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=113.54836&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sarasota+Sarasota+FL/@27.336465,-82.5310117,14z",2025-10-28T18:45:17.051Z,,,
https://www.google.com/maps/place/Marina+Plaza+Parking/data=!4m7!3m6!1s0x88c3401168eded91:0xba352d6a6b29ce60!8m2!3d27.3348626!4d-82.5464149!16s%2Fg%2F11jz5gbcbb!19sChIJke3taBFAw4gRYM4pa2otNbo,Marina Plaza Parking,5.0,1,Parking lot,"Marina Plaza, Sarasota, FL 34236, United States","8FM3+WC Sarasota, Florida, USA",,+1 941-365-2200,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSztSMg6UrIxC5F2DeliNjBKIzQNnlAK5dbkxJM4GJvqgszVcm2LvEnb-TLOPb1k-TDZbPjmInWK3d9eIen1NURTqYUFxo4_ROZKktsADJdM37YZewJaSw21hGaValdf1CFcfULhpg=w493-h240-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sarasota+Sarasota+FL/@27.336465,-82.5310117,14z",2025-10-28T18:45:19.869Z,,,
https://www.google.com/maps/place/73+N+Adams+Dr+Parking/data=!4m7!3m6!1s0x88c36a919ec6cb89:0x72f85b36185fb994!8m2!3d27.3198942!4d-82.5769749!16s%2Fg%2F11f3sf8frk!19sChIJicvGnpFqw4gRlLlfGDZb-HI,73 N Adams Dr Parking,4.3,53,Parking lot,"73 N Adams Dr, Sarasota, FL 34236, United States","8C9F+X6 Sarasota, Florida, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwmR8v2GU4sqRPWWYfBXG7xUB4romLQJh5uXaq_8RPDKSZ8buBBRNDIz724vDa6ovNUPQOql7BW8fQslsElsJ76zDfTk-nlYFeMIEw1owDDifxohPTevm9SmDT9ZTLpsNPwLSs=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sarasota+Sarasota+FL/@27.336465,-82.5310117,14z",2025-10-28T18:45:22.776Z,,,
