placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,wednesday,thursday,friday,saturday,sunday,monday,tuesday,info,attributes,error
"https://www.google.com/maps/place/Ibad+Farooqui,+MD/data=!4m7!3m6!1s0x8815e54bdf402885:0xc0a2598cb392c4e4!8m2!3d41.0774752!4d-85.1490824!16s%2Fg%2F11dyrfwvfl!19sChIJhShA30vlFYgR5MSSs4xZosA","Ibad Farooqui, MD",4.7,342,Family practice physician,"800 Broadway # 100, Fort Wayne, IN 46802, United States","3VG2+X9 Fort Wayne, Indiana, USA",https://www.lutheranhealthphysicians.com/doctors-providers/farooqui-ibad-md-8160?utm_source=gmb&utm_medium=homepage&utm_campaign=biz-listings,+1 260-425-2630,,https://lh3.googleusercontent.com/p/AF1QipNxcCcuvzhHi_BwRUvj_fbHECw_6GdGvVBF9NlS=w408-h408-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2026-01-28T20:37:38.611Z,,,,,,,,,,
https://www.google.com/maps/place/Summit+Pain+Management+-+Main+Office/data=!4m7!3m6!1s0x88160801e7fdc555:0xa62a60d45f405082!8m2!3d41.0690593!4d-85.2211652!16s%2Fg%2F1x5qtcy2!19sChIJVcX95wEIFogRglBAX9RgKqY,Summit Pain Management - Main Office,3.5,187,Pain control clinic,"1721 Magnavox Way Ste. B, Fort Wayne, IN 46804, United States","3Q9H+JG Fort Wayne, Indiana, USA",http://www.summitpainfw.com/,+1 260-748-3650,"Closes soon · 4:30 pm · Opens 7:30 am Thu

Updated by others 9 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAweoGYW3o-bu-8is9x-WCIg0yxepPJH44HONX9uWugStPsly_gR0BzaT16uFAdJ3B1eljxGSOidGxd6RoDZWLTVP3Df_i6z25fhaPgdRnI5bgS5uZZnT4MeXWkwQSs1ogUDtAmTI=w408-h306-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2026-01-28T20:37:44.136Z,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,Closed,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,,,
https://www.google.com/maps/place/Parkview+Physicians+Group+-+Pain+Management/data=!4m7!3m6!1s0x881607fb57b1c9d3:0xb1ae6c865665c924!8m2!3d41.1901494!4d-85.1006077!16s%2Fg%2F11bwgwcplf!19sChIJ08mxV_sHFogRJMllVoZsrrE,Parkview Physicians Group - Pain Management,2.5,30,Pain management physician,"11143 Parkview Plaza Dr Ste 207, Fort Wayne, IN 46845, United States","5VRX+3Q Fort Wayne, Indiana, USA",https://www.parkview.com/medical-services/pain-management?y_source=1_MjkwNDEyODQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 260-266-5370,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZB2UUp6-6ZWUzYn7VcIQmA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=298.8132&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pain+management+physician+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2026-01-28T20:37:46.888Z,,,,,,,,,,
https://www.google.com/maps/place/Pain+Management+%26+Anti-Aging+Center/data=!4m7!3m6!1s0x8815e68f7918673b:0xdf948298591112c7!8m2!3d41.0676503!4d-85.2015376!16s%2Fg%2F1tlqqllb!19sChIJO2cYeY_mFYgRxxIRWZiClN8,Pain Management & Anti-Aging Center,,,Pain control clinic,"4656 W Jefferson Blvd #250, Fort Wayne, IN 46804, United States","3Q9X+39 Fort Wayne, Indiana, USA",,+1 260-434-1619,Closed · Opens 10 am Thu,https://lh3.googleusercontent.com/p/AF1QipM87ulr9hVupu9nP8bXKA4K7jlaqYLRAaSHd7Nu=w488-h240-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2026-01-28T20:37:51.541Z,9 am–1 pm,10 am–5 pm,Closed,Closed,Closed,10 am–5 pm,10 am–5 pm,,,
https://www.google.com/maps/place/Spine+Center+of+Ft+Wayne/data=!4m7!3m6!1s0x8815fca7de635227:0x14930b0546be0a87!8m2!3d41.0977477!4d-85.0957672!16s%2Fg%2F11fx7wvbnx!19sChIJJ1Jj3qf8FYgRhwq-RgULkxQ,Spine Center of Ft Wayne,4.6,52,Chiropractor,"3417 E State Blvd, Fort Wayne, IN 46805, United States","3WX3+3M Fort Wayne, Indiana, USA",http://www.spinecenterfw.com/,+1 260-387-6218,Open · Closes 6 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jW-YL7Pp7dVoVrwIPNNKJg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=341.85226&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pain+management+physician+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2026-01-28T20:37:56.657Z,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–12 pm,Closed,9 am–6 pm,9 am–6 pm,,,
https://www.google.com/maps/place/Fort+Wayne+Spine+%26+Joint/data=!4m7!3m6!1s0x8815e6578402a8ad:0x52b262c5707eae6!8m2!3d41.0593976!4d-85.221137!16s%2Fg%2F1tfry2h0!19sChIJragChFfmFYgR5uoHVywmKwU,Fort Wayne Spine & Joint,4.8,43,Chiropractor,"6215 Covington Rd, Fort Wayne, IN 46804, United States","3Q5H+QG Fort Wayne, Indiana, USA",http://www.fwspinejoint.com/,+1 260-755-5953,Open · Closes 6:30 pm,https://lh3.googleusercontent.com/p/AF1QipPUdemYdndjL16bv9qU34bM5LtkDRPex_s8E76I=w408-h306-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2026-01-28T20:38:01.781Z,9 am–6:30 pm,9 am–7 pm,7:30 am–12 pm,Closed,Closed,8 am–6 pm,8:30 am–7 pm,,,
https://www.google.com/maps/place/USAP-Indiana+%28Associated+Anesthesiologists+Of+Fort+Wayne%29/data=!4m7!3m6!1s0x8815e7ef89f317a9:0xfc715f7867531fbc!8m2!3d41.0555217!4d-85.223071!16s%2Fg%2F1vyxk058!19sChIJqRfzie_nFYgRvB9TZ3hfcfw,USAP-Indiana (Associated Anesthesiologists Of Fort Wayne),4.9,3472,Medical clinic,"6435 W Jefferson Blvd, Fort Wayne, IN 46804, United States","3Q4G+6Q Fort Wayne, Indiana, USA",http://www.usap.com/,+1 888-339-8727,Closes soon · 4:30 pm · Opens 9 am Thu,https://lh3.googleusercontent.com/p/AF1QipO0EK0ZAYS98XnBR7mTrsbtf-_xCmiPBmeDyNoM=w448-h240-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2026-01-28T20:38:06.654Z,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,Closed,Closed,9 am–4:30 pm,9 am–4:30 pm,,,
"https://www.google.com/maps/place/Dr.+George+D.+Bojrab,+MD/data=!4m7!3m6!1s0x8815e2aa84f56a55:0x4b39f9ee61b7c862!8m2!3d41.1768013!4d-85.1083861!16s%2Fg%2F1tlw9pb9!19sChIJVWr1hKriFYgRYsi3Ye75OUs","Dr. George D. Bojrab, MD",4.5,23,Pain management physician,"10228 Dupont Cir Dr E STE 100, Fort Wayne, IN 46825, United States","5VGR+PJ Fort Wayne, Indiana, USA",http://www.painmanagementfw.com/,+1 260-490-2525,Closes soon · 4:30 pm · Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QLPgcbaY435WAjgXVBevQA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=72.33817&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pain+management+physician+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2026-01-28T20:38:11.562Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,,,
https://www.google.com/maps/place/QC+Kinetix+%28Ft.+Wayne%29/data=!4m7!3m6!1s0x8815e33002c635d5:0xe187f7339b811ec1!8m2!3d41.174588!4d-85.1119157!16s%2Fg%2F11rw95gn4c!19sChIJ1TXGAjDjFYgRwR6BmzP3h-E,QC Kinetix (Ft. Wayne),4.9,52,Pain control clinic,"10020 Dupont Cir Ct STE 130, Fort Wayne, IN 46825, United States","5VFQ+R6 Fort Wayne, Indiana, USA",https://qckinetix.com/ft-wayne/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing,+1 260-238-1555,Open · Closes 10 pm,https://lh3.googleusercontent.com/p/AF1QipPjUPz5u40GybpB-A1sq4jT0EpqcIUkUZQjiZ_2=w426-h240-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2026-01-28T20:38:16.558Z,7 am–10 pm,7 am–10 pm,7 am–10 pm,9 am–8 pm,9 am–5:30 pm,7 am–10 pm,7 am–10 pm,,,
"https://www.google.com/maps/place/Neurospine+%26+Pain+Center/@41.0895858,-85.1045657,17z/data=!3m1!4b1!4m6!3m5!1s0x8815fb52fd1e0e69:0xaff2fb6ea9b6ded8!8m2!3d41.0895858!4d-85.1045657!16s%2Fg%2F1tdc5v0x",Neurospine & Pain Center,4.0,4,Psychologist,"2622 Lake Ave Lower Level, Fort Wayne, IN 46805, United States","3VQW+R5 Fort Wayne, Indiana, USA",http://www.fwnc.com/,+1 260-460-3100,Closes soon · 4:30 pm · Opens 8 am Thu,,false,"https://www.google.com/maps/search/pain+management+physician+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2026-01-28T20:38:23.746Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,,,
https://www.google.com/maps/place/Summit+Medical+Associates+LLC/data=!4m7!3m6!1s0x8815e68f7918673b:0x96eb4b8ba96300ad!8m2!3d41.0775199!4d-85.1490237!16s%2Fg%2F1tdqp7tx!19sChIJO2cYeY_mFYgRrQBjqYtL65Y,Summit Medical Associates LLC,4.6,25,Medical clinic,"800 Broadway Suite 315, Fort Wayne, IN 46802, United States","3VH2+29 Fort Wayne, Indiana, USA",,+1 567-393-0820,,https://lh3.googleusercontent.com/p/AF1QipPwANn5-JnxDffg-ui1SwrFz9DOcBTvKWr4cfjy=w486-h240-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2026-01-28T20:38:27.092Z,,,,,,,,,,
"https://www.google.com/maps/place/Parkview+Physicians+Group+-+Pain+Management/@41.188407,-85.0960419,17z/data=!3m1!4b1!4m6!3m5!1s0x881607ef89e743cd:0x66d850d4e80f3a66!8m2!3d41.188407!4d-85.0960419!16s%2Fg%2F1262x6kqt",Parkview Physicians Group - Pain Management,3.7,3,Pain management physician,"3909 New Vision Dr, Fort Wayne, IN 46845, United States","5WQ3+9H Fort Wayne, Indiana, USA",https://www.parkview.com/medical-services/pain-management,+1 260-469-6637,,,false,"https://www.google.com/maps/search/pain+management+physician+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2026-01-28T20:38:31.772Z,,,,,,,,,,
