placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,error,isBlackOwned
https://www.google.com/maps/place/Thrive+Alabama+Pediatrics/data=!4m7!3m6!1s0x88621330f2957ddd:0x5c146fd394e6afa8!8m2!3d34.7041323!4d-86.5864899!16s%2Fg%2F11ry6t1tsh!19sChIJ3X2V8jATYogRqK_mlNNvFFw,Thrive Alabama Pediatrics,4.1,43,Child health care center,"3007 Memorial Pkwy SW Suite C, Huntsville, AL 35801, United States","PC37+MC Huntsville, Alabama, USA",https://thrivealabama.org/care-and-services/medical/pediatrics/?utm_source=GMB&utm_medium=organic&utm_campaign=mybusiness,+1 256-429-4500,Closes soon · 5 pm · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ta0TqzWWxfOTbvfw0KnnCA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=122.29188&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2026-02-10T22:48:11.778Z,,,
https://www.google.com/maps/place/Rocket+City+Pediatrics/data=!4m7!3m6!1s0x88626db7ca55d611:0x418b411097bbeba!8m2!3d34.7254879!4d-86.5855298!16s%2Fg%2F11vy2vgkh4!19sChIJEdZVyrdtYogRur57CRG0GAQ,Rocket City Pediatrics,4.5,40,Doctor,"303 Williams Ave SW Suite 1211, Huntsville, AL 35801, United States","PCG7+5Q Huntsville, Alabama, USA",http://rocketcitypediatrics.com/,+1 256-945-7266,Closed · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Q7PAIpIPNXcyDFG1cehDJQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=172.20145&pitch=0&thumbfov=100,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–12 pm,Closed,Closed,8 am–4 pm,"https://www.google.com/maps/search/pediatrician+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2026-02-10T22:48:17.875Z,,,
https://www.google.com/maps/place/Over+the+Rainbow+Pediatrics/data=!4m7!3m6!1s0x88621353ddb02fc9:0x7712336c46b7ee07!8m2!3d34.7123174!4d-86.5752535!16s%2Fg%2F1tgkj01v!19sChIJyS-w3VMTYogRB-63RmwzEnc,Over the Rainbow Pediatrics,3.3,56,Medical clinic,"101 Bob Wallace Ave SW UNIT E, Huntsville, AL 35801, United States","PC6F+WV Huntsville, Alabama, USA",http://otrpediatrics.com/,+1 256-539-5339,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMDul8m1n0i8YOs3D-sQ6cfXGkEfi3HpChAV8bv=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2026-02-10T22:48:22.689Z,,,
https://www.google.com/maps/place/Huntsville+Pediatric+Associates/data=!4m7!3m6!1s0x88626ca5e803629f:0x490049feb8aaf8ff!8m2!3d34.6908833!4d-86.5817446!16s%2Fg%2F1tgcb787!19sChIJn2ID6KVsYogR__iquP5JAEk,Huntsville Pediatric Associates,3.9,134,Medical clinic,"2004 Airport Rd SW, Huntsville, AL 35801, United States","MCR9+98 Huntsville, Alabama, USA",http://www.huntsvillepediatrics.com/,+1 256-888-5437,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqA1P-SyMYlvKPgoXBCa_wx1f24YSU11quzX37ebB2jsCRL1QJSE1JHGdwY9jIfhHZeND_JnjBeFn-F_5WgOgQtsBUvfZWL008xKyKS3lV2JSydW-pRK4wmMWbKDr6_soNIACwH=w408-h255-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,"https://www.google.com/maps/search/pediatrician+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2026-02-10T22:48:27.665Z,,,
https://www.google.com/maps/place/Twickenham+Pediatrics/data=!4m7!3m6!1s0x88626caa858f4921:0x997d8702a75cbfc5!8m2!3d34.725278!4d-86.582979!16s%2Fg%2F1td48q7l!19sChIJIUmPhapsYogRxb9cpwKHfZk,Twickenham Pediatrics,4.2,30,Pediatrician,"115 Manning Dr SW Ste A101, Huntsville, AL 35801, United States","PCG8+4R Huntsville, Alabama, USA",http://twickenhampediatrics.com/,+1 256-533-1030,Closed · Opens 8:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipOjkNZU7EmMyZmumOdePgwvTjTqzlhQ5VXWngkk=w426-h240-k-no,true,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,Closed,Closed,8:30 am–4 pm,"https://www.google.com/maps/search/pediatrician+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2026-02-10T22:48:32.398Z,,,
https://www.google.com/maps/place/Tender+Care+Pediatrics+Now+Thrive+Alabama/data=!4m7!3m6!1s0x8862132fc72c7b07:0xffe69013780afd0e!8m2!3d34.6962603!4d-86.5716962!16s%2Fg%2F1hc26kj86!19sChIJB3ssxy8TYogRDv0KeBOQ5v8,Tender Care Pediatrics Now Thrive Alabama,2.8,18,Medical clinic,"4810 Whitesport Cir SW #100, Huntsville, AL 35801, United States","MCWH+G8 Huntsville, Alabama, USA",https://thrivealabama.org/,+1 256-429-4500,Closes soon · 5 pm · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=npzi4Co37B5nbDWcHdgNTQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=184.3021&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2026-02-10T22:48:37.364Z,,,
https://www.google.com/maps/place/Alabama+Children%27s+Clinic/data=!4m7!3m6!1s0x8862132fe28bb70f:0xfc5ce6185539bfdb!8m2!3d34.6932834!4d-86.5710404!16s%2Fg%2F1td1w55m!19sChIJD7eL4i8TYogR2785VRjmXPw,Alabama Children's Clinic,2.3,20,Children's hospital,"333 Whitesport Dr SW Suite 104, Huntsville, AL 35801, United States","MCVH+8H Huntsville, Alabama, USA",http://alabamachildrensclinic.com/,+1 256-880-0376,Closes soon · 5 pm · Opens 8:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipOIRgTpb0ItM55gKaZTZxrw2W3y3vM44t1fivDO=w425-h240-k-no,false,"8:30 am–12 pm, 1–5 pm","8:30 am–12 pm, 1–5 pm","8:30 am–12 pm, 1–5 pm","8:30 am–12 pm, 1–5 pm",Closed,Closed,"8:30 am–12 pm, 1–5 pm","https://www.google.com/maps/search/pediatrician+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2026-02-10T22:48:42.087Z,,,
"https://www.google.com/maps/place/Powell+Pediatrics/@34.6986182,-86.6023845,17z/data=!3m1!4b1!4m6!3m5!1s0x88626d874a086fe1:0xdbf55889c4302e21!8m2!3d34.6986182!4d-86.6023845!16s%2Fg%2F11tt14qpnq",Powell Pediatrics,5.0,2,Pediatric clinic,"2227 Drake Ave SW Suite #28, Huntsville, AL 35805, United States","M9XX+C2 Huntsville, Alabama, USA",,+1 256-533-6644,,,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2026-02-10T22:48:46.657Z,,,
https://www.google.com/maps/place/Huntsville+Hospital+for+Women+%26+Children:+Pediatric+Emergency+Room/data=!4m7!3m6!1s0x886213513515cd37:0x37879a97a8244474!8m2!3d34.7203376!4d-86.5748814!16s%2Fg%2F11g8yj9g_z!19sChIJN80VNVETYogRdEQkqJeahzc,Huntsville Hospital for Women & Children: Pediatric Emergency Room,4.4,1406,Emergency room,"245 Governors Dr SE, Huntsville, AL 35801, United States","PCCG+42 Huntsville, Alabama, USA",https://www.hhwomenandchildren.org/services/pediatric-er/,+1 256-265-1000,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPyhRRL83KA6cTyu0HaCuwBPXM-AWkxs3OBIKqN=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pediatrician+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2026-02-10T22:48:51.422Z,,,
https://www.google.com/maps/place/Huntsville+Hospital+Pediatric+Endocrinology+%26+Diabetes+Clinic/data=!4m7!3m6!1s0x88621301c0b4624b:0xa355d07df1a6f17e!8m2!3d34.7213524!4d-86.5778113!16s%2Fg%2F11s7gp7rh3!19sChIJS2K0wAETYogRfvGm8X3QVaM,Huntsville Hospital Pediatric Endocrinology & Diabetes Clinic,4.1,11,Pediatric endocrinologist,"920 Franklin St SE, Huntsville, AL 35801, United States","PCCC+GV Huntsville, Alabama, USA",https://www.huntsvillehospital.org/pediatric-endocrinology-diabetes-clinic,+1 256-265-1770,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMNU4q4uAOUzeDtdx9O1uNtreBXCqyb3Y7jYnIK=w408-h306-k-no,true,"8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm",8 am–12 pm,Closed,Closed,"8 am–12 pm, 1–5 pm","https://www.google.com/maps/search/pediatrician+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2026-02-10T22:48:56.279Z,,,
