placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,isBlackOwned
https://www.google.com/maps/place/Fleet+Tire/data=!4m7!3m6!1s0x885c1629ff80f82f:0x33e54e0408b87e42!8m2!3d35.9849332!4d-83.9319199!16s%2Fg%2F1tfrhh4k!19sChIJL_iA_ykWXIgRQn64CARO5TM,Fleet Tire,4.8,380,Tire shop,· In-store pick-up,"111 E Woodland Ave, Knoxville, TN 37917, United States","X3M9+X6 Knoxville, Tennessee, USA",https://www.fleettires.net/,+1 865-522-6486,"Open · Closes 5 pm

Confirmed by this business 6 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAwepvj7COvrRq7YqzoaGmiurhJDg_KZN_tcCHZR56vhW68fUfE286SLVjIIaIwfet6oS3EJMdCsjzE4OmLlgSDWE4Pw2_DyseBDiInWVzsCG1oRNppsqUa_pRL4f_WwWHfM1r2INt=w408-h307-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–12 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-03-23T16:25:47.472Z,,
https://www.google.com/maps/place/Bubba%27s+Tires/data=!4m7!3m6!1s0x885c17d4369da32b:0x377ab1f13de79ef7!8m2!3d35.9755655!4d-83.9367037!16s%2Fg%2F1wf22ky6!19sChIJK6OdNtQXXIgR957nPfGxejc,Bubba's Tires,4.0,117,Tire shop,· In-store shopping · In-store pick-up,"816 W Baxter Ave, Knoxville, TN 37917, United States","X3G7+68 Knoxville, Tennessee, USA",,+1 865-378-2750,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqM_0jb4MXWukXZb_VRXuiG_9DWJBeU2Ahr47uqyZfBpO4hv9dTdr94NoltRHAdyvL1Mw899MB_nzAz_kn10395tPgjOv51L4tf65BUuDdpKgpNeSVQxP4t2KvshORph1cy2C7G=w408-h268-k-no,true,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8 am–2 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-03-23T16:25:53.069Z,,
https://www.google.com/maps/place/Central+Tire+Company/data=!4m7!3m6!1s0x885c3dc8d647163f:0xef914bd5bb8c35c3!8m2!3d35.9893482!4d-83.9394696!16s%2Fg%2F1tdg3yp7!19sChIJPxZH1sg9XIgRwzWMu9VLke8,Central Tire Company,4.3,470,Tire shop,· In-store shopping · In-store pick-up,"2301 N Central St, Knoxville, TN 37917, United States","X3Q6+P6 Knoxville, Tennessee, USA",,+1 865-283-1373,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerhnBKtii6PoYdVSVEOQHFCLHgDEGQfcYCzIoXSGWj0g84yqmMXnVFYbLpW6PfyquGJOGT9-FAGkCooxrG5yekN_38iTIWCKpiYnHEZgq7zFUtUkSA6TWj9DoPgqDdaGqtntS3Z=w408-h544-k-no,true,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–6 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-03-23T16:25:58.029Z,,
https://www.google.com/maps/place/Reasonable+Ron%27s+Used+Tires/data=!4m7!3m6!1s0x885c3d7d784611bf:0x7265c31b266299ba!8m2!3d35.9714126!4d-83.9326401!16s%2Fg%2F1w4f8t_t!19sChIJvxFGeH09XIgRupliJhvDZXI,Reasonable Ron's Used Tires,4.3,669,Used tire shop,· In-store pick-up,"1200 W Fifth Ave, Knoxville, TN 37921, United States","X3C8+HW Knoxville, Tennessee, USA",,+1 865-525-8204,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqoNYrKeJDT0ehb04OXuSgjpqjhOWDy6h9cUz5c7RZxPowAiPQCFe6aeBUw6DahzTNufi9l_N4lZUeAFKjWeyvhAa3YCoy1g5mttHIfgBPgEZdbKa2tXIgsBMQuKHgwMIxKjO71Fb6RDWM=w408-h544-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–3 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-03-23T16:26:02.943Z,,
https://www.google.com/maps/place/Tire+Center+of+Knoxville/data=!4m7!3m6!1s0x885c17b4f797e721:0x25f0d7a83f6ae54a!8m2!3d35.9759702!4d-83.9070776!16s%2Fg%2F1thpxk8c!19sChIJIeeX97QXXIgRSuVqP6jX8CU,Tire Center of Knoxville,4.6,83,Tire shop,· Delivery,"1600 McCalla Ave, Knoxville, TN 37915, United States","X3GV+95 Knoxville, Tennessee, USA",,+1 865-523-1188,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqRUr-LLjz-8a8IT3jRnJ36IvtnCGMmk4dwgyHtWuvZujjEcL65dRezao-oexLsHy0GSxbuDlDqxhMBgXQCyq56LOQruINsDraSx5lTTC-J7qijbdFoxonZo3M-dU7btM9j104=w408-h544-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-03-23T16:26:07.901Z,,
https://www.google.com/maps/place/Quality+Tire+%26+Battery/data=!4m7!3m6!1s0x885c3d90be3303f5:0xad4d0cf242c5b4da!8m2!3d35.9923217!4d-83.9466419!16s%2Fg%2F1vn9ptks!19sChIJ9QMzvpA9XIgR2rTFQvIMTa0,Quality Tire & Battery,4.4,456,Tire shop,· In-store pick-up,"2943 N Central St, Knoxville, TN 37917, United States","X3R3+W8 Knoxville, Tennessee, USA",,+1 865-237-5319,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqOL-WEnZ5DDTua6MatPLn4-CBXdbd_Tete5nfOqMcbxhr3WnLDtYR60rfUs2n8w1h1RgCODCNtOBlWUXiCa4bj21DWMuQ9E_XHyjA8SFS5fGYONdKbrvl_y_2qJHzowEgTAWif8A=w426-h240-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-03-23T16:26:12.843Z,,
https://www.google.com/maps/place/RNR+Tire+Express/data=!4m7!3m6!1s0x885c178a3c1e3829:0x6c9f3d744fe92467!8m2!3d35.9365991!4d-83.906567!16s%2Fg%2F11fx9jwm_1!19sChIJKTgePIoXXIgRZyTpT3Q9n2w,RNR Tire Express,4.6,2442,Tire shop,· In-store shopping · In-store pick-up · Delivery,"4114 Chapman Hwy, Knoxville, TN 37920, United States","W3PV+J9 Knoxville, Tennessee, USA",https://www.rnrtires.com/tire-shop-near-me/tennessee/knoxville/4114-chapman-hwy/?utm_campaign=gmb,+1 865-333-4446,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerSzeaPxref5KaQuZnzmFuB97PgMRZfenZ4ujls5p3NDKaNzxzXFHxy6ZLg2ffbzd2o7tMOfmnTgHYW8pfD_WCW6E17dWNKI1-8gNdTdQi4wmjxdPYG2fcg5b6dfKUlcRm9mabB=w408-h306-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–3 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-03-23T16:26:17.780Z,,
https://www.google.com/maps/place/Don%27s+Tire+%26+Services+Center/data=!4m7!3m6!1s0x885c3d05e1a236ff:0x125f81e775c4d80a!8m2!3d35.9758333!4d-83.9644444!16s%2Fg%2F1tdq_fn0!19sChIJ_zai4QU9XIgRCtjEdeeBXxI,Don's Tire & Services Center,4.4,288,Tire shop,· In-store pick-up,"2819 Western Ave, Knoxville, TN 37921, United States","X2GP+86 Knoxville, Tennessee, USA",,+1 865-522-8493,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepvg7urWP3esJb2AmMsYV-M_fVTEU5_ewrhmiw2VUrbeM9-sqAk77q5w6Gn4NOsQBX3ReqWUd7jgwSnBiFCfl851wLzKRdvryEStXEEVdHrAospUJ3-5VOfhxx_0DbN_IVD6Vu0qA=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,Closed,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-03-23T16:26:22.577Z,,
https://www.google.com/maps/place/J-N-J+Used+%26+New+Tires/data=!4m7!3m6!1s0x885c3d857d34dabb:0xca9f6b6a6854780d!8m2!3d35.9908128!4d-83.9406529!16s%2Fg%2F11c5zptv7r!19sChIJu9o0fYU9XIgRDXhUaGprn8o,J-N-J Used & New Tires,3.6,162,Used tire shop,· In-store shopping,"104 E Burwell Ave, Knoxville, TN 37917, United States","X3R5+8P Knoxville, Tennessee, USA",,+1 865-455-6235,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepJQaXjSfBrRZ9m12Hz0otOL6Hbz5XSZSuFYLKUS1Ekbv8B96epkev_MvD_nFV8dWPvWZVowGCdU8m0Ied3hzKbDg-EOxZvBi-j7BvQfkSW2lygO7_9n9UTBL2uaOM7zy5USkw=w408-h306-k-no,true,8:30 am–7 pm,8:30 am–7 pm,8:30 am–7 pm,Closed,8:30 am–7 pm,8:30 am–6 pm,9:30 am–4:30 pm,"https://www.google.com/maps/search/tire+service+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-03-23T16:26:27.606Z,,
https://www.google.com/maps/place/Firestone+Complete+Auto+Care/data=!4m7!3m6!1s0x885c163b46953c23:0x5f0cc11caaab7cba!8m2!3d35.9942061!4d-83.9205412!16s%2Fg%2F1tctgb4q!19sChIJIzyVRjsWXIgRunyrqhzBDF8,Firestone Complete Auto Care,4.4,526,Tire shop,· In-store shopping · Kerbside pickup,"2324 N Broadway, Knoxville, TN 37917, United States","X3VH+MQ Knoxville, Tennessee, USA",https://www.firestonecompleteautocare.com/tennessee/knoxville/2324-n-broadway/?utm_source=google&utm_medium=organic&utm_campaign=localmaps&cmp=oloc_google_localmaps_maps,+1 865-221-8954,"Open · Closes 7 pm

Confirmed by this business 7 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAweqtNfGnTE83pt2MtCYppNNa8W8__dkyYD-9or1qq-RQHoYepJkdgnK2foAlj4uJa2nED-00K513ezugvw7405oZX_FzzIhirP0VsgeNR8OX_cmvDgRj3Br8en_H-fD7nQ8lA75W4qFkY3xT=w408-h306-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–6 pm,8 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-03-23T16:26:32.597Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Pete%27s+Alignment+Service/data=!4m7!3m6!1s0x885c162a8f34d3dd:0xcbb0c822aaef1355!8m2!3d35.9818487!4d-83.9313183!16s%2Fg%2F1tfbtltz!19sChIJ3dM0jyoWXIgRVRPvqiLIsMs,Pete's Alignment Service,4.5,216,Auto repair shop,,"123 W Oklahoma Ave, Knoxville, TN 37917, United States","X3J9+PF Knoxville, Tennessee, USA",https://www.facebook.com/PetesAlignment/,+1 865-524-1639,Open · Closes 4:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweovCS58tdaUqo0mBlYzS2ns2xM7B1CHrHyhjxDjnxW1RnN2MiAAS9p9pbrd7_deAmimilyqkXxpvCXeFo11Yue3TW87nnon4dABeu8P3F_HdtljFXhQH9dfAEVxS7iXXhB_zobX=w408-h307-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-03-23T16:26:37.506Z,,
https://www.google.com/maps/place/All+Tune+and+Lube/data=!4m7!3m6!1s0x885c16307b248765:0x2e2ea25f20d9663f!8m2!3d35.9892438!4d-83.9194346!16s%2Fg%2F11c5g8glgj!19sChIJZYckezAWXIgRP2bZIF-iLi4,All Tune and Lube,4.7,227,Auto repair shop,,"1810 N Broadway, Knoxville, TN 37917, United States","X3QJ+M6 Knoxville, Tennessee, USA",https://www.alltuneandlubeknox.com/,+1 865-247-7040,Open · Closes 4:45 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo0LgDbZo07-P2nxtfactZX7q_VJdyV_ylUzNPaQQ-MDdZFLskBnGwVo2WChUv_MjQ3vwaFHukx5ROZRURTJ0PKdKMxsAeur5wZfxZhX7OdW29CCeK6UPKz7HpvTlrdJ6ly3d5f=w408-h306-k-no,true,8 am–4:45 pm,8 am–4:45 pm,8 am–4:30 pm,8 am–4:45 pm,8 am–4:45 pm,8 am–1 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-03-23T16:26:42.429Z,,
https://www.google.com/maps/place/Free+Service+Tire+%26+Auto+Centers/data=!4m7!3m6!1s0x885c164477568dbd:0x2877dc3112f48901!8m2!3d35.9940025!4d-83.9038503!16s%2Fg%2F1tfm258g!19sChIJvY1Wd0QWXIgRAYn0EjHcdyg,Free Service Tire & Auto Centers,4.6,70,Tire shop,· In-store shopping,"1525 N Cherry St, Knoxville, TN 37917, United States","X3VW+JF Knoxville, Tennessee, USA",https://freeservicetire.com/tires-auto-repair-knoxville-tn?&utm_source=google&utm_medium=organic&utm_campaign=gbp-listing-store_1543,+1 865-522-1103,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoAoUacLa1dWeP3UjQo-CDjqgluGrZPtmCvKtrdrF2u4Bs3bRdJuOONwGh30NemD7Dpz3ZGCrd7GFOVNfrNVraiN_l1WZ3cJxbxBIP9s_KR1kQsq5jvvsfw8l1YQhr2sqmIYbcT=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,7:30 am–12 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-03-23T16:26:47.221Z,,
https://www.google.com/maps/place/Tennessee+tire/data=!4m7!3m6!1s0x885c1737cd2fa9df:0xf9360d575d7b0032!8m2!3d35.9755685!4d-83.936707!16s%2Fg%2F11rvk039gq!19sChIJ36kvzTcXXIgRMgB7XVcNNvk,Tennessee tire,2.4,9,Tire shop,,"816 W Baxter Ave, Knoxville, TN 37921, United States","X3G7+68 Knoxville, Tennessee, USA",http://tennesseetire.com/,+1 865-369-7943,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweroCbvgS4gH_-EYfnyK7O6hWNE0f4_PG35_vXSHjnu_iSAA84bY9Y5sbGkpgL1uFTcjSAVFlm8DPpakU0PNHTPQxDcj3nguGSm-tt4PypdgGEEv8peiXYLxTEUWTk1SkGU8kajbuQ=w408-h544-k-no,true,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–4 am,Closed,"https://www.google.com/maps/search/tire+service+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-03-23T16:26:51.963Z,,
"https://www.google.com/maps/place/Alignment+Professionals+TN,+LLC/data=!4m7!3m6!1s0x885c3d842cdb2f61:0x87eab1c353128c63!8m2!3d35.9879768!4d-83.9376792!16s%2Fg%2F1tf08cv8!19sChIJYS_bLIQ9XIgRY4wSU8Ox6oc","Alignment Professionals TN, LLC",4.5,117,Auto repair shop,,"2019 N Central St, Knoxville, TN 37917, United States","X3Q6+5W Knoxville, Tennessee, USA",,+1 865-546-4454,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwermqLgJ1IepL8gV--N8WgePGpHBXS_BY18dmlqX4hNxVwskKqu93dWycfq8wOVTafYkGCsOJthxhbBSewDK0iAXH353ucQ75sG64PUNzShsvZvYeY_R7WB-E8qOc80Eft3ofUO9fd_lQbt5=w408-h255-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-03-23T16:26:56.993Z,,
https://www.google.com/maps/place/Tennessee+Tire+Cherry+st/data=!4m7!3m6!1s0x885c16419c9539fd:0xabae02260c7dd415!8m2!3d35.9973822!4d-83.905876!16s%2Fg%2F1261wkby5!19sChIJ_TmVnEEWXIgRFdR9DCYCrqs,Tennessee Tire Cherry st,4.2,422,Tire shop,· In-store shopping · Kerbside pickup · Delivery,"2541 Cecil Ave, Knoxville, TN 37917, United States","X3WV+XJ Knoxville, Tennessee, USA",,+1 865-296-1186,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqFQkBrv9Ddhn-1jTiwj60yCCjgO0lWLyqjcdUeW7qFtL4g2hVbtkzQoQjba5LD0uoMQdHozADAQxeHcazxykr9ZwPfqycS7_Mq35CTIaDWdiyApz0pNzqvn2E3eXXXVmUbjSe8=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/tire+service+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-03-23T16:27:01.903Z,,
https://www.google.com/maps/place/Best+One+Tire+Retreading/data=!4m7!3m6!1s0x885c1646579ce607:0xffbdeac1c080e81f!8m2!3d35.9915885!4d-83.9083636!16s%2Fg%2F1tg5ct_f!19sChIJB-acV0YWXIgRH-iAwMHqvf8,Best One Tire Retreading,4.2,11,Used tire shop,,"2323 Chipman St, Knoxville, TN 37917, United States","X3RR+JM Knoxville, Tennessee, USA",http://www.bestonetire.com/,+1 865-673-0106,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-KbbkUHjh-efqyGsV1fYxQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=334.38284&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tire+service+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-03-23T16:27:06.614Z,,
