placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,info,isBlackOwned,error
"https://www.google.com/maps/place/Energy+Systems+Southeast,+LLC/data=!4m7!3m6!1s0x88890dc063df0183:0x8010f0bcfac398c9!8m2!3d33.5973591!4d-86.6421255!16s%2Fg%2F113h5862p!19sChIJgwHfY8ANiYgRyZjD-rzwEIA","Energy Systems Southeast, LLC",4.6,13,Electric generator shop,· In-store pick-up,"3235 Veterans Cir, Birmingham, AL 35235, United States","H9W5+W4 Birmingham, Alabama, USA",http://essellc.com/?utm_source=GMBlisting&utm_medium=organic,+1 855-436-3773,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipM66u0gwydRUi9r4tKxicHI_RrMiPDDOHPftNL3=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2026-01-10T21:23:23.772Z,,,
https://www.google.com/maps/place/Advanced+Generator+Technologies+LLC/data=!4m7!3m6!1s0x8889173fda5bc0b9:0xa079f7e0c5502faf!8m2!3d33.417154!4d-86.8431638!16s%2Fg%2F11k7l0pv83!19sChIJucBb2j8XiYgRry9QxeD3eaA,Advanced Generator Technologies LLC,5.0,2,Electric generator shop,,"2146 Tyler Rd #240, Hoover, AL 35226, United States","C584+VP Hoover, Alabama, USA",https://www.advancedgeneratortechnologies.com/,+1 205-969-4849,Closed · Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nD8eSq0MssviRsEnP-wtqg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=262.52942&pitch=0&thumbfov=100,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2026-01-10T21:23:28.319Z,,,
https://www.google.com/maps/place/Alabama+Generator+Services/data=!4m7!3m6!1s0x8888e45b420d012d:0x895c06480e12273d!8m2!3d33.526983!4d-87.008311!16s%2Fg%2F11b5yn5qdn!19sChIJLQENQlvkiIgRPScSDkgGXIk,Alabama Generator Services,5.0,3,Tool store,,"750 Crocker Rd, Mulga, AL 35118, United States","GXGR+QM Mulga, Alabama, USA",,+1 205-497-4889,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TJHz3nR66Eyyzg9Izc_ZBg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=275.31735&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2026-01-10T21:23:30.559Z,,,
https://www.google.com/maps/place/NCharge+Electrical+Services/data=!4m7!3m6!1s0x888917585344200b:0x11971703d75d3273!8m2!3d31.8882315!4d-87.0811735!16s%2Fg%2F11srrcvfty!19sChIJCyBEU1gXiYgRczJd1wMXlxE,NCharge Electrical Services,4.9,13,Electrician,,,,,+1 251-233-0696,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMLRnsRNIqphlt_mYZ71iFkl61i_poaASBGDZSD=w476-h240-k-no,true,9 am–12 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2026-01-10T21:23:35.225Z,Identifies as women-owned,,
"https://www.google.com/maps/place/Shepherd+Electric+Company,+Inc./data=!4m7!3m6!1s0x888917573506be75:0xddc65ff2e471fc40!8m2!3d33.5313975!4d-86.8504715!16s%2Fg%2F11t05ch_8k!19sChIJdb4GNVcXiYgRQPxx5PJfxt0","Shepherd Electric Company, Inc.",5.0,498,Electrician,,,,https://www.shepherd-electric.net/,+1 205-479-5673,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipN2nAEsRY78GTQVSca-ed9cTF7YXsyr_ahG83P4=w426-h240-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2026-01-10T21:23:39.540Z,,,
https://www.google.com/maps/place/Mr.+Electric+of+Birmingham/data=!4m7!3m6!1s0x88890d89855d40f3:0x6e17352ca916c203!8m2!3d33.4351392!4d-86.6643382!16s%2Fg%2F11bzsgq14x!19sChIJ80BdhYkNiYgRA8IWqSw1F24,Mr. Electric of Birmingham,4.8,1184,Electrician,,"7354 Cahaba Valley Rd Suite B, Birmingham, AL 35242, United States","C8PP+37 Birmingham, Alabama, USA",https://mrelectric.com/birmingham,+1 205-208-7479,"Open 24 hours

Confirmed by this business 5 weeks ago",https://lh3.googleusercontent.com/p/AF1QipP0ucUDSQOXIfR5pIbbd6JMf11-9Cz9UTBGgk1G=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2026-01-10T21:23:43.859Z,,,
https://www.google.com/maps/place/Total+Power+Electric/data=!4m7!3m6!1s0x8889240f73bff8d3:0x47bffc5432548279!8m2!3d33.2998788!4d-86.8109712!16s%2Fg%2F11twtd12lf!19sChIJ0_i_cw8kiYgReYJUMlT8v0c,Total Power Electric,5.0,99,Utility contractor,,"2960 Pelham Pkwy #338, Pelham, AL 35124, United States","75XQ+XJ Pelham, Alabama, USA",https://www.totalpwrelectric.com/about-us,+1 205-855-9297,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPuhEwODbJhrKx4SJKhqphTzsM97q7-HtgB1dIe=w408-h277-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2026-01-10T21:23:48.392Z,,,
https://www.google.com/maps/place/OnTime+Service/data=!4m7!3m6!1s0x888918735ba3edef:0xd0d32d41d70ac494!8m2!3d33.4022789!4d-86.7623712!16s%2Fg%2F11byflht7n!19sChIJ7-2jW3MYiYgRlMQK10Et09A,OnTime Service,4.9,8221,Plumber,,"2668 Old Rocky Ridge Rd, Hoover, AL 35216, United States","C62Q+W3 Hoover, Alabama, USA",https://ontime59.com/?utm_source=GBP&utm_medium=organic,+1 205-947-2964,Closes soon · 4 pm · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipOG8FKAHghrjSS0HFrVG9rBfINnQFnHEq6Jtb-8=w408-h273-k-no,true,8 am–4 pm,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2026-01-10T21:23:52.750Z,,,
https://www.google.com/maps/place/Advanced+Electrical+Company/data=!4m7!3m6!1s0x888923afd6853343:0xa925974fdf7af6aa!8m2!3d33.2886758!4d-86.7989542!16s%2Fg%2F11b6hy2rnd!19sChIJQzOF1q8jiYgRqvZ630-XJak,Advanced Electrical Company,4.8,245,Electrician,,"235 Co Rd 361, Pelham, AL 35124, United States","76Q2+FC Pelham, Alabama, USA",https://www.advancedelectricalcompany.com/?utm_source=GBP&utm_medium=GBP&utm_campaign=GBP,+1 205-289-1106,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipNm8Bz_Ikd1yDbX-Hbh5f-_SA3zDL0Xj6WDitZs=w426-h240-k-no,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2026-01-10T21:23:57.222Z,,,
https://www.google.com/maps/place/THM+ELECTRICAL+AND+MAINTENANCE+SERVICES+LLC/data=!4m7!3m6!1s0x43db43e4f7ef0ed5:0x3a73f5e1d88b72e3!8m2!3d33.5379222!4d-86.2851833!16s%2Fg%2F11ts1b6wrj!19sChIJ1Q7v9-RD20MR43KL2OH1czo,THM ELECTRICAL AND MAINTENANCE SERVICES LLC,4.9,49,Electrician,,"3514 Martin St S Suite 107, Cropwell, AL 35054, United States","GPQ7+5W Cropwell, Pell City, AL, USA",https://www.thmelectrical.com/,+1 205-216-5242,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipOd228l8EEwH24z9raGsrQVQcyHYPeEjDFIe-AP=w416-h240-k-no,true,Closed,Closed,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2026-01-10T21:24:01.714Z,LGBTQ+ friendly,,
