placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,attributes,isBlackOwned,error
https://www.google.com/maps/place/Carr%27s+Lawn+and+Landscape/data=!4m7!3m6!1s0x8815e4cb698c6241:0xb984f0eb1805609f!8m2!3d41.0724149!4d-85.1075007!16s%2Fg%2F1hhmfb1yz!19sChIJQWKMacvkFYgRn2AFGOvwhLk,Carr's Lawn and Landscape,4.3,52,Lawn care service,"2302 Pennsylvania St, Fort Wayne, IN 46803, United States","3VCR+XX Fort Wayne, Indiana, USA",http://carrslawnandlandscape.com/,+1 260-422-7252,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHYIdyXSYnHQNxBAAP9X4raWXgcBr6CfWE9sqaXGGaKevhsfS5HDE_QYFDmRO6PtjEFwL6sE2u1kYC412H255i41JygGxb95xzK6BPnWiuSqe8Tg8YKP7yOKgLaCdIAelUg4om-KfPQY2r4=w473-h240-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,9 am–12 pm,Closed,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2026-04-29T19:28:48.965Z,,,,
https://www.google.com/maps/place/Lawn+Stars+Landscaping+LLC/data=!4m7!3m6!1s0x8815fb3c90fc9253:0xa819deaa2127533b!8m2!3d41.1020965!4d-85.171012!16s%2Fg%2F1q5btqp81!19sChIJU5L8kDz7FYgRO1MnIareGag,Lawn Stars Landscaping LLC,4.6,26,Landscaper,,,http://www.fortwaynelandscapingservices.com/,+1 260-580-7210,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFS7FsoO7bn730Se0Mg6KTdCcLMDO1OtEPVtCeic-OmKHOXDZakLXVNoZp3I9ClUk0WDlAn-NjZ_eY7cnFsx9d21ZSMgyNSioU9sLEybN5fk2KxubtB0hArsROFHh-opHqVpUul=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2026-04-29T19:28:55.330Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/LML+Estate+Management+Corporation/data=!4m7!3m6!1s0x8815e5d2f593a587:0x77711f7df3b7478e!8m2!3d41.0572225!4d-85.1822187!16s%2Fg%2F1tf3phtd!19sChIJh6WT9dLlFYgRjke3830fcXc,LML Estate Management Corporation,4.8,18,Landscape designer,"2828 Freeman St, Fort Wayne, IN 46802, United States","3R49+V4 Fort Wayne, Indiana, USA",https://www.lmlestatemanagement.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,+1 260-217-5876,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE3V17Gv_XRoS-AQqVLP_bTqK353L_8w3tkOkaz9VEAEub-_IUhcJJgGU4Veg1SqIk_64H84yG73IvjCcjxQtAUTh1zvzvwuyQJvanN2YO_PS8prbgI667yhi-HjukCarIf9iU_KXBdc-nn=w426-h240-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,Closed,Closed,7:30 am–5:30 pm,7:30 am–5:30 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2026-04-29T19:29:00.004Z,,,,
https://www.google.com/maps/place/Landscape+Solutions+FW/data=!4m7!3m6!1s0x6a21c30efdc444a5:0x476628ba03104288!8m2!3d41.0173146!4d-85.1563014!16s%2Fg%2F11y3dsn6cx!19sChIJpUTE_Q7DIWoRiEIQA7ooZkc,Landscape Solutions FW,4.8,49,Landscaper,"7318 Kingsway Dr, Fort Wayne, IN 46819, United States","2R8V+WF Fort Wayne, Indiana, USA",http://landscapesolutionsfw.com/,+1 260-515-1221,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEdgXI0o0TUiOxAWlRjn3WhhIvRFw9Js8W0nuJR5lpjzIcksqTQ5PkZFOc6sh7Z895pf3ePsUP9oVzUzSdKnGkM4l1LmPUiX7IMIO_AjD-FGfVuanQ_xZPz60laZKVlb8TKIOz_HA=w408-h408-k-no,true,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,Closed,Closed,8 am–5:30 pm,8 am–5:30 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2026-04-29T19:29:05.672Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Cornerstone+Landscape+Group/data=!4m7!3m6!1s0x8815e4e982f54b59:0x5e53cda4efc2f5d1!8m2!3d41.0718684!4d-85.1297263!16s%2Fg%2F12cnvwrzh!19sChIJWUv1gunkFYgR0fXC76TNU14,Cornerstone Landscape Group,4.8,6,Landscape architect,"620 Hayden St, Fort Wayne, IN 46802, United States","3VCC+P4 Fort Wayne, Indiana, USA",http://cornerstone-landscape.com/,+1 260-425-9933,Closed · Opens 9 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF2OzTEFi2E_qbd5z0vXg-U3S_oORKnP-FSAghc8o9JzB7SOyLg_gN9asD15r4HeHHZ3fgKL6Twm4_T8GVeLEpNIDCedHGrcRZp_hoU4FhuWgz6Ujxl8qwCCDtlmHrclckHm9Rm=w426-h240-k-no,true,9 am–3 pm,9 am–3 pm,9 am–3 pm,Closed,Closed,9 am–3 pm,9 am–3 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2026-04-29T19:29:10.426Z,,,,
https://www.google.com/maps/place/Exclusive+Landscape/data=!4m7!3m6!1s0x8815fdd330cf3193:0xf70cb58f3b7dc7f0!8m2!3d41.0827936!4d-85.1520645!16s%2Fg%2F11v0rymscj!19sChIJkzHPMNP9FYgR8Md9O4-1DPc,Exclusive Landscape,5.0,13,Landscaper,,,https://exclusivelandscapellc.com/,+1 260-298-3838,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF3p30dJuDeDoJTvSXU4MIZ9X02fwiRMrGIcZ7lFchEDi5GcVhA3-Tek2vq09DqguqqLKTZD1Idu-Y4__iTou04_YdlDEuW01mwxtZuIgshVuruo6ol0bIvMlICR0NcPKMyHzAD=w408-h544-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,9 am–5 pm,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2026-04-29T19:29:15.433Z,,,,
https://www.google.com/maps/place/S%26H+Landscaping/data=!4m7!3m6!1s0x8815fddc00d31f53:0x94b20147cb40c29a!8m2!3d41.0704203!4d-85.1831498!16s%2Fg%2F11j20tfk6t!19sChIJUx_TANz9FYgRmsJAy0cBspQ,S&H Landscaping,4.5,42,Landscaper,"3410 Portage Blvd, Fort Wayne, IN 46802, United States","3RC8+5P Fort Wayne, Indiana, USA",https://www.landscapefortwayne.com/,+1 260-466-2476,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGlJxJX1Cngx1qMDOwIiGFPLga9nX_3BtQ3O9zoVeJwBT_iiyHQP_fGmhuPK5zY3FI1TO6fzxDYqsP5M3AvhraVj-CMi7HkxqzX3uDxr7svCGOkyOJBcRiJSM2x_JuCnfNSOhn3_TV2GrY=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2026-04-29T19:29:20.287Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Professional+Maintenance+and+Landscaping/data=!4m7!3m6!1s0x8816079d589adde7:0xd7975acceda7811d!8m2!3d41.346212!4d-85.181644!16s%2Fg%2F11gfnc27hb!19sChIJ592aWJ0HFogRHYGn7cxal9c,Professional Maintenance and Landscaping,4.9,37,Landscaper,,,http://www.pmlfw.com/,+1 260-415-6983,Closes soon · 4 pm · Opens 8 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFnTpokMgXh9dyAiTZENKRhMsPkT08He-GQT0GihAjS7xp0cKxMHCotINq2TrIE7BaxBtkQ74z4JjdqyfaPfGKRZnBgPXv-ZSK6EcyVJQM6KzHSlI2TsvmiZPl3kqQzU98CTHyHZw=w1145-h240-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2026-04-29T19:29:25.036Z,,,,
https://www.google.com/maps/place/AE+Landscape+Borders+Fort+Wayne/data=!4m7!3m6!1s0x8815e3df4e610123:0xf56208f217406c2a!8m2!3d41.1247083!4d-85.1461539!16s%2Fg%2F11ldv9blbx!19sChIJIwFhTt_jFYgRKmxAF_IIYvU,AE Landscape Borders Fort Wayne,4.8,170,Landscaper,"415 Ley Rd, Fort Wayne, IN 46825, United States","4VF3+VG Fort Wayne, Indiana, USA",https://aelandscapeborders.com/,+1 260-254-2372,Open · Closes 8 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEnic1gC8dU7ZXTzcD36UnxLP0EWITfI7TGyR22hcU4TzjSb6Wx4HEZO7jVQtD0tWj07uPRSacuPj4DkPR-Y_XK1TryMp7AXHCtQQnaM7fjPL1SYf5tUHx-ufaR4tLiQqigu5yn=w408-h544-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–4 pm,8 am–4 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2026-04-29T19:29:29.887Z,,,,
"https://www.google.com/maps/place/Blades+of+Glory+Landscaping,+LLC/data=!4m7!3m6!1s0x8815e37c8c643ac5:0xfafe4ccebf976a0b!8m2!3d41.158307!4d-85.0498925!16s%2Fg%2F11h6s9gfrk!19sChIJxTpkjHzjFYgRC2qXv85M_vo","Blades of Glory Landscaping, LLC",4.8,26,Landscaper,,,https://bladesofgloryftw.com/,+1 260-348-0066,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHLzOgp-EIObzhytTG2VWrVolqyXhR7HisfVFlz7FesGqL5DxmS9IRhVMZlX_burvC2VoNUVZsC14Clyh6djkwks3ekTp0kJ8d10QpuRmIuA6-JzlvAa3Ej9QNd4TviEivwa4SN=w408-h544-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,8 am–3 pm,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2026-04-29T19:29:34.550Z,,,,
