placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,isBlackOwned,error
https://www.google.com/maps/place/Belmont+Business+Consultants+%26+Tax+Services/data=!4m7!3m6!1s0x8840846f818452f3:0x7c9a17f8a37faa73!8m2!3d39.7392932!4d-84.1543757!16s%2Fg%2F1td9wt63!19sChIJ81KEgW-EQIgRc6p_o_gXmnw,Belmont Business Consultants & Tax Services,4.7,14,Tax preparation service,"2718 Wayne Ave Suite 200, Dayton, OH 45420, United States","PRQW+P6 Dayton, Ohio, USA",https://belmontbctxs.com/,+1 937-252-2217,Closed ⋅ Opens 9 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNtRwWDgLhcAHymZ9EWtS7N2TsYy5ADodvTDOJs=w408-h272-k-no,true,Closed,9 am–5 pm,9 am–5 pm,12–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-10-19T15:15:56.363Z,,
https://www.google.com/maps/place/Unitary+Accounting+Services/data=!4m7!3m6!1s0x88408199c5521add:0xb76054b7d20d9531!8m2!3d39.7603703!4d-84.1945728!16s%2Fg%2F11ftz0688y!19sChIJ3RpSxZmBQIgRMZUN0rdUYLc,Unitary Accounting Services,5.0,3,Accountant,"120 W 2nd St Suite 930, Dayton, OH 45402, United States","QR64+45 Dayton, Ohio, USA",https://unitaryaccounting.com/,+1 800-301-6240,Closed ⋅ Opens 9 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=K--bSHOdz84cjyxrVtoRIg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=171.76395&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,10 am–2 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-10-19T15:16:02.585Z,,
https://www.google.com/maps/place/Ladd+%26+Carter+Tax+Service/data=!4m7!3m6!1s0x8840847f401ea743:0xa6d6eacbfd6ae95a!8m2!3d39.7504571!4d-84.1473956!16s%2Fg%2F1w2y_3mk!19sChIJQ6ceQH-EQIgRWulq_cvq1qY,Ladd & Carter Tax Service,4.7,59,Tax preparation,"1226 Linden Ave, Dayton, OH 45410, United States","QV23+52 Dayton, Ohio, USA",https://www.laddcarter.com/,+1 937-258-1040,Closed ⋅ Opens 9 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9hG1H1ObNb9CqHqjSAn6ig&cb_client=search.gws-prod.gps&w=408&h=240&yaw=47.27195&pitch=0&thumbfov=100,true,Closed,9 am–2 pm,9 am–2 pm,9 am–2 pm,9 am–2 pm,Closed,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-10-19T15:16:07.652Z,,
https://www.google.com/maps/place/Jackson+Hewitt+Tax+Service/data=!4m7!3m6!1s0x884081943db6b18f:0xdaedcd3779f94a5b!8m2!3d39.759848!4d-84.188503!16s%2Fg%2F11h7jkr1qj!19sChIJj7G2PZSBQIgRW0r5eTfN7do,Jackson Hewitt Tax Service,4.8,192,Tax preparation,"144 E 3rd St, Dayton, OH 45402, United States","QR56+WH Dayton, Ohio, USA",https://office.jacksonhewitt.com/tax-preparation-services-locations/en/oh/dayton/144-e-third-street/14344?utm_source=google&utm_medium=local&utm_campaign=local&utm_content=14344,+1 937-291-1040,,Identifies as women-owned,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrj8xrXqIJnB7lgHV4UMbBGPd_D3UUrfMCyn0cVETSsnFbxbzisgoX4aHJ116yoY4T3b9aGyrfVwaix4BRifQyEHbSe_-7lgaVNI1ZLd8UrnLtdcf3wCsAo9VC09IuDq669U4GjdA=w408-h332-k-no,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-10-19T15:16:10.636Z,,
https://www.google.com/maps/place/Tim+Adams+CPA+-+320+Financial/data=!4m7!3m6!1s0x884083125963f507:0x9d2d39c92540127!8m2!3d39.7603703!4d-84.1945728!16s%2Fg%2F11h5_d5862!19sChIJB_VjWRKDQIgRJwFUkpzT0gk,Tim Adams CPA - 320 Financial,5.0,3,Financial planner,"120 W 2nd St #615, Dayton, OH 45402, United States","QR64+45 Dayton, Ohio, USA",https://www.320fg.com/,+1 937-756-3865,Closed ⋅ Opens 9 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=K--bSHOdz84cjyxrVtoRIg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=171.76395&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-10-19T15:16:15.531Z,,
https://www.google.com/maps/place/Bassman+%26+Associates+Tax+Services/data=!4m7!3m6!1s0x884081ad649b1f8f:0x1fb7cdd7e2c87edc!8m2!3d39.79124!4d-84.2317405!16s%2Fg%2F11ghnyt6gk!19sChIJjx-bZK2BQIgR3H7I4tfNtx8,Bassman & Associates Tax Services,5.0,6,Certified public accountant,"1201 W Hillcrest Ave, Dayton, OH 45406, United States","QQR9+F8 Dayton, Ohio, USA",,+1 937-277-5174,Closed ⋅ Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fn7QDWObF1MUhMvzsBlteA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=320.6452&pitch=0&thumbfov=100,false,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-10-19T15:16:20.437Z,,
https://www.google.com/maps/place/Levin+%26+Michaels+Income+Tax/data=!4m7!3m6!1s0x884086d4a725a195:0x5d70d3dafa60f6fa!8m2!3d39.7545606!4d-84.2227768!16s%2Fg%2F1thl1jtg!19sChIJlaElp9SGQIgR-vZg-trTcF0,Levin & Michaels Income Tax,5.0,7,Tax preparation service,"1611 W Third St, Dayton, OH 45402, United States","QQ3G+RV Dayton, Ohio, USA",,+1 937-228-8886,Closed ⋅ Opens 10 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrGrcNYzqEtn3tUAw54-J8QGZA7Of5cIr6CzvNE8CMqOiOZQOc_dKJiO31NAIX7cVzOJTJ0GXuOq-OQdG1F8oJUIjNk41husmenPI-H2FW45chhMYcymXziZmFWZ0OxzeZ8XCSttQ=w425-h240-k-no,true,Closed,10 am–5:30 pm,10 am–5:30 pm,10 am–5:30 pm,10 am–5:30 pm,10 am–5:30 pm,10 am–3 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-10-19T15:16:25.642Z,,
"https://www.google.com/maps/place/Swords+%26+Williams,+CPAs/data=!4m7!3m6!1s0x883f7e1b8114fe9d:0xe6d8f792f2047c9b!8m2!3d39.8418333!4d-84.1991282!16s%2Fg%2F11bzx4ht6j!19sChIJnf4UgRt-P4gRm3wE8pL32OY","Swords & Williams, CPAs",5.0,7,Certified public accountant,"7801 N Dixie Dr, Dayton, OH 45414, United States","RRR2+P8 Dayton, Ohio, USA",http://swordsandwilliamscpa.com/,+1 937-898-9196,Closed ⋅ Opens 8:30 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0UpubnwOT-UuSNc4JKq5Iw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=103.42103&pitch=0&thumbfov=100,false,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-10-19T15:16:30.704Z,,
https://www.google.com/maps/place/Mc+Graw-Timmons+Accounting/data=!4m7!3m6!1s0x884084eee57970a5:0xc0a456c100ec8f8e!8m2!3d39.7232236!4d-84.1295026!16s%2Fg%2F1v_snxm2!19sChIJpXB55e6EQIgRjo_sAMFWpMA,Mc Graw-Timmons Accounting,4.3,24,Certified public accountant,"2301 Patterson Rd, Dayton, OH 45420, United States","PVFC+75 Dayton, Ohio, USA",,+1 937-252-2308,Closed ⋅ Opens 9 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jUIbQeMNxRcYLschH4vsnA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=33.9413&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–12 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-10-19T15:16:35.789Z,,
https://www.google.com/maps/place/Flagel+Huber+Flagel/data=!4m7!3m6!1s0x88408668af0df357:0x6209ee727157064!8m2!3d39.702671!4d-84.2020568!16s%2Fg%2F1w04kspf!19sChIJV_MNr2iGQIgRZHAVJ-eeIAY,Flagel Huber Flagel,5.0,30,Certified public accountant,"3400 S Dixie Dr, Dayton, OH 45439, United States","PQ3X+35 Dayton, Ohio, USA",https://fhf-cpa.com/,+1 937-299-3400,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipMuSLx0l8Rua35nNvZjHJ7ogql_mPqV0iIr5g4-=w426-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-10-19T15:16:40.907Z,,
