placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,info,attributes
https://www.google.com/maps/place/ACS+Door+Services+of+Lincoln/data=!4m7!3m6!1s0x8796bc7e753c4055:0xed48d1e0443068c0!8m2!3d40.8416918!4d-96.6703209!16s%2Fg%2F1q62ks_xp!19sChIJVUA8dX68locRwGgwRODRSO0,ACS Door Services of Lincoln,4.8,516,Garage door supplier,"3520 Cleveland Ave #5, Lincoln, NE 68504, United States","R8RH+MV Lincoln, Nebraska, USA",https://www.garagedoorservice-lincoln.com/?utm_campaign=gmb&utm_medium=googlemybusiness&utm_source=googlemybusiness,+1 402-275-5643,Open ⋅ Closes 9 pm,https://lh3.googleusercontent.com/p/AF1QipP1PT7YgMKd1GUEe4XDzK4xUbJCh2qZLL4WY4z4=w426-h240-k-no,true,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,"https://www.google.com/maps/search/garage+door+services+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-11-07T23:12:59.245Z,,
https://www.google.com/maps/place/Same+Day+Garage+Door+Repair/data=!4m7!3m6!1s0x8796bf3a25aef507:0x5e05d3862191b98!8m2!3d40.8154699!4d-96.692846!16s%2Fg%2F11fwgqz8lh!19sChIJB_WuJTq_locRmBsZYjhd4AU,Same Day Garage Door Repair,4.9,675,Garage door supplier,"1935 Q St, Lincoln, NE 68503, United States","R884+5V Lincoln, Nebraska, USA",http://same-day-garage-door-repair.com/,+1 402-327-1675,,https://lh3.googleusercontent.com/p/AF1QipN0Bh1DBuX0CuV56YNkp6FqmsU9Jq1GIaKVBVVM=w423-h240-k-no,true,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-11-07T23:13:05.627Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Ultimate+Garage+Door+Services/data=!4m7!3m6!1s0x8796bfa584a293d3:0x5b53242df53b61a2!8m2!3d40.796502!4d-96.7178609!16s%2Fg%2F1tmxg1f6!19sChIJ05OihKW_locRomE79S0kU1s,Ultimate Garage Door Services,4.6,245,Garage door supplier,"1634 S 3rd St, Lincoln, NE 68502, United States","Q7WJ+JV Lincoln, Nebraska, USA",http://www.ultimategds.com/,+1 402-788-3667,Closed ⋅ Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipPfClK5YJiRuQ7BjpPSVEVdOqc6hhukuUqdL700=w408-h272-k-no,true,7:30 am–5 pm,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-11-07T23:13:11.758Z,,
https://www.google.com/maps/place/Garage+Doors+Of+Lincoln/data=!4m7!3m6!1s0x8796bf02d02b5885:0x368d5b325a1c60ac!8m2!3d40.8242015!4d-96.6733739!16s%2Fg%2F11jybsry97!19sChIJhVgr0AK_locRrGAcWjJbjTY,Garage Doors Of Lincoln,4.8,185,Garage door supplier,"1075 N 33rd St Suite 1, Lincoln, NE 68503, United States","R8FG+MM Lincoln, Nebraska, USA",https://garagedoorsinlincoln.com/,+1 402-882-7715,Open ⋅ Closes 11 pm,https://lh3.googleusercontent.com/p/AF1QipPoVHZl22NEuVLMwoTJfK_rdfupxhrsfD562Q9P=w408-h306-k-no,true,6 am–11 pm,6 am–11 pm,6 am–11 pm,6 am–11 pm,6 am–11 pm,6 am–11 pm,6 am–11 pm,"https://www.google.com/maps/search/garage+door+services+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-11-07T23:13:16.781Z,,
https://www.google.com/maps/place/Precision+Garage+Door+Service+of+Lincoln/data=!4m7!3m6!1s0x8796bb25ca04ce19:0xabe69b92a3e9bbe1!8m2!3d40.8636816!4d-96.6431819!16s%2Fg%2F11nyl29lpm!19sChIJGc4EyiW7locR4bvpo5Kb5qs,Precision Garage Door Service of Lincoln,4.6,9,Garage door supplier,"5011 N 57th St Suite #7, Lincoln, NE 68507, United States","V974+FP Lincoln, Nebraska, USA",https://www.lincolngaragedoor.repair/,+1 402-817-3324,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPIIqDj1pPLOkAHJl2_NEonkUdN5Ztax7resgTb=w408-h438-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-11-07T23:13:22.915Z,,
https://www.google.com/maps/place/Next+Day+Garage+Doors/data=!4m7!3m6!1s0xa4b0e4ff7d0f83a7:0x881a16c4c485b606!8m2!3d40.8459069!4d-96.6892512!16s%2Fg%2F11ltp6wlbz!19sChIJp4MPff_ksKQRBraFxMQWGog,Next Day Garage Doors,4.9,51,Garage door supplier,"3420 N 22nd St Suite B, Lincoln, NE 68521, United States","R8W6+97 Lincoln, Nebraska, USA",https://nextdaygaragedoorsllc.com/,+1 402-814-0123,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwA9zsDMM_FEzO6Oop7vJHLdg_FI4Kj92Cj2DUJjghoj7khJe9ilE9eDeh8oSNRYG8LalGelRdQ-6_eEa05UokRhM4RTIPrBExg1GjUQEauTzO_yhCmn2A1Zg5yZIha8HoL0DI=w408-h243-k-no,true,7 am–9 pm,7 am–5 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,"https://www.google.com/maps/search/garage+door+services+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-11-07T23:13:28.975Z,,
"https://www.google.com/maps/place/Pioneer+Overhead+Door+3G,+LLC/data=!4m7!3m6!1s0x8796bfb142dcf663:0xd21ef840cc504337!8m2!3d40.789966!4d-96.7113729!16s%2Fg%2F1tqpzrl2!19sChIJY_bcQrG_locRN0NQzED4HtI","Pioneer Overhead Door 3G, LLC",4.5,44,Garage door supplier,"2300 S 7th St, Lincoln, NE 68502, United States","Q7QQ+XF Lincoln, Nebraska, USA",https://www.pioneerdoorlincoln.com/,+1 402-476-6539,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPoKJcdZ-dYiBfpb0kPIA5NEhjehBcTP0jdSYkp=w426-h240-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-11-07T23:13:35.239Z,,
https://www.google.com/maps/place/Overhead+Door+Company+of+Lincoln/data=!4m7!3m6!1s0x87d2a2c1d91d490b:0x4b6cd7496fff390d!8m2!3d40.8541407!4d-96.6564144!16s%2Fg%2F1tj9tv7d!19sChIJC0kd2cGi0ocRDTn_b0nXbEs,Overhead Door Company of Lincoln,4.3,50,Garage door supplier,"4123 Progressive Ave, Lincoln, NE 68504, United States","V83V+MC Lincoln, Nebraska, USA",http://www.overheaddooroflincoln.com/,+1 402-466-8328,Closed ⋅ Opens 7:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=E8qwhBqbaAQv40spi2F5zg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=265.09836&pitch=0&thumbfov=100,true,7:30 am–4 pm,Closed,Closed,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-11-07T23:13:40.359Z,,
https://www.google.com/maps/place/Titan+Garage+Doors+Lincoln+NE/data=!4m7!3m6!1s0x8796bdbe3c664b0d:0xa20913c805afae77!8m2!3d40.8042227!4d-96.6591727!16s%2Fg%2F11vrsbrsg4!19sChIJDUtmPL69locRd66vBcgTCaI,Titan Garage Doors Lincoln NE,4.8,17,Garage door supplier,"4315 F St, Lincoln, NE 68510, United States","R83R+M8 Lincoln, Nebraska, USA",https://titangaragedoorslincolnne.com/,+1 402-576-5771,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipPhUFt9dKpaTJCSE1CKc91Mo0jRQoEBJo1_GvNA=w408-h544-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-11-07T23:13:45.455Z,,
https://www.google.com/maps/place/Pelican+Garage+Doors/data=!4m7!3m6!1s0x6b7947cda9efb00f:0x8ac10b0c0f2da522!8m2!3d45.0293164!4d-123.658358!16s%2Fg%2F11pv6y9vxt!19sChIJD7Dvqc1HeWsRIqUtDwwLwYo,Pelican Garage Doors,5.0,281,Garage door supplier,,,http://www.pelicangaragedoors.com/,+1 541-614-4333,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPsNVzXr4GBXUKZnNj2wEJ-p-q4sk6RQ3MvqHg0=w426-h240-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-11-07T23:13:50.189Z,,
