placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,info,attributes,error
https://www.google.com/maps/place/Asheville+Garage+Door+LLC/data=!4m7!3m6!1s0x8859f6d4fbc71129:0xff18882bfa4c35b8!8m2!3d35.602348!4d-82.3881884!16s%2Fg%2F11c6qqc9qw!19sChIJKRHH-9T2WYgRuDVM-iuIGP8,Asheville Garage Door LLC,5.0,292,Garage door supplier,"2530 US-70, Swannanoa, NC 28778, United States","JJ26+WP Swannanoa, North Carolina, USA",https://www.ashevillegaragedoor.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,+1 828-374-8971,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNvyiB_vriqJY--6xMXDUp8sSZh1aSTRWhkDoVs=w426-h240-k-no,true,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Black+Mountain+Asheville+NC/@35.6178951,-82.3212302,14z",2025-11-07T22:44:20.132Z,,,
https://www.google.com/maps/place/Overhead+Door+Company+of+the+High+Country/data=!4m7!3m6!1s0x8859ec555d414f9f:0x6eeedfc44938e8b3!8m2!3d35.4817886!4d-82.5232766!16s%2Fg%2F11c2p96tl9!19sChIJn09BXVXsWYgRs-g4ScTf7m4,Overhead Door Company of the High Country,4.9,357,Garage door supplier,"34C Rosscraggon Rd Unit #101, Asheville, NC 28803, United States","FFJG+PM Asheville, North Carolina, USA",https://overheaddoorhighcountry.com/,+1 828-255-5222,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOJ4GNQlZmzq86Nw6n9D8l3B0rVFyDlAeCSZ2h7=w408-h397-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Black+Mountain+Asheville+NC/@35.6178951,-82.3212302,14z",2025-11-07T22:44:25.874Z,,,
https://www.google.com/maps/place/ASAP+Garage+Doors/data=!4m7!3m6!1s0x8859f3a7d7de59c7:0x19dbb672373c4e48!8m2!3d35.5476469!4d-82.5300172!16s%2Fg%2F11bw3x2ng2!19sChIJx1ne16fzWYgRSE48N3K22xk,ASAP Garage Doors,4.8,319,Garage door supplier,"85 Shiloh Rd, Asheville, NC 28803, United States","GFX9+3X Asheville, North Carolina, USA",https://www.asapgaragedoors.com/?utm_campaign=gmb&y_source=1_mji2ntiwnjetnze1lwxvy2f0aw9ulndlynnpdgu=,+1 828-237-4548,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOmJc67mo1ol3zGtu3iMH4FLhkG824H5lEJgdO2=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Black+Mountain+Asheville+NC/@35.6178951,-82.3212302,14z",2025-11-07T22:44:31.565Z,,,
https://www.google.com/maps/place/Integrity+Garage+Doors/data=!4m7!3m6!1s0x8859f15ac9918bd5:0xe2f1aaaf97899367!8m2!3d35.6340448!4d-82.531499!16s%2Fg%2F11kzz3lxhx!19sChIJ1YuRyVrxWYgRZ5OJl6-q8eI,Integrity Garage Doors,5.0,166,Garage door supplier,"128 Spooks Branch Rd, Asheville, NC 28804, United States","JFM9+JC Asheville, North Carolina, USA",https://integritygaragedoorsinc.com/,+1 828-747-8575,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPREZaCnoQ1mXL08saW9B3YrjSJI1Le2ZmNbaPS=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Black+Mountain+Asheville+NC/@35.6178951,-82.3212302,14z",2025-11-07T22:44:36.562Z,,,
https://www.google.com/maps/place/Highland+Door+Company/data=!4m7!3m6!1s0x8859f3a909d07c8b:0x7a449c4652401e80!8m2!3d35.55937!4d-82.5158535!16s%2Fg%2F12hqp0phh!19sChIJi3zQCanzWYgRgB5AUkacRHo,Highland Door Company,4.9,51,Garage door supplier,"217 Merchant St, Asheville, NC 28803, United States","HF5M+PM Asheville, North Carolina, USA",http://www.highlanddoor.com/,+1 828-388-0922,Closes soon ⋅ 6 pm ⋅ Opens 9 am Sat,https://lh3.googleusercontent.com/p/AF1QipOqxxIt2dPMZJc8n-yB5_Jy8GoHKhCFb2h90U0j=w408-h306-k-no,true,7 am–6 pm,9 am–5 pm,Closed,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Black+Mountain+Asheville+NC/@35.6178951,-82.3212302,14z",2025-11-07T22:44:41.476Z,,,
https://www.google.com/maps/place/Precision+Garage+Door+Service/data=!4m7!3m6!1s0x8859eded6eddf78b:0x2bf66d7016280584!8m2!3d35.425752!4d-82.4746274!16s%2Fg%2F11h0b1v7b4!19sChIJi_fdbu3tWYgRhAUoFnBt9is,Precision Garage Door Service,4.8,412,Garage door supplier,,,https://precision-door.com/locations/expert-garage-door-repairs-in-asheville-nc/?utm_campaign=gmb,+1 828-548-1574,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPU8cijQr8jLDH4VwVdwqhn7MHrWiV6W2AwFo4E=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Black+Mountain+Asheville+NC/@35.6178951,-82.3212302,14z",2025-11-07T22:44:46.330Z,,,
https://www.google.com/maps/place/Hometown+Garage+Door+Service+Asheville+NC/data=!4m7!3m6!1s0x760886dccc6ea09:0x994a212bae0faf91!8m2!3d35.6083309!4d-82.528578!16s%2Fg%2F11l59m094p!19sChIJCerGzG2IYAcRka8PrishSpk,Hometown Garage Door Service Asheville NC,3.8,6,Garage door supplier,,,https://ashevillehometowngaragedoor.com/?utm_source=GMB&utm_medium=organic,+1 828-731-3083,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMZEJSFXO7gW5gK6iJhO7_VfJwSzvrTYb6wxiqk=w408-h398-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Black+Mountain+Asheville+NC/@35.6178951,-82.3212302,14z",2025-11-07T22:44:51.260Z,,,
https://www.google.com/maps/place/Western+Carolina+Garage+Door/data=!4m7!3m6!1s0x885a1f67f64776b9:0x3c3bba9bf71566a5!8m2!3d35.7122942!4d-82.5607892!16s%2Fg%2F11j2yxbplf!19sChIJuXZH9mcfWogRpWYV95u6Ozw,Western Carolina Garage Door,4.7,34,Garage door supplier,"4 N Buncombe School Rd, Weaverville, NC 28787, United States","PC6Q+WM Weaverville, North Carolina, USA",http://www.westerncarolinagaragedoor.com/,+1 828-645-3314,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1g3Y4ETY_rF8bL4Xs7q1zQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=242.82838&pitch=0&thumbfov=100,true,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Black+Mountain+Asheville+NC/@35.6178951,-82.3212302,14z",2025-11-07T22:44:56.128Z,,,
https://www.google.com/maps/place/Fairview+Door+Sales+Co.+Inc./data=!4m7!3m6!1s0x8859f03fb673a4d5:0x2962b9602bf1a1d4!8m2!3d35.5198403!4d-82.4114215!16s%2Fg%2F1tf6hc1q!19sChIJ1aRztj_wWYgR1KHxK2C5Yik,Fairview Door Sales Co. Inc.,4.4,27,Garage door supplier,"105 Oak Hill Cir, Fairview, NC 28730, United States","GH9Q+WC Fairview, North Carolina, USA",http://www.fairviewdoorsales.com/,+1 828-628-2369,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMI_C7oeNSx4oy3_6Q5EkZ2CkdmmksxM09McF8R=w426-h240-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Black+Mountain+Asheville+NC/@35.6178951,-82.3212302,14z",2025-11-07T22:45:00.994Z,,,
https://www.google.com/maps/place/L%26L+Garage+Door/data=!4m7!3m6!1s0x25ee7a5363b2a91b:0xb227e0cad9ca52c9!8m2!3d35.6916775!4d-82.4408295!16s%2Fg%2F11vwt0wwvy!19sChIJG6myY1N67iURyVLK2crgJ7I,L&L Garage Door,5.0,237,Garage door supplier,,,https://www.llgaragedoor.com/,+1 828-674-7351,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipO3W42JavNq6BmsurD8eWi8JVIH1lJPP2iSYTAJ=w408-h306-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Black+Mountain+Asheville+NC/@35.6178951,-82.3212302,14z",2025-11-07T22:45:05.826Z,Identifies as women-owned,,
