placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,wednesday,thursday,friday,saturday,sunday,monday,tuesday,info,attributes,error
https://www.google.com/maps/place/Sanders+Landscape+Services/data=!4m7!3m6!1s0x487931395531d3fd:0x89aa62d5bfc6874b!8m2!3d53.9672299!4d-1.120795!16s%2Fg%2F1twyz1j1!19sChIJ_dMxVTkxeUgRS4fGv9Viqok,Sanders Landscape Services,5.0,37,Landscaper,"Unit 3, Pyramid Court, Rosetta Way, Acomb, York YO26 5NB, United Kingdom","XV8H+VM York, UK",https://sanderslandscapeservices.co.uk/,+44 1904 797373,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGkgHx7JqBeiG0UoaO2k5Eqzch-nX8_76AYjC7YCCNpx3uKMPD5h-OVxDX3PED3x1sI9Jx9Xb70TIC8O9SOSIiqkleJ5gWnZpJRC5sAKeNSXMs3E4XX0CgC7HhP2DlsI9_GVRT7ylZPbdk7=w408-h306-k-no,false,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-04-29T19:15:53.490Z,,,,,,,,,,
https://www.google.com/maps/place/South+Bank+Garden+Services/data=!4m7!3m6!1s0x487930fec1c24fb7:0x60bda25a93c163a!8m2!3d53.9655519!4d-1.0848501!16s%2Fg%2F11j00s6zp2!19sChIJt0_Cwf4weUgROhY8qSXaCwY,South Bank Garden Services,4.9,24,Landscaper,"17 Claremont Terrace, York YO31 7EJ, United Kingdom","XW88+63 York, UK",http://southbankgardenservices.co.uk/,+44 7856 125971,Closed · Opens 8 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHVTxgj58GkD1pxvzzR6-hQcQCnSCjAcShT54erYMl482uF8m-AaBGwJdz_Y3Qo3hNlNJKmQxguzVGNJxIlUZXuFdihJRU-WBsWIGSPx9NIacfeST0asr5oiLn2QnCx0mRjed_k=w408-h306-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-04-29T19:16:00.243Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,
https://www.google.com/maps/place/L+A+Groundworks+%26+Landscaping/data=!4m7!3m6!1s0x73b941e82d038d:0xf5c5c833dc842e26!8m2!3d53.9666508!4d-1.0452181!16s%2Fg%2F11lf7z4jqr!19sChIJjQMt6EG5cwARJi6E3DPIxfU,L A Groundworks & Landscaping,5.0,14,Excavating contractor,"75 Burnholme Ave, Heworth, York YO31 0NA, United Kingdom","XX83+MW York, UK",https://www.lagroundworks.co.uk/,+44 7895 545301,Closed · Opens 8 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEPNUsJv0_o0ehNrWCkczF2QQMRKWSrHtv1MuzhEULxKbCBAxSBD1podRo4GTSn9dhwfDy4GOUdyxCC1EAmIVLJKxRPMKhpCuOhZiQ12efdUmdWiMehYsY3q5AJ0H6D64aTyq12=w426-h240-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-04-29T19:16:05.176Z,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,,,
https://www.google.com/maps/place/York+Gardening/data=!4m7!3m6!1s0x487931c60918be87:0x45682c516fdb977!8m2!3d53.9652611!4d-1.0605578!16s%2Fg%2F1q6j9gjb5!19sChIJh74YCcYxeUgRd7n9FsWCVgQ,York Gardening,5.0,15,Gardener,"Heworth, York YO31 7YQ, United Kingdom","XW8Q+4Q York, UK",http://www.yorkgardening.co.uk/,+44 1904 422711,Closed · Opens 9 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHNugqE9blW4OSfDzfuz42A6UT1SKl_tpuiq_lRC7pWRikcnM4X9PmNZJFIUAzuvtNQmNekfPlZjAHG5wXv1d9s4KlxdaQMslTJbRrS_vYJSi1cx--Csu9xBZ_EfnoR3_ixo6gcCw=w408-h306-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-04-29T19:16:10.235Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,9 am–5 pm,9 am–5 pm,Identifies as women-owned,,
https://www.google.com/maps/place/Paradise+Gardens/data=!4m7!3m6!1s0x4879311ba9c7e24b:0xc1bc1fc98316fd14!8m2!3d53.9588019!4d-1.1326532!16s%2Fg%2F11h4f_rkw0!19sChIJS-LHqRsxeUgRFP0Wg8kfvME,Paradise Gardens,5.0,23,Landscaper,"22 Raven Grove, Acomb, York YO26 5PL, United Kingdom","XV58+GW York, UK",http://paradisegardensyork.co.uk/,+44 7561 317773,Closed · Opens 8 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEgnSzDEDDGu5quKvsFsgaJrnhF1q5D7Xp2HC7iwfulTAuGrvouzE7sSTKicY9PBVNL_TBi6v9LaEY718O7j6S50sfkJs1-87Ryvi_YhQWlAnE9gxYg0-oDCZmG-qq-BsBdH16f=w408-h306-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-04-29T19:16:15.130Z,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,8 am–6 pm,8 am–6 pm,,,
https://www.google.com/maps/place/LSQ+Garden+Landscape+-+York/data=!4m7!3m6!1s0x48793178f8f83f53:0x837d65112812e3b1!8m2!3d54.0306534!4d-1.0728988!16s%2Fg%2F11h3kc0pmc!19sChIJUz_4-HgxeUgRseMSKBFlfYM,LSQ Garden Landscape - York,5.0,65,Landscaper,"Unit 3, Yew tree farm, Crossmoor Ln, York YO32 2QR, United Kingdom","2WJG+7R Haxby, York, UK",http://lsqgardenlandscape.co.uk/,+44 7934 027208,Closed · Opens 8 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEPULnPqVxteiHiLwWuAFtk8rnUCNMUZ2P0tmcNo-P03wyw4fTizmGLzUEXAoeJJV_ajDQHPrk-6HUP_d3mlbkGCe_jyLJfIo2OK6Vvpeyl1bxPgK7SfxLt0qob95-W-8rs3uexmVFm_MD1=w408-h306-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-04-29T19:16:20.237Z,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,,,
https://www.google.com/maps/place/Paul+Cox+Landscaping/data=!4m7!3m6!1s0x4879308fe64a0e59:0x9f01bdd6b7a34e47!8m2!3d53.9176166!4d-1.0980647!16s%2Fg%2F1tkv98k1!19sChIJWQ5K5o8weUgRR06jt9a9AZ8,Paul Cox Landscaping,4.9,73,Landscaper,"43 Beech Ave, Bishopthorpe, York YO23 2RL, United Kingdom","WW92+2Q Bishopthorpe, York, UK",http://www.paulcoxlandscaping.co.uk/,+44 7806 570101,Closes soon · 9 pm · Opens 7 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHmNbevZDiSXVyxcQ-81wnntyPYjbQqiuJWhJs1g5Bw9h-FOhkD_S6MuvLaVusucmmxOnGT9o3qOV-DlXgZq-CXOyEwgdpHvO5M5K-HSxiawThMLfPzSw7_LMoQeB5RWhPcV6kP=w408-h544-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-04-29T19:16:25.282Z,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,,,
https://www.google.com/maps/place/York+Gardens+Ltd/data=!4m7!3m6!1s0x487931942e490e55:0xba8a897ee5b294b4!8m2!3d54.0062751!4d-1.0549851!16s%2Fg%2F1pzx1v78l!19sChIJVQ5JLpQxeUgRtJSy5X6Jiro,York Gardens Ltd,4.9,35,Landscaper,"120 Strensall Rd, York YO32 9SJ, United Kingdom","2W4W+G2 Earswick, York, UK",http://www.yorkgardens.co.uk/,+44 1904 862013,Closed · Opens 8 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEhD_oFuMCQZXs6fESF6W9-Zvf3gPnwv4CSliainK7I2jJLDP1DBS43mpU2_2NXGMOHbcViqGHkEJ25l4tym3jLGytETRL-9woJuWxp3XdHkmiQi4gEVVD42GpdIPPnNoz_GPiC=w408-h306-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-04-29T19:16:30.196Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–12 pm,Closed,8 am–5 pm,8 am–5 pm,,,
https://www.google.com/maps/place/AJT+Garden+Services+LTD/data=!4m7!3m6!1s0x48793135b7aa966d:0xa120e5fc445b4395!8m2!3d53.969895!4d-1.12851!16s%2Fg%2F11c605wrbx!19sChIJbZaqtzUxeUgRlUNbRPzlIKE,AJT Garden Services LTD,4.9,76,Gardener,"81 Langholme Dr, Acomb, York YO26 6AH, United Kingdom","XV9C+XH York, UK",http://www.ajtgardenservices.co.uk/,+44 7482 731022,Closed · Opens 8 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGeR_OjIYGtMIjs8dJVMq0HEnnq0Qsn1pw6jj6d9f6wcmftF0Cm16rSbiZy8bsQJqng1CRsxJ381tUkZEOCu3l0sM5ZJgNHQkK9AdAclsoP-e2-Mu2H-ziuuWP4Qz4ZOdjdOIjYWA=w408-h306-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-04-29T19:16:35.165Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–1 pm,Closed,8 am–5 pm,8 am–5 pm,,,
https://www.google.com/maps/place/White+Rose+Landscapes/data=!4m7!3m6!1s0x48792d01d08216ef:0x85ddb19e8518a638!8m2!3d53.9994154!4d-1.0241261!16s%2Fg%2F11s98tbhxp!19sChIJ7xaC0AEteUgROKYYhZ6x3YU,White Rose Landscapes,4.9,16,Landscaper,"Sunrise Manor, York YO32 9SU, United Kingdom","XXXG+Q8 York, UK",http://www.whiteroselandscapes.co.uk/,+44 7796 160746,Closed · Opens 8 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHkqUltWMksSr512WW7QrhtAQKu9b3Q-La4Mye2pvqUJzJft6mM_XC2NrRhSI0a8iJGheIP1k6Y08vj-l6cimr5rbzwhmntbvEL8NLTivtCgzmeg_zCzdC74-0g85U21-mDe950cw=w408-h306-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-04-29T19:16:40.368Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,,,
