placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,isBlackOwned,attributes,error
https://www.google.com/maps/place/Novella+Infusion+Springfield/data=!4m7!3m6!1s0x89e6e1f8e6a0ebad:0x61996ec1e67c27af!8m2!3d42.1209131!4d-72.6280021!16s%2Fg%2F11vwxsxz_3!19sChIJreug5vjh5okRryd85sFumWE,Novella Infusion Springfield,5.0,1,Medical clinic,"1275 Elm St Suite D, West Springfield, MA 01089, United States","49CC+9Q West Springfield, Massachusetts, USA",https://novellainfusion.com/west-springfield-infusion-center/,+1 508-433-3687,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPltnkL21xIdYcxjdymd_MSwzdj4P411zL9IZWM=w408-h272-k-no,true,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–5 pm,9 am–4:30 pm,8 am–4:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-09-29T00:51:21.367Z,,,,
"https://www.google.com/maps/place/The+Wellness+Drip,+Inc+-+IV+Therapy+-+Ketamine+Therapy+-+Medspa/data=!4m7!3m6!1s0x89e6dfd2ee008ddd:0x2eaa07f3611bb355!8m2!3d42.1528777!4d-72.6306091!16s%2Fg%2F11p13hf4cr!19sChIJ3Y0A7tLf5okRVbMbYfMHqi4","The Wellness Drip, Inc - IV Therapy - Ketamine Therapy - Medspa",4.9,127,Wellness center,"1817 Riverdale St, West Springfield, MA 01089, United States","5939+5Q West Springfield, Massachusetts, USA",http://www.thewellnessdrip.com/,+1 413-402-6324,"Closed ⋅ Opens 9 am Mon

Updated by this business 7 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOq4b51WChbS9BuBP2TdCLh3k_5y9hufmasuDjG=w408-h272-k-no,true,Closed,9 am–2 pm,9 am–7 pm,9 am–5 pm,9 am–7 pm,9 am–2 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-09-29T00:51:26.277Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Baystate+Infusion+Suite+-+Springfield+-+Main+Street/data=!4m7!3m6!1s0x89e6e79ee95fb9a1:0x354c002aa7190e9e!8m2!3d42.1237628!4d-72.6104045!16s%2Fg%2F11lym9pqfp!19sChIJoblf6Z7n5okRng4ZpyoATDU,Baystate Infusion Suite - Springfield - Main Street,,,Medical clinic,"3350 Main St, Springfield, MA 01107, United States","49FQ+GR Springfield, Massachusetts, USA",https://www.baystatehealth.org/locations/damour-center-for-cancer-care/infusion-suite-springfield-main-street,+1 413-794-9338,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2iBaDgnNRWW0B-Sf9jmb6A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=141.05795&pitch=0&thumbfov=100,true,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-09-29T00:51:30.520Z,,,,
https://www.google.com/maps/place/Baystate+Infusion+Suite+-+Springfield+-+Medical+Center+Drive/data=!4m7!3m6!1s0x89e6e7b10949a059:0xd977e14bdd80258b!8m2!3d42.1214076!4d-72.6015478!16s%2Fg%2F11l6qd9ptt!19sChIJWaBJCbHn5okRiyWA3Uvhd9k,Baystate Infusion Suite - Springfield - Medical Center Drive,,,Medical clinic,"Medical Office Building, 2 Medical Center Dr STE 107, Springfield, MA 01199, United States","49CX+H9 Springfield, Massachusetts, USA",https://www.baystatehealth.org/locations/medical-office-building-springfield/infusion-suite-springfield,+1 413-795-7272,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipMQDVhN0BuAPqtXB1Zf8MEo6Jc2tD4ux8AmpyF-=w426-h240-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/Infusion+centers+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-09-29T00:51:35.180Z,,,,
https://www.google.com/maps/place/Savida+Health+West+Springfield/data=!4m7!3m6!1s0x89e6e720f0010535:0x4e8645fdf2774e17!8m2!3d42.1043273!4d-72.6196557!16s%2Fg%2F1td1ffrd!19sChIJNQUB8CDn5okRF0538v1Fhk4,Savida Health West Springfield,4.9,317,Addiction treatment center,"50 Union St, West Springfield, MA 01089, United States","493J+P4 West Springfield, Massachusetts, USA",https://savidahealth.com/listing/savida-health-west-springfield-ma/,+1 413-732-0040,"Closed ⋅ Opens 8:45 am Mon

Confirmed by this business 10 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMb0TjAeYUmtfx51IbS5QGZmtOYhLwlJ7oNKC9x=w408-h306-k-no,true,Closed,8:45 am–5 pm,8:45 am–7 pm,8:45 am–5 pm,8:45 am–7 pm,8:45 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-09-29T00:51:39.602Z,,,,
"https://www.google.com/maps/place/Infusion+Plus+Inc/@42.1045231,-72.6204484,17z/data=!3m1!4b1!4m6!3m5!1s0x89e6e71401091459:0x10beaee6a7b76fa3!8m2!3d42.1045231!4d-72.6204484!16s%2Fg%2F1v5k418w",Infusion Plus Inc,,,Home health care service,"171 Park Ave suite 103, West Springfield, MA 01089, United States","493H+RR West Springfield, Massachusetts, USA",http://infusionplus.com/,+1 413-785-4799,,,false,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-09-29T00:51:43.789Z,,,,
https://www.google.com/maps/place/Local+Infusion/data=!4m7!3m6!1s0x89e6df13c446db4b:0x7e90b23a2f9e46bb!8m2!3d42.1750766!4d-72.6414262!16s%2Fg%2F11x34nn5v3!19sChIJS9tGxBPf5okRu0aeLzqykH4,Local Infusion,5.0,2,Medical clinic,"237 Whiting Farms Rd, Holyoke, MA 01040, United States","59G5+2C Holyoke, Massachusetts, USA",https://mylocalinfusion.com/,+1 413-307-4315,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipMsSs1OSMlQUVE191zaZatNsf7U4QU4QGqLG56A=w408-h272-k-no,true,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,"https://www.google.com/maps/search/Infusion+centers+in+Holyoke+Springfield+MA/@42.2042586,-72.6162009,14z",2025-09-29T00:51:56.115Z,,,,
https://www.google.com/maps/place/CleanSlate+Outpatient+Addiction+Medicine/data=!4m7!3m6!1s0x89e6dc21fb03d865:0x5a0af915e13c53cc!8m2!3d42.2004611!4d-72.6074797!16s%2Fg%2F12626dcr5!19sChIJZdgD-yHc5okRzFM84RX5Clo,CleanSlate Outpatient Addiction Medicine,4.4,38,Addiction treatment center,"306 Race St #2nd, Holyoke, MA 01040, United States","692V+52 Holyoke, Massachusetts, USA",https://www.cleanslatecenters.com/holyoke-massachusetts/?utm_source=google&utm_medium=local&utm_campaign=MA_Holyoke,+1 413-650-0590,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6-1YLhirTyFyrPE84wN7tQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=120.18024&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–8 pm,9 am–5 pm,9 am–5 pm,9 am–2 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Holyoke+Springfield+MA/@42.2042586,-72.6162009,14z",2025-09-29T00:52:00.446Z,,,,
https://www.google.com/maps/place/Holyoke+Medical+Center+Oncology+Center/data=!4m7!3m6!1s0x89e6dfcee52a03b1:0x62256d5c0e7d98a3!8m2!3d42.2003761!4d-72.6275517!16s%2Fg%2F11scshx6jr!19sChIJsQMq5c7f5okRo5h9DlxtJWI,Holyoke Medical Center Oncology Center,5.0,1,Hematologist,"575 Beech St 1st floor, Holyoke, MA 01040, United States","692C+5X Holyoke, Massachusetts, USA",https://www.holyokehealth.com/services-specialities/oncology/,+1 413-534-2543,Closed ⋅ Opens 7 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nESccZ5reaZDDqiDPcwRRw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=150.02428&pitch=0&thumbfov=100,true,Closed,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Holyoke+Springfield+MA/@42.2042586,-72.6162009,14z",2025-09-29T00:52:04.812Z,,,,
https://www.google.com/maps/place/Holyoke+Medical+Center/data=!4m7!3m6!1s0x89e6de907cd909d1:0x5a4f995f94aa0610!8m2!3d42.2003303!4d-72.62745!16s%2Fm%2F04g3g12!19sChIJ0QnZfJDe5okREAaqlF-ZT1o,Holyoke Medical Center,2.7,322,General hospital,"575 Beech St, Holyoke, MA 01040, United States","692F+42 Holyoke, Massachusetts, USA",http://www.holyokehealth.com/,+1 413-534-2500,,https://lh3.googleusercontent.com/p/AF1QipND1eirtpNfULhXA8wzxq8Tivw2wruQGQT6ccrU=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Holyoke+Springfield+MA/@42.2042586,-72.6162009,14z",2025-09-29T00:52:09.158Z,,,,
