placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,isBlackOwned,error
https://www.google.com/maps/place/Wellstar+MCG+Health+Medical+Center/data=!4m7!3m6!1s0x88f9cc49ef967fc9:0xf89ffc8e9942a4b5!8m2!3d33.471135!4d-81.987388!16s%2Fm%2F0g54cm_!19sChIJyX-W70nM-YgRtaRCmY78n_g,Wellstar MCG Health Medical Center,2.5,633,Medical Center,"1120 15th St, Augusta, GA 30912, United States","F2C7+F2 Augusta, Georgia, USA",https://www.wellstar.org/locations/hospital/mcg-health-medical-center?utm_medium=listing&utm_source=google&utm_content=Wellstar_MCG_Health_Medical_Center,+1 706-721-0211,,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzws-JaDKyPwHBBzpZmGdEz1njwepy5BxfSwiinkKNLeSxIsHRHxS9Jb03WZfgM9pWU9chGcixPekBwlxrIyUxCWAAMam7G0tJNzaOrTuEoQarrVTt8XEkBJllw6PLzHvaXmps=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/vein+clinics+in+Augusta+GA/@33.4646174,-81.9541975,14z",2025-12-16T22:36:36.521Z,,
https://www.google.com/maps/place/Augusta+Vascular+Center/data=!4m7!3m6!1s0x88f9cc41a7c2a6f9:0xb509d1ae14b20588!8m2!3d33.4729562!4d-81.9775794!16s%2Fg%2F1thlny6f!19sChIJ-abCp0HM-YgRiAWyFK7RCbU,Augusta Vascular Center,4.7,101,Medical clinic,"630 13th St Suite 250, Augusta, GA 30901, United States","F2FC+5X Augusta, Georgia, USA",https://www.azuravascularcare.com/center/augusta-vascular-center/?utm_source=yext&utm_medium=referral&utm_campaign=center-directory-listing&utm_content=website&y_source=1_MzI4MzA1Ni03MTUtbG9jYXRpb24ud2Vic2l0ZQ==,+1 706-724-2500,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy0BZ5iMTpsiFNsxKPtOQ_ZtNzGack7BVLRfMPKxxu3iG0VztI-MvBQpNwQVweaX1q0ItyVbDtFzWhxi8Y2fKzjrDrIhv0O1vJvOgw0LcS2XlCUHIby7lDkHua-8eJbojSH6ly4q07T1smB=w408-h334-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Augusta+GA/@33.4646174,-81.9541975,14z",2025-12-16T22:36:42.506Z,,
https://www.google.com/maps/place/Vein+Specialists+of+Augusta/data=!4m7!3m6!1s0x88f9d2d0d6757e2f:0x8d04252c02cd214b!8m2!3d33.5346429!4d-82.0786362!16s%2Fg%2F1tznn63v!19sChIJL3511tDS-YgRSyHNAiwlBI0,Vein Specialists of Augusta,4.7,23,Vascular surgeon,"501 Blackburn Dr, Augusta, GA 30907, United States","GWMC+VG Augusta, Georgia, USA",https://veinclinicaugusta.com/,+1 706-854-8340,Closed · Opens 9 am Wed,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNmKfHY7na4O6mNblLv9Z17gxNg6GBucl-Bny_f=w408-h408-k-no,true,9 am–5 pm,9 am–5 pm,9 am–6:30 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Augusta+GA/@33.4646174,-81.9541975,14z",2025-12-16T22:36:48.174Z,,
https://www.google.com/maps/place/Heart+Vascular+And+Vein+Care+Clinic/data=!4m7!3m6!1s0x888ccd01cc27eae5:0xbb854561bbf5a212!8m2!3d32.4817061!4d-84.978833!16s%2Fg%2F11vk2lqx2_!19sChIJ5eonzAHNjIgREqL1u2FFhbs,Heart Vascular And Vein Care Clinic,5.0,2,,"2000 10th Ave, Columbus, GA 31901, United States","F2JC+MF Columbus, Georgia, USA",,+1 769-867-2811,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sh7Kdpyie8CdNHn7Cu7kNQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=198.09706&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Columbus+GA/@32.4672737,-84.9920268,14z",2025-12-16T22:37:00.073Z,,
https://www.google.com/maps/place/COLUMBUS+VASCULAR+CENTER/data=!4m7!3m6!1s0x888ccc95b032aa3d:0x33a3e3506149d8df!8m2!3d32.5087239!4d-84.9628716!16s%2Fg%2F11b5pknbt4!19sChIJPaoysJXMjIgR39hJYVDjozM,COLUMBUS VASCULAR CENTER,4.8,39,Medical clinic,"4519 Woodruff Rd Ste 17, Columbus, GA 31904, United States","G25P+FV Columbus, Georgia, USA",http://columbusvascular.com/,+1 706-221-8999,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/p/AF1QipPd29o3BmqLl53KrBbdvIxi4N0F9lKQJh_JdtyG=w408-h306-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–12 pm,Closed,Closed,8 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Columbus+GA/@32.4672737,-84.9920268,14z",2025-12-16T22:37:04.952Z,,
"https://www.google.com/maps/place/Center+for+Vein+Care,+Horizons+Diagnostics/data=!4m7!3m6!1s0x888ccb098dee5233:0xda09e1b9bff85713!8m2!3d32.5481415!4d-84.9355361!16s%2Fg%2F11sn_3tp16!19sChIJM1LujQnLjIgRE1f4v7nhCdo","Center for Vein Care, Horizons Diagnostics",4.9,89,Surgical center,"6600 Whittlesey Blvd Building A, Suite A, Columbus, GA 31909, United States","G3X7+7Q Columbus, Georgia, USA",http://www.centerforveincare.com/,+1 706-321-9486,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/p/AF1QipO75TR-v9v4tc-8azfzNX9s2eHvRIejq2Nc-UrQ=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Columbus+GA/@32.4672737,-84.9920268,14z",2025-12-16T22:37:09.865Z,,
https://www.google.com/maps/place/River+City+Vascular+Specialists/data=!4m7!3m6!1s0x888ccce8559b02f7:0xd493ea92da4a4677!8m2!3d32.4960664!4d-84.9634253!16s%2Fg%2F11c60q46zj!19sChIJ9wKbVejMjIgRd0ZK2pLqk9Q,River City Vascular Specialists,4.2,32,Surgical center,"1920 Warm Springs Rd, Columbus, GA 31904, United States","F2WP+CJ Columbus, Georgia, USA",http://www.rivercityvascular.com/,+1 706-984-7000,Closed · Opens 8 am Wed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sdeoxAHjvhwjttJp4ns2yQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=134.95212&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Columbus+GA/@32.4672737,-84.9920268,14z",2025-12-16T22:37:14.666Z,,
"https://www.google.com/maps/place/Heart+Vascular+And+Vein+Care:+Nchang+Taka,+MD/data=!4m7!3m6!1s0x888ccdf1c30e7169:0xb268362dbf4fb4b8!8m2!3d32.4817061!4d-84.978833!16s%2Fg%2F11trkb1_b0!19sChIJaXEOw_HNjIgRuLRPvy02aLI","Heart Vascular And Vein Care: Nchang Taka, MD",4.6,44,Cardiologist,"2000 10th Ave Suite 320, Columbus, GA 31901, United States","F2JC+MF Columbus, Georgia, USA",http://www.heartvascularandveincareclinic.com/,+1 706-366-3850,Closed · Opens 7:30 am Wed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sh7Kdpyie8CdNHn7Cu7kNQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=198.09706&pitch=0&thumbfov=100,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–12 pm,Closed,Closed,7:30 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Columbus+GA/@32.4672737,-84.9920268,14z",2025-12-16T22:37:19.663Z,,
"https://www.google.com/maps/place/Robert+A.+Edwards,+DO/data=!4m7!3m6!1s0x888ccb673bd20665:0x570316f0ee7d94a2!8m2!3d32.5483283!4d-84.9351043!16s%2Fg%2F1tjtk0z_!19sChIJZQbSO2fLjIgRopR97vAWA1c","Robert A. Edwards, DO",5.0,8,Surgeon,"6600 Whittlesey Blvd Building A, Suite A, Columbus, GA 31909, United States","G3X7+8X Columbus, Georgia, USA",http://www.centerforveincareandsurgery.com/,+1 706-321-9486,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/p/AF1QipP-wJWQGFqU2QA0DPtg069jFl8OusHtFyOb4l5m=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Columbus+GA/@32.4672737,-84.9920268,14z",2025-12-16T22:37:24.427Z,,
https://www.google.com/maps/place/Vein+Specialists+of+the+South/data=!4m7!3m6!1s0x88f3fe7bf009eb25:0x5789875d446009a9!8m2!3d32.8334293!4d-83.6289676!16s%2Fg%2F1w8wbw1s!19sChIJJesJ8Hv-84gRqQlgRF2HiVc,Vein Specialists of the South,4.9,91,Vascular surgeon,"556 3rd St suite a, Macon, GA 31201, United States","R9MC+9C Macon, Georgia, USA",https://www.veinspecialists.com/,+1 478-743-2472,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/p/AF1QipNj0C5-PJlsZqCLbkmPoO0t9FjWrylQPswQKUpf=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Macon+GA/@32.8362271,-83.6320478,14z",2025-12-16T22:37:37.396Z,,
