placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,isBlackOwned,error
https://www.google.com/maps/place/VIP+Tires+%26+Service/data=!4m7!3m6!1s0x4cb29a4e906b3a55:0x639cd1f7305fb8b9!8m2!3d43.6938004!4d-70.3254027!16s%2Fg%2F1t_hyld5!19sChIJVTprkE6askwRubhfMPfRnGM,VIP Tires & Service,4.5,969,Tire shop,· In-store shopping · In-store pick-up,"522 Riverside St, Portland, ME 04103, United States","MMVF+GR Portland, Maine, USA",http://www.vipauto.com/locations/portland-me,+1 207-828-4711,Open · Closes 5:30 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerW_QaTr3c8yARLq-d3Ic9RNX-IDuKaVwcQ9h0Dfi7yWcGEmm9CRF9OztTMpWlxJFSdviK90G6ihQrgI4awNyQ54xxrevhaTPgFCEQNHqr-u2ceQ-f02jIYEXHSHqnCZk7ej-BhKANRZzvI=w408-h306-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5 pm,9 am–4 pm,"https://www.google.com/maps/search/tire+service+in+Portland+ME/@43.670822,-70.2843825,14z",2026-03-23T15:21:25.269Z,,
https://www.google.com/maps/place/Tire+Warehouse/data=!4m7!3m6!1s0x4cb29c6e57c6e925:0xf2f8aecb4f5dc628!8m2!3d43.6651934!4d-70.2587893!16s%2Fg%2F11c6zq9rx3!19sChIJJenGV26cskwRKMZdT8uu-PI,Tire Warehouse,4.6,553,Tire shop,· In-store shopping · In-store pick-up,"126 N Boyd St, Portland, ME 04101, United States","MP8R+3F Portland, Maine, USA",https://locations.tirewarehouse.net/me/portland/126-north-boyd-street?&utm_source=google&utm_medium=organic&utm_campaign=gbp-listing-store_1448,+1 207-253-0185,Open · Closes 7 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqQx-9wg0anYRt2YOwLEY3mw2wsEEx5tb1BrceXdyPsGP_sUffnkSOJlNgKiu222z2V77cD5LblhgSI6K2dtzeeyjgEnyQj-E7lz5sM34o6El1iI5SBuZFDEkwrqD7-b87dpwa0=w408-h307-k-no,true,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–6 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Portland+ME/@43.670822,-70.2843825,14z",2026-03-23T15:21:31.022Z,,
https://www.google.com/maps/place/Tire+Warehouse/data=!4m7!3m6!1s0x4cb29a4e3f5d201b:0x583def73074c480c!8m2!3d43.6834267!4d-70.3270645!16s%2Fg%2F1v5k2m1n!19sChIJGyBdP06askwRDEhMB3PvPVg,Tire Warehouse,4.7,811,Tire shop,· In-store shopping · Kerbside pickup,"195 Riverside St, Portland, ME 04103, United States","MMMF+95 Portland, Maine, USA",https://locations.tirewarehouse.net/me/portland/195-riverside-st?&utm_source=google&utm_medium=organic&utm_campaign=gbp-listing-store_982,+1 207-828-1622,Open · Closes 7 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepUSz6ioVMT7gmxQHG73rRyHtW2OUTKzZ-eyisHGEBb8C30KxznDDPkjPUrhaEyk1h3kLRzKxKHTsAe4DjvZT526NV1uKFXL6v_OgCumH2kzonzXrLUzjHtLxD-N0qfVLuG_tbeZA=w408-h306-k-no,true,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–6 pm,9 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Portland+ME/@43.670822,-70.2843825,14z",2026-03-23T15:21:36.402Z,,
https://www.google.com/maps/place/Sullivan+Tire+%26+Auto+Service/data=!4m7!3m6!1s0x4cb29bb47844eba7:0xf7793e20a0d720fd!8m2!3d43.6737724!4d-70.3216993!16s%2Fg%2F12lkjjtsw!19sChIJp-tEeLSbskwR_SDXoCA-efc,Sullivan Tire & Auto Service,4.5,119,Tire shop,· In-store shopping · Kerbside pickup,"1008 Brighton Ave, Portland, ME 04102, United States","MMFH+G8 Portland, Maine, USA",http://www.sullivantire.com/,+1 207-420-8685,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweolR-FQ4lQ6eU0Cer1H8rcXmKQsXOwa0lCfkjh3YSo5oCAD7pSomoROukOsMadYePcQuxkhKtQMFqUtg-BbO6lf4YlJhfDmeTbZ06bv8nVfd1CeK-Y4-AeybsMD5fRJNxhr6dUkYQ=w426-h240-k-no,true,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Portland+ME/@43.670822,-70.2843825,14z",2026-03-23T15:21:41.362Z,,
https://www.google.com/maps/place/3G%27s+Tire+and+Auto+Service/data=!4m7!3m6!1s0x4cb29c6f37dfbb6d:0xe5feef53e58f1384!8m2!3d43.6872222!4d-70.2525!16s%2Fg%2F1tfjkr0v!19sChIJbbvfN2-cskwRhBOP5VPv_uU,3G's Tire and Auto Service,4.1,196,Tire shop,· In-store shopping · In-store pick-up,"200 Veranda St, Portland, ME 04103, United States","MPPX+V2 Portland, Maine, USA",http://3gstire.com/,+1 207-772-1255,Open · Closes 4 pm,Identifies as women-owned,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqCl44wILzhgKd6cKXSGGi-YxoGVP8sNOJINMR-I4cSHtqyFMdlPbu6BL0Nv8HuZTQmANfLrJegLxLkJv87tnhmKrMYFTwYD320IqYPK3zkw5AhZtgYf6lWP5nrHLSt7fVzbXNF=w408-h306-k-no,true,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–3 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Portland+ME/@43.670822,-70.2843825,14z",2026-03-23T15:21:46.077Z,,
https://www.google.com/maps/place/Sullivan+Tire+%26+Auto+Service/data=!4m7!3m6!1s0x4cb29c08f60f231b:0x7391d4f68c478154!8m2!3d43.6551425!4d-70.2797263!16s%2Fg%2F1td2z1ql!19sChIJGyMP9gicskwRVIFHjPbUkXM,Sullivan Tire & Auto Service,4.4,146,Tire shop,· In-store shopping · Kerbside pickup,"333 St John St, Portland, ME 04102, United States","MP4C+34 Portland, Maine, USA",http://www.sullivantire.com/,+1 207-772-5421,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer7bmLxM2Cphum8q7VdpEcNgf6_hQ35dEw4R76pMT20xDbZTKFH3BQLe6XTkYzRhdzbbI7eyT4-NLdilqShq7_LgmiS52knMOYV1PtX3vcV9WZKFkNcCzewgVUrMaPetCU3fJir=w426-h240-k-no,true,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Portland+ME/@43.670822,-70.2843825,14z",2026-03-23T15:21:51.035Z,,
https://www.google.com/maps/place/Cumberland+Avenue+Garage/data=!4m7!3m6!1s0x4cb29c69bc737ce7:0x4d3ee20070028aa0!8m2!3d43.6636197!4d-70.2518337!16s%2Fg%2F1tdfmwdy!19sChIJ53xzvGmcskwRoIoCcADiPk0,Cumberland Avenue Garage,4.8,94,Auto repair shop,,"122 Cumberland Ave, Portland, ME 04101, United States","MP7X+C7 Portland, Maine, USA",http://www.cumberlandavegarage.com/,+1 207-775-0493,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SMP68cwGxANBw74CLWFP1Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=86.03033&pitch=0&thumbfov=100,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–12 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Portland+ME/@43.670822,-70.2843825,14z",2026-03-23T15:21:55.921Z,,
https://www.google.com/maps/place/Paulin%27s+Tire+%26+Auto+Care+3/data=!4m7!3m6!1s0x4cb29c080a65aa2d:0x862e461189a5bac9!8m2!3d43.651353!4d-70.2787304!16s%2Fg%2F1tmpvl22!19sChIJLaplCgicskwRybqliRFGLoY,Paulin's Tire & Auto Care 3,4.9,161,Tire shop,· In-store shopping · In-store pick-up,"235 St John St, Portland, ME 04102, United States","MP2C+GG Portland, Maine, USA",https://www.paulinstire.com/,+1 207-774-5508,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoblrwvOWD4I0UOwbCI3DAYHbxeZJLknD5MlFA1zrG3bL1iwNrtbIbQ9-u5Q5QT9Jp6T78SD7wYMLivBSh-nd96Y5-DNYc6dmFUMaLhpeEFhHT8zaDn35QSAS46ErzWYU6sjoI=w427-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Portland+ME/@43.670822,-70.2843825,14z",2026-03-23T15:22:00.797Z,,
https://www.google.com/maps/place/Paulin%27s+Tire+%26+Auto+Care2/data=!4m7!3m6!1s0x4cb29ba004060e45:0x317b321f0e4925d0!8m2!3d43.6828089!4d-70.2909365!16s%2Fg%2F1tq6jp8s!19sChIJRQ4GBKCbskwR0CVJDh8yezE,Paulin's Tire & Auto Care2,4.6,206,Tire shop,,"1036 Forest Ave, Portland, ME 04103, United States","MPM5+4J Portland, Maine, USA",https://www.paulinstire.com/,+1 207-797-9453,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqiFA68ZP-YaoevhvQPNF-yCylGHn4A6LBkWAY5MBoZt-4IlCnQADFo99AaqI8IGFiFl_XO_mrijtXa8x2VNeMMtjj7JhNmUDLzcrVAwb0L2sb42kMFUyvFSGCwnoYAD21yDwdEbg=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Portland+ME/@43.670822,-70.2843825,14z",2026-03-23T15:22:06.339Z,,
https://www.google.com/maps/place/Town+Fair+Tire/data=!4m7!3m6!1s0x4cb2996f824ca327:0x3fac04c5a9c75014!8m2!3d43.6439533!4d-70.3291391!16s%2Fg%2F1tg78n96!19sChIJJ6NMgm-ZskwRFFDHqcUErD8,Town Fair Tire,4.6,1850,Tire shop,· In-store pick-up,"449 Western Ave, South Portland, ME 04106, United States","JMVC+H8 South Portland, Maine, USA",https://www.townfairtire.com/store/tires/maine/south-portland/,+1 207-253-0120,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqQ4Q3yzJi64X3iRYmpedSFLabHqmqcDbtYwVWU2U13w-mtmICOgpufvhDJd96vp5XyJMzdWbV2J0AXU4WLdbTmha9GVYN0PEg4M2PRUk2jI9WXfwITDknB4QH3tMWAmC_nbrXb=w408-h267-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–4 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Portland+ME/@43.670822,-70.2843825,14z",2026-03-23T15:22:11.839Z,,
