placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,isBlackOwned,error,attributes
https://www.google.com/maps/place/MercyOne+Des+Moines+Behavioral+Health+Care/data=!4m7!3m6!1s0x87ee9909a04d1d15:0x5370a5c66c2b9f42!8m2!3d41.5986713!4d-93.6228884!16s%2Fg%2F1tcwm38j!19sChIJFR1NoAmZ7ocRQp8rbMalcFM,MercyOne Des Moines Behavioral Health Care,2.4,100,Mental health clinic,"West Building, 1111 6th Ave Floor 3, Des Moines, IA 50314, United States","H9XG+FR Des Moines, Iowa, USA",https://www.mercyone.org/desmoines/location/mercyone-des-moines-behavioral-health-care-1,+1 515-643-8350,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNDDHiF1Xkf_kFg0XccLnEcjd7ZP92ef4o98swe=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Psychiatry+clinics+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2025-12-16T00:40:59.560Z,,,,
https://www.google.com/maps/place/Prairie+Wellness/data=!4m7!3m6!1s0x87ee9ed71c5d8769:0xf02e7550c365a324!8m2!3d41.5865726!4d-93.6609224!16s%2Fg%2F11bbrn8q7w!19sChIJaYddHNee7ocRJKNlw1B1LvA,Prairie Wellness,4.5,15,Mental health clinic,"3209 Ingersoll Ave #100, Des Moines, IA 50312, United States","H8PQ+JJ Des Moines, Iowa, USA",http://prairiewellness.com/,+1 515-993-3845,Closed · Opens 9 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-ScfgdsGIIoqFMVEiAXuVg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=328.52115&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–1 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2025-12-16T00:41:05.349Z,,,,
https://www.google.com/maps/place/DMU+Clinic+%E2%80%94+Behavioral+Health/data=!4m7!3m6!1s0x87ee9972eaa36b1b:0x3c599ca84708d093!8m2!3d41.5836628!4d-93.6608585!16s%2Fg%2F11s5t_nxmv!19sChIJG2uj6nKZ7ocRk9AIR6icWTw,DMU Clinic — Behavioral Health,4.0,4,Mental health clinic,"3200 Grand Ave 7th Floor, Des Moines, IA 50312, United States","H8MQ+FM Des Moines, Iowa, USA",https://www.dmuclinic.org/services/behavioral-health/,+1 515-271-1716,Closed · Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipMIi59n-mQGku3rmjxg3XKULbyPAj5-n_A2aSkt=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2025-12-16T00:41:10.589Z,,,,
https://www.google.com/maps/place/New+View+Psychiatry/data=!4m7!3m6!1s0x87ee99c44f5dfad5:0x422adc4d5031e073!8m2!3d41.5859869!4d-93.6252274!16s%2Fg%2F11trl_dbl8!19sChIJ1fpdT8SZ7ocRc-AxUE3cKkI,New View Psychiatry,4.9,102,Mental health service,"699 Walnut St Suite 400, Des Moines, IA 50309, United States","H9PF+9W Des Moines, Iowa, USA",http://www.newviewpsychiatry.com/?utm_source=GMB&utm_medium=google-my-business&utm_campaign=GMB&utm_id=01&utm_term=Des+Moines&utm_content=+,+1 563-744-5075,Closed · Opens 9 am Tue,https://lh3.googleusercontent.com/p/AF1QipPqR5-yxoTDWbpA0ty0n22FdsLf_hEU-LFOFtov=w408-h257-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2025-12-16T00:41:15.642Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Psychiatry+Associates+-+Des+Moines/data=!4m7!3m6!1s0x87ee9d5b08572ab7:0x4dc9bbed2b5de41b!8m2!3d41.6289306!4d-93.6185213!16s%2Fg%2F11h5606swg!19sChIJtypXCFud7ocRG-RdK-27yU0,Psychiatry Associates - Des Moines,4.9,81,Mental health clinic,"100 E Euclid Ave # 157, Des Moines, IA 50313, United States","J9HJ+HH Des Moines, Iowa, USA",http://psychcare360.com/,+1 515-585-0008,Closed · Opens 8 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HGOvW-FdoTAL3F6dRNP0MA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=12.894536&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2025-12-16T00:41:20.456Z,LGBTQ+ friendly,true,,
https://www.google.com/maps/place/Eyerly+Ball+Community+Mental+Health+Services/data=!4m7!3m6!1s0x87ee993d42b83b49:0xeb1a14c98aa3eb0a!8m2!3d41.5949064!4d-93.6422072!16s%2Fg%2F1tj5r8xc!19sChIJSTu4Qj2Z7ocRCuujiskUGus,Eyerly Ball Community Mental Health Services,2.2,34,Mental health service,"945 19th St, Des Moines, IA 50314, United States","H9V5+X4 Des Moines, Iowa, USA",https://www.unitypoint.org/locations/unitypoint-health---eyerly-ball,+1 515-241-0982,Closed · Opens 8 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy6x3nQD9WdIyFDE_mzOe5CeFCSVQHuAjOTKhVwfq9gbAjdxqhFWMo6x96NMYY6ha_gte3hX6z6_rDovchB6bygQ_B4WSQjKwVfYcjPW9k9z31GvFDjxcv9bA2wt1cyOM5Tmmwy=w450-h240-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2025-12-16T00:41:25.840Z,,,,
https://www.google.com/maps/place/Meadowlark+Mental+Health+Clinic/data=!4m7!3m6!1s0x87ee9922909b215d:0xea1ee9ea3eb48f84!8m2!3d41.5865554!4d-93.6548507!16s%2Fg%2F11tn9kqggp!19sChIJXSGbkCKZ7ocRhI-0PurpHuo,Meadowlark Mental Health Clinic,4.0,4,Mental health clinic,"558 28th St, Des Moines, IA 50312, United States","H8PW+J3 Des Moines, Iowa, USA",http://www.themeadowlarkclinic.com/,+1 515-216-0729,Closed · Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipMKEot77qM2sJVUBl7ulkwBinMxulKJw_bZY3SV=w408-h271-k-no,true,8 am–3 pm,8 am–3 pm,12–7 pm,8 am–3 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2025-12-16T00:41:31.107Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/UnityPoint+Health+%E2%80%93+Eyerly+Ball+%E2%80%93+Behavioral+Health+Access+Center/data=!4m7!3m6!1s0x87ee998f13b37fbb:0x87d495d6c95c9a1d!8m2!3d41.602974!4d-93.608088!16s%2Fg%2F11jmy3_7zb!19sChIJu3-zE4-Z7ocRHZpcydaV1Ic,UnityPoint Health – Eyerly Ball – Behavioral Health Access Center,4.1,13,Urgent care center,"1319 Pennsylvania Ave, Des Moines, IA 50316, United States","J93R+5Q Des Moines, Iowa, USA",https://www.unitypoint.org/locations/unitypoint-health---eyerly-ball---behavioral-health-access-center?utm_source=gmb&utm_medium=web&utm_campaign=brandify,+1 515-263-2632,Closed · Opens 8 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwoA1bwMhji_rPKIRs26eA71Nr79pkJslBIHmqJNPlQ9KNPBeBwJvN-Ww28kV63Z45tQxtFMx1OljgJpI1o4Pg_SHlp0VfALkq3aj6CUUW_4LKt5yIBoGAZGzUFUlshtA9rJBEmJLA4yyHn=w408-h307-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–12 pm,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2025-12-16T00:41:35.939Z,,,,
https://www.google.com/maps/place/Broadlawns+Behavioral+Health+Urgent+Care/data=!4m7!3m6!1s0x87ee99ebffe0c855:0x894b5e2a59505ca3!8m2!3d41.6020946!4d-93.6432123!16s%2Fg%2F11p3hm6dsd!19sChIJVcjg_-uZ7ocRo1xQWSpeS4k,Broadlawns Behavioral Health Urgent Care,3.6,15,Mental health clinic,"1914 Carpenter Ave, Des Moines, IA 50314, United States","J924+RP Des Moines, Iowa, USA",https://www.broadlawns.org/clinics-and-services/mental-health/behavioral-health-urgent-care,+1 515-282-5742,Closed · Opens 9 am Tue,https://lh3.googleusercontent.com/p/AF1QipN_FNL4ulHjmDqo5r4to-nJf1HRr5J0cmrqJEkw=w409-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2025-12-16T00:41:40.843Z,,,,
https://www.google.com/maps/place/Sagent+Behavioral+Health+-+Des+Moines/data=!4m7!3m6!1s0x87ee9ed99d1fc8df:0x1b96c80ecb7c5476!8m2!3d41.5868315!4d-93.6747139!16s%2Fg%2F1tdw8mbb!19sChIJ38gfndme7ocRdlR8yw7Ilhs,Sagent Behavioral Health - Des Moines,4.2,46,Mental health clinic,"600 42nd St, Des Moines, IA 50312, United States","H8PG+P4 Des Moines, Iowa, USA",https://www.sagentbh.com/our-locations/iowa/des-moines-clinic/,+1 515-255-8399,"Open · Closes 8 pm

Updated by this business 5 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMs3KN9lJBTWrGptce3J33pUtraYj2eO5NNxqtK=w509-h240-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–5 pm,9 am–2 pm,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2025-12-16T00:41:45.983Z,LGBTQ+ friendly,,,
