placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,attributes,error,isBlackOwned
"https://www.google.com/maps/place/AtlantiCare+Physician+Group,+Pain+Management,+Atlantic+City/data=!4m7!3m6!1s0x89c0c3ebeb9e1ad5:0x760812758bbea732!8m2!3d39.3594669!4d-74.4336924!16s%2Fg%2F11y97q_yrm!19sChIJ1Rqe6-vDwIkRMqe-i3USCHY","AtlantiCare Physician Group, Pain Management, Atlantic City",,,Pain control clinic,"7 S Ohio Ave, Atlantic City, NJ 08401, United States","9H58+QG Atlantic City, New Jersey, USA",https://www.atlanticare.org/locations/atlanticare-physician-group-general-surgery-egg-harbor-township,+1 609-572-8600,"Open · Closes 5 pm

Updated by this business 12 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bE96T7WVhUoIVRJpkE8Jfg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=167.66158&pitch=0&thumbfov=100,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-01-28T18:36:04.040Z,,,,
https://www.google.com/maps/place/NovaCare+Rehabilitation+in+partnership+with+AtlantiCare+-+Atlantic+City/data=!4m7!3m6!1s0x89c0ee67dce7cc55:0x744acb3d0af1810a!8m2!3d39.361574!4d-74.426537!16s%2Fg%2F1tjprdf7!19sChIJVczn3GfuwIkRCoHxCj3LSnQ,NovaCare Rehabilitation in partnership with AtlantiCare - Atlantic City,5.0,52,Physical therapy clinic,"24 S South Carolina Ave, Atlantic City, NJ 08401, United States","9H6F+J9 Atlantic City, New Jersey, USA",https://www.novacare.com/contact/find-a-location/nj/atlantic-city/atlantic-city/?ty=xt,+1 609-347-9075,Open · Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipMffSRtiBXX5QDfpupT3i9R5ev37RpKeUMVsd7i=w426-h240-k-no,true,7 am–7 pm,7 am–4 pm,7 am–4 pm,Closed,Closed,7 am–7 pm,7 am–4 pm,"https://www.google.com/maps/search/pain+management+physician+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-01-28T18:36:08.894Z,,,,
https://www.google.com/maps/place/Kim+Ji+Y+MD/data=!4m7!3m6!1s0x89c0ee41fc43d147:0x558d65f5f83e2eb5!8m2!3d39.3585111!4d-74.4342481!16s%2Fg%2F1263x7pvb!19sChIJR9FD_EHuwIkRtS4--PVljVU,Kim Ji Y MD,,,Pain management physician,"1925 Pacific Ave, Atlantic City, NJ 08401, United States","9H58+C8 Atlantic City, New Jersey, USA",http://www.atlanticare.org/,+1 609-345-4000,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rBYP0MJz3R1b2jKoTCkluA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=71.26913&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-01-28T18:36:11.117Z,,,,
"https://www.google.com/maps/place/Dr.+Dipty+Mangla,+MD+Mainland+Pain+Management+Associates/data=!4m7!3m6!1s0x89c0e6ff12128fb5:0x8ee80c63ad6ceb33!8m2!3d39.3480542!4d-74.580196!16s%2Fg%2F11p07bpdpx!19sChIJtY8SEv_mwIkRM-tsrWMM6I4","Dr. Dipty Mangla, MD Mainland Pain Management Associates",4.9,248,Pain management physician,"1201 New Rd #112, Linwood, NJ 08221, United States","8CX9+6W Linwood, New Jersey, USA",http://mainland-pain-management.com/,+1 609-788-3625,Open · Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipOuEHmwGyg9Dmq5SxpVB0H124lsr6qoCnO-PI8k=w408-h354-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/pain+management+physician+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-01-28T18:36:15.819Z,Identifies as women-owned,,,
"https://www.google.com/maps/place/Dr.+Robert+G.+Slating,+MD/data=!4m7!3m6!1s0x89c0ee38a9d2cd75:0x38cfe1c4f4c91781!8m2!3d39.3625347!4d-74.4289136!16s%2Fg%2F1tfsj9fh!19sChIJdc3SqTjuwIkRgRfJ9MThzzg","Dr. Robert G. Slating, MD",,,Doctor,"1401 Atlantic Ave # 2500, Atlantic City, NJ 08401, United States","9H7C+2C Atlantic City, New Jersey, USA",,+1 609-441-8036,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RLloXZfuKa-kVyWT-wUebA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=131.09245&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-01-28T18:36:18.102Z,,,,
https://www.google.com/maps/place/Corda+Pain+Institute/data=!4m7!3m6!1s0x89c0ea1abbe14a35:0xb16f09cd465e1766!8m2!3d39.3154194!4d-74.5915076!16s%2Fg%2F11h9z8wsvl!19sChIJNUrhuxrqwIkRZhdeRs0Jb7E,Corda Pain Institute,4.6,100,Pain control clinic,"110 Harbor Ln, Somers Point, NJ 08244, United States","8C85+59 Somers Point, New Jersey, USA",https://www.thecordapaininstitute.com/,+1 609-813-2113,Open · Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipOBcpYhmEXNQbBqBAiO3V23YXxZwsvSoBiQAFfM=w408-h306-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/pain+management+physician+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-01-28T18:36:22.427Z,,,,
"https://www.google.com/maps/place/Abdul+Qadir,+MD/data=!4m7!3m6!1s0x89c0e90381d7966d:0x8768efecb311adde!8m2!3d39.3865353!4d-74.5376931!16s%2Fg%2F1263jtsrp!19sChIJbZbXgQPpwIkR3q0Rs-zvaIc","Abdul Qadir, MD",2.9,28,Pain management physician,"1004 S New Rd, Pleasantville, NJ 08232, United States","9FP6+JW Pleasantville, New Jersey, USA",https://www.regionalpaincare.com/,+1 609-652-4141,Open · Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=12Ro8vne3WJDfB1IxHpK2g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=130.81535&pitch=0&thumbfov=100,false,9 am–4:30 pm,9 am–1 pm,9 am–4:30 pm,Closed,Closed,9 am–4:30 pm,9 am–1 pm,"https://www.google.com/maps/search/pain+management+physician+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-01-28T18:36:26.748Z,,,,
"https://www.google.com/maps/place/Premier+Neurology+And+Pain+Management,+L.l.c./data=!4m7!3m6!1s0x89c0c2bf8c07df91:0x212eae7d499be758!8m2!3d39.4124801!4d-74.5160401!16s%2Fg%2F1tcw92bc!19sChIJkd8HjL_CwIkRWOebSX2uLiE","Premier Neurology And Pain Management, L.l.c.",2.7,19,Medical clinic,"1127 N New Rd, Absecon, NJ 08201, United States","CF6M+XH Absecon, New Jersey, USA",,+1 609-377-8516,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=M7xzvQOW39JqSG47X7PDGA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=354.9263&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-01-28T18:36:29.043Z,,,,
https://www.google.com/maps/place/Atlantic+County+Family+Spine+-+Atlantic+City/data=!4m7!3m6!1s0x89c0ee390dd32923:0x7f741cb39935d7aa!8m2!3d39.3635652!4d-74.4255828!16s%2Fg%2F11fy4wm1kz!19sChIJIynTDTnuwIkRqtc1mbMcdH8,Atlantic County Family Spine - Atlantic City,5.0,159,Chiropractor,"1125 Atlantic Ave #106, Atlantic City, NJ 08401, United States","9H7F+CQ Atlantic City, New Jersey, USA",https://www.acfamilyspine.com/Atlantic-City/,+1 609-428-6499,Closed · Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipOlp7bV8T8qMqRhdA6_WbBLP4TytOxulJxi2R_Q=w408-h623-k-no,true,8 am–12 pm,8 am–12 pm,8 am–12 pm,Closed,Closed,8 am–12 pm,8 am–12 pm,"https://www.google.com/maps/search/pain+management+physician+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-01-28T18:36:33.550Z,,,,
"https://www.google.com/maps/place/AtlantiCare+Physician+Group,+Primary+Care+Plus,+Atlantic+City/data=!4m7!3m6!1s0x89c0ef1d5e128fb9:0x18764520a36e6e32!8m2!3d39.3491163!4d-74.4548709!16s%2Fg%2F11fhshlnl7!19sChIJuY8SXh3vwIkRMm5uoyBFdhg","AtlantiCare Physician Group, Primary Care Plus, Atlantic City",3.6,15,Medical clinic,"3830 Atlantic Ave, Atlantic City, NJ 08401, United States","8GXW+J3 Atlantic City, New Jersey, USA",https://www.atlanticare.org/location/atlanticare-physician-group-primary-care-plus-atlantic-city,+1 609-345-6000,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNDDPn97bRMbzkAA-zYngi2laFIewf-iIBY4oL-=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-01-28T18:36:38.084Z,,,,
https://www.google.com/maps/place/Spine+One+Chiropractic+Center/data=!4m7!3m6!1s0x89c0ee3911b2e393:0x12ed994f10bd39dd!8m2!3d39.3631177!4d-74.4252496!16s%2Fg%2F11c1pgqbj8!19sChIJk-OyETnuwIkR3Tm9EE-Z7RI,Spine One Chiropractic Center,4.7,14,Chiropractor,"1128 Atlantic Ave, Atlantic City, NJ 08401, United States","9H7F+6W Atlantic City, New Jersey, USA",http://www.spineonecenter.com/,+1 609-428-6990,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOXyM6AdraywtzsV64bYPYcHGUbJV7KcrLaQvN8=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,Closed,8 am–5 pm,8 am–1 pm,"https://www.google.com/maps/search/pain+management+physician+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-01-28T18:36:42.582Z,,,,
"https://www.google.com/maps/place/AtlantiCare+Physician+Group,+Occupational+Health,+Atlantic+City/data=!4m7!3m6!1s0x89c0ee38d4a1ab2f:0x5e0b664439deac87!8m2!3d39.3491163!4d-74.4548709!16s%2Fg%2F1tcxf2wh!19sChIJL6uh1DjuwIkRh6zeOURmC14","AtlantiCare Physician Group, Occupational Health, Atlantic City",4.8,5,Medical clinic,"3830 Atlantic Ave, Atlantic City, NJ 08401, United States","8GXW+J3 Atlantic City, New Jersey, USA",https://www.atlanticare.org/location/atlanticare-physician-group-occupational-health-atlantic-city?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link,+1 609-677-7200 ext. 2,Open · Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lZSCHnF_j3Gwre4pEmst2w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=160.36978&pitch=0&thumbfov=100,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/pain+management+physician+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-01-28T18:36:46.978Z,,,,
"https://www.google.com/maps/place/AtlantiCare+Health+Services,+Healthplex,+Atlantic+City/@39.3624892,-74.4289254,17z/data=!3m1!4b1!4m6!3m5!1s0x89c0ef7569673169:0x21d8d2e6f836edc1!8m2!3d39.3624892!4d-74.4289254!16s%2Fg%2F11xf2_b7h2","AtlantiCare Health Services, Healthplex, Atlantic City",5.0,1,Medical clinic,"1401 Atlantic Ave, Atlantic City, NJ 08401, United States","9H6C+XC Atlantic City, New Jersey, USA",https://www.atlanticare.org/locations/atlanticare-healthplex-atlantic-city,+1 888-569-1000,Open · Closes 6 pm,,true,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/pain+management+physician+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-01-28T18:36:53.268Z,,,,
